ticker,EMQU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-26,0.0
2004-06-21,8.3333
2004-07-26,-13.8462
2004-11-09,32.1429
2004-11-10,-1.3514
2005-01-20,6.1644
2005-07-05,9.0323
2005-09-21,0.5917
2006-02-08,2.9412000000000003
2006-03-01,1.7143000000000002
2006-03-02,0.0
2006-03-17,0.0
2006-03-29,1.1236
2006-06-28,2.7778
2006-07-10,0.0
2006-07-26,-0.5405
2006-08-11,0.5435
2006-09-01,2.7027
2006-09-05,0.0
2006-09-19,0.0
2006-10-12,0.0
2006-10-25,1.0526
2006-11-27,1.0417
2006-12-21,0.5155
2007-01-04,0.0
2007-01-12,-12.8205
2007-01-16,14.7059
2007-01-29,0.0
2007-02-08,0.0
2007-02-20,1.5385
2007-03-05,17.1717
2007-03-06,-14.2241
2007-03-08,4.0201
2007-03-14,-8.2126
2007-03-16,5.3684
2007-03-20,3.3966
2007-03-29,-0.4831
2007-04-19,1.4563
2007-05-02,-8.134
2007-05-03,12.5
2007-05-04,0.0
2007-05-07,0.0
2007-05-15,0.0
2007-05-24,7.4074
2007-05-25,3.4483
2007-06-13,0.0
2007-07-27,-8.3333
2007-07-31,12.7273
2007-08-13,0.0
2007-08-14,3.2258
2007-08-20,-10.9375
2007-08-21,14.0351
2007-08-23,-1.5385
2007-10-03,1.5625
2007-10-10,3.0769
2007-10-29,-13.4328
2007-12-06,13.7931
2008-06-06,0.0
2008-08-15,-46.9697
2008-11-21,-80.0
2009-02-10,-21.4286
2009-02-18,-63.6364
2009-11-04,0.0
2010-03-17,-80.0
2010-03-25,2400.0
2011-05-20,-60.0
2011-05-23,0.0
2012-02-15,25.0
2012-02-16,-20.0
2012-02-27,25.0
2012-08-10,-72.0
2012-08-16,-14.2857
2012-12-27,0.0
2013-07-15,16.6667
2013-09-16,-84.2857
2013-10-08,13.6364
2013-10-31,-8.0
2013-11-04,13.0435
2013-11-12,-3.8462
2013-11-14,3.2
2013-11-19,1062.7907
2013-11-20,-33.3333
2013-11-21,-60.0
2013-11-26,-70.0
2013-11-27,5.8333
2013-12-19,1.5748
2014-01-08,-3.1008
2014-01-09,8.0
2014-01-27,2.2222
2014-03-04,2.8986
2014-05-14,0.0
2014-06-03,2.1127
2014-06-19,0.0
2014-06-20,3.4483
2014-07-17,0.0
2014-07-18,0.0
2014-07-21,0.0
2014-07-23,3.3333
2014-08-18,12.9032
2014-08-22,185.7143
2014-08-25,0.0
2014-08-26,-10.0
2014-08-27,-55.5556
2014-08-28,-12.5
2014-09-03,5.7143
2014-10-03,2.7027
2014-10-21,0.0
2014-11-05,5.2632
2015-01-22,0.0
2015-01-26,5.0
2015-04-08,4.7619
2015-05-13,2.2727
2015-05-26,2.2222
2015-07-14,2.1739
2015-08-07,2.1277
2015-09-28,2.0833
2015-12-11,4.0816
2016-01-21,3.9215999999999998
2016-01-25,-81.1321
2016-01-27,400.0
2016-01-28,8.0
2016-03-15,3.7037
2016-04-28,3.5714
2016-07-11,1.7241
2016-08-08,3.3898
2016-08-25,3.2787
2016-10-05,3.1746
2017-03-20,23.0769
2017-08-28,-25.0
2017-10-11,0.0
2017-11-21,16.6667
2018-01-19,-14.2857
2018-03-16,0.0
2018-04-13,0.0
2018-06-05,-1.6667
2018-07-11,-6.7797
2018-08-22,0.0
2018-08-31,0.0
2018-09-25,-9.0909
2018-09-26,8.0
2018-11-06,-16.6667
2018-12-11,-2.6667
2019-01-17,0.0
2019-01-30,0.4566
2019-02-12,0.0
2019-03-06,4.5455
2019-05-06,0.0
2019-05-20,19.5652
2019-05-28,-16.3636
2019-06-04,-13.0435
2019-06-12,-12.5
2019-08-06,28.5714
2019-10-02,0.0
2019-10-22,0.0
2019-10-24,-11.1111
2019-10-25,0.0
2019-11-26,-25.0
2020-02-21,6.6667
2020-03-19,-6.25
2020-05-05,0.0
2020-06-16,33.3333
