ticker,TSTS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-02,147.5248
2014-09-16,60.0
2014-09-17,-25.0
2014-09-19,0.0
2014-09-22,6.6667
2014-09-24,12.5
2014-09-25,-11.1111
2014-09-30,6.25
2014-10-01,-11.1765
2014-10-06,6.6225000000000005
2014-10-07,2.4845
2014-10-08,3.0303
2014-10-09,2.9412000000000003
2014-10-10,0.0
2014-10-13,-2.2857
2014-10-14,-9.3567
2014-10-15,-3.1452
2014-10-17,7.244
2014-10-20,0.0
2014-10-21,-6.5217
2014-10-22,-0.2492
2014-10-24,-3.2889
2014-10-27,-10.4606
2014-11-05,11.538499999999999
2014-11-06,3.4483
2014-11-10,-6.6667
2014-11-11,7.1429
2014-11-12,0.0
2014-11-14,-2.0
2014-11-19,-1.3605
2014-11-21,-10.431
2014-11-25,-3.7536
2014-11-26,-5.6
2014-12-01,10.1695
2014-12-02,-49.0865
2014-12-03,-9.3484
2014-12-04,1.6667
2014-12-05,11.4754
2014-12-08,-25.0
2014-12-09,37.2549
2014-12-10,42.8571
2014-12-11,-30.0
2014-12-12,71.4286
2014-12-15,-12.5
2014-12-16,-14.2857
2014-12-17,5.5556
2014-12-19,15.7895
2014-12-22,4.5455
2014-12-23,21.7391
2014-12-24,7.1429
2014-12-26,-3.3333
2014-12-30,-17.2414
2014-12-31,16.6667
2015-01-02,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,3.5714
2015-01-08,-3.4483
2015-01-09,3.5714
2015-01-12,-3.4483
2015-01-13,0.0
2015-01-14,3.5714
2015-01-15,-3.4483
2015-01-21,3.5714
2015-01-23,-6.8966
2015-01-26,-7.4074
2015-01-27,15.2
2015-01-28,-2.0833
2015-01-30,-7.8014
2015-02-02,0.0
2015-02-04,0.0
2015-02-06,-18.3173
2015-02-09,0.1177
2015-02-10,3.4685
2015-02-11,-25.4545
2015-02-12,15.8537
2015-02-18,5.2632
2015-02-19,19.875
2015-02-20,16.7883
2015-02-23,34.8661
2015-02-24,5.6604
2015-02-25,-4.7619
2015-02-26,-1.0526
2015-02-27,-4.2553
2015-03-02,0.0
2015-03-03,13.8889
2015-03-04,-7.3171
2015-03-05,4.2105
2015-03-06,-1.5152
2015-03-09,2.5
2015-03-10,1.0632
2015-03-11,-3.9604
2015-03-12,0.2899
2015-03-13,2.7946999999999997
2015-03-16,-1.5
2015-03-17,4.5685
2015-03-18,1.9417
2015-03-19,2.3810000000000002
2015-03-20,6.9767
2015-03-23,0.0
