ticker,SODE US Equity
2018-02-09,-15.2542
2018-02-12,50.0
2018-02-13,-36.0
2018-02-14,25.0
2018-02-15,-16.6667
2018-02-16,-19.52
2018-02-20,9.3439
2018-02-22,14.7727
2018-02-26,-38.4158
2018-02-27,0.0
2018-02-28,12.5402
2018-03-01,71.4286
2018-03-05,-41.6667
2018-03-06,48.5714
2018-03-07,19.2308
2018-03-08,-6.4516
2018-03-12,-31.0345
2018-03-13,0.0
2018-03-14,29.375
2018-03-15,-6.2802
2018-03-19,-35.8763
2018-03-20,41.4791
2018-03-21,2.2727
2018-03-22,8.8889
2018-03-23,63.2653
2018-03-26,-6.25
2018-03-27,-25.2
2018-03-28,38.1462
2018-03-29,41.9355
2018-04-02,-13.6364
2018-04-03,-5.2632
2018-04-05,-18.3333
2018-04-10,2.0408
2018-04-11,-6.6667
2018-04-12,0.0
2018-04-13,27.1429
2018-04-16,17.9775
2018-04-17,-4.7619
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,29.0
2018-04-23,24.8062
2018-04-24,-22.3602
2018-04-25,4.0
2018-04-26,7.6923
2018-04-27,14.2857
2018-04-30,-6.25
2018-05-01,-6.7333
2018-05-02,-42.8163
2018-05-03,31.25
2018-05-04,0.0
2018-05-07,-4.7619
2018-05-08,0.0
2018-05-09,19.0
2018-05-11,-15.9664
2018-05-14,-5.0
2018-05-15,5.2632
2018-05-16,10.0
2018-05-17,26.3636
2018-05-18,-6.4748
2018-05-21,-1.5385
2018-05-22,8.5938
2018-05-23,-2.5540000000000003
2018-05-24,-0.4061
2018-05-25,-8.8213
2018-05-29,9.6748
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,3.0393
2018-06-04,10.0719
2018-06-05,69.281
2018-06-06,11.9305
2018-06-07,-10.3139
2018-06-08,-19.2692
2018-06-11,4.8118
2018-06-12,27.2727
2018-06-13,-3.5714
2018-06-14,-8.1481
2018-06-15,-7.2581
2018-06-18,13.0435
2018-06-19,15.3846
2018-06-20,-10.0
2018-06-21,-9.2593
2018-06-22,-2.0408
2018-06-25,-8.3333
2018-06-26,-9.0909
2018-06-27,-25.0
2018-06-28,6.6667
2018-06-29,0.0
2018-07-03,-6.25
2018-07-05,0.0
2018-07-06,-13.3333
2018-07-09,15.3077
2018-07-10,16.7445
2018-07-11,8.5714
2018-07-12,-5.7895
2018-07-13,21.5642
2018-07-16,-3.4926
2018-07-17,-4.7619
2018-07-18,17.5
2018-07-19,-2.1702
2018-07-20,-34.7542
2018-07-23,20.0
2018-07-24,-2.7778
2018-07-25,-8.5714
2018-07-26,0.0
2018-07-27,-37.5
2018-07-30,-8.25
2018-07-31,-9.5368
2018-08-01,-15.6627
2018-08-02,0.0
2018-08-03,3.6429
2018-08-06,-3.7904999999999998
2018-08-07,-15.4728
2018-08-08,0.0
2018-08-09,1.0169
2018-08-10,15.8809
2018-08-13,-7.9128
2018-08-14,46.6981
2018-08-15,-11.0397
2018-08-16,-3.6145
2018-08-17,-13.75
2018-08-20,8.6957
2018-08-21,-7.7933
2018-08-22,-1.2364
2018-08-23,-14.202
2018-08-24,19.4539
2018-08-27,-0.1429
2018-08-28,-1.2876
2018-08-29,-5.7971
2018-08-31,7.6923
2018-09-04,-32.7143
2018-09-05,29.5117
2018-09-06,-26.2295
2018-09-07,-8.4444
2018-09-10,4.6117
2018-09-11,34.3387
2018-09-12,13.9896
2018-09-13,-1.5152
2018-09-14,0.0
2018-09-17,7.6923
2018-09-18,-21.4286
2018-09-19,36.3636
2018-09-20,-6.6667
2018-09-21,14.2857
2018-09-24,-7.75
2018-09-25,28.7263
2018-09-26,4.7368
2018-09-27,0.5025
2018-09-28,23.0
2018-10-01,-2.439
2018-10-02,-8.3333
2018-10-03,-36.3636
2018-10-04,13.2857
2018-10-05,55.1072
2018-10-08,-22.7642
2018-10-09,25.2632
2018-10-10,-40.2521
2018-10-11,40.647
2018-10-12,0.0
2018-10-15,-10.0
2018-10-16,-43.3333
2018-10-17,72.549
2018-10-18,-31.8182
2018-10-19,33.3333
2018-10-22,0.0
2018-10-23,-18.125
2018-10-24,-2.2901
2018-10-25,0.0
2018-10-26,0.0
2018-10-29,22.5781
2018-10-30,-0.5736
2018-10-31,-1.2821
2018-11-01,3.8961
2018-11-02,2.5
2018-11-05,-28.5366
2018-11-06,18.6007
2018-11-07,9.3525
2018-11-08,3.9474
2018-11-09,-26.5823
2018-11-12,-2.4138
2018-11-13,27.2085
2018-11-14,-1.3889
2018-11-15,-5.4648
2018-11-16,5.6615
2018-11-19,-0.0282
2018-11-20,0.7052
2018-11-21,-3.2773
2018-11-23,-25.7168
2018-11-26,34.5029
2018-11-27,-25.5797
2018-11-28,32.4245
2018-11-29,-1.2647
2018-11-30,0.5362
2018-12-03,-6.0741
2018-12-06,0.0
2018-12-10,-1.7666
2018-12-12,0.9955
2018-12-13,-0.9459
2018-12-14,28.2401
2018-12-17,6.2015
2018-12-18,-1.3022
2018-12-19,14.0299
2018-12-20,-0.5236
2018-12-21,1.5789
2018-12-26,-3.2487
2018-12-27,-0.9265
2018-12-28,4.3243
2018-12-31,3.1088
2019-01-02,-21.0553
2019-01-03,20.3055
2019-01-04,17.9894
2019-01-07,1.7936999999999999
2019-01-08,-38.9824
2019-01-09,-10.9667
2019-01-10,4.6059
2019-01-11,-0.3798
2019-01-14,-16.2711
2019-01-15,-13.3829
2019-01-16,0.0107
2019-01-17,23.0555
2019-01-22,-4.0976
2019-01-23,-9.2727
2019-01-25,10.2204
2019-01-28,13.6364
2019-01-31,14.4
2019-02-01,10.4895
2019-02-05,-43.038
2019-02-06,51.1111
2019-02-08,-51.3235
2019-02-11,91.8429
2019-02-12,0.7874
2019-02-14,-8.5938
2019-02-15,19.6581
2019-02-20,-1.4285999999999999
2019-02-21,-3.6231999999999998
2019-02-22,-3.0075
2019-02-25,5.4264
2019-02-26,-3.6765
2019-02-27,-0.7634
2019-03-05,0.0
2019-03-06,-40.6923
2019-03-07,1.1673
2019-03-08,7.6923
2019-03-11,-4.7619
2019-03-13,14.3625
2019-03-15,20.2317
2019-03-18,-27.2727
2019-03-20,12.5
2019-03-21,-0.2222
2019-03-25,-33.1849
2019-03-26,65.6667
2019-03-27,11.7706
2019-03-28,-6.3906
2019-03-29,-3.4615
2019-04-01,19.5219
2019-04-02,-26.6667
2019-04-03,25.0
2019-04-04,5.0691
2019-04-05,-10.5351
2019-04-08,-17.0213
2019-04-09,-1.8648
2019-04-11,16.152
2019-04-12,0.0
2019-04-15,-7.9755
2019-04-16,5.1822
2019-04-17,-13.6948
2019-04-18,8.9351
2019-04-22,7.4157
2019-04-23,-1.046
2019-04-24,-0.6342
2019-04-26,0.6383
2019-04-29,-1.0571
2019-04-30,0.2137
2019-05-02,-17.4755
2019-05-03,-1.8189
2019-05-06,0.2632
2019-05-07,16.1575
2019-05-08,-2.838
2019-05-09,2.093
2019-05-10,-28.9294
2019-05-13,7.0641
2019-05-14,16.8363
2019-05-15,-4.9399999999999995
2019-05-16,-8.3558
2019-05-20,-11.7647
2019-05-21,-36.3333
2019-05-22,20.4188
2019-05-24,21.7391
2019-05-28,0.0
2019-05-29,25.0
2019-05-30,-0.2857
2019-05-31,-1.7191999999999998
2019-06-03,16.3265
2019-06-04,0.0
2019-06-05,-5.2632
2019-06-06,-19.8413
2019-06-07,15.1815
2019-06-10,-27.5072
2019-06-11,-1.1858
2019-06-13,-3.6
2019-06-14,54.1411
2019-06-17,-5.7823
2019-06-18,8.2857
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,-2.6385
2019-06-24,0.271
2019-06-25,24.3243
2019-06-26,-2.1739
2019-06-27,-32.8889
2019-06-28,47.0199
2019-07-01,3.6036
2019-07-02,-2.1739
2019-07-05,2.0
2019-07-08,-2.1786
2019-07-09,-16.9265
2019-07-10,4.0214
2019-07-11,0.2577
2019-07-12,-7.9692
2019-07-15,5.3073
2019-07-16,0.5305
2019-07-19,0.0
2019-07-23,0.0
2019-07-24,-0.5277
2019-07-29,-14.0584
2019-07-30,2.4691
2019-07-31,14.1566
2019-08-02,-16.622700000000002
2019-08-05,-11.3924
2019-08-06,0.0
2019-08-07,-2.2286
2019-08-08,0.0877
2019-08-12,-17.5182
2019-08-13,-7.0796
2019-08-16,-15.7143
2019-08-20,-3.9548
2019-08-22,0.0
2019-08-27,-17.647100000000002
2019-09-05,0.0
2019-09-10,77.8571
2019-09-13,-26.1044
2019-09-18,8.6957
2019-09-19,89.5
2019-09-20,-41.9525
2019-09-25,0.0
2019-09-27,0.0
2019-09-30,-13.6364
2019-10-01,-24.2105
2019-10-10,21.875
2019-10-18,-12.8205
2019-10-23,5.2288
2019-10-24,-6.8323
2019-10-30,-33.3333
2019-10-31,10.0
2019-11-01,27.2727
2019-11-11,-21.4286
2019-11-12,111.4182
2019-11-18,-3.3884
2019-11-19,-24.3368
2019-11-21,31.9294
2019-11-22,-11.0487
2019-11-25,-14.787
2019-11-26,31.9294
2019-11-27,-47.8331
2019-11-29,58.1197
2019-12-02,-30.9189
2019-12-03,39.6714
2019-12-04,-7.4734
2019-12-06,-4.9407
2019-12-11,0.0
2019-12-17,-16.7516
2019-12-18,-6.6565
2019-12-19,20.4918
2019-12-20,22.449
2019-12-23,-17.7778
2019-12-26,35.1351
2019-12-31,-11.5
2020-01-03,-6.7797
2020-01-06,1.5758
2020-01-13,-16.4678
2020-01-23,21.4286
2020-01-24,52.3529
2020-01-27,-1.9304999999999999
2020-01-30,0.0
2020-01-31,1.9685000000000001
2020-02-04,-7.3359
2020-02-05,-29.1667
2020-02-07,10.1471
2020-02-10,-16.0214
2020-02-12,17.647100000000002
2020-02-13,-8.1081
2020-02-14,17.647100000000002
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,35.0
2020-02-21,-3.7037
2020-02-24,-22.6923
2020-02-25,14.4279
2020-02-28,-26.087
2020-03-02,0.0
2020-03-03,-11.1765
2020-03-10,11.2583
2020-03-16,0.5952
2020-03-17,18.3432
2020-03-20,-3.0
2020-03-24,-35.0515
2020-04-03,16.6667
2020-04-07,-21.0884
2020-04-08,3.4483
2020-04-09,33.3333
2020-04-13,18.75
2020-04-14,-36.8421
2020-04-15,-6.6667
2020-04-16,66.9643
2020-04-17,-3.7433
2020-04-20,-18.3333
2020-04-23,2.0408
2020-04-24,-4.0
2020-04-27,-23.6111
2020-04-29,14.5455
2020-04-30,-12.6984
2020-05-01,0.0
2020-05-05,0.0
2020-05-06,-24.5455
2020-05-07,0.0
2020-05-08,-20.4819
2020-05-18,-1.5152
2020-05-27,52.3077
2020-05-28,-4.0404
2020-06-01,4.2105
2020-06-02,0.0
2020-06-04,0.0
2020-06-08,-1.0101
2020-06-09,1.0204
2020-06-11,-34.3434
2020-06-12,73.8462
2020-06-16,6.1947
2020-06-17,-20.0
2020-06-18,-22.9167
2020-06-19,20.9459
2020-06-24,11.7318
2020-06-25,-15.0
2020-06-29,17.647100000000002
2020-07-01,-2.0
2020-07-02,0.0
2020-07-08,-28.5714
2020-07-09,0.0
2020-07-15,0.0
2020-07-16,12.5
2020-07-17,1.5873
2020-07-21,0.0
2020-07-27,16.25
2020-07-29,0.0
2020-07-31,0.0
