ticker,INTG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.4483
2000-01-04,1.7856999999999998
2000-01-05,1.7544
2000-01-06,8.6207
2000-01-07,4.7619
2000-01-10,4.5455
2000-01-11,2.8986
2000-01-12,-4.2254
2000-01-13,-10.2941
2000-01-14,1.6393
2000-01-18,3.2258
2000-01-19,3.125
2000-01-20,0.0
2000-01-21,3.0303
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,-1.4706000000000001
2000-01-28,4.4776
2000-02-01,-2.8571
2000-02-04,2.9412000000000003
2000-02-07,1.4285999999999999
2000-02-08,-4.2254
2000-02-09,-2.9412000000000003
2000-02-10,4.5455
2000-02-11,7.2464
2000-02-14,-2.027
2000-02-15,-3.4483
2000-02-16,3.5714
2000-02-17,-3.4483
2000-02-18,-2.8571
2000-02-23,8.8235
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,-8.1081
2000-02-29,2.9412000000000003
2000-03-01,-1.4285999999999999
2000-03-02,10.1449
2000-03-03,2.6316
2000-03-06,2.5641
2000-03-07,-4.375
2000-03-08,0.0
2000-03-09,-1.9607999999999999
2000-03-10,0.0
2000-03-13,4.0
2000-03-14,2.5641
2000-03-15,0.0
2000-03-16,0.0
2000-03-17,2.5
2000-03-20,1.8293
2000-03-21,4.7904
2000-03-22,-9.7143
2000-03-23,3.7975
2000-03-27,0.0
2000-03-30,-2.439
2000-04-03,2.5
2000-04-04,-4.878
2000-04-05,1.2821
2000-04-06,1.2658
2000-04-07,0.0
2000-04-10,0.0
2000-04-12,1.25
2000-04-13,-2.4691
2000-04-14,1.2658
2000-04-17,-7.5
2000-04-18,-2.7027
2000-04-24,-2.7778
2000-04-28,-1.4285999999999999
2000-05-01,0.0
2000-05-02,-2.8986
2000-05-03,11.9403
2000-05-04,1.3333
2000-05-09,-15.7895
2000-05-12,18.75
2000-05-15,-5.2632
2000-05-16,2.7778
2000-05-17,8.1081
2000-05-19,-7.5
2000-05-24,-5.4054
2000-05-25,14.2857
2000-05-26,-6.25
2000-06-05,12.0
2000-06-06,0.0
2000-06-07,-9.5238
2000-06-08,17.7632
2000-06-12,-1.6760000000000002
2000-06-13,-5.6818
2000-06-14,1.2048
2000-06-19,-9.5238
2000-06-22,-5.2632
2000-06-27,0.0
2000-07-05,5.5556
2000-07-06,15.7895
2000-07-10,-14.7727
2000-07-11,20.0
2000-07-12,2.2222
2000-07-13,0.0
2000-07-14,-6.5217
2000-07-17,4.6512
2000-07-18,-2.2222
