ticker,SOLI US Equity
2008-09-09,-14.2857
2008-09-10,16.6667
2008-09-11,14.2857
2008-09-12,-31.25
2008-09-15,-9.0909
2008-09-16,-20.0
2008-09-17,0.0
2008-09-18,0.0
2008-09-19,-25.0
2008-09-22,-33.3333
2008-09-23,50.0
2008-09-24,-33.3333
2008-09-25,0.0
2008-09-26,-43.75
2008-09-29,44.4444
2008-09-30,-26.9231
2008-10-01,-5.2632
2008-10-02,44.4444
2008-10-03,-38.4615
2008-10-06,62.5
2008-10-07,-7.6923
2008-10-08,-66.6667
2008-10-09,25.0
2008-10-10,90.0
2008-10-13,-15.7895
2008-10-14,0.0
2008-10-15,0.0
2008-10-16,18.75
2008-10-20,0.0
2008-10-21,0.0
2008-10-22,-15.7895
2008-10-23,0.0
2008-10-27,0.0
2008-10-28,0.0
2008-10-30,0.0
2008-11-05,0.0
2008-11-06,-50.0
2008-11-07,100.0
2008-11-10,0.0
2008-11-11,0.0
2008-11-12,50.0
2008-11-13,-33.3333
2008-11-14,0.0
2008-11-21,0.0
2008-11-24,0.0
2008-11-25,0.0
2008-11-26,0.0
2008-11-28,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,0.0
2008-12-16,0.0
2008-12-17,-18.75
2008-12-18,-38.4615
2008-12-19,62.5
2008-12-23,-38.4615
2008-12-24,62.5
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,-38.4615
2009-01-02,62.5
2009-01-07,-15.3846
2009-01-12,0.0
2009-01-14,-27.2727
2009-01-20,0.0
2009-01-26,-25.0
2009-01-27,0.0
2009-02-02,0.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-10,0.0
2009-02-13,116.6667
2009-02-17,23.0769
2009-02-23,0.0
2009-02-27,0.0
2009-03-02,-62.5
2009-03-03,0.0
2009-03-11,33.3333
2009-03-16,-25.0
2009-03-17,0.0
2009-03-18,0.0
2009-03-19,216.6667
2009-03-20,100.0
2009-03-23,-57.8947
2009-03-25,-37.5
2009-03-26,30.0
2009-03-30,-23.0769
2009-04-01,0.0
2009-04-02,10.0
2009-04-06,-9.0909
2009-04-20,0.0
2009-04-23,0.0
2009-04-28,-50.0
2009-05-01,0.0
2009-05-06,0.0
2009-05-12,160.0
2009-05-13,23.0769
2009-05-14,0.0
2009-05-15,18.75
2009-05-18,0.0
2009-05-19,-15.7895
2009-05-20,-12.5
2009-06-01,-57.1429
2009-06-02,133.3333
2009-06-09,0.0
2009-06-10,35.7143
2009-06-11,-5.2632
2009-06-15,-11.1111
2009-06-16,0.0
2009-06-25,18.75
2009-06-30,-57.8947
2009-07-01,0.0
2009-07-30,-62.5
2009-08-05,533.3333
2009-08-06,-5.2632
2009-08-10,0.0
2009-08-11,-11.1111
2009-08-14,-62.5
2009-08-18,33.3333
2009-08-24,0.0
2009-08-31,0.0
2009-09-03,0.0
2009-09-08,225.0
2009-09-09,-76.9231
2009-09-10,133.3333
2009-09-11,14.2857
2009-09-14,-18.75
2009-09-15,-23.0769
2009-09-17,0.0
2009-09-21,0.0
2009-09-22,30.0
2009-09-23,-15.3846
2009-09-24,0.0
2009-09-25,72.7273
2009-09-28,-42.1053
2009-09-29,72.7273
2009-09-30,-5.2632
2009-10-02,-27.7778
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,-15.3846
2009-10-23,0.0
2009-10-26,-45.4545
2009-10-27,0.0
2009-10-29,116.6667
2009-10-30,0.0
2009-11-02,-38.4615
2009-11-06,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-17,-25.0
2009-11-18,-16.6667
2009-11-25,220.0
2009-11-27,-62.5
2009-11-30,33.3333
2009-12-02,-25.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-09,83.3333
2009-12-10,-9.0909
2009-12-11,-40.0
2009-12-15,-16.6667
2009-12-16,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,160.0
2009-12-30,-61.5385
2009-12-31,0.0
2010-01-15,120.0
2010-01-22,-27.2727
2010-01-25,37.5
2010-02-02,-9.0909
2010-02-09,0.0
2010-02-16,0.0
2010-03-04,40.0
2010-03-09,-21.4286
2010-03-12,0.0
2010-03-16,0.0
2010-03-18,27.2727
2010-03-22,-21.4286
2010-03-23,-9.0909
2010-03-30,-40.0
2010-03-31,-16.6667
2010-04-12,20.0
2010-04-28,33.3333
2010-05-19,0.0
2010-05-26,-37.5
2010-06-09,0.0
2010-06-18,0.0
2010-07-29,0.0
2010-08-03,0.0
2010-08-13,-40.0
2010-08-18,0.0
2010-08-30,0.0
2010-09-03,0.0
2010-09-21,0.0
2010-10-07,0.0
2010-10-20,0.0
2010-10-26,0.0
2010-10-28,0.0
2010-11-05,633.3333
2010-11-08,-27.2727
2010-11-09,100.0
2010-11-10,0.0
2010-11-17,-59.375
2010-11-23,0.0
2010-11-30,0.0
2010-12-01,-15.3846
2010-12-03,0.0
2010-12-08,0.0
2010-12-10,0.0
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,0.0
2010-12-20,-27.2727
2010-12-21,0.0
2010-12-23,0.0
2010-12-28,0.0
2011-01-03,125.0
2011-01-05,-38.8889
2011-01-18,18.1818
2011-02-08,-15.3846
2011-02-15,100.0
2011-02-16,-40.9091
2011-02-17,207.6923
2011-02-18,-60.0
2011-02-22,-18.75
2011-02-24,-38.4615
2011-03-02,25.0
2011-03-04,-20.0
2011-03-16,0.0
2011-03-18,25.0
2011-05-06,0.0
2011-06-24,-20.0
2011-07-06,0.0
2011-07-08,362.5
2011-07-25,-56.7568
2011-08-30,-81.25
2011-11-30,366.6667
2011-12-21,-42.8571
2012-01-11,1700.0
2012-01-13,-1.3889
2012-01-19,-43.662
2012-02-07,-60.0
2012-02-09,-50.0
2012-02-28,-50.0
2012-03-15,0.0
2012-03-19,1900.0
2012-04-11,0.0
2012-05-30,-10.0
2012-06-12,0.0
2012-06-19,-97.9167
2012-07-06,0.0
2012-07-17,0.0
2012-07-18,4700.0
2012-07-27,-5.5556
2012-07-30,0.0
2012-08-07,0.0
2012-08-28,-41.1765
2012-12-13,-96.25
2012-12-21,0.0
2013-01-24,0.0
2013-02-08,433.3333
2013-02-11,200.0
2013-03-18,-83.3333
2013-03-28,500.0
2013-04-16,0.0
2013-04-25,-83.3333
2013-05-15,500.0
2013-05-16,66.6667
2013-05-17,60.0
2013-06-06,-75.0
2013-06-07,50.0
2013-06-10,-66.6667
2013-06-13,-50.0
2013-06-14,1300.0
2013-09-20,-92.8571
2013-10-01,0.0
2013-10-07,300.0
2013-10-29,-75.0
2013-10-30,25.0
2013-11-05,0.0
2013-11-18,30.0
2013-11-19,146.1538
2013-12-12,-75.0
2013-12-20,0.0
2013-12-27,-25.0
2013-12-31,0.0
2014-01-22,-50.0
2014-01-28,0.0
2015-07-29,-33.3333
2015-08-03,0.0
2015-08-14,0.0
2015-10-01,0.0
2016-04-04,700.0
2016-05-11,-87.5
2016-11-10,0.0
2017-01-26,700.0
2017-10-23,50.0
2017-10-25,100.0
2017-11-01,-96.6667
2017-11-15,900.0
2017-12-13,400.0
2017-12-14,-74.0
2017-12-15,15.3846
2017-12-18,-13.3333
2017-12-19,0.0
2017-12-20,15.3846
2017-12-26,0.0
2017-12-29,0.0
2018-01-10,0.0
2018-01-18,-13.3333
2018-01-25,15.3846
2018-02-14,0.0
2018-02-16,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-05-29,-99.9333
2018-11-09,999900.0025
2018-11-12,-80.0
2018-11-27,25.0
2019-01-17,-60.0
2019-01-22,-10.0
2019-01-23,122.2222
2019-01-24,0.0
2019-01-29,-50.0
2019-01-31,100.0
2019-02-01,25.0
2019-02-04,60.0
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,47.5
2019-02-11,27.1186
2019-02-12,0.0
2019-02-13,6.6667
2019-02-14,15.0
2019-02-19,8.6957
2019-02-20,10.0
2019-02-21,27.2727
2019-02-22,17.8571
2019-02-25,20.6061
2019-02-26,0.5025
2019-02-27,25.0
2019-02-28,40.0
2019-03-01,25.7143
2019-03-04,2.2727
2019-03-05,11.1111
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,60.0
2019-03-11,6.25
2019-03-12,5.8824
2019-03-13,0.0
2019-03-14,11.1111
2019-03-15,19.0
2019-03-18,34.4538
2019-03-19,9.375
2019-03-20,48.0
2019-03-21,-15.0579
2019-03-22,-4.5455
2019-03-25,-4.7619
2019-03-26,0.0
2019-03-27,-5.0
2019-03-28,-5.2632
2019-03-29,11.1111
2019-04-01,30.0
2019-04-02,-3.8462
2019-04-03,4.0
2019-04-04,7.6923
2019-04-05,7.1429
2019-04-08,30.0
2019-04-09,-12.8205
2019-04-10,17.647100000000002
2019-04-11,12.5
2019-04-12,-11.1111
2019-04-15,-7.5
2019-04-16,-2.7027
2019-04-17,19.4444
2019-04-18,2.3256
2019-04-22,-9.0909
2019-04-23,-2.5
2019-04-24,2.5641
2019-04-25,-13.75
2019-04-26,0.0
2019-04-29,4.3478
2019-04-30,-1.3889
2019-05-01,9.8592
2019-05-02,1.2821
2019-05-03,-1.2658
2019-05-06,0.0
2019-05-07,-10.2564
2019-05-08,8.5714
2019-05-09,31.5789
2019-05-10,-14.0
2019-05-13,13.9535
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,2.0408
2019-05-17,-2.0
2019-05-20,12.2449
2019-05-21,-7.2727
2019-05-22,-1.9607999999999999
2019-05-23,16.0
2019-05-24,0.0
2019-05-28,-5.1724
2019-05-29,0.0
2019-05-30,9.0909
2019-05-31,3.3333
2019-06-03,3.2258
2019-06-04,15.625
2019-06-05,4.0541
2019-06-06,2.5974
2019-06-07,0.0
2019-06-10,15.1899
2019-06-11,18.6813
2019-06-12,7.4074
2019-06-13,-12.931000000000001
2019-06-14,-6.9307
2019-06-17,21.2766
2019-06-18,4.386
2019-06-19,9.2437
2019-06-20,-11.538499999999999
2019-06-21,-0.8696
2019-06-24,0.8772
2019-06-25,1.7391
2019-06-26,-7.6923
2019-06-27,-12.037
2019-06-28,3.1579
2019-07-01,2.0408
2019-07-02,2.0
2019-07-03,-11.7647
2019-07-05,-5.5556
2019-07-08,-17.647100000000002
2019-07-09,-14.2857
2019-07-10,-25.0
2019-07-11,-17.7778
2019-07-12,75.6757
2019-07-15,-27.6923
2019-07-16,6.383
2019-07-17,20.0
2019-07-18,1.6667
2019-07-19,-1.6393
2019-07-22,0.0
2019-07-23,-3.3333
2019-07-24,-24.1379
2019-07-25,25.0
2019-07-26,1.8182
2019-07-29,-17.8571
2019-07-30,-23.913
2019-07-31,57.1429
2019-08-01,-18.1818
2019-08-02,28.8889
2019-08-05,3.4483
2019-08-06,-13.3333
2019-08-07,-5.7692
2019-08-08,-4.0816
2019-08-09,6.383
2019-08-12,-8.0
2019-08-13,-6.5217
2019-08-14,-4.6512
2019-08-15,4.878
2019-08-16,-6.9767
2019-08-19,5.0
2019-08-20,-14.2857
2019-08-21,13.8889
2019-08-22,0.0
2019-08-23,19.5122
2019-08-26,-20.4082
2019-08-27,-25.641
2019-08-28,-3.4483
2019-08-29,-14.2857
2019-08-30,20.8333
2019-09-03,17.2414
2019-09-04,-32.3529
2019-09-05,0.0
2019-09-06,-4.3478
2019-09-09,-31.8182
2019-09-10,26.6667
2019-09-11,-5.2632
2019-09-12,-16.6667
2019-09-13,20.0
2019-09-16,13.3333
2019-09-17,-1.9607999999999999
2019-09-18,-10.0
2019-09-19,22.2222
2019-09-20,27.2727
2019-09-23,-3.5714
2019-09-24,-3.7037
2019-09-25,-15.3846
2019-09-26,0.0
2019-09-27,0.0
2019-09-30,9.0909
2019-10-01,0.4583
2019-10-02,18.1667
2019-10-03,15.8301
2019-10-04,3.0303
2019-10-07,-26.1765
2019-10-08,51.3944
2019-10-09,0.0
2019-10-10,-21.0526
2019-10-11,20.0
2019-10-14,-8.3333
2019-10-15,0.0
2019-10-16,1.5152
2019-10-17,-20.597
2019-10-18,12.782
2019-10-21,-3.3333
2019-10-22,-13.7931
2019-10-23,40.0
2019-10-24,0.0
2019-10-25,-12.857099999999999
2019-10-28,-1.6393
2019-10-29,13.3333
2019-10-30,-2.9412000000000003
2019-10-31,-24.2424
2019-11-01,12.0
2019-11-04,-28.5714
2019-11-05,10.0
2019-11-06,-9.0909
2019-11-07,-16.0
2019-11-08,-28.5714
2019-11-11,0.0
2019-11-12,-8.3333
2019-11-13,44.0909
2019-11-14,32.4921
2019-11-15,4.7619
2019-11-18,4.5455
2019-11-19,-26.087
2019-11-20,14.7059
2019-11-21,-7.6923
2019-11-22,-16.6667
2019-11-25,-3.3333
2019-11-26,2.069
2019-11-27,-6.1486
2019-11-29,9.863199999999999
2019-12-02,0.7864
2019-12-03,30.039
2019-12-04,10.0
2019-12-05,-4.5908999999999995
2019-12-06,18.6279
2019-12-09,14.4578
2019-12-10,-0.1754
2019-12-11,1.8981
2019-12-12,-8.5892
2019-12-13,-14.6868
2019-12-16,-1.1854
2019-12-17,-8.2363
2019-12-18,-8.5366
2019-12-19,17.3333
2019-12-20,-9.1364
2019-12-23,-6.2031
2019-12-24,0.0
2019-12-26,5.6213
2019-12-27,0.0429
2019-12-30,5.9937000000000005
2019-12-31,-2.3810000000000002
2020-01-02,9.7561
2020-01-03,-8.9333
2020-01-06,-15.732099999999999
2020-01-07,0.4344
2020-01-08,9.5061
2020-01-09,-11.1111
2020-01-10,0.7109
2020-01-13,-2.8824
2020-01-14,-0.0606
2020-01-15,3.0303
2020-01-16,-1.7647
2020-01-17,1.7365
2020-01-21,0.0
2020-01-22,-0.1177
2020-01-23,0.0589
2020-01-24,6.0071
2020-01-27,11.1111
2020-01-28,-7.5
2020-01-29,-0.0541
2020-01-30,8.1666
2020-01-31,-1.0
2020-02-03,-16.6667
2020-02-04,6.317
2020-02-05,2.5521000000000003
2020-02-06,-10.5114
2020-02-07,4.0127
2020-02-10,1.5228000000000002
2020-02-11,2.9412000000000003
2020-02-12,-2.8571
2020-02-13,-4.7059
2020-02-14,4.1648
2020-02-18,0.7425
2020-02-19,-11.1765
2020-02-20,5.1987
2020-02-21,0.724
2020-02-24,-8.375
2020-02-25,-3.8199
2020-02-26,3.9716
2020-02-27,-0.0682
2020-02-28,-7.8498
2020-03-02,0.0
2020-03-03,-0.5926
2020-03-04,19.225
2020-03-05,6.25
2020-03-06,-2.6924
2020-03-09,2.4646
2020-03-10,-11.5044
2020-03-11,89.3333
2020-03-12,-26.0563
2020-03-13,47.619
2020-03-16,41.9355
2020-03-17,0.0
2020-03-18,6.25
2020-03-19,3.7218999999999998
2020-03-20,-13.3842
2020-03-23,40.4762
2020-03-24,20.339
2020-03-25,-9.8592
2020-03-26,-12.1875
2020-03-27,4.9822
2020-03-30,22.0339
2020-03-31,4.1667
2020-04-01,36.0
2020-04-02,-8.4118
2020-04-03,-14.3652
2020-04-06,-15.0125
2020-04-07,-25.136
2020-04-08,17.8782
2020-04-09,-3.0625
2020-04-27,-41.5431
2020-04-28,32.3529
2020-04-29,-8.8889
2020-04-30,9.7561
2020-05-01,6.6667
2020-05-04,-27.0833
2020-05-05,8.5714
2020-05-06,18.4211
2020-05-07,-24.4444
2020-05-08,8.8235
2020-05-11,13.4865
2020-05-12,2.4053
2020-05-13,-2.3256
2020-05-14,7.1429
2020-05-15,-11.1111
2020-05-18,-12.5
2020-05-19,11.4286
2020-05-20,-15.3846
2020-05-21,15.1515
2020-05-22,-7.8947
2020-05-26,11.4286
2020-05-27,-17.9487
2020-05-28,6.25
2020-05-29,11.7647
2020-06-01,2.6316
2020-06-02,-10.2308
2020-06-03,14.2245
2020-06-04,5.0263
2020-06-05,0.0
2020-06-08,-4.7619
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,-5.0
2020-06-12,0.0
2020-06-15,5.2632
2020-06-16,-7.5
2020-06-17,-18.9189
2020-06-18,43.3333
2020-06-19,-2.5581
2020-06-22,-4.5346
2020-06-23,4.5
2020-06-24,-4.3062000000000005
2020-06-25,2.5
2020-06-26,-2.439
2020-06-29,0.0
2020-06-30,-2.5
2020-07-01,-2.5641
2020-07-02,5.2632
2020-07-06,0.0
2020-07-07,-5.0
2020-07-08,2.3684
2020-07-09,-10.0257
2020-07-10,-2.8571
2020-07-13,2.9412000000000003
2020-07-14,13.1429
2020-07-15,-0.5051
2020-07-16,-18.7817
2020-07-17,12.5
2020-07-20,8.3333
2020-07-21,-12.8205
2020-07-22,-11.7647
2020-07-23,16.6667
2020-07-24,-2.8571
2020-07-27,2.9412000000000003
2020-07-28,-8.5714
2020-07-29,6.25
2020-07-30,0.5882
2020-07-31,2.3392
