ticker,ARCH US Equity
2017-02-27,0.7084
2017-02-28,-0.8828
2017-03-01,3.9382
2017-03-02,-4.271
2017-03-03,0.3077
2017-03-06,1.0318
2017-03-07,-4.6370000000000005
2017-03-08,-3.2417
2017-03-09,-0.8077
2017-03-10,-2.5181
2017-03-13,3.4648
2017-03-14,-1.8687
2017-03-15,3.961
2017-03-16,-0.4836
2017-03-17,-1.2664
2017-03-20,-1.5063
2017-03-21,-0.8934
2017-03-22,2.2307
2017-03-23,-3.004
2017-03-24,-0.2003
2017-03-27,4.6009
2017-03-28,1.845
2017-03-29,0.4783
2017-03-30,-0.6058
2017-03-31,0.0435
2017-04-03,3.8148999999999997
2017-04-04,1.7885
2017-04-05,-0.906
2017-04-06,3.4631
2017-04-07,0.0803
2017-04-10,1.4849
2017-04-11,-2.4387
2017-04-12,-3.5401
2017-04-13,-0.8825
2017-04-17,1.2154
2017-04-18,-0.8098
2017-04-19,-1.098
2017-04-20,1.3948
2017-04-21,-0.9264
2017-04-24,1.5585
2017-04-25,-1.1021
2017-04-26,0.2962
2017-04-27,-1.6174
2017-04-28,0.4146
2017-05-01,-0.3417
2017-05-02,6.7714
2017-05-03,-2.89
2017-05-04,-3.5547
2017-05-05,1.3286
2017-05-08,1.0151
2017-05-09,0.3489
2017-05-10,0.4033
2017-05-11,0.748
2017-05-12,0.935
2017-05-15,-1.1987
2017-05-16,2.2473
2017-05-17,-1.4968
2017-05-18,-0.1643
2017-05-19,-0.0686
2017-05-22,-1.3996
2017-05-23,1.5725
2017-05-24,-0.0548
2017-05-25,-1.549
2017-05-26,1.1139000000000001
2017-05-30,-2.6014
2017-05-31,0.5398
2017-06-01,0.8619
2017-06-02,-2.3816
2017-06-05,0.5454
2017-06-06,-0.0571
2017-06-07,-3.1134
2017-06-08,1.9752
2017-06-09,1.2431
2017-06-12,0.7424
2017-06-13,-0.2693
2017-06-14,-1.7337
2017-06-15,-6.0448
2017-06-16,-1.9546999999999999
2017-06-19,-1.4129
2017-06-20,-2.9936
2017-06-21,2.2653
2017-06-22,0.321
2017-06-23,3.104
2017-06-26,0.869
2017-06-27,-0.3385
2017-06-28,3.0256
2017-06-29,1.7381
2017-06-30,0.5891
2017-07-03,0.7028
2017-07-05,1.6284
2017-07-06,-1.6452
2017-07-07,1.2945
2017-07-10,1.077
2017-07-11,3.6511
2017-07-12,0.7127
2017-07-13,0.7621
2017-07-14,0.6888
2017-07-17,-0.4963
2017-07-18,0.674
2017-07-19,0.5222
2017-07-20,1.1056
2017-07-21,-0.5007
2017-07-24,-0.4237
2017-07-25,1.383
2017-07-26,-0.1705
2017-07-27,-4.8614
2017-07-28,1.2567
2017-07-31,3.7507
2017-08-01,1.8536000000000001
2017-08-02,-0.2969
2017-08-03,-3.4693
2017-08-04,1.3947
2017-08-07,1.1903
2017-08-08,0.6143
2017-08-09,-0.5716
2017-08-10,-0.6402
2017-08-11,-1.1045
2017-08-14,0.0266
2017-08-15,-0.864
2017-08-16,-0.4023
2017-08-17,-0.6462
2017-08-18,1.206
2017-08-21,1.379
2017-08-22,1.215
2017-08-23,1.3309
2017-08-24,-2.8329
2017-08-25,1.471
2017-08-28,0.0784
2017-08-29,1.0309
2017-08-30,-0.6747
2017-08-31,4.337
2017-09-01,0.3005
2017-09-05,-4.2317
2017-09-06,1.9552
2017-09-07,-0.1406
2017-09-08,-2.0612
2017-09-11,-1.3725
2017-09-12,-0.5302
2017-09-13,1.3191
2017-09-14,1.223
2017-09-15,-2.1697
2017-09-18,-1.4077
2017-09-19,-2.3033
2017-09-20,0.4963
2017-09-21,-1.8384
2017-09-22,-0.559
2017-09-25,2.8531
2017-09-26,0.9019
2017-09-27,-0.2979
2017-09-28,-1.956
2017-09-29,-0.6096
2017-10-02,2.0212
2017-10-03,-0.5329
2017-10-04,-0.9478
2017-10-05,1.2204
2017-10-06,-2.5346
2017-10-09,-1.0964
2017-10-10,1.1796
2017-10-11,-0.8007
2017-10-12,0.085
2017-10-13,-1.8251
2017-10-16,2.6661
2017-10-17,2.288
2017-10-18,0.0549
2017-10-19,2.8803
2017-10-20,0.5599
2017-10-23,-1.6439
2017-10-24,0.9705
2017-10-25,-1.2682
2017-10-26,-2.6366
2017-10-27,0.4027
2017-10-30,-0.6916
2017-10-31,6.4345
2017-11-01,3.3106999999999998
2017-11-02,-0.342
2017-11-03,0.8897
2017-11-06,0.8188
2017-11-07,-0.4373
2017-11-08,0.1255
2017-11-09,-1.3913
2017-11-10,0.089
2017-11-13,0.1397
2017-11-14,-0.5073
2017-11-15,-0.5099
2017-11-16,1.4862
2017-11-17,-0.5302
2017-11-20,0.9519
2017-11-21,1.1944
2017-11-22,0.2236
2017-11-24,0.3967
2017-11-27,-2.6546
2017-11-28,0.1903
2017-11-29,-0.1899
2017-11-30,5.1854
2017-12-01,2.0591
2017-12-04,0.0712
2017-12-05,0.166
2017-12-06,-1.4918
2017-12-07,2.3197
2017-12-08,-0.2232
2017-12-11,2.2604
2017-12-12,-1.2664
2017-12-13,0.2099
2017-12-14,-0.6516
2017-12-15,1.7334
2017-12-18,1.3009
2017-12-19,0.0796
2017-12-20,0.829
2017-12-21,2.1849
2017-12-22,0.4409
2017-12-26,1.3497
2017-12-27,-0.7254
2017-12-28,1.6686999999999999
2017-12-29,-0.0644
2018-01-02,2.4367
2018-01-03,-1.7395
2018-01-04,-1.461
2018-01-05,0.3463
2018-01-08,2.8473
2018-01-09,0.0839
2018-01-10,1.163
2018-01-11,2.2061
2018-01-12,-1.8747
2018-01-16,-2.4269
2018-01-17,0.7621
2018-01-18,-2.3214
2018-01-19,1.1829
2018-01-22,-0.1275
2018-01-23,-1.9049
2018-01-24,0.5533
2018-01-25,-2.1901
2018-01-26,2.6142
2018-01-29,0.1935
2018-01-30,-3.5511
2018-01-31,0.1224
2018-02-01,2.833
2018-02-02,-5.4127
2018-02-05,-1.7476
2018-02-06,2.6738
2018-02-07,-1.1889
2018-02-08,-1.4553
2018-02-09,-0.3953
2018-02-12,3.4088
2018-02-13,1.7498
2018-02-14,3.2509
2018-02-15,1.1928
2018-02-16,-1.8052000000000001
2018-02-20,-0.3352
2018-02-21,1.8121
2018-02-22,2.739
2018-02-23,1.4419
2018-02-26,1.4623
2018-02-27,-0.5644
2018-02-28,-2.9901
2018-03-01,1.1911
2018-03-02,2.6742
2018-03-05,-1.8881000000000001
2018-03-06,3.6431
2018-03-07,-0.9731
2018-03-08,-3.4493
2018-03-09,-2.6794000000000002
2018-03-12,-0.5336
2018-03-13,1.2551999999999999
2018-03-14,-0.498
2018-03-15,1.938
2018-03-16,0.8566
2018-03-19,-2.9208
2018-03-20,1.8457
2018-03-21,2.4303
2018-03-22,-6.3817
2018-03-23,-0.3386
2018-03-26,2.269
2018-03-27,-3.194
2018-03-28,-0.4872
2018-03-29,2.2252
2018-04-02,-0.3374
2018-04-03,2.7848
2018-04-04,-0.5312
2018-04-05,1.207
2018-04-06,-2.4697
2018-04-09,1.4501
2018-04-10,4.3627
2018-04-11,-2.1361
2018-04-12,1.4726
2018-04-13,0.0618
2018-04-16,-1.3783
2018-04-17,0.6362
2018-04-18,1.0156
2018-04-19,3.1805
2018-04-20,-0.2784
2018-04-23,-1.4358
2018-04-24,-0.7081
2018-04-25,-2.16
2018-04-26,-14.4955
2018-04-27,-3.3735
2018-04-30,1.8780000000000001
2018-05-01,-3.4888
2018-05-02,-0.2948
2018-05-03,1.4914
2018-05-04,2.5716
2018-05-07,0.1482
2018-05-08,-2.2937
2018-05-09,-2.7641
2018-05-10,-0.675
2018-05-11,1.2023
2018-05-14,0.2841
2018-05-15,2.2148
2018-05-16,1.222
2018-05-17,-0.0871
2018-05-18,-1.4076
2018-05-21,0.8339
2018-05-22,0.4761
2018-05-23,1.1348
2018-05-24,-1.9975
2018-05-25,1.4217
2018-05-29,2.8532
2018-05-30,2.0987
2018-05-31,-2.4807
2018-06-01,2.0083
2018-06-04,0.0597
2018-06-05,1.9199000000000002
2018-06-06,0.1755
2018-06-07,1.2147000000000001
2018-06-08,-1.7194
2018-06-11,-0.0822
2018-06-12,-0.423
2018-06-13,-1.6639
2018-06-14,-0.264
2018-06-15,-5.0295
2018-06-18,0.8869
2018-06-19,-0.2763
2018-06-20,1.1837
2018-06-21,-0.2862
2018-06-22,2.8208
2018-06-25,-5.074
2018-06-26,1.4194
2018-06-27,1.5004
2018-06-28,-2.6584
2018-06-29,0.0893
2018-07-02,-1.6193
2018-07-03,1.8662999999999998
2018-07-05,1.2595
2018-07-06,0.1885
2018-07-09,1.1412
2018-07-10,0.31
2018-07-11,-4.5241
2018-07-12,1.0875
2018-07-13,-1.396
2018-07-16,-1.4807000000000001
2018-07-17,4.0343
2018-07-18,1.8756
2018-07-19,-1.5922
2018-07-20,0.5815
2018-07-23,0.7792
2018-07-24,1.7957
2018-07-25,2.1193
2018-07-26,1.9674
2018-07-27,-4.3412
2018-07-30,-0.4059
2018-07-31,4.4579
2018-08-01,2.8609
2018-08-02,1.5286
2018-08-03,1.0528
2018-08-06,-0.0672
2018-08-07,-0.6726
2018-08-08,0.7336
2018-08-09,0.2801
2018-08-10,-0.7373
2018-08-13,-0.7991
2018-08-14,0.034
2018-08-15,-0.9527
2018-08-16,2.084
2018-08-17,0.7291
2018-08-20,0.4343
2018-08-21,0.8316
2018-08-22,-0.022
2018-08-23,-2.4527
2018-08-24,-0.9133
2018-08-27,1.3314
2018-08-28,-1.1005
2018-08-29,1.7032
2018-08-30,-1.4067
2018-08-31,0.8645
2018-09-04,-0.0677
2018-09-05,2.3925
2018-09-06,-0.4519
2018-09-07,0.6311
2018-09-10,-0.8252
2018-09-11,0.0998
2018-09-12,1.1415
2018-09-13,-1.9724
2018-09-14,-0.5254
2018-09-17,0.9552
2018-09-18,0.8459
2018-09-19,0.1656
2018-09-20,-0.1873
2018-09-21,-0.0773
2018-09-24,2.3423
2018-09-25,2.0404
2018-09-26,-4.2318999999999996
2018-09-27,-0.6076
2018-09-28,-0.6335
2018-10-01,3.9933
2018-10-02,-0.3657
2018-10-03,0.6693
2018-10-04,-1.6729
2018-10-05,-0.3272
2018-10-08,1.2255
2018-10-09,-1.135
2018-10-10,-1.4651
2018-10-11,0.7324
2018-10-12,0.9584
2018-10-15,2.4112999999999998
2018-10-16,3.4093
2018-10-17,0.3091
2018-10-18,-4.4371
2018-10-19,0.1935
2018-10-22,1.7486000000000002
2018-10-23,0.7064
2018-10-24,-5.8522
2018-10-25,-0.0111
2018-10-26,3.0138
2018-10-29,0.5182
2018-10-30,-0.0322
2018-10-31,3.0297
2018-11-01,-1.877
2018-11-02,0.627
2018-11-05,0.3802
2018-11-06,-1.2099
2018-11-07,1.4483
2018-11-08,-1.4382
2018-11-09,0.4154
2018-11-12,0.3606
2018-11-13,0.391
2018-11-14,-1.4107
2018-11-15,1.1212
2018-11-16,1.5734
2018-11-19,-3.9505
2018-11-20,-7.6199
2018-11-21,-1.6989
2018-11-23,-2.1216
2018-11-26,-3.9211
2018-11-27,1.1407
2018-11-28,3.1704
2018-11-29,0.8259
2018-11-30,-1.6221
2018-12-03,4.5158000000000005
2018-12-04,-0.2237
2018-12-06,-1.9823
2018-12-07,1.9502000000000002
2018-12-10,1.3933
2018-12-11,0.1747
2018-12-12,-0.3836
2018-12-13,0.4901
2018-12-14,-2.7523
2018-12-17,-1.0389
2018-12-18,0.0724
2018-12-19,-2.8458
2018-12-20,-0.4468
2018-12-21,-0.3366
2018-12-24,-1.3385
2018-12-26,3.6896
2018-12-27,0.9782
2018-12-28,0.2906
2018-12-31,0.2053
2019-01-02,2.3256
2019-01-03,-3.8742
2019-01-04,3.1851
2019-01-07,-1.9352
2019-01-08,0.3269
2019-01-09,3.1616
2019-01-10,0.6667
2019-01-11,-0.0465
2019-01-14,-0.5348
2019-01-15,-5.6919
2019-01-16,0.7436
2019-01-17,5.7203
2019-01-18,0.5702
2019-01-22,-0.4281
2019-01-23,0.4764
2019-01-24,-1.0986
2019-01-25,1.6955
2019-01-28,-0.8739
2019-01-29,-0.6496
2019-01-30,1.1442
2019-01-31,1.7315
2019-02-01,0.1021
2019-02-04,-0.2154
2019-02-05,0.2613
2019-02-06,-0.9971
2019-02-07,-1.6709
2019-02-08,-4.9814
2019-02-11,-1.0167
2019-02-12,1.5345
2019-02-13,1.4625
2019-02-14,7.3634
2019-02-15,-1.13
2019-02-19,1.6747999999999998
2019-02-20,1.202
2019-02-21,0.8578
2019-02-22,-0.9268
2019-02-25,0.1101
2019-02-26,1.0664
2019-02-27,1.7622
2019-02-28,-0.4169
2019-03-01,0.5152
2019-03-04,-2.6805
2019-03-05,1.3233
2019-03-06,-3.0692
2019-03-07,0.146
2019-03-08,-0.6951
2019-03-11,2.4726
2019-03-12,0.8814
2019-03-13,1.0157
2019-03-14,-0.0108
2019-03-15,-1.795
2019-03-18,0.5285
2019-03-19,0.4053
2019-03-20,-2.0399
2019-03-21,2.2717
2019-03-22,-1.3719999999999999
2019-03-25,-0.9494
2019-03-26,1.4155
2019-03-27,-1.7255
2019-03-28,3.2767
2019-03-29,-1.1695
2019-04-01,0.5369
2019-04-02,-0.534
2019-04-03,-0.8546
2019-04-04,0.2763
2019-04-05,1.102
2019-04-08,-1.4061
2019-04-09,-1.99
2019-04-10,0.3723
2019-04-11,-1.8656000000000001
2019-04-12,-0.126
2019-04-15,-0.5733
2019-04-16,2.4795
2019-04-17,1.1366
2019-04-18,-0.3672
2019-04-22,2.3342
2019-04-23,9.0909
2019-04-24,-0.2101
2019-04-25,-1.2231
2019-04-26,1.2281
2019-04-29,-0.0702
2019-04-30,-2.6989
2019-05-01,-0.0722
2019-05-02,-1.9915
2019-05-03,2.8952999999999998
2019-05-06,-0.7981
2019-05-07,-0.4435
2019-05-08,-0.9324
2019-05-09,0.1046
2019-05-10,1.6715
2019-05-13,-5.8261
2019-05-14,0.8838
2019-05-15,0.2488
2019-05-16,0.1295
2019-05-17,-2.726
2019-05-20,-0.9526
2019-05-21,0.8835
2019-05-22,-0.266
2019-05-23,-1.8228
2019-05-24,0.317
2019-05-28,-0.8577
2019-05-29,-0.0683
2019-05-30,0.3189
2019-05-31,0.6049
2019-06-03,-0.7374
2019-06-04,2.0229
2019-06-05,-1.3778000000000001
2019-06-06,-0.3975
2019-06-07,1.2088
2019-06-10,0.1014
2019-06-11,0.7767
2019-06-12,-1.7424
2019-06-13,0.1819
2019-06-14,0.59
2019-06-17,0.6994
2019-06-18,1.2658
2019-06-19,4.4358
2019-06-20,-0.0636
2019-06-21,-0.4663
2019-06-24,-2.0552
2019-06-25,-3.479
2019-06-26,1.4418
2019-06-27,1.0437
2019-06-28,3.5275
2019-07-01,-0.4246
2019-07-02,-3.635
2019-07-03,0.1217
2019-07-05,0.5303
2019-07-08,0.0769
2019-07-09,-1.3178
2019-07-10,-0.434
2019-07-11,-0.3353
2019-07-12,1.1775
2019-07-15,-1.7402
2019-07-16,1.0039
2019-07-17,-1.5971
2019-07-18,-2.3947
2019-07-19,0.8023
2019-07-22,2.0879
2019-07-23,1.9887000000000001
2019-07-24,0.9639
2019-07-25,-2.2824999999999998
2019-07-26,2.7288
2019-07-29,-1.3227
2019-07-30,1.4734
2019-07-31,-2.6638
2019-08-01,-11.911200000000001
2019-08-02,-0.3183
2019-08-05,-1.405
2019-08-06,-1.3862
2019-08-07,-0.4467
2019-08-08,3.6289
2019-08-09,-3.1198
2019-08-12,-0.7361
2019-08-13,2.6748
2019-08-14,-2.6309
2019-08-15,-0.1589
2019-08-16,1.9102999999999999
2019-08-19,1.471
2019-08-20,-1.4625
2019-08-21,1.38
2019-08-22,-3.5829
2019-08-23,-3.3964
2019-08-26,3.1022
2019-08-27,2.1396
2019-08-28,-3.0374
2019-08-29,2.3359
2019-08-30,1.6193
2019-09-03,0.1829
2019-09-04,1.3038
2019-09-05,-1.982
2019-09-06,0.6303
2019-09-09,5.6889
2019-09-10,1.358
2019-09-11,0.4872
2019-09-12,-2.5212
2019-09-13,0.1865
2019-09-16,1.7624
2019-09-17,-1.7197
2019-09-18,-3.7725999999999997
2019-09-19,-1.999
2019-09-20,-5.3296
2019-09-23,1.6402999999999999
2019-09-24,-5.2106
2019-09-25,4.3284
2019-09-26,0.2628
2019-09-27,2.6345
2019-09-30,-0.2822
2019-10-01,-0.8356
2019-10-02,1.4405999999999999
2019-10-03,2.0364
2019-10-04,0.7484
2019-10-07,-1.5118
2019-10-08,-1.6541000000000001
2019-10-09,2.1259
2019-10-10,1.9895
2019-10-11,2.4803
2019-10-14,-0.0504
2019-10-15,-0.3153
2019-10-16,-0.253
2019-10-17,0.7864
2019-10-18,-0.6041
2019-10-21,-0.0633
2019-10-22,5.5239
2019-10-23,3.2537
2019-10-24,-1.2326
2019-10-25,-1.6011
2019-10-28,0.2752
2019-10-29,-1.6346
2019-10-30,-0.4609
2019-10-31,-3.863
2019-11-01,0.1775
2019-11-04,-1.4425
2019-11-05,1.9515
2019-11-06,1.1711
2019-11-07,-1.7301
2019-11-08,1.8618999999999999
2019-11-11,-3.3076
2019-11-12,-2.6235
2019-11-13,0.1321
2019-11-14,1.3980000000000001
2019-11-15,-0.5853
2019-11-18,-1.3607
2019-11-19,0.1061
2019-11-20,-0.5963
2019-11-21,0.2799
2019-11-22,-0.5583
2019-11-25,0.8822
2019-11-26,0.0133
2019-11-27,0.1855
2019-11-29,-1.4101
2019-12-02,-1.7541
2019-12-03,0.3296
2019-12-04,1.4647999999999999
2019-12-05,-0.4857
2019-12-06,2.0201
2019-12-09,0.4385
2019-12-10,0.5028
2019-12-11,-0.7109
2019-12-12,2.9435000000000002
2019-12-13,-4.6625
2019-12-16,3.6071
2019-12-17,-3.6511
2019-12-18,1.5564
2019-12-19,-2.572
2019-12-20,-3.6931000000000003
2019-12-23,0.1846
2019-12-24,1.1625
2019-12-26,0.1401
2019-12-27,-0.028
2019-12-30,-0.196
2019-12-31,0.6171
2020-01-02,2.4115
2020-01-03,0.0953
2020-01-06,-1.6181999999999999
2020-01-07,-0.5943
2020-01-08,-1.6963
2020-01-09,0.4809
2020-01-10,-1.5625
2020-01-13,2.6311999999999998
2020-01-14,-3.0235
2020-01-15,-4.2385
2020-01-16,3.1508
2020-01-17,-3.5636
2020-01-21,-5.8069
2020-01-22,-2.4179
2020-01-23,-1.8871
2020-01-24,-4.3151
2020-01-27,-2.989
2020-01-28,-0.9369
2020-01-29,-0.8003
2020-01-30,-0.8067
2020-01-31,-4.7505
2020-02-03,-0.0582
2020-02-04,5.3592
2020-02-05,7.9985
2020-02-06,-1.9283000000000001
2020-02-07,-3.0973
2020-02-10,0.9337
2020-02-11,2.6151999999999997
2020-02-12,-2.0284
2020-02-13,0.7255
2020-02-14,-1.5987
2020-02-18,-1.4104999999999999
2020-02-19,0.1811
2020-02-20,-2.8561
2020-02-21,-4.2799
2020-02-24,1.2247
2020-02-25,-2.6887
2020-02-26,-7.7166
2020-02-27,4.3413
2020-02-28,3.1974
2020-03-02,-5.72
2020-03-03,-0.5535
2020-03-04,1.0062
2020-03-05,-3.476
2020-03-06,-2.6131
2020-03-09,-15.3777
2020-03-10,-0.8527
2020-03-11,-7.8205
2020-03-12,-8.0175
2020-03-13,14.4216
2020-03-16,-2.9363
2020-03-17,16.752299999999998
2020-03-18,-20.3862
2020-03-19,4.1142
2020-03-20,-1.8873
2020-03-23,-7.0634
2020-03-24,1.3907
2020-03-25,6.0287
2020-03-26,-7.0096
2020-03-27,-11.6144
2020-03-30,0.2196
2020-03-31,5.5515
2020-04-01,5.5709
2020-04-02,1.9666000000000001
2020-04-03,-0.6107
2020-04-06,6.3713
2020-04-07,-6.993
2020-04-08,4.1844
2020-04-09,9.0995
2020-04-13,-0.719
2020-04-14,2.0278
2020-04-15,-10.3066
2020-04-16,-8.7686
2020-04-17,-2.6371
2020-04-20,2.8154
2020-04-21,-2.6343
2020-04-22,5.162
2020-04-23,-12.0515
2020-04-24,-9.2764
2020-04-27,-3.182
2020-04-28,12.2261
2020-04-29,11.0504
2020-04-30,2.6371
2020-05-01,-8.1192
2020-05-04,10.9247
2020-05-05,-7.4958
2020-05-06,-2.907
2020-05-07,0.6737
2020-05-08,21.1152
2020-05-11,-3.008
2020-05-12,-4.9367
2020-05-13,-5.2929
2020-05-14,-1.2654
2020-05-15,3.382
2020-05-18,6.0262
2020-05-19,1.8837000000000002
2020-05-20,7.4275
2020-05-21,-2.819
2020-05-22,-2.9618
2020-05-26,5.4437
2020-05-27,3.1036
2020-05-28,-0.3184
2020-05-29,-4.2973
2020-06-01,-2.1541
2020-06-02,-3.1008
2020-06-03,3.648
2020-06-04,4.2606
2020-06-05,11.6079
2020-06-08,8.4903
2020-06-09,-4.4999
2020-06-10,-3.9949
2020-06-11,-12.43
2020-06-12,0.5483
2020-06-15,1.7570000000000001
2020-06-16,3.0366
2020-06-17,-6.1543
2020-06-18,-3.2328
2020-06-19,-1.9726
2020-06-22,-1.0711
2020-06-23,0.2625
2020-06-24,-1.8652
2020-06-25,0.6002
2020-06-26,-3.182
2020-06-29,2.8757
2020-06-30,-5.4576
2020-07-01,0.3168
2020-07-02,3.3684
2020-07-06,1.7651
2020-07-07,-2.1348
2020-07-08,-1.8405
2020-07-09,-4.8611
2020-07-10,3.5766
2020-07-13,-2.2551
2020-07-14,1.478
2020-07-15,4.7957
2020-07-16,-0.2712
2020-07-17,-2.6513
2020-07-20,-1.8506
2020-07-21,3.1306
2020-07-22,-2.2422
2020-07-23,3.7756
2020-07-24,3.9102
2020-07-27,-1.767
2020-07-28,-0.433
2020-07-29,6.7916
2020-07-30,-3.0388
2020-07-31,0.2262
