ticker,GNUS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-09-01,0.0
2009-09-03,-18.75
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,-7.6923
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,0.0
2009-09-18,0.0
2009-09-22,0.0
2009-09-25,0.0
2009-09-28,0.0
2009-09-29,-5.0
2009-09-30,5.2632
2009-10-02,-8.3333
2009-10-05,0.0
2009-10-12,0.0
2009-10-13,9.0909
2009-10-14,50.0
2009-10-15,-43.3333
2009-10-23,0.0
2009-10-26,7.8431
2009-10-27,-9.0909
2009-10-28,-10.0
2009-11-04,13.3333
2009-11-10,7.8431
2009-11-11,-18.1818
2009-11-12,-11.1111
2009-11-13,27.5
2009-11-19,-1.9607999999999999
2009-12-02,0.0
2009-12-09,0.0
2009-12-23,-50.0
2009-12-28,100.0
2010-01-06,0.0
2010-01-08,-2.0
2010-01-12,2.0408
2010-01-27,0.0
2010-01-28,-10.0
2010-02-01,11.1111
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,-10.0
2010-02-05,0.0
2010-02-10,11.1111
2010-02-26,0.0
2010-03-01,0.0
2010-05-05,0.0
2010-05-07,-10.0
2010-05-12,0.0
2010-05-17,11.1111
2010-07-07,-50.0
2010-07-08,20.0
2010-07-09,0.0
2010-07-13,50.0
2010-07-14,11.1111
2010-07-21,0.0
2010-08-05,-30.0
2010-08-06,42.8571
2010-08-12,0.0
2010-08-27,-30.0
2010-08-30,42.8571
2010-09-02,-30.0
2010-09-03,42.8571
2010-11-10,-30.0
2010-11-12,0.0
2010-12-17,0.0
2010-12-22,-8.5714
2010-12-29,-12.5
2010-12-30,25.0
2011-01-12,-14.2857
2011-01-13,0.0
2011-01-14,0.0
2011-01-20,16.6667
2011-01-21,0.0
2011-02-16,0.0
2011-03-01,-28.5714
2011-03-02,0.0
2011-03-04,20.0
2011-03-15,-3.3333
2011-03-17,0.0
2011-03-21,0.0
2011-03-22,20.6897
2011-03-23,0.0
2011-03-24,0.0
2011-03-28,0.0
2011-04-01,0.0
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,-28.5714
2011-04-12,40.0
2011-04-13,0.0
2011-04-14,0.0
2011-04-20,0.0
2011-04-25,-14.2857
2011-04-26,0.0
2011-04-28,-26.6667
2011-04-29,9.0909
2011-05-02,-6.25
2011-05-05,51.1111
2011-05-06,-29.4118
2011-05-09,43.75
2011-05-12,-39.1304
