ticker,AAXT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-19,212.5
2000-01-20,48.0
2000-01-21,-45.9459
2000-01-24,50.0
2000-01-26,60.0
2000-01-27,-22.9167
2000-01-28,-32.4324
2000-02-02,20.0
2000-02-07,23.3333
2000-02-09,48.6486
2000-02-11,-54.5455
2000-02-17,20.0
2000-02-18,66.6667
2000-02-22,-46.0
2000-02-23,66.6667
2000-02-25,-44.4444
2000-02-29,-12.0
2000-03-03,13.6364
2000-03-09,0.0
2000-03-13,60.0
2000-03-15,-42.5
2000-03-20,30.4348
2000-03-23,-30.0
2000-03-24,42.8571
2000-03-28,-16.6667
2000-04-03,0.0
2000-04-05,20.0
2000-04-12,-16.6667
2000-04-14,-40.0
2000-04-17,33.3333
2000-04-18,-10.0
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,-16.6667
2000-05-22,-73.3333
2000-05-23,-37.5
2000-05-24,80.0
2000-05-25,-44.4444
2000-05-31,40.0
2000-06-06,28.5714
2000-06-07,-53.3333
2000-06-08,48.8095
2000-06-15,-52.0
2000-07-19,133.3333
2000-07-21,42.8571
2000-07-26,80.0
2000-07-27,65.5556
2000-07-28,-59.7315
2000-07-31,18.3333
2000-08-01,-73.5915
2000-08-02,145.3333
2000-08-10,44.9275
2000-08-11,0.0
2000-08-15,-10.0
2000-08-16,38.8889
2000-08-21,0.0
2000-08-22,0.0
2000-08-23,-28.0
2000-08-24,31.9444
2000-08-28,-15.7895
2000-09-05,-17.5
2000-09-06,-46.6667
2000-09-07,2.2727
2000-09-08,-22.2222
2000-09-11,29.4643
2000-09-14,-22.7586
2000-09-15,25.0
2000-09-18,-42.8571
2000-09-19,0.0
2000-09-20,48.0
2000-09-21,-12.1622
2000-09-27,-46.1538
2000-09-29,-28.5714
2000-10-02,80.0
2000-10-03,4.4444
2000-10-04,-25.5319
2000-10-11,-42.8571
2000-10-12,-25.0
2000-10-13,0.0
2000-10-17,0.0
2000-10-20,66.6667
2000-10-24,0.0
2000-11-01,-80.0
2000-11-02,120.0
2000-11-03,-9.0909
2000-11-06,-50.0
2000-11-08,0.0
2000-11-09,-10.0
2000-11-17,33.3333
2000-11-22,0.0
2000-11-24,83.3333
2000-11-27,27.2727
2000-11-28,28.5714
2000-12-01,-16.6667
2000-12-07,-6.6667
2000-12-13,7.1429
2000-12-15,0.0
2000-12-18,-13.3333
2000-12-19,0.0
2000-12-20,0.0
2000-12-21,-7.6923
2000-12-26,-8.3333
2000-12-27,-27.2727
