ticker,AAXT US Equity
2000-12-29,62.5
2001-01-05,15.3846
2001-01-08,-20.0
2001-01-10,16.6667
2001-01-11,-78.5714
2001-01-19,66.6667
2001-01-25,0.0
2001-02-01,-20.0
2001-02-27,-25.0
2001-03-05,-33.3333
2001-03-23,0.0
2001-03-26,-50.0
2001-04-03,0.0
2001-04-10,-50.0
2001-05-09,0.0
2001-05-23,0.0
2001-06-05,0.0
2001-07-17,0.0
2001-07-24,0.0
2001-07-26,0.0
2001-08-01,0.0
2001-08-08,0.0
2001-08-10,0.0
2001-10-29,0.0
2001-11-12,0.0
2001-11-19,0.0
2001-11-26,0.0
2001-11-28,0.0
2001-12-10,0.0
2001-12-21,0.0
2001-12-26,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-22,0.0
2002-02-06,0.0
2002-02-07,0.0
2002-03-08,0.0
2002-04-04,0.0
2002-04-24,0.0
2002-04-25,0.0
2002-05-02,0.0
2002-06-03,0.0
2002-06-21,-60.0
2002-07-03,100.0
2002-07-18,0.0
2002-10-08,-87.5
2002-10-09,-75.0
2002-10-29,0.0
2002-10-30,0.0
2002-11-25,0.0
2002-11-27,600.0
2002-11-29,0.0
2002-12-06,-42.8571
2002-12-24,-75.0
2002-12-26,0.0
2002-12-31,0.0
2003-01-02,0.0
2003-01-03,50.0
2003-03-13,-33.3333
2003-05-13,0.0
2003-06-23,0.0
2003-07-11,300.0
2003-07-15,-75.0
2003-10-02,850.0
2003-10-03,-15.7895
2003-10-28,-31.25
2003-11-13,0.0
2003-12-03,18.1818
2003-12-23,-15.3846
2004-01-02,0.0
2004-01-21,0.0
2004-01-23,118.1818
2004-01-28,-54.1667
2004-02-02,0.0
2004-02-11,118.1818
2004-03-03,-33.3333
2004-03-05,168.75
2004-03-10,0.0
2004-03-12,-74.4186
2004-04-07,-27.2727
2004-04-26,200.0
2004-05-04,-66.6667
2004-05-05,0.0
2004-05-28,0.0
2004-06-08,0.0
2004-06-18,0.0
2004-07-07,-37.5
2004-07-23,20.0
2004-10-13,0.0
2004-12-09,0.0
2004-12-15,0.0
2004-12-28,0.0
2005-01-21,0.0
2005-01-28,0.0
2005-02-24,166.6667
2005-02-28,-31.25
2005-03-24,0.0
2005-04-04,0.0
2005-04-11,0.0
2005-04-19,0.0
2005-04-26,0.0
2005-05-12,190.9091
2005-05-16,-65.625
2005-05-26,190.9091
2005-07-06,-65.625
2005-08-10,0.0
2005-09-13,0.0
2005-09-26,-9.0909
2005-12-02,-20.0
2006-01-13,0.0
2006-03-30,25.0
2006-04-12,380.0
2006-04-13,233.3333
2006-04-18,0.0
2006-04-19,0.0
2006-04-20,0.0
2006-04-24,200.0
2006-04-25,-16.6667
2006-05-03,-40.0
2006-05-04,0.0
2006-05-08,0.0
2006-05-15,0.0
2006-05-25,-26.6667
2006-06-02,0.0
2006-06-05,0.0
2006-06-12,-9.0909
2006-06-13,0.0
2006-06-23,0.0
2006-06-28,0.0
2006-06-30,0.0
2006-07-18,0.0
2006-07-21,0.0
2006-08-14,20.0
2006-09-14,108.3333
2006-09-15,-40.0
2006-09-19,33.3333
2006-09-20,-25.0
2006-09-21,-20.0
2006-09-26,0.0
2006-09-27,25.0
2006-09-29,0.0
2006-10-03,0.0
2006-10-10,0.0
2006-10-16,0.8333
2006-10-20,-0.8264
2006-10-27,33.3333
2006-11-02,-25.0
2006-12-06,-20.0
2007-01-25,8.3333
2007-03-09,130.7692
2007-04-03,-50.0
2007-04-10,133.3333
2007-04-11,-14.2857
2007-04-13,0.0
2007-04-16,3.3333
2007-04-19,0.0
2007-04-20,-18.9516
2007-04-23,19.403
2007-04-24,0.0
2007-04-25,0.0
2007-04-30,0.0
2007-05-01,0.0
2007-05-02,0.0
2007-05-07,-13.3333
2007-05-11,0.0
2007-05-16,0.0
2007-05-21,53.8462
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,0.0
2007-05-25,0.0
2007-05-29,-12.5
2007-05-31,28.5714
2007-06-01,-11.1111
2007-06-04,0.0
2007-06-05,0.0
2007-06-08,-12.5
2007-06-15,0.0
2007-06-26,-24.2857
2007-06-27,0.0
2007-07-27,-5.6604
2007-07-31,0.0
2007-08-03,0.0
2007-08-06,20.0
2007-08-10,-16.6667
2007-08-31,0.0
2007-09-05,0.0
2007-09-12,0.0
2007-09-17,0.0
2007-09-18,0.0
2007-10-08,0.0
2007-10-09,0.0
2007-10-17,-10.0
2007-10-18,0.0
2007-10-31,-2.2222
2007-11-07,0.0
2007-11-15,0.0
2007-12-18,0.0
2008-04-01,2.2727
2008-04-02,11.1111
2008-04-03,4.0
2008-04-08,5.7692
2008-04-16,27.2727
2008-04-24,0.0
2008-04-29,-10.0
2008-05-02,0.0
2008-05-05,-4.7619
2008-05-06,-6.6667
2008-05-13,7.1429
2008-06-02,-13.3333
2008-06-03,15.3846
2008-07-25,-8.3333
2008-08-22,-34.5455
2008-08-25,-2.7778
2008-08-28,-14.2857
2008-09-17,10.0
2008-09-26,0.0
2008-10-02,-24.2424
2008-10-06,-19.2
2008-10-10,0.0
2008-10-15,6.9307
2008-11-03,-9.2593
2008-11-17,-47.9592
2008-11-18,-47.0588
2008-11-24,-3.7037
2008-11-25,0.0
2008-12-15,19.2308
2008-12-17,141.9355
2009-03-05,-57.3333
2009-03-06,0.0
2009-03-09,0.0
2009-05-18,59.375
2009-09-03,-41.1765
2009-09-04,0.0
2009-09-08,0.0
2009-10-09,0.0
2009-11-19,0.0
2010-02-16,0.0
2010-02-25,0.0
2010-03-15,0.0
2010-04-07,0.0
2010-07-12,0.0
2011-10-04,0.0
2011-10-10,0.0
2011-10-28,0.0
2012-06-25,0.0
2012-08-22,-3.3333
2013-01-07,0.0
2013-03-22,3.4483
2013-03-28,-50.0
2013-04-10,166.6667
2013-05-08,-22.5
2013-05-10,12.9032
2013-10-01,14.2857
2013-10-16,12.5
2013-10-22,-35.5556
2013-11-14,0.0
2013-11-18,0.0
2013-12-10,0.0
2013-12-16,0.0
2015-05-04,3.4483
2015-05-12,333.3333
2015-06-02,-57.6923
2015-07-24,-9.0909
2015-09-01,0.0
2016-02-23,0.0
2016-07-18,0.0
2016-08-18,0.0
2016-12-01,0.0
2017-02-02,-20.0
2017-03-30,7.5
2017-05-02,-48.8372
2017-10-13,-9.0909
2018-01-24,0.0
2018-03-16,25.0
2018-09-12,0.0
2018-09-17,0.0
2019-05-08,-40.0
2019-10-07,-66.6667
2019-10-18,-20.0
2020-01-31,75.0
2020-03-04,57.1429
2020-03-05,0.0
2020-03-12,36.3636
2020-03-19,-6.6667
2020-03-30,7.1429
2020-03-31,20.0
2020-04-02,5.5556
2020-04-03,0.0
2020-04-15,0.0
2020-04-17,0.0
2020-04-20,0.0
2020-05-06,-15.7947
2020-05-12,-37.4961
2020-05-27,100.0
2020-06-08,-25.0
2020-07-01,33.3333
