ticker,FMPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-18,266.6667
2009-12-01,1490.9091
2009-12-08,-31.4286
2009-12-22,4.1667
2010-06-15,-92.0
2010-06-23,250.0
2010-06-25,0.0
2010-07-02,0.0
2010-10-22,25.7143
2010-10-25,2.2727
2010-10-28,-2.2222
2010-11-08,2.2727
2010-11-26,-33.3333
2010-12-01,16.6667
2010-12-08,-54.2857
2010-12-13,150.0
2010-12-15,-60.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-31,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,0.0
2011-01-13,56.25
2011-01-18,-36.0
2011-01-21,150.0
2011-01-28,-57.5
2011-01-31,-5.8824
2011-02-03,0.0
2011-02-04,0.0
2011-02-07,25.0
2011-02-08,0.0
2011-02-11,-20.0
2011-02-15,0.0
2011-02-16,-50.0
2011-02-17,-25.0
2011-02-18,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,-15.0
2011-03-01,0.0
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,0.0
2011-03-14,0.0
2011-03-21,0.0
2011-04-06,17.647100000000002
2011-04-28,-15.0
2011-05-11,0.0
2011-08-16,37.2549
2011-08-22,0.0
2011-09-01,-14.2857
2011-09-02,0.0
2011-09-14,8.3333
2011-11-01,-6.1538
2012-05-18,-34.4262
2012-06-01,0.0
2012-10-03,0.0
2012-10-25,-25.0
2012-11-14,0.0
2013-10-30,0.0
2013-11-08,33.3333
2013-11-11,25.0
2013-11-13,40.0
2013-11-15,28.5714
2013-11-25,0.0
2013-12-02,55.5556
2013-12-10,0.0
2013-12-12,-21.4286
2013-12-13,27.2727
2013-12-16,28.5714
2013-12-17,-11.1111
2014-01-07,6.25
2014-01-08,-5.8824
2014-01-10,12.5
2014-01-14,11.1111
2014-01-16,10.0
2014-01-17,0.0
2014-01-22,13.6364
2014-01-24,0.0
2014-01-27,4.0
2014-02-03,7.6923
2014-04-09,-10.7143
2014-04-15,0.0
2014-05-05,-4.0
2014-05-14,-25.0
2014-06-30,0.0
2014-07-14,-16.6667
2014-08-04,0.0
2014-08-06,0.0
2014-08-19,-13.3333
2014-09-02,53.8462
2014-12-05,-35.0
2015-01-05,7.6923
2015-01-13,-21.4286
2015-05-20,0.0
2015-07-14,0.0
2015-08-11,0.0
2016-02-24,-27.2727
2016-03-02,0.0
2016-03-23,0.0
2016-03-28,0.0
2016-05-16,-25.0
