ticker,LEVL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-20,4.5
2018-04-23,-2.5974
2018-04-24,0.0351
2018-04-25,0.1403
2018-04-26,1.1208
2018-04-27,-0.381
2018-04-30,0.8345
2018-05-01,-0.069
2018-05-02,0.0345
2018-05-03,-0.3449
2018-05-04,-0.45
2018-05-07,0.1391
2018-05-08,0.625
2018-05-09,-0.2415
2018-05-10,-0.3805
2018-05-11,0.4514
2018-05-14,-0.2765
2018-05-15,0.0693
2018-05-16,-0.381
2018-05-17,-0.1739
2018-05-18,-0.209
2018-05-21,0.4363
2018-05-22,0.0869
2018-05-23,-0.1389
2018-05-24,-0.0348
2018-05-25,-1.113
2018-05-29,0.5628
2018-05-30,0.5596
2018-05-31,-1.1475
2018-06-01,0.3515
2018-06-04,0.0
2018-06-05,-0.9467
2018-06-06,0.9912
2018-06-07,-1.6122999999999998
2018-06-08,-1.6743999999999999
2018-06-11,0.5435
2018-06-12,-0.4324
2018-06-13,0.3981
2018-06-14,-0.3965
2018-06-15,-1.9182000000000001
2018-06-18,0.0
2018-06-19,0.738
2018-06-20,0.0733
2018-06-21,-0.549
2018-06-22,1.3986
2018-06-25,0.1815
2018-06-26,-1.0145
2018-06-27,-1.0615
2018-06-28,0.074
2018-06-29,0.5922
2018-07-02,-0.184
2018-07-03,-0.6266
2018-07-05,1.8917000000000002
2018-07-06,-1.1649
2018-07-09,0.5525
2018-07-10,0.9524
2018-07-11,0.7983
2018-07-12,0.36
2018-07-13,-0.6098
2018-07-16,0.3248
2018-07-17,1.259
2018-07-18,-0.1066
2018-07-19,-0.6757
2018-07-20,-1.5396
2018-07-23,1.2364
2018-07-24,-0.5029
2018-07-25,-0.5415
2018-07-26,0.726
2018-07-27,-0.6486
2018-07-30,0.1088
2018-07-31,-0.3623
2018-08-01,0.5455
2018-08-02,0.2532
2018-08-03,0.1082
2018-08-06,-0.0721
2018-08-07,-0.1803
2018-08-08,-0.6503
2018-08-09,-0.1455
2018-08-10,-0.1457
2018-08-13,0.7659
2018-08-14,-0.0181
2018-08-15,-0.8145
2018-08-16,0.6204
2018-08-17,-0.7254
2018-08-20,0.8403
2018-08-21,-0.0725
2018-08-22,1.0152
2018-08-23,0.3948
2018-08-24,-1.2692
2018-08-27,0.344
2018-08-28,-0.397
2018-08-29,0.7609
2018-08-30,0.2517
2018-08-31,-0.538
2018-09-04,0.577
2018-09-05,-0.8247
2018-09-06,0.6508
2018-09-07,0.3951
2018-09-10,0.1789
