ticker,VRCA US Equity
2018-11-02,0.0749
2018-11-05,0.524
2018-11-06,-1.2658
2018-11-07,0.6033
2018-11-08,-4.3478
2018-11-09,-6.0345
2018-11-12,16.764
2018-11-13,8.7857
2018-11-14,-10.8995
2018-11-15,0.5158
2018-11-16,-1.393
2018-11-19,-1.4126
2018-11-20,-6.9382
2018-11-21,-2.3501
2018-11-23,1.5768
2018-11-26,-4.4118
2018-11-27,-2.906
2018-11-28,2.8169
2018-11-29,-0.5137
2018-11-30,3.2702
2018-12-03,-1.75
2018-12-04,-7.888
2018-12-06,-5.6169
2018-12-07,0.0
2018-12-10,-0.3902
2018-12-11,-2.0568
2018-12-12,3.4
2018-12-13,-1.1605
2018-12-14,-1.7612999999999999
2018-12-17,-4.3825
2018-12-18,-8.5417
2018-12-19,-3.4169
2018-12-20,-13.4434
2018-12-21,-8.0381
2018-12-24,1.4815
2018-12-26,33.2847
2018-12-27,-8.7623
2018-12-28,5.4022
2018-12-31,-7.1754
2019-01-02,-2.454
2019-01-03,6.9182
2019-01-04,16.7059
2019-01-07,16.3306
2019-01-08,-9.2721
2019-01-09,12.2254
2019-01-10,-2.1277
2019-01-11,-4.2609
2019-01-14,-5.0863
2019-01-15,0.1914
2019-01-16,0.0955
2019-01-17,-1.7176
2019-01-18,1.165
2019-01-22,-5.0864
2019-01-23,4.6512
2019-01-24,-0.0966
2019-01-25,7.06
2019-01-28,0.3613
2019-01-29,4.5005
2019-01-30,3.4453
2019-01-31,-0.3331
2019-02-01,2.5063
2019-02-04,5.379
2019-02-05,4.4084
2019-02-06,0.0
2019-02-07,0.0741
2019-02-08,4.1451
2019-02-11,-7.6759
2019-02-12,-2.0015
2019-02-13,-2.828
2019-02-14,-3.2336
2019-02-15,6.1821
2019-02-19,-12.7459
2019-02-20,0.2705
2019-02-21,-0.2698
2019-02-22,-2.4346
2019-02-25,1.756
2019-02-26,-2.1798
2019-02-27,0.8357
2019-02-28,4.2357
2019-03-01,6.9788
2019-03-04,4.5417
2019-03-05,0.316
2019-03-06,-6.5354
2019-03-07,-0.9267
2019-03-08,-6.6327
2019-03-11,0.1821
2019-03-12,9.0909
2019-03-13,4.75
2019-03-14,3.58
2019-03-15,-0.9217
2019-03-18,-4.6512
2019-03-19,3.9024
2019-03-20,-5.5556
2019-03-21,1.8227
2019-03-22,-6.1025
2019-03-25,-2.513
2019-03-26,-1.4222000000000001
2019-03-27,-1.2624
2019-03-28,3.1963
2019-03-29,-4.3363
2019-04-01,-4.3478
2019-04-02,-1.0638
2019-04-03,2.5415
2019-04-04,-1.3346
2019-04-05,5.5072
2019-04-08,0.1832
2019-04-09,-8.5923
2019-04-10,-0.1
2019-04-11,3.6036
2019-04-12,1.256
2019-04-15,-1.6221
2019-04-16,0.194
2019-04-17,2.4201
2019-04-18,0.5671
2019-04-22,-9.7744
2019-04-23,3.3333
2019-04-24,0.9073
2019-04-25,-4.4955
2019-04-26,4.4979
2019-04-29,0.0
2019-04-30,0.1001
2019-05-01,-2.0
2019-05-02,-1.5816
2019-05-03,-1.9181
2019-05-06,-0.5285
2019-05-07,-3.8257
2019-05-08,4.9724
2019-05-09,-1.3684
2019-05-10,-2.8815
2019-05-13,0.5495
2019-05-14,3.0601
2019-05-15,-1.9088
2019-05-16,-1.4054
2019-05-17,-3.5088
2019-05-20,-0.1136
2019-05-21,1.2514
2019-05-22,-2.1348
2019-05-23,2.7555
2019-05-24,0.0
2019-05-28,-5.6983
2019-05-29,-4.6209
2019-05-30,-0.7453
2019-05-31,-10.7635
2019-06-03,0.561
2019-06-04,6.2762
2019-06-05,-6.8241
2019-06-06,1.5493000000000001
2019-06-07,12.6214
2019-06-10,9.8522
2019-06-11,1.1211
2019-06-12,-0.9978
2019-06-13,10.526299999999999
2019-06-14,-5.2685
2019-06-17,-0.5348
2019-06-18,-2.4731
2019-06-19,-0.6615
2019-06-20,2.9967
2019-06-21,2.1552
2019-06-24,-2.4262
2019-06-25,2.7027
2019-06-26,-0.2105
2019-06-27,2.1097
2019-06-28,20.0413
2019-07-01,5.5077
2019-07-02,-5.6281
2019-07-03,1.5556999999999999
2019-07-05,-5.4468
2019-07-08,-0.18
2019-07-09,9.468
2019-07-10,-6.5074
2019-07-11,-0.793
2019-07-12,-2.3091
2019-07-15,0.4545
2019-07-16,-1.448
2019-07-17,-3.0303
2019-07-18,-2.0833
2019-07-19,0.1934
2019-07-22,-2.3166
2019-07-23,1.3834
2019-07-24,0.0975
2019-07-25,-0.2921
2019-07-26,6.543
2019-07-29,13.3822
2019-07-30,-5.093
2019-07-31,4.2589
2019-08-01,-4.3301
2019-08-02,-9.9915
2019-08-05,2.0873
2019-08-06,-4.6468
2019-08-07,6.5302
2019-08-08,-3.6597
2019-08-09,-6.6477
2019-08-12,-5.2899
2019-08-13,7.7336
2019-08-14,-10.0698
2019-08-15,-2.8825
2019-08-16,4.9087
2019-08-19,-1.9586999999999999
2019-08-20,-0.5549
2019-08-21,4.9107
2019-08-22,-2.6596
2019-08-23,-5.4645
2019-08-26,12.948
2019-08-27,-3.9918
2019-08-28,4.371
2019-08-29,0.6129
2019-08-30,0.6091
2019-09-03,-5.7518
2019-09-04,2.2484
2019-09-05,10.0524
2019-09-06,-4.6622
2019-09-09,4.7904
2019-09-10,12.4762
2019-09-11,9.8222
2019-09-12,7.9414
2019-09-13,0.9286
2019-09-16,4.8125
2019-09-17,-0.0675
2019-09-18,-2.2297
2019-09-19,-3.2481
2019-09-20,-1.8571
2019-09-23,-3.7846
2019-09-24,-7.3374
2019-09-25,7.8367
2019-09-26,-2.9523
2019-09-27,-2.3401
2019-09-30,17.8914
2019-10-01,-2.2358000000000002
2019-10-02,6.1677
2019-10-03,-3.4595000000000002
2019-10-04,-2.096
2019-10-07,-2.0718
2019-10-08,-0.9168
2019-10-09,0.6406
2019-10-10,6.6478
2019-10-11,1.1936
2019-10-14,-4.194
2019-10-15,5.1984
2019-10-16,-5.0715
2019-10-17,2.1918
2019-10-18,-1.8096999999999999
2019-10-21,2.8669000000000002
2019-10-22,-7.2993
2019-10-23,1.7894999999999999
2019-10-24,-4.1491
2019-10-25,7.6302
2019-10-28,0.409
2019-10-29,-6.2458
2019-10-30,-2.7516
2019-10-31,0.6701
2019-11-01,6.1391
2019-11-04,3.6934
2019-11-05,0.336
2019-11-06,-4.7555
2019-11-07,5.8368
2019-11-08,0.9302
2019-11-11,2.2383
2019-11-12,-5.2157
2019-11-13,1.5625
2019-11-14,-0.0669
2019-11-15,-1.4726
2019-11-18,-1.9701
2019-11-19,-0.2772
2019-11-20,-0.0695
2019-11-21,2.8512
2019-11-22,0.9466
2019-11-25,8.5064
2019-11-26,7.5926
2019-11-27,-9.868
2019-11-29,-4.0738
2019-12-02,-7.0338
2019-12-03,1.2848
2019-12-04,-1.4799
2019-12-05,-2.6466
2019-12-06,1.6899
2019-12-09,-5.2023
2019-12-10,-0.3049
2019-12-11,3.8226
2019-12-12,7.6583
2019-12-13,1.026
2019-12-16,1.4895
2019-12-17,3.1354
2019-12-18,-3.0401
2019-12-19,2.9353
2019-12-20,1.2314
2019-12-23,2.3688000000000002
2019-12-24,1.6886
2019-12-26,-1.599
2019-12-27,-0.75
2019-12-30,-3.5263999999999998
2019-12-31,3.7206
2020-01-02,-3.9648
2020-01-03,-0.983
2020-01-06,-1.9854
2020-01-07,0.5402
2020-01-08,-2.2834
2020-01-09,-0.0687
2020-01-10,4.3329
2020-01-13,1.0547
2020-01-14,2.0874
2020-01-15,-0.9585
2020-01-16,2.4516
2020-01-17,0.1889
2020-01-21,-4.0226
2020-01-22,2.7504999999999997
2020-01-23,7.457
2020-01-24,-9.312
2020-01-27,-4.9706
2020-01-28,0.7571
2020-01-29,1.2978
2020-01-30,-1.6183
2020-01-31,-0.5483
2020-02-03,2.481
2020-02-04,2.69
2020-02-05,-0.0655
2020-02-06,-0.0655
2020-02-07,-3.9344
2020-02-10,-1.4334
2020-02-11,1.1773
2020-02-12,2.1903
2020-02-13,-0.6028
2020-02-14,0.4043
2020-02-18,-1.0738
2020-02-19,-0.2714
2020-02-20,-0.4082
2020-02-21,-0.9563
2020-02-24,-4.069
2020-02-25,-7.6204
2020-02-26,0.9339
2020-02-27,-8.9437
2020-02-28,0.508
2020-03-02,4.2123
2020-03-03,-2.9103
2020-03-04,3.4971
2020-03-05,-0.1609
2020-03-06,-3.6261
2020-03-09,-12.5418
2020-03-10,-2.6769
2020-03-11,3.3399
2020-03-12,-22.8137
2020-03-13,12.1921
2020-03-16,-21.6246
2020-03-17,22.549
2020-03-18,-14.1714
2020-03-19,22.5033
2020-03-20,-5.7609
2020-03-23,-7.8431
2020-03-24,33.7922
2020-03-25,5.9869
2020-03-26,2.9126
2020-03-27,-4.3739
2020-03-30,2.4215
2020-03-31,-4.2907
2020-04-01,-17.4748
2020-04-02,7.3171
2020-04-03,4.2355
2020-04-06,6.7393
2020-04-07,-6.6852
2020-04-08,8.7562
2020-04-09,-2.4703
2020-04-13,3.5647
2020-04-14,4.9818999999999996
2020-04-15,-3.9689
2020-04-16,-4.3126999999999995
2020-04-17,3.4742
2020-04-20,-3.9927
2020-04-21,-5.7656
2020-04-22,8.6259
2020-04-23,6.2789
2020-04-24,0.3475
2020-04-27,4.2424
2020-04-28,1.1628
2020-04-29,4.1872
2020-04-30,-4.8857
2020-05-01,-8.9478
2020-05-04,-6.0055
2020-05-05,3.969
2020-05-06,-5.8659
2020-05-07,3.4619
2020-05-08,6.7878
2020-05-11,-4.4763
2020-05-12,-2.6242
2020-05-13,-3.8499
2020-05-14,2.002
2020-05-15,0.6869
2020-05-18,3.6062
2020-05-19,-5.4563
2020-05-20,8.2587
2020-05-21,-0.8272
2020-05-22,3.2437
2020-05-26,7.9892
2020-05-27,15.212
2020-05-28,-11.9769
2020-05-29,-5.9016
2020-06-01,0.1742
2020-06-02,0.3478
2020-06-03,3.9861
2020-06-04,-4.0833
2020-06-05,8.9487
2020-06-08,8.612400000000001
2020-06-09,-7.1953
2020-06-10,-0.0791
2020-06-11,-9.8971
2020-06-12,0.9666
2020-06-15,3.7424
2020-06-16,-0.0839
2020-06-17,-2.9387
2020-06-18,9.9481
2020-06-19,8.4972
2020-06-22,6.3089
2020-06-23,3.1378
2020-06-24,-7.3413
2020-06-25,3.1406
2020-06-26,-1.7993000000000001
2020-06-29,-0.8457
2020-06-30,-21.7484
2020-07-01,-7.7203
2020-07-02,1.3780000000000001
2020-07-06,-2.9126
2020-07-07,-3.4
2020-07-08,-8.9027
2020-07-09,-0.4545
2020-07-10,8.9041
2020-07-13,-7.7568
2020-07-14,-3.75
2020-07-15,-6.4935
2020-07-16,3.2828
2020-07-17,4.7677
2020-07-20,-3.6173
2020-07-21,-7.6271
2020-07-22,-3.5387
2020-07-23,-4.0761
2020-07-24,0.9915
2020-07-27,-1.8233000000000001
2020-07-28,-3.5714
2020-07-29,-3.4074
2020-07-30,6.135
2020-07-31,-5.2023
