ticker,QTRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-07,16.4667
2017-12-08,4.0641
2017-12-11,4.9505
2017-12-12,-0.4193
2017-12-13,-1.6579000000000002
2017-12-14,0.0803
2017-12-15,-5.0802
2017-12-18,5.0141
2017-12-19,3.8627000000000002
2017-12-20,-0.155
2017-12-21,1.8107
2017-12-22,6.7073
2017-12-26,-0.4762
2017-12-27,-0.0478
2017-12-28,6.1752
2017-12-29,-3.2011
2018-01-02,-8.9427
2018-01-03,-2.4041
2018-01-04,2.1488
2018-01-05,-0.0513
2018-01-08,1.3860000000000001
2018-01-09,2.0759
2018-01-10,-0.4464
2018-01-11,0.1993
2018-01-12,2.2874
2018-01-16,1.6529
2018-01-17,-1.0521
2018-01-18,1.7883
2018-01-19,-0.5698
2018-01-22,2.1012
2018-01-23,8.0449
2018-01-24,0.4329
2018-01-25,4.6552
2018-01-26,-5.8896
2018-01-29,-7.8337
2018-01-30,-0.2849
2018-01-31,-0.9048
2018-02-01,-4.3729
2018-02-02,1.6583
2018-02-05,-5.9318
2018-02-06,-2.4698
2018-02-07,3.0172
2018-02-08,1.4121000000000001
2018-02-09,0.5157
2018-02-12,3.1811
2018-02-13,2.7847
2018-02-14,0.2903
2018-02-15,3.3285
2018-02-16,9.197
2018-02-20,-4.1043
2018-02-21,-1.0254
2018-02-22,2.973
2018-02-23,-3.2371
2018-02-26,2.3508
2018-02-27,-3.0477
2018-02-28,-4.8292
2018-03-01,-1.5796999999999999
2018-03-02,-3.1615
2018-03-05,0.9543
2018-03-06,-3.3830999999999998
2018-03-07,-2.6776999999999997
2018-03-08,-2.0106
2018-03-09,0.8099
2018-03-12,6.3203
2018-03-13,4.8866
2018-03-14,-0.9126
2018-03-15,-11.682
2018-03-16,-2.854
2018-03-19,-3.1638
2018-03-20,2.042
2018-03-21,-2.5728999999999997
2018-03-22,-0.7629
2018-03-23,-4.317
2018-03-26,8.9617
2018-03-27,-6.6364
2018-03-28,1.6402999999999999
2018-03-29,1.853
2018-04-02,-2.1127
2018-04-03,-0.5396
2018-04-04,-3.0139
2018-04-05,3.4183
2018-04-06,-3.1851
2018-04-09,0.807
2018-04-10,0.3695
2018-04-11,1.9018000000000002
2018-04-12,-3.1306
2018-04-13,-3.2318
2018-04-16,3.2755
2018-04-17,6.2811
2018-04-18,1.8138999999999998
2018-04-19,-2.9885
2018-04-20,3.8507
2018-04-23,-4.3354
2018-04-24,2.266
2018-04-25,-1.9825
2018-04-26,0.5354
