ticker,APPB US Equity
2017-06-29,-4.4444
2017-06-30,0.0
2017-07-03,-2.3256
2017-07-05,-2.3810000000000002
2017-07-06,-2.439
2017-07-10,0.0
2017-07-11,17.5
2017-07-12,6.383
2017-07-13,0.0
2017-07-14,-4.0
2017-07-17,-7.0417
2017-07-18,-3.6307
2017-07-19,11.6279
2017-07-20,3.3333
2017-07-21,-9.2742
2017-07-24,2.2222
2017-07-25,0.0
2017-07-26,-10.8696
2017-07-27,21.9512
2017-07-28,0.0
2017-07-31,0.0
2017-08-01,-12.0
2017-08-03,13.6364
2017-08-04,0.0
2017-08-07,-20.0
2017-08-09,2.5
2017-08-10,-2.439
2017-08-11,5.0
2017-08-14,2.3810000000000002
2017-08-15,-4.6512
2017-08-16,12.1951
2017-08-17,-5.6522
2017-08-18,-0.4608
2017-08-21,0.9259
2017-08-22,-15.1376
2017-08-23,18.3784
2017-08-24,0.4566
2017-08-25,4.5455
2017-08-28,4.3478
2017-08-29,4.1667
2017-08-30,0.0
2017-08-31,0.0
2017-09-05,-0.8
2017-09-06,-3.2258
2017-09-07,0.0
2017-09-08,-8.3333
2017-09-11,8.6364
2017-09-13,4.1841
2017-09-14,-19.6787
2017-09-15,15.0
2017-09-18,-4.7826
2017-09-19,-8.6758
2017-09-20,5.0
2017-09-21,-3.8095
2017-09-22,6.4356
2017-09-25,2.3256
2017-09-26,-0.4545
2017-09-27,0.4566
2017-09-28,0.0
2017-09-29,-2.2727
2017-10-02,2.3256
2017-10-03,-8.6364
2017-10-05,9.4527
2017-10-09,0.0
2017-10-10,0.9091
2017-10-11,-4.5495
2017-10-12,-0.8966
2017-10-13,-4.2857
2017-10-17,9.4527
2017-10-18,-8.1818
2017-10-19,8.9109
2017-10-20,-4.5455
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,4.7619
2017-10-26,9.0909
2017-10-27,4.1667
2017-10-30,8.0
2017-10-31,1.8519
2017-11-01,-13.0909
2017-11-02,0.0
2017-11-03,17.1548
2017-11-06,3.5714
2017-11-07,3.4483
2017-11-09,0.3333
2017-11-10,-0.3322
2017-11-13,-20.0033
2017-11-14,0.4209
2017-11-16,-1.2448
2017-11-20,-1.6806999999999999
2017-11-21,2.5641
2017-11-24,0.0
2017-11-27,0.0
2017-11-28,-2.0833
2017-11-29,6.383
2017-12-01,2.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,-0.3922
2017-12-07,-7.4803
2017-12-08,17.0213
2017-12-11,-12.7273
2017-12-12,0.0
2017-12-13,-0.4167
2017-12-14,-3.3473
2017-12-15,6.9264
2017-12-18,-2.834
2017-12-19,0.0
2017-12-20,-4.1667
2017-12-21,-2.6087
2017-12-22,3.125
2017-12-26,0.4329
2017-12-27,0.0
2017-12-28,9.9138
2017-12-29,3.9215999999999998
2018-01-02,9.434
2018-01-03,3.7931
2018-01-04,-0.3322
2018-01-05,-8.6667
2018-01-08,-3.2883
2018-01-09,-5.6568000000000005
2018-01-10,6.0
2018-01-11,-6.0377
2018-01-12,-4.4177
2018-01-16,-9.6639
2018-01-17,2.3256
2018-01-18,6.8182
2018-01-19,-4.2553
2018-01-22,1.7778
2018-01-23,-0.4367
2018-01-24,4.386
2018-01-25,1.2605
2018-01-26,3.3195
2018-01-29,0.0
2018-01-30,-3.6145
2018-01-31,-2.0833
2018-02-01,-6.383
2018-02-02,-1.8182
2018-02-05,1.8519
2018-02-06,2.2727
2018-02-07,-3.1111
2018-02-08,-3.211
2018-02-09,-3.5403000000000002
2018-02-12,0.7223
2018-02-13,4.3902
2018-02-14,0.0
2018-02-15,-4.6729
2018-02-16,-1.9607999999999999
2018-02-20,2.0
2018-02-21,5.3922
2018-02-22,-5.1163
2018-02-23,0.0
2018-02-26,-0.4902
2018-02-27,3.4483
2018-02-28,0.0
2018-03-01,4.7619
2018-03-02,0.0
2018-03-05,-0.4545
2018-03-06,5.0228
2018-03-07,4.7826
2018-03-08,-2.4896
2018-03-09,0.0
2018-03-12,-6.383
2018-03-13,-1.3636
2018-03-14,-7.8341
2018-03-15,10.5
2018-03-16,-4.9774
2018-03-19,4.281
2018-03-20,-8.6716
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,-1.55
2018-03-26,6.6531
2018-03-27,0.4762
2018-03-28,-5.2133
2018-03-29,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,-12.5
2018-04-05,11.4286
2018-04-06,0.0
2018-04-09,-2.5641
2018-04-10,0.0
2018-04-11,6.8421
2018-04-12,-1.9704000000000002
2018-04-13,12.5628
2018-04-16,-19.6429
2018-04-17,16.1111
2018-04-18,-6.6986
2018-04-19,0.5128
2018-04-20,1.5306
2018-04-23,1.5074999999999998
2018-04-24,-0.495
2018-04-25,0.995
2018-04-26,0.9852
2018-04-27,-2.439
2018-04-30,-7.5
2018-05-01,10.2703
2018-05-03,-1.9607999999999999
2018-05-04,9.5
2018-05-07,-8.6758
2018-05-08,0.5
2018-05-09,1.4925
2018-05-10,0.0
2018-05-11,0.0
2018-05-14,0.9804
2018-05-15,-0.4854
2018-05-16,0.4878
2018-05-17,-2.9126
2018-05-18,0.0
2018-05-21,0.65
2018-05-22,0.8445
2018-05-23,-1.4778
2018-05-24,0.0
2018-05-25,1.0
2018-05-29,-0.495
2018-05-30,-0.4975
2018-05-31,0.0
2018-06-01,0.0
2018-06-04,1.0
2018-06-05,-1.4851
2018-06-06,-2.0101
2018-06-07,-10.2564
2018-06-08,13.1429
2018-06-11,1.0101
2018-06-13,-17.5
2018-06-14,17.5758
2018-06-15,-9.7938
2018-06-18,13.1429
2018-06-19,0.0
2018-06-20,-1.5152
2018-06-21,-7.1795
2018-06-22,4.9724
2018-06-25,4.7368
2018-06-26,5.0251
2018-06-27,2.8708
2018-06-28,0.0
2018-06-29,0.0
2018-07-02,-2.3256
2018-07-05,-9.5238
2018-07-06,10.0
2018-07-09,-5.7416
2018-07-10,-1.0152
2018-07-11,-7.1795
2018-07-12,2.2099
2018-07-13,6.4865
2018-07-16,0.0
2018-07-17,-0.5076
2018-07-18,-9.6939
2018-07-19,-0.565
2018-07-20,0.0
2018-07-23,-7.9545
2018-07-24,-2.1605
2018-07-25,1.5773000000000001
2018-07-26,-2.4845
2018-07-27,11.465
2018-07-30,-24.5714
2018-07-31,-1.5152
2018-08-01,32.3077
2018-08-03,-1.1919
2018-08-06,0.6178
2018-08-07,-1.1696
2018-08-08,-2.8106999999999998
2018-08-09,-0.274
2018-08-14,-8.4249
2018-08-15,-16.6667
2018-08-16,16.0
2018-08-17,3.4483
2018-08-20,0.0
2018-08-22,6.6667
2018-08-23,5.625
2018-08-24,0.5917
2018-08-28,11.1765
2018-08-29,21.6931
2018-08-30,1.3043
2018-08-31,0.8584
2018-09-05,-6.8085
2018-09-06,-4.5662
2018-09-07,-22.9665
2018-09-10,-15.528
2018-09-11,45.5882
2018-09-12,-1.0101
2018-09-13,-7.9082
2018-09-14,-39.0582
2018-09-17,59.0909
2018-09-18,-17.1429
2018-09-20,-22.7586
2018-09-21,10.7143
2018-09-24,-3.2258
2018-09-25,14.1667
2018-09-26,2.1898
2018-09-27,-3.4286
2018-09-28,-0.1479
2018-10-01,-10.3704
2018-10-02,0.8264
2018-10-03,2.8689
2018-10-04,-4.3825
2018-10-05,145.0
2018-10-08,-25.1701
2018-10-09,-25.0
2018-10-10,42.4242
2018-10-11,-48.5106
2018-10-12,85.124
2018-10-15,-19.6429
2018-10-16,2.7778
2018-10-17,0.0
2018-10-18,-20.5405
2018-10-19,2.0408
2018-10-22,-7.3333
2018-10-23,-6.4748
2018-10-24,15.3846
2018-10-25,0.0
2018-10-26,-8.0
2018-10-29,7.971
2018-10-31,-9.396
2018-11-02,-3.7037
2018-11-05,3.8462
2018-11-06,-8.1481
2018-11-07,-1.6129
2018-11-08,1.6393
2018-11-12,-1.6129
2018-11-13,-2.459
2018-11-15,0.0
2018-11-19,-2.521
2018-11-20,-7.7586
2018-11-21,6.5421
2018-11-23,-3.5088
2018-11-26,-8.1818
2018-11-27,-25.7426
2018-11-28,30.0667
2018-11-29,2.5115
2018-11-30,0.0
2018-12-03,-25.0
2018-12-04,24.0
2018-12-06,-17.1828
2018-12-07,23.3446
2018-12-11,-17.8947
2018-12-12,1.2821
2018-12-13,-1.2658
2018-12-14,7.0513
2018-12-17,6.5868
2018-12-18,0.0
2018-12-19,-4.4944
2018-12-20,-8.2353
2018-12-21,8.9744
2018-12-24,0.0
2018-12-26,4.7059
2018-12-27,0.0
2018-12-28,55.2809
2018-12-31,-8.3575
2019-01-02,2.6451000000000002
2019-01-03,-11.538499999999999
2019-01-04,-27.8261
2019-01-07,20.4819
2019-01-08,10.0
2019-01-09,22.7273
2019-01-10,-11.1111
2019-01-11,4.1667
2019-01-14,2.4
2019-01-15,4.6875
2019-01-16,0.7463
2019-01-17,-25.9259
2019-01-18,24.0
2019-01-22,-3.2258
2019-01-23,8.3333
2019-01-24,0.0
2019-01-25,-16.5769
2019-01-28,45.6893
2019-01-29,-11.3924
2019-01-30,6.4286
2019-01-31,-4.698
2019-02-01,16.1972
2019-02-04,-3.0303
2019-02-05,25.0
2019-02-06,12.0
2019-02-07,-10.267900000000001
2019-02-08,-5.4726
2019-02-11,15.7895
2019-02-12,-18.1818
2019-02-13,14.4444
2019-02-14,-2.9126
2019-02-15,0.0
2019-02-19,-9.5
2019-02-20,18.7845
2019-02-21,-6.9767
2019-02-25,-10.0
2019-02-26,16.6667
2019-02-27,-4.7619
2019-02-28,0.0
2019-03-01,-9.0
2019-03-04,-5.2198
2019-03-05,-13.0435
2019-03-06,19.3333
2019-03-07,0.0
2019-03-08,-16.7318
2019-03-11,0.6374
2019-03-12,4.6667
2019-03-13,-1.9108
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,2.5974
2019-03-19,0.6329
2019-03-20,5.9748
2019-03-21,0.2967
2019-03-22,0.5917
2019-03-25,-11.7647
2019-03-26,4.1667
2019-03-27,-1.44
2019-03-28,6.4935
2019-03-29,3.6585
2019-04-01,-21.8824
2019-04-02,12.9518
2019-04-03,0.0
2019-04-04,-6.6667
2019-04-05,4.2857
2019-04-09,-4.1096
2019-04-10,-3.5714
2019-04-11,-6.6667
2019-04-12,3.1746
2019-04-15,0.0
2019-04-16,0.0
2019-04-17,2.3077
2019-04-18,-1.5038
2019-04-22,-2.2901
2019-04-23,-6.25
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,5.8333
2019-04-29,-4.7244
2019-04-30,1.9421
2019-05-01,-0.2837
2019-05-02,0.0
2019-05-03,4.878
2019-05-06,0.7752
2019-05-07,2.3077
2019-05-09,6.7669
2019-05-10,26.7606
2019-05-14,-13.8889
2019-05-15,-6.4516
2019-05-16,10.3448
2019-05-17,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-28,-30.0
2019-05-29,-0.8929
2019-05-31,-1.6216
2019-06-04,-4.0751
2019-06-05,-4.5346
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,-1.0
2019-06-11,1.0101
2019-06-13,0.0
2019-06-14,-1.0
2019-06-18,1.0101
2019-06-19,-1.0
2019-06-21,-9.0909
2019-06-24,5.5556
2019-06-26,-5.2632
2019-06-27,-4.7222
2019-06-28,-18.3673
2019-07-01,14.2857
2019-07-03,-25.0
2019-07-05,46.6733
2019-07-09,-20.4582
2019-07-10,8.5714
2019-07-11,5.2632
2019-07-18,0.0
2019-07-22,0.0
2019-07-23,-22.5
2019-07-24,28.5806
2019-07-25,-31.0085
2019-07-26,44.9091
2019-07-29,-2.0808
2019-07-30,2.5094
2019-08-01,-2.5
2019-08-02,2.5641
2019-08-05,-1.25
2019-08-06,-5.0633
2019-08-07,0.0
2019-08-08,-6.6667
2019-08-09,6.7857
2019-08-13,-13.0435
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,-15.3846
2019-08-19,0.0
2019-08-20,35.9091
2019-08-21,-6.3545
2019-08-22,0.0
2019-08-26,-20.0
2019-08-27,23.2143
2019-08-28,-5.7971
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-05,-12.3077
2019-09-09,36.5263
2019-09-10,-10.0488
2019-09-11,6.7857
2019-09-12,-6.3545
2019-09-13,0.0
2019-09-16,1.4285999999999999
2019-09-17,-22.5352
2019-09-18,34.5455
2019-09-23,13.5135
2019-09-24,-2.3810000000000002
2019-09-25,-7.3171
2019-09-26,31.5789
2019-09-30,-22.92
2019-10-01,8.3809
2019-10-02,-7.8286
2019-10-03,3.8961
2019-10-04,-2.5
2019-10-07,-3.8462
2019-10-08,0.0
2019-10-10,0.0
2019-10-11,6.6667
2019-10-14,-18.75
2019-10-15,7.6923
2019-10-17,-7.1429
2019-10-18,0.0
2019-10-21,-1.5385
2019-10-22,0.0
2019-10-24,0.0
2019-10-25,-6.25
2019-10-28,3.3333
2019-10-29,3.2258
2019-10-30,0.0
2019-11-04,-20.3125
2019-11-05,-1.9607999999999999
2019-11-06,28.0
2019-11-08,-21.0938
2019-11-11,-0.9901
2019-11-12,0.0
2019-11-14,0.0
2019-11-18,-2.0
2019-11-19,-1.8302
2019-11-22,-2.2934
2019-11-27,-19.5957
2019-11-29,5.8481
2019-12-03,0.0
2019-12-04,-25.0
2019-12-05,4.8
2019-12-06,-2.9898
2019-12-09,-13.4426
2019-12-10,51.5152
2019-12-13,-50.0
2019-12-16,5.0
2019-12-17,-4.2857
2019-12-18,34.3284
2019-12-20,0.0
2019-12-23,-25.9259
2019-12-26,25.0
2019-12-30,64.0
2019-12-31,-2.439
2020-01-02,0.0
2020-01-06,-22.5
2020-01-09,12.9032
2020-01-10,0.0
2020-01-13,-20.0
2020-01-14,25.0
2020-01-15,-8.5714
2020-01-17,-25.0
2020-01-21,45.8333
2020-01-22,-0.0286
2020-01-23,0.0286
2020-01-27,0.0
2020-01-28,0.0
2020-01-30,-2.8571
2020-01-31,-29.4118
2020-02-04,41.6667
2020-02-05,-5.8824
2020-02-07,-10.1563
2020-02-10,-13.0435
2020-02-11,20.0
2020-02-14,-8.3333
2020-02-21,9.0909
2020-02-24,-16.6667
2020-02-25,20.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,-16.6667
2020-03-02,0.0
2020-03-03,16.0
2020-03-05,-13.7931
2020-03-06,28.0
2020-03-09,0.0
2020-03-10,12.5
2020-03-11,20.8333
2020-03-12,-31.0345
2020-03-13,16.6667
2020-03-16,0.0
2020-03-17,90.0571
2020-03-18,3.7282
2020-03-19,-7.2464
2020-03-20,-21.875
2020-03-23,0.0
2020-03-24,-10.0
2020-03-25,0.0
2020-03-26,11.1111
2020-03-27,0.0
2020-03-30,-10.0
2020-03-31,77.7778
2020-04-01,-26.25
2020-04-02,-22.8814
2020-04-03,16.4835
2020-04-06,3.7736
2020-04-07,-7.2727
2020-04-08,5.8824
2020-04-09,-1.8704
2020-04-13,-19.7962
2020-05-01,-88.2353
2020-05-04,300.0
2020-05-05,25.0
2020-05-06,80.0
2020-05-07,0.0
2020-05-12,-55.5556
2020-05-13,15.0
2020-05-14,-13.0435
2020-05-15,10.0
2020-05-18,4.5455
2020-05-20,0.0
2020-05-28,-2.1739
2020-06-03,-13.3333
2020-06-04,-2.5641
2020-06-05,-5.2632
2020-06-08,88.8889
2020-06-10,2.9412000000000003
2020-06-18,0.0
2020-06-22,0.0
2020-06-23,-28.5714
2020-06-24,-40.0
2020-06-26,33.3333
2020-06-30,0.0
2020-07-02,25.0
2020-07-06,40.0
2020-07-08,-37.1429
2020-07-09,-9.0909
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-22,0.0
2020-07-27,-2.5
