ticker,GFGY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-05-31,-5.2632
2011-08-05,3.7037
2011-08-30,-3.5
2011-09-02,2.8868
2011-09-21,-4.6763
2011-11-09,5.6604
2012-05-29,14.2857
2012-07-11,-1.5625
2012-07-30,-3.1746
2013-04-11,-1.6393
2013-04-12,1.7332999999999998
2013-04-16,-11.2058
2013-04-22,8.8561
2013-04-29,5.1525
2013-05-16,-22.6306
2013-06-14,9.5833
2013-09-03,14.8289
2013-09-09,-10.596
2013-09-13,0.0
2013-09-17,18.8889
2013-09-23,-6.5421
2013-10-03,23.3333
2013-10-15,-5.4054
2013-11-07,5.7143
2013-11-14,-7.2973
2013-12-04,-3.7901
2013-12-12,-20.6061
2013-12-20,14.5038
2014-01-15,0.0
2014-01-21,3.3333
2014-02-07,1.6129
2014-02-24,-1.5873
2014-03-17,6.5161
2014-06-11,45.3664
2014-09-04,45.8333
2014-09-12,-1.7143000000000002
2014-09-17,-6.9767
2014-09-18,-6.25
2014-09-19,12.5
2014-09-22,9.6296
2014-09-25,9.7297
2014-10-09,-3.9409
2014-10-24,0.0
2014-11-06,0.0
2014-11-21,-7.6923
2014-12-01,0.0
2015-01-29,-5.5556
2015-03-16,-4.4118
2015-04-09,-12.3077
2015-04-20,-3.1579
2015-04-30,8.6957
2015-05-04,0.0
2015-05-22,-16.6667
2015-09-10,40.0
2015-09-30,2.8571
2015-10-19,-2.7778
2015-10-23,1.4285999999999999
2015-10-29,-1.4085
2015-10-30,0.0
2015-11-06,0.7143
2016-04-07,-14.8936
2016-06-13,-16.6667
2016-07-05,0.0
2016-07-08,0.0
2016-07-28,0.0
2016-10-24,3.0
2016-10-31,-2.9126
2016-11-29,3.0
2016-12-08,2.9126
2016-12-12,0.0
2016-12-13,-1.5093999999999999
2016-12-22,-6.1303
2017-02-23,10.3265
2017-02-28,3.7736
2017-03-13,6.9519
2017-03-16,0.0
2017-03-24,0.1
2017-04-27,-0.0999
2017-05-01,0.0
2017-05-05,0.0
2017-05-08,0.0
2017-05-12,-5.6667
2017-05-15,1.0601
2017-06-21,-0.3497
2017-07-13,-3.5088
2017-08-04,5.4545
2017-08-07,0.0
2017-08-09,-2.5517
2017-08-15,2.6185
2017-08-16,0.0
2017-08-25,-5.1724
2017-10-02,9.0909
2017-10-19,3.3333
2018-02-15,3.5484
2018-03-02,-2.4922
2018-04-05,3.8339
2018-04-09,5.5385
2018-04-13,2.0408
2018-05-02,-2.1429
2018-05-08,-2.1898
2018-05-29,-1.4925
2018-06-01,0.0
2018-07-23,-3.0303
2019-01-14,0.0
2019-01-16,0.0
2019-07-10,-25.0
2019-08-09,-2.0833
2019-09-25,-14.8936
2019-12-26,-10.0
