ticker,WDFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,0.0
2000-01-21,-1.5152
2000-01-25,-4.6154
2000-01-31,0.0
2000-02-09,6.4516
2000-02-18,-1.3357999999999999
2000-02-22,0.0
2000-02-25,-2.3077
2000-02-28,-0.7874
2000-03-02,2.3810000000000002
2000-03-15,-0.7752
2000-03-30,0.0
2000-04-12,3.125
2000-05-10,-1.7151999999999998
2000-06-02,1.9304999999999999
2000-06-06,-1.5152
2000-08-11,-10.6042
2000-08-14,0.0
2000-08-24,0.0
2000-09-15,-3.4483
2000-10-04,0.0
2000-10-06,-3.5714
2000-11-09,0.2227
2000-11-14,-3.7037
2000-11-29,0.0
2000-12-12,4.8077
2000-12-26,-4.5872
2000-12-27,-4.8077
2000-12-29,0.0
2001-01-22,5.0505
2001-01-24,0.2308
2001-01-31,1.9231
2001-02-01,0.0
2001-02-12,-1.8868
2001-05-11,0.9653
2001-05-17,-3.4417
2001-05-21,0.0
2001-05-24,0.0
2001-05-25,2.9703
2001-05-31,0.0
2001-07-11,-0.3846
2001-07-20,0.3861
2001-10-09,0.3861
2001-10-15,-1.1538
2001-10-16,2.7237
2001-11-02,0.7576
2001-11-28,0.0
2001-12-07,-3.7736
2001-12-19,-0.7843
2001-12-20,0.0
2002-02-07,0.4769
2002-02-08,1.6614
2002-02-20,1.9455
2002-02-22,-2.5954
2002-03-01,1.8809
2002-03-27,15.3846
2002-03-28,-1.6667
2002-05-29,27.558
2002-05-31,-3.7433
2002-06-27,11.1111
2002-07-05,7.5
2002-07-15,6.9767
2002-07-19,-3.0435
2002-07-22,0.8969
2002-07-23,-6.6667
2002-09-05,-6.6539
2002-10-11,7.6923
2002-10-14,0.0
2002-11-04,-6.0853
2002-11-11,4.6429
2003-02-05,0.9332
2003-02-14,20.438
2003-02-21,-1.8182
2003-02-28,0.0
2003-03-03,-3.0864
2003-03-04,-0.2123
2003-03-14,-1.9149
2003-03-17,3.9046
2003-06-06,10.1766
2003-06-12,-3.626
2003-07-14,1.9802
2003-07-17,1.9417
2003-07-24,5.5257
2003-08-11,-0.9091
2003-08-12,1.8349
2003-10-24,3.6036
2003-10-27,4.3478
2003-12-08,0.7049
2004-01-22,3.3333
2004-02-11,13.6733
2004-02-19,-5.7143
2004-03-18,-3.6364
2004-03-24,4.8742
2004-04-08,0.4498
2004-05-13,0.0902
2004-05-14,0.0
2004-06-08,4.4144
2004-06-18,-3.6526
2004-06-23,0.0299
2004-07-16,1.4623
