ticker,APPF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-26,17.3333
2015-06-29,-2.6989
2015-06-30,2.9196999999999997
2015-07-01,-0.7092
2015-07-02,-1.7856999999999998
2015-07-06,1.4545
2015-07-07,4.4444
2015-07-08,-1.51
2015-07-09,-1.6724999999999999
2015-07-10,4.8193
2015-07-13,11.9675
2015-07-14,-4.7101
2015-07-15,9.949300000000001
2015-07-16,-0.8646
2015-07-17,-3.1395
2015-07-20,2.1609
2015-07-21,-12.9847
2015-07-22,-4.0513
2015-07-23,0.7389
2015-07-24,2.7593
2015-07-27,-3.8068999999999997
2015-07-28,3.8869
2015-07-29,-0.5102
2015-07-30,1.1966
2015-07-31,0.2703
2015-08-03,3.504
2015-08-04,-2.0182
2015-08-05,1.9933999999999998
2015-08-06,0.0651
2015-08-07,1.8229
2015-08-10,4.3478
2015-08-11,2.0833
2015-08-12,-4.7419
2015-08-13,3.3396
2015-08-14,2.1341
2015-08-17,4.0597
2015-08-18,2.6391
2015-08-19,-1.1179000000000001
2015-08-20,-2.883
2015-08-21,-1.5133999999999999
2015-08-24,-7.9196
2015-08-25,1.2837
2015-08-26,7.7947
2015-08-27,-0.0588
2015-08-28,-4.1176
2015-08-31,-1.7791000000000001
2015-09-01,-4.9344
2015-09-02,3.1537
2015-09-03,7.3248
2015-09-04,2.0772
2015-09-08,-2.093
2015-09-09,4.8100000000000005
2015-09-10,0.6799
2015-09-11,2.5886
2015-09-14,-6.2534
2015-09-15,1.8723999999999998
2015-09-16,-2.355
2015-09-17,3.5882
2015-09-18,-3.5775
2015-09-21,4.5347
2015-09-22,-1.5775000000000001
2015-09-23,-0.3434
2015-09-24,2.1827
2015-09-25,-1.5739
2015-09-28,0.6282
2015-09-29,-2.9512
2015-09-30,-1.462
2015-10-01,0.7122
2015-10-02,-1.1786
2015-10-05,3.1604
2015-10-06,1.3873
2015-10-07,4.333
2015-10-08,1.0929
2015-10-09,6.1622
2015-10-12,-0.611
2015-10-13,0.1025
2015-10-14,-2.8147
2015-10-15,0.0527
2015-10-16,-0.2632
2015-10-19,-0.2639
2015-10-20,-0.1058
2015-10-21,-6.3559
2015-10-22,1.2443
2015-10-23,0.7821
2015-10-26,0.8869
2015-10-27,-6.044
2015-10-28,3.8596
2015-10-29,-0.732
2015-10-30,-0.6807
2015-11-02,4.0548
2015-11-03,-2.5247
2015-11-04,-1.0135
2015-11-05,-4.1524
2015-11-06,1.8991
2015-11-09,3.2033
2015-11-10,-7.1106
