ticker,HBPE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-08,-60.3571
2013-10-09,18.018
2013-10-10,37.4046
2013-10-11,2.7778
2013-10-14,-32.4324
2013-10-17,-34.8
2013-10-18,84.0491
2013-10-28,-40.0
2013-10-29,-10.0
2013-10-30,4.9383
2013-10-31,-29.4118
2013-11-01,-16.6667
2013-11-04,-10.0
2013-11-26,77.7778
2013-12-12,0.0
2013-12-17,0.0
2013-12-27,100.0
2013-12-31,-9.375
2014-01-29,-31.0345
2014-02-05,-15.0
2014-02-24,-11.7647
2014-02-26,0.0
2014-03-25,-33.3333
2014-04-11,-60.0
2014-04-14,225.0
2014-04-15,0.0
2014-10-29,-69.2308
2014-11-14,-25.0
2014-12-15,66.6667
2014-12-16,0.0
2014-12-17,100.0
2014-12-31,-70.0
2015-04-24,0.0
2016-01-13,-33.3333
2016-03-28,-30.0
2016-09-21,-50.0
2017-02-06,471.4286
2017-02-07,0.0
2017-03-13,0.0
2017-04-24,0.0
2018-03-13,-94.0
2018-04-09,25.0
2018-07-03,1233.3333
2018-07-05,50.0
2018-07-10,0.0
2018-07-11,-76.6667
2018-07-16,6.4286
2018-07-18,-6.0403
2018-07-19,0.0
2018-08-09,177.1429
2018-08-14,3.0928
2018-08-31,100.0
2018-09-06,0.0
2018-09-19,-25.0
2018-10-02,0.0
2018-10-12,-36.6667
2018-10-15,110.5263
2018-10-24,-1.5
2018-10-25,125.3807
2018-10-30,0.0
2018-11-28,-85.9234
2018-11-29,300.0
2018-11-30,20.0
2018-12-10,16.6667
2018-12-11,0.0
2018-12-20,0.0
2018-12-31,0.0
2019-01-08,0.0
2019-01-22,-17.5
2019-05-10,61.3853
2019-07-15,-14.1631
2019-07-16,0.0
2019-07-22,-50.0
2019-08-29,136.0
2019-09-04,5.9322
2019-09-05,0.0
2019-09-18,-65.0
2019-10-02,128.5714
2019-10-07,-12.5
2019-10-18,35.7143
2019-10-21,-26.3158
2019-10-28,12.857099999999999
2019-11-06,-36.7089
2019-11-13,-13.76
2019-11-14,0.0
2019-11-19,-30.4267
2019-12-05,-33.3333
2019-12-17,14.0
2020-05-08,338.5965
2020-07-02,-7.0
2020-07-09,-83.7634
2020-07-14,0.6623
