ticker,PGNY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-25,22.6154
2019-10-28,7.9674
2019-10-29,-4.5322
2019-10-30,-1.339
2019-10-31,1.3572
2019-11-01,11.868500000000001
2019-11-04,3.6452999999999998
2019-11-05,3.8845
2019-11-06,0.5558
2019-11-07,5.1256
2019-11-08,3.9675000000000002
2019-11-11,1.1034
2019-11-12,-5.3661
2019-11-13,-1.4897
2019-11-14,0.2927
2019-11-15,15.5642
2019-11-18,4.8822
2019-11-19,7.6244
2019-11-20,-0.9694
2019-11-21,1.6566
2019-11-22,-4.8889
2019-11-25,0.1558
2019-11-26,0.1555
2019-11-27,4.7748
2019-11-29,-1.2968
2019-12-02,7.1321
2019-12-03,-2.8731999999999998
2019-12-04,-4.9784
2019-12-05,5.7707
2019-12-06,9.4401
2019-12-09,-8.7898
2019-12-10,-1.726
2019-12-11,-3.1833
2019-12-12,-4.9131
2019-12-13,3.2989
2019-12-16,-4.1554
2019-12-17,2.3284000000000002
2019-12-18,-4.0408
2019-12-19,-2.5348
2019-12-20,-1.2584
2019-12-23,9.1759
2019-12-24,-0.1946
2019-12-26,2.4172000000000002
2019-12-27,6.3951
2019-12-30,0.9123
2019-12-31,-2.6768
2020-01-02,-5.4281
2020-01-03,-0.1926
2020-01-06,7.9506
2020-01-07,4.8266
2020-01-08,0.2387
2020-01-09,-2.6879999999999997
2020-01-10,2.3077
2020-01-13,8.715
2020-01-14,4.8098
2020-01-15,-6.9286
2020-01-16,1.8692
2020-01-17,-3.5432
2020-01-21,6.166
2020-01-22,-1.0812
2020-01-23,1.4990999999999999
2020-01-24,-1.2308
2020-01-27,-1.4953
2020-01-28,0.7274
2020-01-29,-4.2072
2020-01-30,-5.9653
2020-01-31,-3.1021
2020-02-03,-4.1367
2020-02-04,7.7111
2020-02-05,4.6856
2020-02-06,-0.4992
2020-02-07,-3.1773
2020-02-10,3.5233
2020-02-11,3.3033
2020-02-12,10.7235
2020-02-13,-3.5006
2020-02-14,-0.2116
2020-02-18,7.8461
2020-02-19,-2.3596
2020-02-20,-3.1358
2020-02-21,-10.9296
2020-02-24,-3.101
2020-02-25,-5.0585
2020-02-26,-2.3559
2020-02-27,-1.1136
2020-02-28,3.3407999999999998
2020-03-02,-0.4359
2020-03-03,-3.0281
2020-03-04,8.0888
2020-03-05,-4.5249
2020-03-06,-8.0569
2020-03-09,-8.1681
2020-03-10,4.8791
2020-03-11,-8.1515
2020-03-12,-10.0403
2020-03-13,8.1216
2020-03-16,-9.7235
2020-03-17,22.2563
2020-03-18,-12.3591
2020-03-19,-3.5255
2020-03-20,-3.7037
2020-03-23,-15.538499999999999
2020-03-24,10.0182
2020-03-25,4.6909
2020-03-26,19.1355
2020-03-27,-5.8407
2020-03-30,6.062
2020-03-31,-6.1143
2020-04-01,-17.2723
2020-04-02,-5.8756
2020-04-03,6.2424
2020-04-06,8.1574
2020-04-07,-1.4241
2020-04-08,2.6217
2020-04-09,10.6882
2020-04-13,-10.1743
2020-04-14,10.9596
2020-04-15,-3.5917
2020-04-16,0.0
2020-04-17,12.6961
2020-04-20,-3.7843
2020-04-21,-3.3454
2020-04-22,9.3545
2020-04-23,-8.2121
2020-04-24,-3.4017
2020-04-27,2.2672
2020-04-28,2.9245
2020-04-29,10.22
2020-04-30,-2.578
2020-05-01,-3.4571
2020-05-04,-3.3156
2020-05-05,5.1669
2020-05-06,-5.4348
2020-05-07,5.7471
2020-05-08,-4.2609
2020-05-11,-2.5886
2020-05-12,-4.4755
2020-05-13,27.5256
2020-05-14,-6.0467
2020-05-15,3.8289
2020-05-18,8.4739
2020-05-19,-0.9403
2020-05-20,-6.8638
2020-05-21,-2.2736
2020-05-22,0.6819
2020-05-26,-4.1434
2020-05-27,-0.2078
2020-05-28,3.3319
2020-05-29,0.6046
2020-06-01,-3.8462
2020-06-02,1.625
2020-06-03,-0.164
2020-06-04,1.1088
2020-06-05,1.1373
2020-06-08,-0.2008
2020-06-09,-0.0805
2020-06-10,-0.3625
2020-06-11,-11.439
2020-06-12,2.9667
2020-06-15,0.2216
2020-06-16,3.4056
2020-06-17,-3.55
2020-06-18,2.306
2020-06-19,3.5111
2020-06-22,1.9263
2020-06-23,3.0403000000000002
2020-06-24,2.9904
2020-06-25,-0.6581
2020-06-26,-3.7802
2020-06-29,-1.1746
2020-06-30,5.7787
2020-07-01,3.0996
2020-07-02,-1.1274
2020-07-06,2.0525
2020-07-07,-3.3891999999999998
2020-07-08,-0.2699
2020-07-09,0.9277
2020-07-10,2.681
2020-07-13,-5.5949
2020-07-14,-2.1335
2020-07-15,4.4005
2020-07-16,-1.7015
2020-07-17,3.6978999999999997
2020-07-20,-0.9863
2020-07-21,-1.0345
2020-07-22,-0.6969
2020-07-23,5.9649
2020-07-24,-1.2509000000000001
2020-07-27,-0.149
2020-07-28,-2.2388
2020-07-29,-0.916
2020-07-30,1.1171
2020-07-31,1.4285999999999999
