ticker,UBNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.7856999999999998
2000-01-25,0.5848
2000-02-09,-4.6512
2000-02-17,4.878
2000-02-23,-2.3256
2000-02-28,2.3810000000000002
2000-03-03,-2.3256
2000-03-31,0.0
2000-04-03,-2.3810000000000002
2000-04-10,0.0
2000-04-13,7.3171
2000-04-17,-6.8182
2000-04-19,-12.1951
2000-05-02,12.5
2000-08-08,0.0
2000-11-28,-1.2346
2001-01-23,5.0
2001-03-01,-5.0
2001-06-29,15.7895
2001-09-25,0.0
2001-10-18,2.7273
2001-11-02,21.6814
2001-12-28,-18.1818
2001-12-31,10.2222
2002-01-14,-5.5847
2002-02-21,-1.3453
2002-02-28,1.8182
2002-03-08,-1.7856999999999998
2002-04-15,4.5455
2002-04-18,-3.0435
2002-04-26,-1.3453
2002-05-10,-2.2727
2002-06-05,0.0
2002-06-11,6.5116
2002-08-05,12.6638
2002-08-15,-11.2403
2002-08-16,1.31
2002-08-19,0.0
2002-08-22,3.4483
2002-09-10,-0.8333
2002-09-17,-2.9412000000000003
2002-09-26,0.0
2002-09-27,-0.8658
2002-09-30,0.0
2002-10-04,2.1834
2002-10-28,-3.4188
2002-11-15,-3.0973
2003-02-24,0.4566
2003-02-27,3.6364
2003-04-08,5.2632
2003-04-10,-0.8333
2003-04-15,0.0
2003-04-16,0.0
2003-04-21,0.0
2003-05-09,-0.4202
2003-05-13,0.5907
2003-06-18,-0.0839
2003-06-19,0.7557
2003-06-20,0.8333
2003-07-02,-0.8264
2003-07-03,-0.8333
2003-07-07,-1.2605
2003-07-09,0.0
2003-07-10,-0.0851
2003-07-11,0.0852
2003-07-16,-0.4255
2003-07-18,0.0
2003-07-21,-0.8547
2003-07-22,0.431
2003-07-28,0.0
2003-07-29,-0.8584
2003-08-19,1.7316
2003-08-25,2.1277
2003-08-26,0.0
2003-09-04,0.4167
2003-09-08,1.6598000000000002
2003-09-17,0.0
2003-09-22,-0.4082
2003-09-24,2.0492
2003-09-29,-1.2048
2003-10-14,1.626
2003-10-16,2.0
2003-10-30,5.8824
2003-11-10,-1.8519
2003-11-17,6.9811
2003-12-01,-0.7407
2003-12-03,0.0
2003-12-15,-0.3731
2003-12-23,2.9962999999999997
2004-01-13,-1.8182
2004-01-22,1.8519
2004-01-26,0.0
2004-01-27,-3.6364
2004-01-29,-3.7736
2004-02-05,-4.7059
2004-02-06,0.0
2004-02-09,2.8807
2004-02-11,-2.0
2004-02-13,4.898
