ticker,ESOA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-04,1.518
2006-10-05,0.5607
2006-10-06,-1.487
2006-10-09,-0.1887
2006-10-10,-0.3781
2006-10-11,-0.3795
2006-10-12,0.381
2006-10-13,0.3795
2006-10-16,-0.3781
2006-10-17,0.3795
2006-10-18,0.0
2006-10-19,0.0
2006-10-20,0.0
2006-10-24,0.5671
2006-10-25,-0.3759
2006-10-27,0.9434
2006-10-30,-0.9346
2006-10-31,-0.1887
2006-11-01,0.0
2006-11-02,0.0
2006-11-03,0.189
2006-11-06,0.0
2006-11-07,0.0
2006-11-14,0.1887
2006-11-15,-0.1883
2006-11-16,0.0
2006-11-17,0.0
2006-11-20,0.0
2006-11-21,0.3774
2006-11-22,0.188
2006-11-27,0.0
2006-11-28,-0.1876
2006-11-29,0.188
2006-11-30,0.0
2006-12-01,0.3752
2006-12-04,-0.1869
2006-12-05,0.0
2006-12-06,0.3745
2006-12-07,0.0
2006-12-08,0.5597
2006-12-11,0.0
2006-12-12,-0.9276
2006-12-13,0.0
2006-12-14,0.0
2006-12-15,0.0
2006-12-18,0.1873
2006-12-19,0.0
2006-12-20,0.0
2006-12-21,0.0
2006-12-22,0.0023
2006-12-26,-0.0023
2006-12-27,0.0
2006-12-28,0.0
2006-12-29,0.0
2007-01-03,0.1869
2007-01-04,0.5597
2007-01-05,0.0
2007-01-09,0.0
2007-01-10,0.0
2007-01-11,0.0
2007-01-12,1.1132
2007-01-16,-0.5505
2007-01-17,-0.1845
2007-01-18,0.0
2007-01-19,0.0
2007-01-24,0.0
2007-01-25,0.0
2007-01-26,0.3697
2007-01-29,0.0
2007-01-30,2.2099
2007-01-31,-1.8018
2007-02-01,0.9174
2007-02-02,-1.0909
2007-02-05,0.0
2007-02-06,0.0
2007-02-07,0.0
2007-02-08,0.5515
2007-02-09,-0.5484
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,0.1838
2007-02-15,0.1835
2007-02-16,-0.1832
2007-02-20,-0.1835
2007-02-21,0.1838
2007-02-22,0.0
2007-02-23,1.6514
2007-02-27,-1.083
2007-02-28,1.4599
2007-03-01,-0.1799
2007-03-02,-0.7207
2007-03-05,0.0
2007-03-06,0.2938
2007-03-07,0.2499
2007-03-09,-0.1805
2007-03-12,0.0
2007-03-13,0.0
2007-03-14,0.0
2007-03-15,0.0
2007-03-19,0.5425
2007-03-20,-0.1799
2007-03-21,-0.3604
2007-03-22,-0.1808
2007-03-23,0.1812
2007-03-26,0.0
