ticker,NCXS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,-1.4493
2000-06-02,-0.3125
2001-05-21,5.4767
2001-06-01,1.6923
2002-04-17,-6.2027
2002-05-16,5.0
2002-08-28,0.0
2002-09-11,0.0
2002-10-09,1.2097
2002-11-13,7.5697
2002-11-19,-5.9259
2002-12-09,-0.5827
2002-12-18,8.5063
2003-01-24,0.0
2003-08-18,1.6277
2003-09-05,2.5641
2004-09-07,7.3316
2005-06-09,-2.8211
2005-06-20,8.7137
2006-01-23,-0.3953
2006-01-24,3.1746
2006-08-10,10.083
2006-08-21,21.2121
2006-08-24,0.0
2006-10-20,1.25
2006-10-24,6.1728
2006-12-14,-4.6512
2007-06-15,16.1912
2007-06-21,0.8499
2007-06-25,1.1236
2007-07-03,-4.4444
2007-07-16,3.4483
2008-04-22,17.4912
2008-07-31,-7.6758
2008-08-01,1.7442
2008-09-09,8.5714
2008-09-10,0.5263
2008-10-02,0.0
2008-11-13,-7.8534
2009-01-06,-1.9886
2009-02-20,0.0
2009-02-25,-6.087
2009-03-06,-1.2346
2009-05-04,18.125
2009-09-14,-0.2268
2009-09-15,-1.1364
2010-03-12,15.2941
2010-06-17,8.2143
2010-06-21,-0.495
2010-06-22,4.2289
2010-06-23,-0.9709
2010-06-29,-8.8235
2010-07-01,1.0753
2010-07-07,2.1277
2010-07-15,0.0
2010-07-19,-0.5208
2010-07-27,2.6178
2010-09-29,0.0
2010-12-10,-0.5102
2012-10-05,-15.2078
2012-10-08,7.1429
2012-11-09,-1.3333
2014-11-21,12.2484
2014-11-25,7.1429
2015-02-12,0.1344
2016-01-14,3.6419
2016-02-18,0.0
2016-02-26,1.0345
2016-03-03,-4.4369
2016-04-07,0.7143
2016-06-03,-0.7092
2016-06-08,3.5714
2016-07-19,-3.125
2016-07-21,-0.3441
2016-07-22,-1.0934
2016-08-04,0.0
2016-08-17,-0.5673
2016-08-24,-1.9895
2016-09-01,-5.9701
2016-09-26,-1.5873
2016-09-27,-0.4839
2016-09-29,-1.1345
2016-10-03,-0.3279
2016-10-04,-0.3947
2016-12-08,0.0
2016-12-21,0.0661
2016-12-27,0.6601
2017-02-13,-1.6393
2017-06-14,-3.3333
2017-06-21,-12.069
2017-06-27,-3.9215999999999998
2017-07-05,-2.0408
2017-07-25,-12.5
2017-07-26,2.3810000000000002
2017-08-01,0.0
2017-08-02,0.3488
2017-08-07,-2.4334
2017-08-15,1.3064
2017-08-18,0.7972
2017-09-05,-1.1398
2017-10-04,0.0
2017-10-05,0.0
2017-10-10,0.0
2017-10-17,-1.2941
2017-10-27,2.503
2017-11-22,2.3256
2017-12-11,-2.2727
2017-12-12,0.814
2017-12-20,-0.692
2017-12-28,0.1161
2018-01-08,0.116
2018-01-09,4.2874
2018-02-07,-2.8889
2018-02-08,0.9153
2018-02-09,0.0
2018-03-02,-0.2268
2018-03-26,1.5909
2018-03-27,-1.1186
2018-03-28,-2.0362
2018-04-10,2.8037
2018-04-12,1.1364
2018-05-01,-1.1236
2018-05-04,1.4773
2018-05-14,-0.3359
2018-05-15,1.0112
2018-05-30,1.7798
2018-06-19,-2.3607
2018-06-29,0.0
2018-08-09,0.0
2018-08-24,2.9774000000000003
2018-09-21,-1.6303999999999998
2018-10-08,0.0
2018-10-16,0.0
2018-10-30,-2.7624
2018-11-01,-4.3182
2018-11-14,0.5463
2018-11-20,0.0
2018-11-26,0.0
2018-12-03,3.3546
2018-12-19,-3.1543
2019-02-07,0.3105
2019-02-15,0.0
2019-02-19,-0.1429
2019-02-25,-3.3143000000000002
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,1.1097
2019-03-01,0.0
2019-03-04,-2.439
2019-03-05,5.0
2019-03-06,-4.7143
2019-03-07,1.1994
2019-03-12,3.7037
2019-04-15,0.0238
2019-04-16,2.3566
2019-04-24,9.3023
2019-04-25,17.0213
2019-04-26,-9.0909
2019-05-06,-12.94
2019-05-08,0.0459
2019-05-09,2.1814
2019-05-13,11.236
2019-05-17,-12.0202
2019-05-20,2.1814
2019-05-28,-0.8989
2019-05-29,-0.1134
2019-05-31,2.1566
2019-06-03,2.2222
2019-06-10,-4.2391
2019-06-21,-0.1135
2019-06-24,0.0
2019-08-12,-2.8506
2019-08-14,3.5258000000000003
2019-11-22,-0.4571
2019-12-09,1.3777
2019-12-10,4.1903
2019-12-12,-2.7174
2019-12-31,2.1387
2020-01-13,0.5556
2020-01-27,0.4641
2020-01-31,1.1879
2020-02-25,-0.9783
2020-02-26,-0.1098
2020-03-03,0.0
2020-03-05,-1.0989
2020-03-09,-11.1111
2020-03-12,0.625
2020-03-16,-0.4969
2020-03-20,9.8627
2020-03-23,-9.0909
2020-04-16,9.875
2020-05-27,-23.777
