ticker,ASPW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-17,12.5
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,-11.1111
2009-11-23,0.0
2009-11-24,1.25
2009-11-25,9.8765
2009-11-27,0.0
2009-11-30,-2.2472
2009-12-01,0.5747
2009-12-02,-2.8571
2009-12-03,2.3529
2009-12-04,-5.7471
2009-12-07,4.2683
2009-12-08,-2.924
2009-12-09,-3.6145
2009-12-10,-5.0
2009-12-11,1.3158
2009-12-14,-2.5974
2009-12-15,-10.6667
2009-12-16,-23.8806
2009-12-17,-12.7451
2009-12-18,23.5955
2009-12-21,-3.6364
2009-12-22,-5.6604
2009-12-23,10.0
2009-12-24,0.0
2009-12-28,9.0909
2009-12-29,16.6667
2009-12-30,-7.1429
2009-12-31,3.0769
2010-01-04,19.403
2010-01-05,-2.5
2010-01-06,2.5641
2010-01-07,-2.5
2010-01-08,0.0
2010-01-11,6.4103
2010-01-12,-7.2289
2010-01-13,2.5974
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,-1.2658
2010-01-20,-7.6923
2010-01-21,-2.7778
2010-01-22,-5.7143
2010-01-25,0.0
2010-01-26,-3.0303
2010-01-27,4.6875
2010-01-28,-8.9552
2010-01-29,13.1148
2010-02-01,-7.2464
2010-02-02,-6.25
2010-02-03,3.3333
2010-02-04,4.8387
2010-02-05,-7.6923
2010-02-08,1.6667
2010-02-09,0.0
2010-02-10,4.918
2010-02-11,-6.25
2010-02-12,0.0
2010-02-16,-1.6667
2010-02-17,0.0
2010-02-18,1.6949
2010-02-19,-3.3333
2010-02-22,-6.8966
2010-02-23,-7.4074
2010-02-24,2.0
2010-02-25,-1.9607999999999999
2010-02-26,10.0
2010-03-01,3.6364
2010-03-02,3.5088
2010-03-03,3.3898
2010-03-04,3.2787
2010-03-05,0.0
2010-03-08,-4.7619
2010-03-09,-1.6667
2010-03-10,-5.9322
2010-03-11,-11.7117
2010-03-12,10.2041
2010-03-15,1.8519
2010-03-16,-5.4545
2010-03-17,1.9231
2010-03-18,1.8868
2010-03-19,-3.5185
2010-03-22,-3.071
2010-03-23,0.9901
2010-03-24,5.8824
2010-03-25,0.0
2010-03-26,1.8519
2010-03-29,-10.0
2010-03-30,-3.0303
2010-03-31,-4.1667
2010-04-01,-6.5217
2010-04-05,6.9767
2010-04-06,2.1739
2010-04-07,-15.1064
2010-04-08,0.0
2010-04-09,-2.2556
2010-04-12,2.5641
2010-04-13,-1.25
2010-04-14,8.8608
