ticker,CPA US Equity
2006-05-09,-0.5835
2006-05-10,-0.1806
2006-05-11,-3.3921
2006-05-12,-0.0468
2006-05-15,-0.9368
2006-05-16,0.9456
2006-05-17,1.452
2006-05-18,5.6325
2006-05-19,0.1748
2006-05-22,-2.0506
2006-05-23,2.539
2006-05-24,-0.0869
2006-05-25,2.3043
2006-05-26,1.3175
2006-05-30,-0.296
2006-05-31,0.933
2006-06-01,1.8908
2006-06-02,-1.4433
2006-06-05,0.795
2006-06-06,-1.9095
2006-06-07,-0.127
2006-06-08,-0.7627
2006-06-09,-0.1281
2006-06-12,-2.3087
2006-06-13,-0.0875
2006-06-14,0.0
2006-06-15,-3.0223
2006-06-16,1.4002
2006-06-19,2.1381
2006-06-20,-1.4828000000000001
2006-06-21,-2.3904
2006-06-22,0.6803
2006-06-23,1.8018
2006-06-26,-0.885
2006-06-27,1.5625
2006-06-28,-3.1648
2006-06-29,2.3604
2006-06-30,0.4435
2006-07-03,2.4283
2006-07-05,-0.4741
2006-07-06,1.7324000000000002
2006-07-07,-1.2771
2006-07-10,1.9836
2006-07-11,-0.8457
2006-07-12,-1.4499
2006-07-13,-0.9952
2006-07-14,-1.6608
2006-07-17,-1.2
2006-07-18,-1.1246
2006-07-19,1.9108
2006-07-20,1.3393
2006-07-21,0.0
2006-07-24,-0.4405
2006-07-25,0.4425
2006-07-26,0.2203
2006-07-27,0.6154
2006-07-28,0.0437
2006-07-31,-0.4367
2006-08-01,0.6579
2006-08-02,3.0501
2006-08-03,-1.0994
2006-08-04,0.0
2006-08-07,-1.4964
2006-08-08,-0.3472
2006-08-09,-1.6115
2006-08-10,-0.7525
2006-08-11,0.7583
2006-08-14,0.8853
2006-08-15,1.799
2006-08-16,7.3276
2006-08-17,4.2972
2006-08-18,1.6173
2006-08-21,1.1747
2006-08-22,3.2959
2006-08-23,-0.2901
2006-08-24,0.5818
2006-08-25,0.4338
2006-08-28,3.4917
2006-08-29,0.313
2006-08-30,0.1734
2006-08-31,1.4884
2006-09-01,2.6603
2006-09-05,3.2226
2006-09-06,-3.6691000000000003
2006-09-07,0.2339
2006-09-08,-0.0333
2006-09-11,-0.7002
2006-09-12,1.8133
2006-09-13,-0.4617
2006-09-14,0.0994
2006-09-15,2.5157
2006-09-18,3.9716
2006-09-19,0.4658
2006-09-20,5.9969
2006-09-21,-1.079
2006-09-22,-1.3267
2006-09-25,1.2549000000000001
2006-09-26,-1.0328
2006-09-27,2.1467
2006-09-28,-1.0216
2006-09-29,1.2386
2006-10-02,0.3787
2006-10-03,3.2211
2006-10-04,4.1889
2006-10-05,-0.9444
2006-10-06,-2.0975
2006-10-09,-0.7234
2006-10-10,6.8946
2006-10-11,-3.7493
2006-10-12,0.5993
2006-10-13,-2.085
2006-10-16,1.2721
2006-10-17,-0.7646
2006-10-18,0.6604
2006-10-19,1.0935
2006-10-20,2.623
2006-10-23,6.1133
2006-10-24,-0.1738
2006-10-25,-7.2139
2006-10-26,-2.815
2006-10-27,0.5793
2006-10-30,2.6879
2006-10-31,1.2286
2006-11-01,-4.9077
2006-11-02,-0.8047
2006-11-03,2.8252
2006-11-06,2.9652
2006-11-07,0.3963
2006-11-08,-1.8157999999999999
2006-11-09,-0.402
2006-11-10,1.8568
2006-11-13,5.2312
2006-11-14,3.9669
2006-11-15,4.6849
2006-11-16,2.5375
2006-11-17,2.2497
2006-11-20,-1.0121
2006-11-21,-2.3783
2006-11-22,0.5692
2006-11-24,2.4904
2006-11-27,-4.0645
2006-11-28,-1.8651
2006-11-29,0.3754
2006-11-30,-0.5376
2006-12-01,-0.423
2006-12-04,1.2509000000000001
2006-12-05,3.0303
2006-12-06,-1.4932
2006-12-07,-1.0795
2006-12-08,1.5091999999999999
2006-12-11,5.1235
2006-12-12,-2.4151
2006-12-13,7.6923
2006-12-14,-0.6418
2006-12-15,0.2917
2006-12-18,-2.6595
2006-12-19,-1.6009
2006-12-20,-0.6291
2006-12-21,1.0478
2006-12-22,-0.3889
2006-12-26,-0.4771
2006-12-27,1.1114
2006-12-28,0.3879
2006-12-29,-0.0429
2007-01-03,3.2646
2007-01-04,0.5824
2007-01-05,-0.2481
2007-01-08,5.6177
2007-01-09,1.5702
2007-01-10,2.4928
2007-01-11,1.2255
2007-01-12,0.298
2007-01-16,3.2869
2007-01-17,-2.8767
2007-01-18,-1.2588
2007-01-19,1.1436
2007-01-22,-2.4652
2007-01-23,-2.0905
2007-01-24,0.5047
2007-01-25,-0.0579
2007-01-26,-0.9855
2007-01-29,5.0937
2007-01-30,0.7799
2007-01-31,3.2799
2007-02-01,3.0687
2007-02-02,0.3981
2007-02-05,-0.6379
2007-02-06,-0.3991
2007-02-07,2.2474
2007-02-08,-0.0682
2007-02-09,0.4433
2007-02-12,2.037
2007-02-13,3.3106
2007-02-14,4.0419
2007-02-15,-1.4085
2007-02-16,-1.0204
2007-02-20,3.3941
2007-02-21,-0.9664
2007-02-22,-2.5713
2007-02-23,-4.4356
2007-02-26,-5.3568
2007-02-27,-3.1113
2007-02-28,1.6328
2007-03-01,-0.4284
2007-03-02,-3.1911
2007-03-05,-2.8889
2007-03-06,3.2227
2007-03-07,-4.2675
2007-03-08,3.2227
2007-03-09,-0.6543
2007-03-12,7.4332
2007-03-13,-5.0797
2007-03-14,-2.2144
2007-03-15,4.0762
2007-03-16,-1.9039000000000001
2007-03-19,3.2163
2007-03-20,3.134
2007-03-21,1.9101
2007-03-22,-3.6804
2007-03-23,-1.2029
2007-03-26,-4.1361
2007-03-27,-3.4367
2007-03-28,-1.6634
2007-03-29,-0.3737
2007-03-30,1.6583999999999999
2007-04-02,1.1847
2007-04-03,5.547
2007-04-04,0.2182
2007-04-05,0.5988
2007-04-09,-0.974
2007-04-10,2.0219
2007-04-11,-1.4997
2007-04-12,5.764
2007-04-13,1.4224999999999999
2007-04-16,0.8111
2007-04-17,1.7934999999999999
2007-04-18,2.0089
2007-04-19,-1.2107
2007-04-20,1.6013
2007-04-23,0.5307
2007-04-24,0.0
2007-04-25,-0.8639
2007-04-26,-0.1936
2007-04-27,-2.4091
2007-04-30,0.8615
2007-05-01,1.1334
2007-05-02,0.2274
2007-05-03,2.4469
2007-05-04,0.0791
2007-05-07,1.0273
2007-05-08,-2.1277
2007-05-09,1.5185
2007-05-10,-1.7635
2007-05-11,-0.3686
2007-05-14,1.4157
2007-05-15,-2.3001
2007-05-16,10.2289
2007-05-17,-2.4304
2007-05-18,-0.468
2007-05-21,-0.0455
2007-05-22,2.868
2007-05-23,-3.9829
2007-05-24,-1.6745999999999999
2007-05-25,-0.625
2007-05-29,0.3302
2007-05-30,-0.8031
2007-05-31,0.4763
2007-06-01,-0.2212
2007-06-04,-1.631
2007-06-05,1.7547000000000001
2007-06-06,-1.8352
2007-06-07,-2.7558
2007-06-08,1.5744
2007-06-11,2.48
2007-06-12,-4.6171
2007-06-13,4.3398
2007-06-14,1.7917
2007-06-15,1.603
2007-06-18,-0.8507
2007-06-19,2.3401
2007-06-20,-0.2591
2007-06-21,1.4825
2007-06-22,-1.5361
2007-06-25,0.8718
2007-06-26,3.4117
2007-06-27,-3.4457
2007-06-28,4.1762
2007-06-29,-1.9825
2007-07-02,4.7442
2007-07-03,-0.4686
2007-07-05,3.1098
2007-07-06,-0.3044
2007-07-09,0.8049
2007-07-10,-2.7671
2007-07-11,0.2832
2007-07-12,-1.4542
2007-07-13,-8.5244
2007-07-16,-2.8974
2007-07-17,2.5645
2007-07-18,-1.8714
2007-07-19,-0.8173
2007-07-20,-2.1328
2007-07-23,-1.1062
2007-07-24,-2.3038
2007-07-25,-2.9733
2007-07-26,-4.2092
2007-07-27,1.2135
2007-07-30,-0.3088
2007-07-31,0.0547
2007-08-01,-2.2036
2007-08-02,0.1676
2007-08-03,-5.2798
2007-08-06,1.4524
2007-08-07,3.6564
2007-08-08,6.7376000000000005
2007-08-09,-5.5779
2007-08-10,-2.5
2007-08-13,2.773
2007-08-14,-2.6428000000000003
2007-08-15,-10.877
2007-08-16,-12.5666
2007-08-17,8.0146
2007-08-20,-3.0221
2007-08-21,4.6512
2007-08-22,1.9333
2007-08-23,-2.8123
2007-08-24,1.0767
2007-08-27,-1.7976
2007-08-28,-2.3955
2007-08-29,2.5932
2007-08-30,3.8366
2007-08-31,5.3467
2007-09-04,2.0631
2007-09-05,0.849
2007-09-06,-2.5456
2007-09-07,-2.6121
2007-09-10,-1.5417
2007-09-11,0.7937
2007-09-12,-1.6174
2007-09-13,2.6606
2007-09-14,-0.2107
2007-09-17,-2.7027
2007-09-18,2.4306
2007-09-19,0.3814
2007-09-20,-3.187
2007-09-21,-0.3924
2007-09-24,-2.7138999999999998
2007-09-25,-5.2868
2007-09-26,0.6888
2007-09-27,-4.6237
2007-09-28,-0.9399
2007-10-01,-0.6991
2007-10-02,7.6188
2007-10-03,0.3738
2007-10-04,1.9553
2007-10-05,1.9635
2007-10-08,-1.7689
2007-10-09,-0.5015
2007-10-10,-1.7869000000000002
2007-10-11,-5.8316
2007-10-12,0.4211
2007-10-15,-3.8481
2007-10-16,0.1796
2007-10-17,-0.8451
2007-10-18,-2.0919
2007-10-19,-0.7386
2007-10-22,0.3189
2007-10-23,4.8742
2007-10-24,-0.4799
2007-10-25,-1.8528
2007-10-26,-0.3879
2007-10-29,1.8692
2007-10-30,-0.2548
2007-10-31,-3.3981
2007-11-01,-5.078
2007-11-02,-0.8638
2007-11-05,-2.6138
2007-11-06,-2.2799
2007-11-07,-3.4259
2007-11-08,2.844
2007-11-09,-3.0033
2007-11-12,1.1649
2007-11-13,2.9091
2007-11-14,-3.4158
2007-11-15,5.0
2007-11-16,-3.7456
2007-11-19,-5.1885
2007-11-20,-0.9227
2007-11-21,-0.8671
2007-11-23,3.8548999999999998
2007-11-26,1.0605
2007-11-27,-2.2531
2007-11-28,5.7783
2007-11-29,1.6118999999999999
2007-11-30,6.1398
2007-12-03,3.6535
2007-12-04,0.5073
2007-12-05,0.3985
2007-12-06,0.2911
2007-12-07,2.2427
2007-12-10,-0.129
2007-12-11,-1.4212
2007-12-12,-4.6658
2007-12-13,3.6019
2007-12-14,0.9023
2007-12-17,-0.2893
2007-12-18,1.5827
2007-12-19,-0.8569
2007-12-20,0.7596
2007-12-21,-0.208
2007-12-24,0.026
2007-12-26,-0.7812
2007-12-27,-0.9974
2007-12-28,-2.1739
2007-12-31,1.8157
2008-01-02,-0.5057
2008-01-03,-4.1466
2008-01-04,-2.484
2008-01-07,-0.601
2008-01-08,-0.5759
2008-01-09,-0.8978
2008-01-10,5.4354
2008-01-11,-4.9335
2008-01-14,-1.6035
2008-01-15,4.1481
2008-01-16,1.3940000000000001
2008-01-17,-0.6734
2008-01-18,1.1017
2008-01-22,3.7999
2008-01-23,4.253
2008-01-24,-4.8283000000000005
2008-01-25,-2.5231
2008-01-28,3.4233000000000002
2008-01-29,-0.3229
2008-01-30,2.1058
2008-01-31,3.1994
2008-02-01,6.4053
2008-02-04,-1.2762
2008-02-05,-4.1463
2008-02-06,-1.5267
2008-02-07,4.677
2008-02-08,-1.0121
2008-02-11,-0.4239
2008-02-12,-1.3273
2008-02-13,2.6395999999999997
2008-02-14,-3.6103
2008-02-15,-0.8209
2008-02-19,-1.3968
2008-02-20,-0.0787
2008-02-21,6.0646
2008-02-22,-2.6485
2008-02-25,0.6102
2008-02-26,-1.2383
2008-02-27,-0.7677
2008-02-28,-4.3837
2008-02-29,-2.616
2008-03-03,-0.8308
2008-03-04,0.0838
2008-03-05,0.279
2008-03-06,-3.8397
2008-03-07,-1.4468
2008-03-10,-1.057
2008-03-11,1.7507000000000001
2008-03-12,-3.6745
2008-03-13,1.211
2008-03-14,-3.799
2008-03-17,-2.7984999999999998
2008-03-18,6.4939
2008-03-19,0.3304
2008-03-20,4.5509
2008-03-24,4.3528
2008-03-25,3.348
2008-03-26,-0.7169
2008-03-27,-0.9093
2008-03-28,-0.7827
2008-03-31,3.6725
2008-04-01,5.1168
2008-04-02,-0.2496
2008-04-03,-0.7508
2008-04-04,-0.8825
2008-04-07,-0.2798
2008-04-08,-0.2041
2008-04-09,-3.911
2008-04-10,1.4365999999999999
2008-04-11,-0.7868
2008-04-14,0.9516
2008-04-15,-1.4925
2008-04-16,1.8873
2008-04-17,1.8523
2008-04-18,2.0748
2008-04-21,-1.2296
2008-04-22,-8.2571
2008-04-23,-0.8031
2008-04-24,4.746
2008-04-25,-0.6397
2008-04-28,4.1577
2008-04-29,-0.5151
2008-04-30,1.1908
2008-05-01,5.8071
2008-05-02,5.1257
2008-05-05,-3.6799
2008-05-06,-5.468
2008-05-07,-3.9404
2008-05-08,-4.2598
2008-05-09,-2.774
2008-05-12,0.565
2008-05-13,-0.0843
2008-05-14,-2.1929
2008-05-15,2.9894
2008-05-16,-0.0837
2008-05-19,-3.9106
2008-05-20,-1.3372
2008-05-21,-6.7472
2008-05-22,-1.9588999999999999
2008-05-23,-3.126
2008-05-27,4.4578
2008-05-28,1.9745
2008-05-29,7.5197
2008-05-30,-1.6456
2008-06-02,-1.3146
2008-06-03,-0.3028
2008-06-04,0.3644
2008-06-05,3.9334
2008-06-06,-4.7162
2008-06-09,-2.0776
2008-06-10,-0.7488
2008-06-11,-6.2245
2008-06-12,-1.0727
2008-06-13,1.5927
2008-06-16,2.5684
2008-06-17,0.4228
2008-06-18,-1.3277
2008-06-19,5.5793
2008-06-20,-2.2692
2008-06-23,-1.4949
2008-06-24,-0.6781
2008-06-25,1.3004
2008-06-26,-5.6483
2008-06-27,-0.2721
2008-06-30,-3.9563
2008-07-01,-0.1776
2008-07-02,-3.2016999999999998
2008-07-03,-2.3888
2008-07-07,-1.5436999999999999
2008-07-08,3.4417
2008-07-09,-2.9205
2008-07-10,-0.8759
2008-07-11,-1.383
2008-07-14,-0.4675
2008-07-15,6.5362
2008-07-16,13.5929
2008-07-17,4.1721
2008-07-18,1.1487
2008-07-21,-3.008
2008-07-22,10.1899
2008-07-23,-0.3446
2008-07-24,-4.6398
2008-07-25,5.6513
2008-07-28,-4.3192
2008-07-29,4.4245
2008-07-30,0.9161
2008-07-31,1.5603
2008-08-01,-2.2067
2008-08-04,2.5707
2008-08-05,5.7087
2008-08-06,0.0
2008-08-07,-5.7165
2008-08-08,4.3588000000000005
2008-08-11,0.2945
2008-08-12,2.1089
2008-08-13,-3.634
2008-08-14,5.6701
2008-08-15,3.8768000000000002
2008-08-18,-3.0153
2008-08-19,-5.8869
2008-08-20,-0.7311
2008-08-21,-0.1909
2008-08-22,2.4324
2008-08-25,-1.0139
2008-08-26,-5.0135
2008-08-27,1.2202
2008-08-28,4.5697
2008-08-29,2.3592
2008-09-02,6.6527
2008-09-03,-0.4175
2008-09-04,-2.1702
2008-09-05,-2.7729
2008-09-08,-0.4148
2008-09-09,-2.3952
2008-09-10,1.1736
2008-09-11,5.5365
2008-09-12,0.8743
2008-09-15,-1.2878
2008-09-16,4.1897
2008-09-17,-10.5466
2008-09-18,-5.7066
2008-09-19,2.5978
2008-09-22,-5.8987
2008-09-23,-4.1396
2008-09-24,1.7890000000000001
2008-09-25,3.5455
2008-09-26,-3.7167
2008-09-29,-6.1094
2008-09-30,5.212
2008-10-01,3.5077
2008-10-02,-10.4043
2008-10-03,-6.8679
2008-10-06,-4.7382
2008-10-07,-10.3216
2008-10-08,4.2535
2008-10-09,-8.96
2008-10-10,0.7909
2008-10-13,8.0645
2008-10-14,-9.0762
2008-10-15,-7.6752
2008-10-16,17.7319
2008-10-17,2.0816
2008-10-20,18.5926
2008-10-21,-4.4842
2008-10-22,-6.2831
2008-10-23,-13.145
2008-10-24,-8.0225
2008-10-27,-4.149
2008-10-28,24.3974
2008-10-29,-2.7679
2008-10-30,6.6693999999999996
2008-10-31,-3.2787
2008-11-03,2.6803
2008-11-04,-3.9539
2008-11-05,-3.1175
2008-11-06,-2.9290000000000003
2008-11-07,0.935
2008-11-10,-1.6421000000000001
2008-11-11,-0.899
2008-11-12,-1.6415
2008-11-13,11.8577
2008-11-14,-5.6144
2008-11-17,0.3328
2008-11-18,1.7412999999999998
2008-11-19,-14.9144
2008-11-20,-8.3333
2008-11-21,-2.9781
2008-11-24,11.5778
2008-11-25,5.888
2008-11-26,-1.0939
2008-11-28,2.1659
2008-12-01,4.0595
2008-12-02,4.8981
2008-12-03,-0.3306
2008-12-04,-4.063
2008-12-05,11.1063
2008-12-08,6.7289
2008-12-09,-11.1152
2008-12-10,6.4371
2008-12-11,-4.3529
2008-12-12,3.4233000000000002
2008-12-15,-0.2336
2008-12-16,9.9532
2008-12-17,3.5854
2008-12-18,2.536
2008-12-19,-3.5427999999999997
2008-12-22,2.1137
2008-12-23,-2.6468
2008-12-24,-0.3137
2008-12-26,4.8252
2008-12-29,-0.8339
2008-12-30,-0.7064
2008-12-31,2.71
2009-01-02,-1.8799000000000001
2009-01-05,0.7059
2009-01-06,3.6382
2009-01-07,-0.8052
2009-01-08,2.1429
2009-01-09,-5.7851
2009-01-12,-1.417
2009-01-13,0.616
2009-01-14,3.9455999999999998
2009-01-15,0.7199
2009-01-16,2.6316
2009-01-20,-8.8636
2009-01-21,-0.8336
2009-01-22,-1.0508
2009-01-23,-4.2124
2009-01-26,-2.5129
2009-01-27,2.6156
2009-01-28,7.1297
2009-01-29,-6.7241
2009-01-30,-2.9945
2009-02-02,-0.7622
2009-02-03,6.6052
2009-02-04,-3.098
2009-02-05,6.9145
2009-02-06,10.7789
2009-02-09,-2.3227
2009-02-10,0.7712
2009-02-11,2.0408
2009-02-12,0.9688
2009-02-13,-1.7642
2009-02-17,-7.4669
2009-02-18,0.4086
2009-02-19,1.4242
2009-02-20,-4.7141
2009-02-23,-7.6842
2009-02-24,7.7157
2009-02-25,-4.199
2009-02-26,-2.2099
2009-02-27,-0.452
2009-03-02,-5.2592
2009-03-03,-5.4712
2009-03-04,3.5065
2009-03-05,-8.3265
2009-03-06,-4.2297
2009-03-09,6.1367
2009-03-10,6.7455
2009-03-11,-1.3131
2009-03-12,-0.0832
2009-03-13,0.4578
2009-03-16,-1.4085
2009-03-17,3.8235
2009-03-18,3.7232
2009-03-19,-4.0187
2009-03-20,-0.4878
2009-03-23,6.3317
2009-03-24,0.922
2009-03-25,1.2562
2009-03-26,6.0902
2009-03-27,-1.2757
2009-03-30,-1.5074999999999998
2009-03-31,4.4825
2009-04-01,8.4409
2009-04-02,1.4474
2009-04-03,-6.246
2009-04-06,3.7876
2009-04-07,-4.6594999999999995
2009-04-08,4.8872
2009-04-09,4.9528
2009-04-13,-1.3971
2009-04-14,-0.1889
2009-04-15,1.041
2009-04-16,0.281
2009-04-17,-0.8406
2009-04-20,-3.7363
2009-04-21,6.1644
2009-04-22,1.6282999999999999
2009-04-23,0.4232
2009-04-24,-2.649
2009-04-27,-9.6166
2009-04-28,1.9158
2009-04-29,8.1571
2009-04-30,-4.8727
2009-05-01,1.6966
2009-05-04,6.1598
2009-05-05,0.5138
2009-05-06,-0.2105
2009-05-07,11.9916
2009-05-08,2.8787000000000003
2009-05-11,-0.7845
2009-05-12,-4.6653
2009-05-13,-4.2577
2009-05-14,1.6171
2009-05-15,0.0284
2009-05-18,2.7557
2009-05-19,-2.9859
2009-05-20,-0.228
2009-05-21,0.8569
2009-05-22,0.4531
2009-05-26,-2.3118
2009-05-27,-1.7605
2009-05-28,-1.2771
2009-05-29,4.7533
2009-06-01,4.9971
2009-06-02,3.9661
2009-06-03,1.0524
2009-06-04,-1.5621
2009-06-05,3.5968999999999998
2009-06-08,-7.9908
2009-06-09,-1.4983
2009-06-10,-1.2958
2009-06-11,2.0548
2009-06-12,0.5313
2009-06-15,-1.7803
2009-06-16,-1.2744
2009-06-17,0.8893
2009-06-18,4.8337
2009-06-19,2.0342
2009-06-22,-3.9341
2009-06-23,1.9646
2009-06-24,4.2062
2009-06-25,7.3698
2009-06-26,-2.5467
2009-06-29,3.6088
2009-06-30,-1.9457
2009-07-01,0.9309
2009-07-02,-1.5777
2009-07-06,3.1813
2009-07-07,-1.7208
2009-07-08,-0.9971
2009-07-09,-0.3685
2009-07-10,1.0602
2009-07-13,2.3908
2009-07-14,-4.8368
2009-07-15,3.2298
2009-07-16,-1.722
2009-07-17,1.234
2009-07-20,3.9005
2009-07-21,-3.0971
2009-07-22,-2.0581
2009-07-23,3.8319
2009-07-24,2.2619
2009-07-27,-0.163
2009-07-28,1.2826
2009-07-29,-2.4637000000000002
2009-07-30,-4.2729
2009-07-31,-0.0247
2009-08-03,-0.518
2009-08-04,2.8763
2009-08-05,2.7235
2009-08-06,1.6893
2009-08-07,0.3922
2009-08-10,-4.7345
2009-08-11,-2.9192
2009-08-12,-0.7207
2009-08-13,3.6045
2009-08-14,-3.3825
2009-08-17,-1.1503
2009-08-18,3.2633
2009-08-19,0.6859
2009-08-20,1.7762
2009-08-21,3.2991
2009-08-24,1.296
2009-08-25,2.3532
2009-08-26,0.2232
2009-08-27,-1.5367
2009-08-28,-2.7596
2009-08-31,-2.8379
2009-09-01,-5.0515
2009-09-02,-0.4286
2009-09-03,0.3798
2009-09-04,-0.1766
2009-09-08,-0.3285
2009-09-09,2.7637
2009-09-10,4.3425
2009-09-11,0.9931
2009-09-14,0.7492
2009-09-15,1.6035
2009-09-16,1.258
2009-09-17,2.0104
2009-09-18,1.8157999999999999
2009-09-21,0.2175
2009-09-22,1.02
2009-09-23,-3.8668
2009-09-24,-1.4078
2009-09-25,-1.0426
2009-09-28,0.3894
2009-09-29,-0.0228
2009-09-30,1.529
2009-10-01,-3.5738
2009-10-02,-0.2331
2009-10-05,2.6635999999999997
2009-10-06,1.4338
2009-10-07,-1.2789
2009-10-08,-0.2045
2009-10-09,1.8902
2009-10-12,-0.1788
2009-10-13,3.0676
2009-10-14,3.1936
2009-10-15,-2.7579000000000002
2009-10-16,0.433
2009-10-19,-1.3796
2009-10-20,-1.4645000000000001
2009-10-21,-5.7897
2009-10-22,0.5651
2009-10-23,-1.5920999999999998
2009-10-26,-0.7376
2009-10-27,-0.767
2009-10-28,-3.0676
2009-10-29,3.2893
2009-10-30,1.8818000000000001
2009-11-02,-1.2787
2009-11-03,0.8875
2009-11-04,0.0476
2009-11-05,2.6616
2009-11-06,3.5185
2009-11-09,4.9195
2009-11-10,0.9804
2009-11-11,1.3508
2009-11-12,-1.6035
2009-11-13,6.836
2009-11-16,-1.5253999999999999
2009-11-17,-0.4225
2009-11-18,0.4646
2009-11-19,0.4625
2009-11-20,-0.9608
2009-11-23,1.2530000000000001
2009-11-24,-1.3573
2009-11-25,1.295
2009-11-27,-1.4982
2009-11-30,1.0546
2009-12-01,5.1977
2009-12-02,-0.3243
2009-12-03,1.8756
2009-12-04,-0.5072
2009-12-07,1.4727999999999999
2009-12-08,-2.5865
2009-12-09,2.7507
2009-12-10,0.2417
2009-12-11,0.8346
2009-12-14,1.6553
2009-12-15,-2.4426
2009-12-16,2.7819000000000003
2009-12-17,-0.3248
2009-12-18,0.9051
2009-12-21,-2.4758
2009-12-22,3.532
2009-12-23,-0.5686
2009-12-24,-1.0365
2009-12-28,-0.3973
2009-12-29,-0.6889
2009-12-30,-0.1643
2009-12-31,-0.4023
2010-01-04,0.1836
2010-01-05,3.8666
2010-01-06,1.5526
2010-01-07,0.1042
2010-01-08,-1.7529
2010-01-11,-2.1728
2010-01-12,-0.5959
2010-01-13,0.7266
2010-01-14,-1.4607999999999999
2010-01-15,-3.1479
2010-01-19,-0.5669
2010-01-20,-1.8434
2010-01-21,1.1617
2010-01-22,-1.1865999999999999
2010-01-25,1.3171
2010-01-26,-0.1912
2010-01-27,1.1109
2010-01-28,-1.7238
2010-01-29,0.1928
2010-02-01,-0.7118
2010-02-02,0.8332
2010-02-03,-0.7686
2010-02-04,-3.4857
2010-02-05,0.1806
2010-02-08,1.8226
2010-02-09,0.6098
2010-02-10,-0.9384
2010-02-11,8.5258
2010-02-12,0.0182
2010-02-16,0.1455
2010-02-17,0.1997
2010-02-18,-0.3624
2010-02-19,0.6183
2010-02-22,0.3072
2010-02-23,-0.8468
2010-02-24,0.1999
2010-02-25,-1.2514
2010-02-26,-0.1102
2010-03-01,0.1655
2010-03-02,-0.2203
2010-03-03,0.3495
2010-03-04,-0.8249
2010-03-05,1.7375
2010-03-08,-1.6533
2010-03-09,4.4522
2010-03-10,1.6802000000000001
2010-03-11,0.4523
2010-03-12,2.9957000000000003
2010-03-15,-0.8742
2010-03-16,-1.0007
2010-03-17,-0.3598
2010-03-18,-1.9257
2010-03-19,0.1403
2010-03-22,1.6106
2010-03-23,0.4135
2010-03-24,-1.5614
2010-03-25,1.2724
2010-03-26,0.568
2010-03-29,0.154
2010-03-30,2.3069
2010-03-31,1.5534
2010-04-01,1.8092000000000001
2010-04-05,-2.0032
2010-04-06,-1.4837
2010-04-07,0.8701
2010-04-08,-0.5806
2010-04-09,3.5041
2010-04-12,0.9673
2010-04-13,-2.6345
2010-04-14,-0.7871
2010-04-15,-1.5372
2010-04-16,-2.283
2010-04-19,-0.0687
2010-04-20,-0.6361
2010-04-21,-0.4152
2010-04-22,0.4517
2010-04-23,1.6257000000000001
2010-04-26,-0.3063
2010-04-27,-3.2605
2010-04-28,0.3353
2010-04-29,0.8618
2010-04-30,-1.1683
2010-05-03,3.458
2010-05-04,-4.4338
