ticker,YUII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-06-19,0.0
2001-07-23,0.0
2001-08-02,0.0
2002-10-10,0.0
2002-10-23,0.0
2004-02-11,-40.0
2005-04-05,183.3333
2005-09-08,-11.7647
2005-10-13,34.6667
2005-11-14,-30.6931
2006-11-16,257.1429
2006-11-17,20.0
2006-11-20,-31.6667
2006-12-01,-2.439
2006-12-04,0.0
2006-12-05,0.0
2006-12-13,0.0
2006-12-26,27.5
2006-12-27,0.0
2006-12-28,-1.9607999999999999
2007-01-03,16.0
2007-01-23,-31.0345
2007-02-07,12.5
2007-02-16,0.0
2007-02-21,-10.6667
2007-03-05,-0.4975
2007-03-21,0.0
2007-03-22,-10.0
2007-03-23,0.0
2007-03-27,-19.4444
2007-03-28,-27.5862
2007-03-29,71.4286
2007-04-05,8.3333
2007-04-10,-38.4615
2007-04-11,25.0
2007-04-13,-18.0
2007-04-16,-14.6341
2007-04-19,-3.8095
2007-04-27,-0.9901
2007-05-02,1.0
2007-05-09,0.0
2007-05-18,-0.9901
2007-05-21,10.0
2007-05-23,-27.2727
2007-06-04,0.0
2007-06-21,-12.5
2007-06-22,-14.2857
2007-06-25,-8.3333
2007-06-27,9.0909
2007-06-28,-5.0
2007-06-29,7.0175
2007-08-07,0.0
2007-09-10,-1.6393
2007-09-27,0.0
2007-10-09,0.0
2007-11-06,133.3333
2007-11-07,-10.0
2007-11-19,3.9683
2007-12-05,-8.1818
2007-12-06,-20.7921
2007-12-07,-25.0
2008-01-08,-25.0
2008-02-11,0.0
2008-03-25,4.4444
2008-03-31,0.0
2008-04-03,6.383
2008-04-04,0.0
2008-07-10,8.7994
2008-09-24,-18.75
2008-12-31,-38.4615
2009-01-09,-65.0
2009-01-12,-28.5714
2009-01-13,50.0
2009-01-15,-50.0
2009-01-16,4.0
2009-01-21,85.8974
2009-01-23,-10.3448
2009-01-30,-3.8462
2009-02-02,4.8
2009-02-04,52.6718
2009-02-10,0.0
2009-02-11,0.0
2009-02-12,0.0
2009-02-13,2.5
2009-02-17,19.5122
2009-02-18,8.1633
2009-02-19,-3.7736
2009-02-20,-1.9607999999999999
2009-02-23,-2.0
2009-02-24,-6.1224
2009-02-26,0.0
2009-02-27,4.3478
2009-03-02,-6.25
2009-03-04,0.0
2009-03-05,0.0
2009-03-09,6.6667
2009-03-13,-8.3333
2009-03-16,-9.0909
2009-03-17,-4.0
2009-03-18,-1.0417
2009-03-19,-5.2632
2009-03-20,0.0
2009-03-23,11.1111
