ticker,ILIM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-22,304.0
2012-05-24,48.5149
2012-05-25,16.6667
2012-05-29,-8.5714
2012-05-31,3.125
2012-06-04,9.0909
2012-08-28,2.7778
2013-04-16,-3.7838000000000003
2013-04-17,0.0
2013-04-18,0.0
2013-04-25,0.5618
2013-04-26,1.1173
2013-04-29,0.0
2013-05-07,7.7348
2013-05-09,0.0
2013-05-10,2.5641
2013-05-13,0.0
2013-05-15,2.5
2013-05-20,0.0
2013-05-21,-1.4634
2013-05-22,-0.9901
2013-05-23,0.0
2013-05-24,0.5
2013-05-28,0.0
2013-05-29,0.0
2013-05-30,-0.4975
2013-05-31,2.0
2013-06-03,12.7451
2013-06-04,0.0
2013-06-05,6.5217
2013-06-06,-2.0408
2013-06-07,0.0
2013-06-10,-0.4167
2013-06-11,0.4184
2013-06-12,4.1667
2013-06-13,2.0
2013-06-17,1.9607999999999999
2013-06-18,5.7692
2013-06-19,0.0
2013-06-20,12.7273
2013-06-21,16.129
2013-06-24,11.1111
2013-06-25,6.25
2013-06-26,-5.8824
2013-06-27,-18.75
2013-06-28,7.6923
2013-07-01,10.5714
2013-07-02,0.7752
2013-07-03,-3.8462
2013-07-05,1.3333
2013-07-08,1.3158
2013-07-09,0.0
2013-07-10,-7.7922
2013-07-11,2.8169
2013-07-12,0.0
2013-07-15,-3.2877
2013-07-16,-2.2663
2013-07-17,0.0
2013-07-18,6.6667
2013-07-22,1.9022000000000001
2013-07-23,-5.0667
2013-07-24,9.5506
2013-07-25,-6.4103
2013-07-26,1.9178
2013-07-29,-0.5376
2013-08-01,2.973
2013-08-09,-13.3858
2013-08-12,-9.0909
2013-08-15,-5.0
2013-08-19,5.2632
2013-08-22,16.6667
2013-08-23,-10.0
2013-08-26,-1.5873
2013-08-27,-3.2258
2013-08-28,3.3333
2013-09-03,-19.3548
2013-09-05,-15.2
2013-09-06,3.3019
2013-09-09,-8.2192
2013-09-10,-1.99
2013-09-11,-2.5381
2013-09-12,22.3958
2013-09-13,-29.3617
2013-09-16,0.0
2013-09-17,-51.8072
2013-09-18,37.5
2013-09-24,-9.0909
2013-09-25,-57.0
2013-09-26,4.6512
2013-09-27,0.0
2013-09-30,13.3333
2013-10-01,7.8431
2013-10-02,-8.9091
2013-10-03,-8.1836
2013-10-04,-23.913
2013-10-07,0.2857
2013-10-08,-14.5299
2013-10-09,-10.0
2013-10-10,-22.2222
2013-10-11,-52.381
2013-10-14,-47.0
2013-10-15,126.4151
