ticker,STSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-11,-14.2857
2008-02-25,-50.0
2008-03-27,0.0
2008-04-02,0.0
2008-04-04,66.6667
2008-04-07,0.0
2008-05-12,0.0
2008-05-16,-60.0
2008-06-19,0.0
2008-06-30,150.0
2008-08-14,0.0
2008-08-15,-40.0
2008-08-18,-33.3333
2008-09-04,0.0
2008-09-17,-50.0
2008-09-18,100.0
2008-09-22,0.0
2008-10-02,-50.0
2008-10-06,80.0
2008-10-27,-47.0589
2008-11-03,-96.6667
2008-11-18,2900.0
2009-01-20,0.0
2009-01-22,133.3333
2009-01-26,-28.5714
2009-02-02,0.0
2009-02-11,0.0
2009-03-09,-80.0
2009-03-26,200.0
2009-04-07,33.3333
2009-04-22,-25.0
2009-06-15,0.0
2009-06-17,0.0
2009-09-15,400.0
2009-09-16,240.0
2009-09-17,17.647100000000002
2009-09-18,8.3333
2009-09-21,0.0
2009-09-22,23.0769
2009-09-23,0.0
2009-09-24,-36.25
2009-09-25,37.2549
2009-09-28,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-05,0.0
2009-10-06,7.1429
2009-10-07,6.6667
2009-10-08,6.25
2009-10-09,11.7647
2009-10-12,0.0
2009-10-14,0.0
2009-10-20,0.0
2009-10-21,5.2632
2009-10-22,0.0
2009-10-23,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,-80.0
2009-10-30,400.0
2009-11-02,-10.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-09,5.5556
2009-11-11,0.0
2009-11-16,0.0
2009-11-17,-73.6842
2009-11-18,20.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,16.6667
2009-11-24,14.2857
2009-11-25,0.0
2009-11-30,-12.5
2009-12-01,-14.2857
2009-12-02,3.3333
2009-12-03,-6.4516
2009-12-04,37.931
2009-12-08,-22.5
2009-12-10,0.0
2009-12-11,12.9032
2009-12-14,0.0
2009-12-18,-14.2857
2009-12-21,33.3333
2009-12-28,0.0
2010-01-06,-37.5
2010-01-08,-12.0
2010-01-11,0.0
2010-01-13,0.0
2010-01-15,81.8182
2010-01-19,-85.0
2010-01-20,566.6667
2010-01-21,0.0
2010-01-27,-5.0
2010-02-04,-71.0526
2010-02-09,172.7273
2010-02-16,-63.3333
2010-02-17,172.7273
2010-02-22,-16.6667
2010-02-23,0.0
2010-03-01,0.0
2010-03-03,0.0
2010-03-15,0.0
2010-03-17,-56.0
2010-03-18,81.8182
