ticker,STSN US Equity
2010-03-30,0.0
2010-03-31,0.0
2010-04-05,0.0
2010-04-08,0.0
2010-04-14,75.0
2010-04-16,-68.5714
2010-04-21,127.2727
2010-04-22,0.0
2010-05-14,-56.0
2010-05-20,0.0
2010-06-30,-36.3636
2010-07-27,185.7143
2010-07-28,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-19,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-09,0.0
2010-09-23,-71.3438
2010-09-24,336.205
2010-09-27,20.0
2010-09-28,0.0
2010-10-11,-50.0
2010-10-12,0.0
2010-10-14,100.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,116.6667
2010-10-20,53.8462
2010-10-21,-2.0
2010-10-22,-59.1837
2010-10-25,0.0
2010-10-29,85.0
2010-11-03,-2.7027
2010-11-04,-2.7778
2010-11-12,0.0
2010-11-16,-7.1429
2010-11-26,-1.5385
2010-12-06,-23.4375
2010-12-07,30.6122
2010-12-08,-89.0625
2010-12-14,114.2857
2010-12-17,163.3333
2010-12-27,-5.0633
2010-12-29,-60.0
2010-12-31,150.0
2011-01-05,36.0
2011-01-06,0.0
2011-01-11,-1.9607999999999999
2011-01-14,2.0
2011-01-19,-58.8235
2011-01-20,142.8571
2011-01-25,-3.9215999999999998
2011-02-04,-59.1837
2011-02-07,0.0
2011-02-08,97.5
2011-02-17,-24.0506
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,63.3333
2011-03-21,-48.9796
2011-03-23,56.0
2011-03-24,25.641
2011-03-25,-48.9796
2011-03-28,96.0
2011-04-05,-4.0816
2011-04-07,-14.8936
2011-04-19,17.5
2011-04-25,-53.1915
2011-04-26,0.0
2011-04-27,0.0
2011-05-10,-68.1818
2011-05-11,214.2857
2011-05-12,-31.8182
2011-05-16,-52.5833
2011-05-17,321.7926
2011-05-25,-33.3333
2011-06-21,25.0
2011-06-27,-71.55
2011-06-28,251.4938
2011-07-07,0.0
2011-07-18,0.0
2011-07-22,0.0
2011-08-05,-44.0
2011-08-08,78.5714
2011-08-12,-60.0
2011-08-15,0.0
2011-08-16,150.0
2011-08-19,0.0
2011-09-08,-20.0
2011-09-09,0.0
2011-09-12,0.0
2011-09-30,25.0
2011-10-03,-20.0
2011-10-05,0.0
2011-10-10,0.0
2011-10-11,0.0
2011-10-21,25.0
2011-10-31,32.0
2011-11-23,-66.6667
2011-12-02,-54.5455
2011-12-27,-80.0
2011-12-29,8900.0
2012-01-04,-55.5556
2012-01-10,-97.25
2012-01-24,354.5455
2012-01-26,0.0
2012-02-01,900.0
2012-02-03,-30.0
2012-02-27,-28.5714
2012-02-29,0.0
2012-03-05,0.0
2012-03-15,0.0
2012-03-27,0.0
2012-04-24,-4.0
2012-04-27,-79.1667
2012-05-08,280.0
2012-05-31,-63.1579
2012-06-19,257.1429
2012-08-03,0.0
2012-08-10,-72.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-26,-38.5714
2012-11-16,62.7907
2012-12-10,-57.1429
2013-01-02,133.3333
2013-01-25,0.0
2013-01-28,0.0
2013-03-01,-57.1429
2013-03-12,0.0
2013-03-22,133.3333
2013-04-04,0.0
2013-05-07,0.0
2013-07-10,42.8571
2013-07-11,350.0
2013-07-18,-13.3333
2013-07-24,-61.5385
2013-07-29,0.0
2013-08-07,-13.3333
2013-08-19,7.6923
2013-10-14,-14.2857
2013-10-23,0.0
2013-10-25,-8.3333
2013-12-02,9.0909
2013-12-05,100.0
2013-12-12,0.0
2013-12-16,-50.0
2013-12-18,-16.6667
2013-12-26,-30.0
2014-01-07,14.2857
2014-03-25,-12.5
2014-05-09,0.0
2014-07-23,0.0
2014-08-04,-2.8571
2014-11-20,0.0
2014-12-16,0.0
2014-12-22,0.0
2015-01-29,0.0
2015-03-04,0.0
2015-04-02,0.0
2015-04-08,-11.7647
2015-04-17,0.0
2015-05-05,0.0
2015-06-04,0.0
2015-07-06,0.0
2015-08-28,0.0
2015-09-18,0.0
2015-10-16,8.5417
2015-10-22,-7.8695
2015-11-05,0.0
2015-11-25,0.0
2016-01-14,-16.6667
2016-01-22,0.0
2016-02-11,0.0
2016-02-17,0.0
2016-02-22,0.0
2016-03-17,0.0
2016-03-31,0.0
2016-04-06,0.0
2016-06-02,0.0
2016-07-19,0.0
2016-10-19,0.25
2016-11-03,0.0
2016-12-22,-0.2494
2016-12-30,-60.0
2017-03-08,91.875
2017-07-27,-47.8827
2017-11-02,0.0
2017-12-05,250.0
2017-12-20,-28.5714
2017-12-27,40.0
2018-01-19,0.0
2018-01-31,0.0
2018-02-06,29.7143
2018-02-08,10.1322
2018-02-14,-25.0
2018-03-02,6.6667
2018-03-14,-12.5
2018-03-16,0.0
2018-03-21,14.2857
2018-03-29,12.5
2018-04-19,11.1111
2018-04-20,0.0
2018-04-24,0.0
2018-04-26,10.0
2018-06-15,-36.3636
2018-08-08,0.0
2018-09-12,42.8571
2018-10-09,-35.0
2018-11-13,-7.6923
2018-11-29,-16.6667
2018-12-31,10.0
2019-02-04,-9.0909
2019-02-25,0.0
2019-03-19,0.0
2019-06-11,-30.0
2019-08-14,42.8571
2019-08-15,-10.8
2019-08-20,12.1076
2019-08-21,60.0
2019-08-23,-30.0
2019-08-30,42.8571
2019-09-03,-6.25
2019-09-10,20.0
2019-09-13,-11.1111
2019-09-16,10.625
2019-09-30,-9.6045
2019-10-01,0.0
2019-10-04,0.0
2019-11-07,337.5
2019-11-14,-71.4
2019-11-15,-0.0999
2019-11-27,175.0
2019-11-29,5.4545
2019-12-02,-65.5172
2019-12-03,240.0
2019-12-04,0.0
2019-12-05,-11.7647
2019-12-06,0.0
2019-12-09,-5.0
2019-12-10,-43.8596
2019-12-17,87.5
2019-12-18,-53.3333
2019-12-19,78.5714
2019-12-20,-44.0
2020-01-06,-14.2857
2020-01-08,75.0
2020-01-10,-42.8571
2020-01-15,0.0
2020-01-22,0.0
2020-01-24,0.0
2020-01-28,8.3333
2020-02-06,19.2308
2020-02-07,-16.129
2020-02-10,30.7692
2020-02-11,-5.8824
2020-02-12,0.0
2020-02-14,-25.0
2020-02-18,0.0
2020-02-19,16.6667
2020-02-20,42.8571
2020-02-21,0.0
2020-02-25,-34.5
2020-02-26,14.5038
2020-02-27,6.6667
2020-02-28,18.75
2020-03-02,-5.2632
2020-03-03,-5.5556
2020-03-04,5.8824
2020-03-05,0.0
2020-03-06,-27.7778
2020-03-09,-15.3846
2020-03-10,36.2727
2020-03-11,6.7378
2020-03-12,-12.5
2020-03-13,-17.8571
2020-03-16,-13.0435
2020-03-17,0.1
2020-03-18,-2.5974
2020-03-19,0.0
2020-03-20,-7.6923
2020-03-24,-44.4444
2020-03-25,85.0
2020-03-26,-18.9189
2020-03-30,60.0
2020-03-31,-50.0
2020-04-01,28.3333
2020-04-02,-22.0779
2020-04-03,-33.3333
2020-04-06,-37.5
2020-04-07,20.0
2020-04-13,-16.6667
2020-04-14,20.0
2020-04-15,200.0
2020-04-16,-22.2222
2020-04-17,-28.5714
2020-04-20,10.0
2020-04-21,9.0909
2020-04-22,-33.3333
2020-04-23,50.0
2020-04-24,-8.3333
2020-04-27,-15.4545
2020-04-28,18.2796
2020-04-29,-7.2727
2020-04-30,-7.8431
2020-05-01,4.2553
2020-05-04,-20.4082
2020-05-05,0.0
2020-05-06,2.5641
2020-05-07,-5.0
2020-05-08,-5.0
2020-05-12,1.108
2020-05-14,-30.137
2020-05-15,68.2353
2020-05-18,4.8951
2020-05-19,-22.2222
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,-5.7143
2020-05-26,21.2121
2020-05-27,-18.3875
2020-05-28,-7.1833
2020-05-29,9.505
2020-06-01,-8.3785
2020-06-02,15.625
2020-06-04,-13.229
2020-06-05,0.3279
2020-06-08,6.2092
2020-06-10,22.1538
2020-06-11,0.7557
2020-06-12,30.0
2020-06-15,5.7692
2020-06-16,81.8182
2020-06-17,11.0
2020-06-18,-0.9009
2020-06-19,-1.0
2020-06-22,2.8466
2020-06-23,-6.25
2020-06-24,-17.1429
2020-06-25,-10.3448
2020-06-26,-31.4103
2020-06-29,-53.271
2020-06-30,28.0
2020-07-01,-20.3125
2020-07-02,-6.6667
2020-07-06,-15.9664
2020-07-07,-1.0
2020-07-08,0.0
2020-07-09,-4.0404
2020-07-10,2.6316
2020-07-13,0.0
2020-07-14,-10.2564
2020-07-15,-4.2857
2020-07-16,-1.4925
2020-07-17,3.0303
2020-07-20,-2.9412000000000003
2020-07-21,-3.0303
2020-07-22,-12.5
2020-07-23,-1.7856999999999998
2020-07-24,0.0
2020-07-27,-1.8182
2020-07-28,0.7407
2020-07-29,-0.7353
2020-07-30,33.3333
2020-07-31,-5.5556
