ticker,GOOD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-08-13,0.2
2003-08-14,-0.8649
2003-08-15,2.349
2003-08-18,0.0
2003-08-19,-0.6557
2003-08-20,0.396
2003-08-21,-0.0657
2003-08-22,-0.6579
2003-08-25,0.6623
2003-08-26,0.3289
2003-08-27,-0.6557
2003-08-28,0.33
2003-08-29,-0.9868
2003-09-02,1.3289
2003-09-03,0.0
2003-09-04,-0.3279
2003-09-05,-1.1842
2003-09-08,-0.2663
2003-09-09,-0.8011
2003-09-10,0.9421
2003-09-11,0.0
2003-09-12,-0.1333
2003-09-15,0.0668
2003-09-16,-0.6004
2003-09-17,0.3356
2003-09-18,0.0
2003-09-19,0.0
2003-09-22,0.0
2003-09-23,-0.0669
2003-09-24,-0.6693
2003-09-25,-0.5121
2003-09-26,0.5825
2003-09-29,-0.3367
2003-09-30,-0.3446
2003-10-01,1.0238
2003-10-02,-0.2685
2003-10-03,-0.0673
2003-10-06,0.1279
2003-10-07,-0.1278
2003-10-08,0.5387
2003-10-09,-0.2009
2003-10-10,0.6711
2003-10-13,-0.4667
2003-10-14,0.8038
2003-10-15,-0.3322
2003-10-16,0.6667
2003-10-17,3.8411
2003-10-20,-1.7856999999999998
2003-10-21,-1.6883
2003-10-22,0.3963
2003-10-23,0.9868
2003-10-24,-0.3257
2003-10-27,-1.0458
2003-10-28,1.0568
2003-10-29,-0.3922
2003-10-30,-0.0656
2003-10-31,-1.3132
2003-11-03,2.0625
2003-11-04,0.0652
2003-11-05,0.0
2003-11-06,0.0
2003-11-07,3.8436
2003-11-10,-1.3801999999999999
2003-11-11,-0.1908
2003-11-12,0.3824
2003-11-13,-0.3175
2003-11-14,1.2739
2003-11-17,-0.566
2003-11-18,0.5693
2003-11-19,0.3145
2003-11-20,-0.8777
2003-11-21,0.8223
2003-11-24,3.5132
2003-11-25,-0.303
2003-11-26,-0.9119
2003-11-28,-0.5521
2003-12-01,1.4806
2003-12-02,0.4255
2003-12-03,-0.1211
2003-12-04,1.5152
2003-12-05,-2.0896
2003-12-08,1.5244
2003-12-09,-0.7207
2003-12-10,-0.1815
2003-12-11,1.2121
2003-12-12,0.0
2003-12-15,-1.4969999999999999
2003-12-16,0.304
2003-12-17,0.1152
2003-12-18,-0.4782
2003-12-19,0.6691
2003-12-22,-0.3021
2003-12-23,-0.7273
2003-12-24,0.7326
2003-12-26,0.9091
2003-12-29,-1.4414
2003-12-30,1.2195
2003-12-31,1.506
2004-01-02,-1.6024
