ticker,MEI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.323
2000-01-04,-3.4268
2000-01-05,-3.6559
2000-01-06,0.0
2000-01-07,6.0268
2000-01-10,2.9474
2000-01-11,2.7607
2000-01-12,-3.9204
2000-01-13,0.0
2000-01-14,-2.0747
2000-01-18,0.2119
2000-01-19,8.8795
2000-01-20,9.3204
2000-01-21,5.8615
2000-01-24,-3.4396
2000-01-25,4.2572
2000-01-26,8.8333
2000-01-27,4.0582
2000-01-28,-12.6564
2000-01-31,-8.0034
2000-02-01,10.5311
2000-02-02,-5.551
2000-02-03,0.8772
2000-02-04,3.2174
2000-02-07,0.674
2000-02-08,8.3682
2000-02-09,2.5483000000000002
2000-02-10,4.0663
2000-02-11,-1.2301
2000-02-14,-0.5861
2000-02-15,-2.5055
2000-02-16,2.7967
2000-02-17,8.1618
2000-02-18,2.7872
2000-02-22,-0.463
2000-02-23,4.3854
2000-02-24,-5.3469
2000-02-25,8.8769
2000-02-28,6.4237
2000-02-29,7.9512
2000-03-01,5.3225999999999996
2000-03-02,-0.5105
2000-03-03,1.9497
2000-03-06,-0.5536
2000-03-07,-5.7692
2000-03-08,-0.7519
2000-03-09,0.8658
2000-03-10,-2.1459
2000-03-13,-8.8816
2000-03-14,-3.4898
2000-03-15,-3.2419000000000002
2000-03-16,-0.3866
2000-03-17,0.0647
2000-03-20,4.4602
2000-03-21,-5.2599
2000-03-22,2.9393000000000002
2000-03-23,-2.4112
2000-03-24,-2.9909
2000-03-27,-1.8767
2000-03-28,-2.459
2000-03-29,5.3221
2000-03-30,-2.6596
2000-03-31,10.3825
2000-04-03,-3.4653
2000-04-04,-6.9231
2000-04-05,2.4793
2000-04-06,11.1559
2000-04-07,7.7388
2000-04-10,-1.3468
2000-04-11,-6.8259
2000-04-12,-13.455400000000001
2000-04-13,-6.7797
2000-04-14,-14.5833
2000-04-17,2.1729
2000-04-18,19.4444
2000-04-19,-0.7267
2000-04-20,-2.489
2000-04-24,-6.9069
2000-04-25,9.5161
2000-04-26,-3.5346
2000-04-27,-1.2214
2000-04-28,3.0526
2000-05-01,3.637
2000-05-02,-7.67
2000-05-03,-0.3135
2000-05-04,-1.1006
2000-05-05,3.0207
2000-05-08,-10.4938
2000-05-09,-4.6552
2000-05-10,-6.8716
2000-05-11,2.7184
2000-05-12,-0.5671
2000-05-15,0.7605
2000-05-16,7.9245
2000-05-17,-0.6993
2000-05-18,8.9349
2000-05-19,-9.979800000000001
2000-05-22,-3.7702
