ticker,WSML US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-13,39.3939
2011-10-14,-2.6087
2011-10-17,-3.5714
2011-10-18,-11.1111
2011-10-19,-26.0417
2011-10-20,26.7606
2011-10-21,21.1111
2011-10-24,18.3486
2011-10-25,-7.7519
2011-10-26,3.3613
2011-10-27,-26.8293
2011-10-28,-16.6667
2011-10-31,13.3333
2011-11-01,-8.2353
2011-11-02,-11.538499999999999
2011-11-03,-7.971
2011-11-04,-3.1496
2011-11-07,18.6992
2011-11-08,14.3836
2011-11-09,-1.7964
2011-11-10,1.2195
2011-11-11,-4.8193
2011-11-14,-1.2658
2011-11-15,0.0
2011-11-16,-5.1282
2011-11-17,9.4595
2011-11-18,-1.2346
2011-11-21,-13.75
2011-11-22,1.4493
2011-11-23,-1.4285999999999999
2011-11-25,0.0
2011-11-28,2.8986
2011-11-29,5.6338
2011-11-30,6.6667
2011-12-01,-6.25
2011-12-02,4.6667
2011-12-05,-10.828
2011-12-06,-11.4286
2011-12-07,-40.3226
2011-12-08,8.1081
2011-12-09,-7.5
2011-12-12,-2.7027
2011-12-13,0.0
2011-12-14,-11.1111
2011-12-15,12.5
2011-12-16,-13.8889
2011-12-19,-35.4839
2011-12-20,10.0
2011-12-21,4.5455
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,4.3478
2011-12-29,0.0
2011-12-30,-16.6667
2012-01-03,50.0
2012-01-04,0.0
2012-01-05,-23.3333
2012-01-06,0.0
2012-01-09,-4.3478
2012-01-10,9.0909
2012-01-11,-8.3333
2012-01-12,0.0
2012-01-13,4.5455
2012-01-17,-4.3478
2012-01-18,0.0
2012-01-19,36.3636
2012-01-20,-13.3333
2012-01-23,26.9231
2012-01-24,-14.5455
2012-01-25,13.4752
2012-01-27,-12.5
2012-01-30,17.8571
2012-01-31,0.0
2012-02-01,-24.2424
2012-02-02,4.0
2012-02-03,0.0
2012-02-06,0.0
2012-02-07,26.9231
2012-02-08,-33.3333
2012-02-09,0.4545
2012-02-10,-0.4525
2012-02-13,0.0
2012-02-14,4.5455
2012-02-15,4.3478
2012-02-16,4.1667
2012-02-17,0.0
2012-02-21,0.0
2012-02-22,0.0
2012-02-23,16.0
2012-02-24,-24.1379
2012-02-27,13.6364
2012-02-28,16.0
2012-02-29,-13.7931
2012-03-01,-20.0
2012-03-02,10.0
2012-03-05,-9.0909
2012-03-06,10.0
2012-03-07,-9.0909
2012-03-08,-20.0
2012-03-09,25.0
2012-03-12,0.0
