ticker,SMMCU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,0.05
2019-06-25,-0.05
2019-06-26,0.0
2019-06-28,0.0
2019-07-01,-0.1
2019-07-02,0.2002
2019-07-03,0.0
2019-07-05,-0.0999
2019-07-08,0.1
2019-07-09,-0.0999
2019-07-10,0.0
2019-07-11,0.4
2019-07-12,-0.5976
2019-07-15,0.3006
2019-07-16,0.0999
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.2994
2019-07-26,0.8955
2019-07-29,0.0
2019-07-30,-0.0986
2019-07-31,0.0987
2019-08-01,-0.0986
2019-08-05,0.1974
2019-08-06,0.0
2019-08-07,-0.0985
2019-08-09,0.0
2019-08-12,0.0986
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,-0.0985
2019-08-19,-0.3945
2019-08-20,-0.1485
2019-08-21,0.1487
2019-08-22,0.495
2019-08-23,-0.2
2019-08-27,0.2991
2019-08-28,-0.2953
2019-08-30,-0.691
2019-09-03,0.1988
2019-09-04,0.3968
2019-09-06,0.5208
2019-09-11,0.0718
2019-09-13,0.3929
2019-09-16,0.2935
2019-09-20,-1.8537
2019-09-24,1.8887
2019-09-25,-0.4878
2019-09-27,2.8430999999999997
2019-09-30,0.0953
2019-10-02,-2.3952
2019-10-08,0.5025
2019-10-09,0.0
2019-10-10,-1.3592
2019-10-11,-0.0984
2019-10-15,1.4778
2019-10-16,0.4854
2019-10-17,6.2802
2019-10-18,-5.9091000000000005
2019-10-22,0.2899
2019-10-23,-2.0231
2019-10-25,0.295
2019-10-31,0.4902
2019-11-01,0.2927
2019-11-07,-0.7792
2019-11-15,-0.3912
2019-11-20,1.3780000000000001
2019-11-21,-0.3883
2019-11-22,-1.0721
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-29,0.7389
2019-12-02,-0.0489
2019-12-04,-0.6849
2019-12-05,0.0
2019-12-06,0.6897
2019-12-10,0.3757
2019-12-11,1.3803
2019-12-12,-0.3846
2019-12-13,-1.2548
2019-12-17,1.6618
2019-12-18,-0.4808
2019-12-19,0.7729
2019-12-20,-0.001
2019-12-23,-0.2867
2019-12-24,0.0962
2020-01-03,0.1921
2020-01-06,-1.7258
2020-01-08,1.1502
2020-01-09,0.1466
2020-01-13,0.0665
2020-01-21,1.5399
2020-01-22,0.0
2020-01-23,0.0
2020-01-27,0.4739
2020-01-29,0.0
2020-01-30,3.7736
2020-01-31,-1.3636
2020-02-03,-0.553
2020-02-04,-1.2974999999999999
2020-02-06,2.2535
2020-02-11,-1.7447
2020-02-12,-0.4673
2020-02-18,-0.4695
2020-02-25,-0.3774
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.1515
2020-03-03,-0.1012
2020-03-04,-0.6181
2020-03-06,-0.4029
2020-03-09,0.4265
2020-03-12,0.7874
2020-03-16,-6.9437999999999995
2020-03-17,1.5066000000000002
2020-03-18,-4.9848
2020-03-19,3.1579
2020-03-20,1.5306
2020-03-23,-3.5176
2020-03-24,4.1667
2020-03-25,1.9
2020-03-26,4.9068000000000005
2020-03-27,-6.6417
2020-03-31,-0.3006
2020-04-02,0.804
2020-04-03,-1.7946
2020-04-06,0.0
2020-04-07,2.0305
2020-04-08,0.8955
2020-04-09,-1.8738000000000001
2020-04-13,0.5025
2020-04-14,1.5
2020-04-15,-1.4778
2020-04-16,1.0
2020-04-17,0.495
2020-04-20,-1.9704000000000002
2020-04-21,1.005
2020-04-22,0.0
2020-04-23,0.3005
2020-04-24,0.1964
2020-04-27,0.099
2020-04-28,0.8902
2020-04-30,4.902
2020-05-01,-0.4673
2020-05-04,-0.939
2020-05-05,-1.8957000000000002
2020-05-06,0.0
2020-05-08,2.4154999999999998
2020-05-12,0.0
2020-05-18,-0.9434
2020-05-19,-0.4219
2020-05-21,-2.2543
2020-05-22,-1.0763
2020-05-26,1.8793
2020-05-29,1.9417
2020-06-01,-0.0952
2020-06-02,-1.8112
2020-06-03,-1.9417
2020-06-04,3.5644
2020-06-08,-1.4426
2020-06-09,-0.1824
2020-06-10,2.0378
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,-0.1905
2020-06-17,-0.7634
2020-06-22,0.9615
2020-06-23,0.5714
2020-06-25,-0.8428
2020-06-29,1.232
2020-06-30,0.0
2020-07-01,1.5093999999999999
2020-07-06,2.2305
2020-07-07,-1.8182
2020-07-09,1.6667
2020-07-10,-3.4608
2020-07-13,-1.4151
2020-07-14,0.0957
2020-07-15,5.1625
2020-07-16,-0.0009
2020-07-17,-2.5718
2020-07-20,-0.0653
2020-07-21,1.774
2020-07-22,0.4303
2020-07-23,0.4851
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-30,-0.0909
2020-07-31,-0.8189
