ticker,COUV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,156.0
2000-01-06,-75.0
2000-01-10,56.25
2000-02-03,28.0
2000-02-04,0.0
2000-02-09,50.0
2000-02-11,0.0
2000-02-14,0.0
2000-02-17,33.3333
2000-02-18,0.0
2000-02-24,0.0
2000-02-25,650.0
2000-02-28,-66.6667
2000-02-29,-25.0
2000-03-01,100.0
2000-03-02,0.0
2000-03-03,-29.1667
2000-03-08,17.647100000000002
2000-03-09,-40.0
2000-03-13,66.6667
2000-03-23,0.0
2000-03-27,-50.0
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,20.0
2000-04-05,-13.3333
2000-04-07,23.0769
2000-04-12,-18.75
2000-04-13,53.8462
2000-04-14,-25.0
2000-04-18,0.0
2000-04-19,-53.3333
2000-04-20,114.2857
2000-04-26,-33.3333
2000-05-01,0.0
2000-05-08,-20.0
2000-06-09,-20.0
2000-06-30,0.0
2000-07-12,-2.3438
2000-07-24,0.0
2000-07-26,-32.8
2000-08-28,-4.7619
2000-08-29,0.0
2000-08-30,25.0
2000-09-05,-40.0
2000-09-20,66.6667
2000-09-21,-20.0
2000-09-25,25.0
2000-09-26,-20.0
2000-10-06,125.0
2000-10-09,13.3333
2000-10-12,-1.9607999999999999
2000-10-13,0.0
2000-10-16,0.0
2000-10-18,0.0
2000-10-30,-20.0
2000-11-07,-6.25
2000-11-10,-30.6667
2000-11-17,-19.2308
2000-11-22,42.8571
2000-11-29,-26.6667
2000-12-07,0.0
2000-12-18,4.5455
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,8.6957
2001-01-02,-20.0
2001-01-05,40.0
2001-01-11,0.0
2001-01-16,42.8571
2001-02-01,-37.5
2001-02-05,0.0
2001-02-07,-40.0
2001-02-16,166.6667
2001-02-21,0.0
2001-03-13,-72.5
2001-03-19,0.0
2001-03-26,9.0909
2001-03-27,16.6667
2001-03-28,0.0
2001-03-29,-42.8571
2001-03-30,75.0
2001-04-03,-21.4286
2001-04-06,-27.2727
2001-04-11,12.5
2001-04-26,33.3333
2001-05-03,16.6667
2001-05-04,0.0
2001-06-01,-14.2857
2001-07-30,-8.3333
2001-08-06,9.0909
2001-08-10,0.0
2001-08-24,-8.3333
2001-08-27,36.3636
2001-08-29,-66.6667
2001-08-30,20.0
2001-09-10,-16.6667
2001-10-02,20.0
2001-10-03,0.0
2001-10-04,0.0
2001-10-05,0.0
2001-10-10,0.0
2001-10-11,0.0
2001-10-12,0.0
2001-10-16,0.0
