ticker,UCLE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-05-19,316.6667
2015-05-20,20.0
2015-05-21,-33.3333
2015-05-22,-10.0
2015-05-27,-44.4444
2015-05-28,74.0
2015-06-01,0.0
2015-06-05,-31.0345
2015-06-08,8.3333
2015-06-09,186.9231
2015-06-10,7.2386
2015-06-11,-2.5
2015-06-12,30.7692
2015-06-15,-11.7647
2015-06-16,-66.6389
2015-06-17,-0.0833
2015-06-18,39.9167
2015-06-19,-28.0524
2015-06-22,-0.6623
2015-06-26,-13.3333
2015-06-30,38.4615
2015-07-01,-27.7778
2015-07-02,38.4615
2015-07-06,-27.7778
2015-07-07,38.4615
2015-07-08,-27.7778
2015-07-09,0.0
2015-07-14,15.3846
2015-07-16,0.0
2015-07-20,0.0
2015-07-21,159.3333
2015-07-23,-66.581
2015-07-24,53.8462
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-08-04,0.0
2015-08-06,0.0
2015-08-07,-30.0
2015-08-10,42.8571
2015-08-11,-37.5
2015-08-12,60.0
2015-08-13,0.0
2015-08-14,40.0
2015-08-17,0.0
2015-08-18,-25.0
2015-08-19,23.8095
2015-08-20,0.0
2015-08-21,7.6923
2015-08-25,-1.7856999999999998
2015-08-26,1.8182
2015-08-27,-32.1429
2015-08-28,5.2632
2015-08-31,25.0
2015-09-01,0.0
2015-09-03,0.0
2015-09-04,-24.0
2015-09-09,31.5789
2015-09-14,0.0
2015-09-17,0.0
2015-09-18,-20.0
2015-09-21,15.0
2015-09-24,-13.0435
2015-09-28,15.0
2015-10-09,-7.8261
2015-10-12,-5.6604
2015-10-15,15.0
2015-10-21,-26.087
2015-10-22,29.4118
2015-10-23,0.0
2015-10-26,-22.7273
2015-10-27,35.2941
2015-10-30,0.0
2015-11-02,0.0
2015-11-04,0.0
2015-11-09,0.0
2015-11-10,117.3913
2015-11-17,0.0
2015-11-19,-57.525
2015-11-20,135.4326
2015-11-23,-60.0
2015-11-24,145.0
2015-12-08,0.0
2015-12-11,0.0
2015-12-18,0.0
2015-12-21,24.4898
2015-12-28,0.0
2015-12-31,-57.377
2016-01-04,88.4615
2016-01-05,1.0204
2016-01-08,-1.0101
2016-01-11,-50.2041
2016-01-12,22.9508
2016-01-13,0.0
2016-01-22,16.6667
2016-01-26,-28.5714
2016-01-27,20.0
2016-01-28,0.0
2016-02-01,16.3333
2016-02-12,0.0
2016-02-16,0.0
2016-02-24,-6.5186
2016-02-25,6.9732
