ticker,CTAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-09-13,404900.0
2017-09-14,23.4568
2017-09-15,-20.0
2017-09-20,25.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,-20.0
2017-09-28,6.25
2017-10-04,0.0
2017-10-06,1.1764999999999999
2017-10-11,-1.1628
2017-10-12,-13.6471
2017-10-13,8.9918
2017-10-16,2.5
2017-10-17,3.6585
2017-10-18,0.0
2017-10-20,12.9412
2017-10-24,4.1667
2017-10-25,4.5
2017-10-26,-5.2632
2017-10-27,0.0
2017-10-30,-2.7273
2017-10-31,1.7652999999999999
2017-11-03,-1.0204
2017-11-07,0.0
2017-11-09,3.0928
2017-11-14,-16.0
2017-11-16,5.2381
2017-11-17,1.81
2017-11-21,-5.5556
2017-11-24,-5.8824
2017-11-27,-3.75
2017-11-28,-1.2987
2017-11-30,5.2632
2017-12-04,-7.5
2017-12-06,0.5405
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,2.1505
2017-12-14,0.0
2017-12-15,2.6316
2017-12-18,-2.5641
2017-12-19,2.6316
2017-12-20,-2.5641
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,-2.6316
2017-12-29,0.2703
2018-01-02,1.5283
2018-01-03,-0.4434
2018-01-04,2.6667
2018-01-05,3.8961
2018-01-08,-2.5
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,-0.5128
2018-01-17,0.5155
2018-01-18,0.0
2018-01-22,-5.1282
2018-01-26,0.0
2018-01-29,0.0
2018-01-31,0.0
2018-02-01,-0.8108
2018-02-05,0.8174
2018-02-08,0.0
2018-02-16,0.0
2018-02-22,0.0
2018-03-05,0.0
2018-03-08,0.0
2018-03-13,5.4054
2018-03-14,2.5641
2018-03-19,-7.5
2018-03-23,2.7027
2018-03-27,-2.6316
2018-03-28,0.0
2018-03-29,0.0
2018-04-04,9.1892
2018-04-05,5.198
2018-04-06,-1.1764999999999999
2018-04-11,1.1905000000000001
2018-04-12,1.1764999999999999
2018-04-16,-6.9767
2018-04-18,0.0
2018-04-19,8.75
2018-04-20,0.0
2018-04-30,-1.1494
2018-05-09,-1.1628
2018-05-14,8.2353
2018-05-16,-7.6087
2018-05-17,0.0
2018-05-21,1.1764999999999999
2018-05-22,-1.1628
2018-05-29,3.5294
2018-05-30,0.0
2018-05-31,-2.2727
2018-06-04,4.6512
2018-06-05,-5.5556
2018-06-13,3.5294
