ticker,ADMG US Equity
2014-11-19,16.3743
2014-11-20,-0.5025
2014-11-21,0.5051
2014-11-24,0.0
2014-11-25,-1.005
2014-11-26,1.0152
2014-11-28,0.5025
2014-12-01,-0.5
2014-12-02,0.5025
2014-12-03,-4.5
2014-12-04,4.1885
2014-12-08,0.0
2014-12-09,0.0
2014-12-11,0.0
2014-12-15,-7.5377
2014-12-16,8.6957
2014-12-17,-7.5
2014-12-18,9.7297
2014-12-19,0.9852
2014-12-22,1.4634
2014-12-23,0.4808
2014-12-24,0.4785
2014-12-26,0.0
2014-12-29,-0.4762
2014-12-30,0.0
2014-12-31,0.0
2015-01-05,0.4785
2015-01-06,-0.4762
2015-01-07,-0.4785
2015-01-08,0.4808
2015-01-09,0.0
2015-01-12,-0.4785
2015-01-20,-6.25
2015-02-23,-26.1538
2015-03-04,0.0
2015-03-10,-13.8889
2015-09-24,0.0
2015-10-20,37.0968
2015-10-21,17.647100000000002
2015-10-22,-10.0
2015-10-23,-3.3333
2015-10-26,-2.2989
2015-10-27,41.1765
2015-10-28,2.0833
2015-11-12,-4.0816
2015-12-10,27.6596
2015-12-11,-5.0
2015-12-14,5.2632
2015-12-15,16.6667
2015-12-18,1.4285999999999999
2015-12-21,4.2254
2015-12-22,14.8649
2015-12-23,3.5294
2015-12-24,1.1364
2015-12-28,8.9888
2015-12-29,13.4021
2015-12-30,-9.0909
2015-12-31,9.0
2016-01-04,19.2661
2016-01-05,7.6923
2016-01-06,14.2857
2016-01-11,-25.0
2016-01-14,-15.0
2016-01-15,0.0
2016-01-19,0.0
2016-01-21,-40.9804
2016-01-22,32.8904
2016-01-25,0.0
2016-01-27,15.0
2016-01-28,-2.1739
2016-02-01,11.1111
2016-02-02,5.0
2016-02-25,-23.8095
2016-02-26,-12.5
2016-02-29,42.8571
2016-03-02,0.0
2016-03-03,5.0
2016-03-04,0.0
2016-03-08,-8.5714
2016-03-09,-6.25
2016-03-10,0.0
2016-03-14,-20.0
2016-03-17,-41.6667
2016-03-18,-4.7619
2016-03-22,12.5
2016-03-23,-20.0
2016-03-24,-2.7778
2016-03-28,-25.2857
2016-03-29,-23.5182
2016-04-05,-20.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-18,-25.0
2016-04-19,-8.3333
2016-04-20,-18.1818
2016-04-22,-20.0
2016-04-25,3.9931
2016-04-26,-4.9082
2016-04-27,-12.9213
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-03,29.6774
2016-05-04,1.99
2016-05-05,-24.3902
2016-05-06,0.0
2016-05-13,12.9032
2016-05-18,14.2857
2016-05-19,12.5
2016-07-08,-31.1111
2016-07-29,41.9355
2016-08-01,0.0
2016-09-19,-20.4545
2016-11-18,0.0
2016-11-21,0.0
2016-11-23,0.0
2016-12-05,14.2857
2016-12-09,0.0
2016-12-14,0.0
2016-12-16,0.0
2016-12-22,0.0
2016-12-23,10.0
2016-12-28,0.0
2016-12-29,36.3636
2016-12-30,33.3333
2017-01-03,-42.5
2017-01-05,60.8696
2017-01-06,8.1081
2017-01-11,0.0
2017-01-17,0.0
2017-01-20,0.0
2017-01-25,0.0
2017-01-27,12.5
2017-01-30,0.0
2017-02-02,0.0
2017-02-06,-11.1111
2017-02-09,-36.25
2017-02-13,0.0
2017-02-14,0.0
2017-02-23,17.647100000000002
2017-02-27,-15.0
2017-02-28,27.451
2017-03-06,-30.7692
2017-03-17,-11.1111
2017-03-21,-10.0
2017-03-27,-30.5556
2017-03-31,10.0
2017-04-05,0.0
2017-04-19,-18.1818
2017-04-20,22.2222
2017-04-21,0.0
2017-05-02,13.6364
2017-05-08,12.0
2017-05-11,-11.4286
2017-05-19,-19.3548
2017-05-23,-20.0
2017-05-25,-15.0
2017-06-09,0.0
2017-06-22,11.7647
2017-06-23,-5.2632
2017-06-27,5.5556
2017-06-29,-15.7895
2017-06-30,-3.75
2017-07-03,23.3766
2017-07-11,-21.0526
2017-07-13,-33.3333
2017-09-06,0.0
2017-09-11,-18.0
2017-09-13,204.878
2017-09-26,-18.0
2017-10-11,-21.9512
2017-10-23,0.0
2017-10-31,-45.0
2017-11-01,-26.1364
2017-11-02,0.0
2017-11-10,0.0
2017-11-15,38.4615
2017-11-20,0.0
2017-12-08,-38.8889
2018-01-02,63.6364
2018-01-03,0.0
2018-01-08,-22.2222
2018-02-27,-71.4286
2018-02-28,0.0
2018-03-02,0.0
2018-03-06,50.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-14,-33.3333
2018-03-19,5.0
2018-03-20,42.8571
2018-03-23,0.0
2018-03-26,150.0
2018-03-27,-73.2667
2018-03-29,-0.2494
2018-04-23,0.0
2018-05-16,-10.0
2018-06-04,16.6667
2018-06-19,0.0
2018-08-07,-42.8571
2018-08-08,-25.0
2018-08-10,0.0
2018-08-14,111.1111
2018-08-15,0.0
2018-08-16,-41.0526
2018-08-17,7.1429
2018-08-20,-29.1667
2018-08-21,5.8824
2018-08-23,-5.5556
2018-08-24,41.1765
2018-08-27,41.6667
2018-08-28,0.0
2018-08-29,-41.1765
2018-08-30,0.0
2018-09-10,20.0
2018-09-19,-8.3333
2018-09-20,9.0909
2018-09-24,12.5
2018-09-28,194.8148
2018-10-01,-25.3769
2018-10-05,-49.4949
2018-10-08,33.3333
2018-10-09,50.0
2018-10-11,0.0
2018-10-15,-50.0
2018-10-16,0.0
2018-10-19,0.0
2018-10-22,-6.6667
2018-10-23,3.5714
2018-10-24,-3.4483
2018-11-01,-14.2857
2018-11-14,0.0
2018-11-19,58.3333
2018-12-06,-40.7895
2018-12-10,-33.3333
2018-12-14,300.0
2018-12-17,-33.3333
2018-12-18,-25.0
2018-12-19,-33.3333
2018-12-20,0.0
2018-12-27,400.0
2018-12-28,-30.0
2018-12-31,-42.8571
2019-01-02,0.0
2019-01-03,240.0
2019-01-04,1.4706000000000001
2019-01-07,-13.0435
2019-01-08,8.3333
2019-01-09,15.3846
2019-01-11,17.3333
2019-01-15,-37.5
2019-01-18,61.8182
2019-01-23,-32.4719
2019-01-25,0.0
2019-01-28,46.4226
2019-01-30,-31.7045
2019-02-04,-33.2779
2019-02-05,-0.2494
2019-02-06,-25.0
2019-02-08,33.6667
2019-02-12,111.9701
2019-02-15,-41.1765
2019-02-20,0.0
2019-02-25,-20.0
2019-02-26,25.0
2019-02-28,54.0
2019-03-01,0.0
2019-03-11,-41.5584
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-22,0.0
2019-03-26,0.0
2019-04-01,55.5556
2019-04-03,-42.8571
2019-04-05,25.0
2019-04-10,0.0
2019-04-11,-24.0
2019-04-12,-28.947400000000002
2019-04-15,-7.4074
2019-04-18,40.0
2019-04-22,0.0
2019-04-25,47.7143
2019-04-30,6.383
2019-05-07,-40.0
2019-05-08,6.0606
2019-05-13,-17.5714
2019-05-14,-2.9463
2019-05-15,10.7143
2019-05-17,6.4516
2019-05-23,112.1212
2019-05-24,-57.1429
2019-05-31,10.0
2019-06-10,-6.0606
2019-06-12,0.0
2019-06-19,0.0
2019-06-21,61.2903
2019-07-10,-36.0
2019-07-19,-6.25
2019-07-24,-21.6667
2019-07-29,231.9149
2019-07-30,-50.8974
2019-07-31,-1.8277
2019-08-01,-17.5532
2019-08-02,3.2258
2019-08-05,3.125
2019-08-06,0.0
2019-08-07,30.303
2019-08-08,-6.9767
2019-08-09,-20.0
2019-08-13,40.625
2019-08-15,-24.4444
2019-08-19,-2.9412000000000003
2019-08-20,60.6061
2019-08-21,-37.7358
2019-08-22,-3.0303
2019-08-28,-9.375
2019-09-03,-20.6897
2019-09-05,8.6957
2019-09-09,-8.0
2019-09-10,8.6957
2019-09-12,4.6
2019-09-13,-15.4876
2019-09-16,-7.6923
2019-09-18,26.6667
2019-09-23,-21.0526
2019-10-07,2.9412000000000003
2019-10-11,0.4762
2019-10-24,-0.4739
2019-10-30,23.8095
2019-11-05,-3.8462
2019-11-06,68.0
2019-11-11,-23.8095
2019-11-12,25.0
2019-11-13,-2.5
2019-11-14,-15.3846
2019-11-19,-24.2424
2019-11-25,-3.2
2019-11-26,32.2314
2019-11-27,0.0
2019-12-03,-30.625
2019-12-06,-9.9099
2019-12-26,0.0
2019-12-30,-5.0
2020-01-08,-5.2632
2020-01-21,25.0
2020-02-06,11.1111
2020-02-18,-48.0
2020-02-21,0.0
2020-03-02,100.0
2020-03-03,-50.0
2020-03-04,0.0
2020-03-24,0.7692
2020-04-08,-0.7634
2020-05-05,0.0
2020-05-21,0.7692
2020-06-01,-0.7634
2020-06-03,53.5
2020-06-04,18.7672
2020-06-17,0.0
2020-06-25,0.0
2020-07-07,0.0
2020-07-13,0.0
2020-07-15,0.0
2020-07-20,0.0
