ticker,ADMG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-06,500.0
2007-03-07,60.0
2007-03-08,35.4167
2007-03-09,-18.4615
2007-03-12,13.2075
2007-03-14,-28.3333
2007-03-19,4.6512
2007-03-27,-33.3333
2007-04-02,-16.6667
2007-04-13,-52.0
2007-04-23,0.0
2007-04-24,66.6667
2007-07-13,-20.0
2007-07-16,0.0
2007-08-14,12.5
2007-08-20,-38.8889
2007-08-28,81.8182
2007-08-30,50.0
2007-09-05,-33.3333
2007-09-11,0.0
2007-10-24,25.0
2007-11-02,-20.0
2007-11-30,-25.0
2008-01-29,-26.6667
2008-03-28,0.0
2008-08-22,0.0
2008-10-28,-27.2727
2009-02-17,-37.5
2010-05-28,-80.0
2010-09-10,1195.0
2010-10-22,-52.8958
2010-12-28,-44.2623
2011-03-29,105.8824
2011-04-06,-28.5714
2011-04-15,0.0
2011-07-06,0.0
2011-08-25,80.0
2011-10-13,11.1111
2011-10-28,0.0
2011-12-28,0.0
2012-04-02,-48.0
2012-04-17,0.0
2012-05-30,476.9231
2012-07-24,-66.0
2012-07-31,0.0
2012-08-08,880.3922
2012-09-18,-94.0
2012-10-04,0.0
2012-11-12,236.6667
2012-12-13,-69.3069
2013-01-30,0.0
2013-02-25,0.0
2014-01-13,0.0
2014-09-02,225.8065
2014-09-03,88.1188
2014-09-04,31.5789
2014-09-05,-16.0
2014-09-08,-14.2857
2014-09-17,5.0
2014-09-18,-11.1111
2014-09-19,-5.9524
2014-09-22,-5.0633
2014-09-23,-1.3333
2014-09-24,-15.5405
2014-09-25,2.4
2014-09-26,9.375
2014-09-29,2.8571
2014-09-30,-4.1667
2014-10-01,-16.6667
2014-10-02,18.2609
2014-10-03,1.4706000000000001
2014-10-06,13.7681
2014-10-07,-10.828
2014-10-08,5.0
2014-10-09,2.7211
2014-10-10,-1.9868000000000001
2014-10-13,0.0
2014-10-14,-7.4324
2014-10-15,-10.9489
2014-10-16,-0.8197
2014-10-20,23.9669
2014-10-21,-0.6667
2014-10-22,0.6711
2014-10-23,11.3333
2014-10-24,1.1976
2014-10-27,0.0
2014-10-28,-0.5917
2014-10-29,0.5952
2014-10-30,-0.5917
2014-10-31,0.5952
2014-11-03,0.0
2014-11-04,-0.5917
2014-11-05,0.5952
2014-11-06,4.7337
2014-11-07,4.5198
2014-11-10,2.7027
2014-11-11,-1.0526
2014-11-12,1.5957
2014-11-13,1.5707
2014-11-14,0.5155
2014-11-17,-0.5128
2014-11-18,-11.8557
