ticker,JSTS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-11,-4.8649000000000004
2000-12-12,4.5455
2001-08-29,2.1739
2001-09-17,0.7979
2003-02-05,11.3456
2003-03-05,2.3697
2003-04-24,-3.4722
2003-05-30,2.6379
2003-10-06,14.0187
2003-10-13,3.2787
2004-01-08,34.9206
2004-07-26,-29.4118
2004-07-27,0.625
2004-08-09,-0.6211
2004-08-24,-15.0
2004-08-25,1.0784
2005-08-31,95.9263
2006-05-03,0.0
2006-05-15,48.5149
2006-07-25,0.0
2006-07-26,-0.3333
2006-11-03,16.0535
2006-11-13,0.8646
2006-11-27,48.2857
2006-12-08,-38.343
2006-12-18,-1.25
2007-02-13,0.0
2007-03-12,13.9241
2007-03-29,0.0
2007-04-16,0.0
2007-05-01,-21.1111
2007-05-10,3.1197
2007-05-18,-2.3424
2007-06-05,5.0699
2007-09-11,5.4908
2007-09-13,-0.3155
2007-12-17,0.0
2008-05-08,8.8608
2008-05-09,0.5814
2008-06-17,16.185
2008-07-07,0.0
2008-07-08,0.0
2008-07-18,0.0
2008-07-24,0.0
2008-07-25,0.0
2008-08-07,11.9403
2008-08-19,-10.6667
2008-09-26,0.0
2008-09-29,-0.4975
2008-10-08,-14.8936
2008-10-14,3.8647
2008-12-12,-15.0479
2008-12-22,0.6667
2009-02-05,-27.0315
2009-02-20,-5.4545
2009-02-23,2.8846
2009-04-16,-39.1101
2009-11-17,39.5349
2010-04-22,5.0279
2011-08-31,9.1445
2011-12-01,4.878
2012-03-01,3.6269
2012-03-08,80.0
2012-03-15,0.0
2012-03-16,0.0
2012-03-30,0.0
2012-05-09,-38.8889
2012-05-21,63.6364
2012-06-05,0.1391
2012-10-12,-32.6843
2014-03-03,0.939
2014-06-04,2.8037
2014-07-03,9.0909
2014-07-10,-8.3333
2014-07-14,0.0
2014-07-25,9.0455
2014-07-30,0.0417
2014-08-04,0.0
2014-08-11,0.0
2014-08-28,0.4184
2014-09-08,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-17,-12.5
2014-09-22,11.4286
2014-10-07,-1.7094
2014-10-16,0.0
2014-10-23,-8.6957
2014-11-04,-1.9048
2014-12-30,0.4878
2015-03-06,6.7961
2015-03-13,19.9909
2015-07-09,-42.6342
2015-11-03,-2.6667
2015-11-09,0.0
2016-01-11,-6.8493
2016-06-14,0.0
2016-06-17,0.0
2016-12-06,0.0
2017-03-09,-4.1912
2017-10-18,-21.7191
2017-10-19,-9.8039
2017-10-20,0.5435
2017-11-15,2.1622
2018-02-16,-4.7619
2018-02-26,66.6667
2018-03-07,-40.0
2018-05-18,33.3333
2018-05-23,-16.6667
2018-07-23,-8.0
2018-08-10,0.0
2018-09-04,1.087
2018-09-11,-1.0753
2018-09-17,4.3478
2018-09-20,-4.1667
2018-09-27,26.0652
2018-10-12,-20.676
2018-11-19,-4.3478
2019-01-09,22.7273
2019-01-18,0.0
2019-03-21,0.0
2019-05-16,0.0
2019-07-12,20.3704
2019-10-28,-32.3077
2020-03-10,0.0
2020-06-29,13.6361
2020-07-01,-19.9998
