ticker,AWEB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-30,-60.0
2000-10-11,0.0
2000-10-23,0.0
2000-12-01,-37.5
2000-12-06,0.0
2000-12-27,0.0
2001-05-21,-67.6
2001-12-12,0.0
2002-02-22,0.0
2002-03-20,0.0
2002-03-21,48.1481
2002-04-11,0.0
2003-01-29,33.3333
2003-10-01,-99.375
2003-12-08,8700.0
2004-02-05,1718.1818
2004-02-06,-75.0
2004-03-10,0.0
2004-06-21,40.0
2004-07-14,-28.5714
2004-11-09,-60.0
2004-11-24,50.0
2005-02-25,-33.3333
2005-05-27,0.0
2007-12-31,10400.0
2008-02-15,0.0
2008-02-19,-47.619
2008-02-22,-63.6364
2008-02-25,-50.0
2008-04-01,950.0
2008-04-02,0.0
2008-04-04,0.0
2008-04-07,21.4286
2008-04-08,0.0
2008-04-11,-1.9607999999999999
2008-04-22,-66.0
2008-04-23,135.2941
2008-04-25,0.0
2008-05-16,-57.5
2008-06-16,5.8824
2008-06-18,0.0
2008-07-14,66.6667
2008-08-28,0.0
2008-09-22,0.0
2009-02-24,-46.6667
2009-03-09,18.75
2009-03-25,15.7895
2009-03-30,-6.8182
2009-03-31,-12.1951
2009-04-03,13.8889
2009-04-07,-2.439
2009-04-08,20.0
2009-04-09,-37.5
2009-04-13,0.0
2009-04-14,66.6667
2009-04-15,-20.0
2009-04-16,-32.5
2009-04-17,62.963
2009-04-20,-9.0909
2009-04-21,0.0
2009-04-22,20.0
2009-04-23,-8.3333
2009-04-24,4.5455
2009-04-27,-8.6957
2009-04-28,9.5238
2009-04-29,8.6957
2009-04-30,20.0
2009-05-01,-20.0
2009-05-04,4.1667
2009-05-05,-24.0
2009-05-06,0.0
2009-05-07,-10.526299999999999
2009-05-08,0.0
2009-05-11,-14.7059
2009-05-12,-17.2414
2009-05-13,0.0
2009-05-14,-4.1667
2009-05-15,-13.0435
2009-05-18,-30.0
2009-05-19,35.7143
2009-05-20,-26.3158
2009-05-21,7.1429
2009-05-22,-13.3333
2009-05-26,0.0
2009-05-27,-23.0769
2009-05-28,-20.0
2009-05-29,0.0
2009-06-01,0.0
2009-06-02,12.5
2009-06-03,-11.1111
2009-06-04,0.0
2009-06-05,0.0
2009-06-08,10.0
2009-06-09,-6.8182
2009-06-10,-2.439
2009-06-11,0.0
2009-06-12,7.5
2009-06-15,0.0
2009-06-16,-6.9767
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,-12.5
2009-06-22,14.2857
2009-06-23,0.0
