ticker,BRGO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-23,9900.0
2009-10-28,0.0
2009-10-29,0.0
2009-11-03,0.0
2009-11-06,0.0
2009-11-10,-6.4
2009-11-11,64.1026
2009-11-12,-21.875
2009-11-13,16.0
2009-11-16,-27.5862
2009-11-17,66.6667
2009-11-18,20.7143
2009-11-19,-11.2426
2009-11-20,-7.7333
2009-11-23,-20.5202
2009-11-24,-13.6364
2009-11-25,-15.7895
2009-11-27,10.0
2009-11-30,6.8182
2009-12-01,8.5106
2009-12-02,-19.6078
2009-12-03,12.1951
2009-12-04,-4.3478
2009-12-07,14.7727
2009-12-08,-0.9901
2009-12-09,-2.0
2009-12-10,-2.0408
2009-12-11,-8.3333
2009-12-14,4.5455
2009-12-15,-4.3478
2009-12-16,10.2273
2009-12-17,3.0928
2009-12-18,-1.0
2009-12-21,-13.1313
2009-12-22,3.4884
2009-12-23,-6.7416
2009-12-24,1.2048
2009-12-28,-2.3810000000000002
2009-12-29,-4.878
2009-12-30,2.5641
2009-12-31,10.0
2010-01-04,13.6364
2010-01-05,8.0
2010-01-06,1.8519
2010-01-07,-12.7273
2010-01-08,-8.3333
2010-01-11,-11.3636
2010-01-12,-10.2564
2010-01-13,-12.857099999999999
2010-01-14,4.918
2010-01-15,-1.5625
2010-01-19,-4.7619
2010-01-20,-3.3333
2010-01-21,-10.3448
2010-01-22,34.6154
2010-01-25,-20.0
2010-01-26,-3.5714
2010-01-27,-3.7037
2010-01-28,-9.6154
2010-01-29,-4.6809
2010-02-01,-8.482099999999999
2010-02-02,-7.3171
2010-02-03,-4.2105
2010-02-04,-6.5934
2010-02-05,-11.7647
2010-02-08,-33.3333
2010-02-09,-10.0
2010-02-10,14.4444
2010-02-11,-12.6214
2010-02-12,-1.1111
2010-02-16,-15.7303
2010-02-17,-13.3333
2010-02-18,-7.6923
2010-02-19,5.0
2010-02-22,-4.7619
2010-02-23,-1.6667
2010-02-24,-15.2542
2010-02-25,-9.75
2010-02-26,6.3712
2010-03-01,-16.6667
2010-03-02,-7.5
2010-03-03,67.5676
2010-03-04,-23.5887
2010-03-05,9.7625
2010-03-08,11.538499999999999
2010-03-09,-5.1724
2010-03-10,-1.8182
2010-03-11,-9.2593
2010-03-12,6.1224
2010-03-15,-9.6154
2010-03-16,-4.2553
2010-03-17,4.4444
2010-03-18,0.0
2010-03-19,-3.4574
2010-03-22,1.3774
2010-03-23,2.1739
2010-03-24,-6.383
2010-03-25,-4.5455
