ticker,BFTL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-21,-2.439
2005-02-16,0.0
2016-07-05,-87.3895
2016-07-08,0.0
2016-07-12,-0.0012
2016-07-20,0.0013
2016-07-22,-8.5011
2016-07-25,0.0
2016-07-28,-1.6393
2016-07-29,-2.7778
2016-08-01,0.0
2016-08-04,-6.8557
2016-08-05,-11.5351
2016-08-08,-8.4605
2016-08-10,0.0
2016-08-11,-9.0909
2016-08-15,-4.6667
2016-08-16,2.2727
2016-08-17,2.5641
2016-08-18,-4.6667
2016-08-23,1.3986
2016-08-26,-4.3103
2016-08-29,8.1081
2016-08-31,-5.0
2016-09-01,3.5088
2016-09-02,-1.7627000000000002
2016-09-06,1.7943
2016-09-07,-2.2034
2016-09-08,-0.3466
2016-09-21,-13.0435
2016-09-22,1.0
2016-09-23,-0.198
2016-10-05,1.1905000000000001
2016-10-31,-0.9804
2016-11-09,14.8515
2016-11-21,-8.6207
2016-12-02,2.8302
2016-12-05,0.0
2016-12-06,-2.5688
2016-12-08,1.6949
2016-12-14,3.7037
2016-12-16,0.1339
2016-12-19,3.4329
2016-12-27,0.0
2016-12-29,2.5862
2016-12-30,0.0
2017-01-03,-0.8403
2017-01-04,14.4068
2017-01-12,-7.4074
2017-01-13,4.0
2017-02-03,2.3077
2017-02-06,5.2632
2017-02-14,-6.4286
2017-02-15,3.0534
2017-02-23,7.4074
2017-02-28,-6.8966
2017-03-02,0.7407
2017-03-03,0.0
2017-03-06,0.0
2017-03-24,0.7353
2017-04-12,5.8394
2017-04-13,-5.2414
2017-04-17,-1.7467000000000001
2017-05-05,-14.5185
2017-05-11,-9.8787
2017-05-24,-0.9615
2017-05-26,1.1942
2017-05-31,-0.2207
2017-06-07,-3.8462
2017-06-26,-2.0
2017-06-28,-9.0816
2017-06-30,-9.0909
2017-07-06,-1.2346
2017-07-07,1.4375
2017-07-10,-1.4171
2017-07-31,0.0
2017-08-01,0.0
2017-08-10,-40.0
2017-08-16,2.9167
2017-08-17,-1.6194
2017-08-18,0.0
2017-08-21,0.0
2017-08-22,2.8807
2017-08-24,-2.8
2017-08-28,0.0
2017-08-30,-1.2346
2017-08-31,-2.0833
2017-09-06,0.0
2017-09-11,-3.8298
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,-0.4425
2017-09-15,4.0
2017-09-20,-5.9829
2017-09-21,0.0
2017-09-22,-4.5455
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-12,0.0
2017-10-16,0.0
