ticker,BFTL US Equity
2017-10-17,0.0
2017-10-18,0.0
2017-10-20,0.0
2017-10-25,4.7619
2017-10-27,6.8182
2017-10-30,0.0
2017-10-31,-0.4255
2017-11-01,-1.7094
2017-11-03,-2.1739
2017-11-07,-2.2222
2017-11-08,0.0
2017-11-14,0.0
2017-11-17,-4.0909
2017-11-21,1.8957000000000002
2017-11-22,0.0
2017-11-24,-1.8605
2017-11-27,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-06,-0.4739
2017-12-08,1.9048
2017-12-11,0.0
2017-12-12,0.0
2017-12-14,0.0
2017-12-18,-1.7757
2017-12-19,0.3806
2017-12-21,0.5687
2017-12-26,1.3195000000000001
2018-01-02,0.0
2018-01-03,0.0
2018-01-16,-0.9302
2018-01-17,-0.4695
2018-01-19,0.0
2018-01-29,0.4717
2018-02-06,0.939
2018-02-07,1.7673999999999999
2018-02-08,0.0914
2018-02-12,-1.8265
2018-02-14,1.8605
2018-02-16,2.7397
2018-02-20,11.1111
2018-02-21,-2.8
2018-02-28,2.8807
2018-03-02,0.0
2018-03-05,0.0
2018-03-09,-4.0
2018-03-28,-1.6667
2018-04-11,0.0
2018-04-16,1.6949
2018-04-17,0.0
2018-05-01,-2.0833
2018-05-02,2.1277
2018-05-03,-4.1667
2018-05-04,0.0
2018-05-07,0.0
2018-05-11,0.4348
2018-05-17,0.4329
2018-05-18,0.0
2018-05-22,0.431
2018-05-23,-1.2876
2018-06-07,0.8696
2018-06-08,0.8621
2018-06-12,0.0
2018-06-14,-0.4274
2018-06-15,0.0
2018-06-18,0.0
2018-06-20,0.4292
2018-06-21,0.4274
2018-06-22,-0.4255
2018-06-25,-1.2821
2018-06-26,1.7316
2018-06-27,0.8511
2018-06-28,-0.8439
2018-06-29,-0.4255
2018-07-05,0.0
2018-07-09,0.0
2018-07-10,0.4274
2018-07-13,0.4255
2018-07-17,1.6949
2018-07-18,0.0
2018-07-19,0.0
2018-07-23,2.0833
2018-07-24,1.6327
2018-07-25,0.4016
2018-07-27,1.2
2018-07-30,0.7905
2018-08-02,1.9607999999999999
2018-08-06,1.9231
2018-08-07,-1.8868
2018-08-13,0.0
2018-08-14,-1.1538
2018-08-15,0.0
2018-08-16,0.0
2018-08-29,5.0584
2018-09-10,5.1852
2018-09-11,-4.9296
2018-09-12,-1.8519
2018-09-13,-1.8868
2018-09-14,0.0
2018-09-20,3.4615
2018-09-25,-2.974
2018-10-02,3.0651
2018-10-05,0.0
2018-10-11,-2.2305
2018-10-18,-0.7605
2018-10-19,-0.3831
2018-10-22,-3.8462
2018-10-25,2.8
2018-10-29,-3.8911
2018-10-30,0.0
2018-11-01,0.0
2018-11-06,0.0
2018-11-07,4.3158
2018-11-08,-1.0324
2018-11-15,1.9607999999999999
2018-11-26,-3.8462
2018-11-27,0.0
2018-11-29,-4.0
2018-12-17,5.8333
2018-12-18,-11.417300000000001
2018-12-19,4.4444
2018-12-20,2.1277
2018-12-21,-5.8333
2018-12-26,-1.3274
2018-12-28,0.0
2018-12-31,12.1076
2019-01-07,-0.4
2019-01-08,-9.6386
2019-01-09,1.3333
2019-01-17,-0.4386
2019-01-18,3.5242
2019-01-25,2.1277
2019-01-28,0.0
2019-02-05,3.75
2019-02-06,-3.6145
2019-02-13,3.75
2019-02-14,-1.6064
2019-02-19,2.0408
2019-02-21,0.0
2019-02-22,-4.0
2019-02-25,2.0833
2019-02-26,-2.0408
2019-03-01,0.4167
2019-03-04,-0.4149
2019-03-06,2.0833
2019-03-11,-3.6734999999999998
2019-03-14,0.0
2019-03-15,3.8136
2019-03-18,-4.0816
2019-03-19,0.0
2019-03-21,1.2766
2019-03-26,-2.1008
2019-03-28,0.0
2019-03-29,-0.4292
2019-04-01,0.0
2019-04-03,2.1552
2019-04-10,-4.2194
2019-04-18,-0.4405
2019-04-22,0.4425
2019-04-23,0.0
2019-04-25,-0.8811
2019-04-29,0.0
2019-05-01,0.0
2019-05-06,3.1111
2019-05-07,0.0
2019-05-10,2.1552
2019-05-14,-0.8439
2019-05-30,0.8511
2019-06-07,4.2194
2019-06-11,1.2146
2019-07-02,2.8
2019-07-25,-0.7782
2019-08-01,0.0
2019-08-13,0.7843
2019-08-15,-0.7782
2019-08-22,0.0
2019-08-26,0.3922
2019-08-28,-2.3438
2019-09-09,0.4
2019-09-13,0.0
2019-09-16,3.5857
2019-09-17,-2.6923
2019-09-19,0.0
2019-09-24,0.0
2019-09-30,0.0
2019-10-07,3.5573
2019-10-10,-0.7634
2019-10-11,1.1538
2019-10-15,0.7605
2019-10-16,0.3774
2019-10-17,3.3835
2019-10-18,5.0909
2019-10-21,-3.1142
2019-10-28,0.0
2019-10-30,0.7143
2019-11-08,4.6099
2019-11-15,10.1695
2019-11-21,-2.7692
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.6329
2019-11-29,-0.6289
2019-12-02,0.0
2019-12-03,-4.1139
2019-12-04,0.0
2019-12-06,-0.9901
2019-12-09,-1.6667
2019-12-10,0.0
2019-12-19,0.7627
2019-12-23,-0.0841
2019-12-24,-0.3367
2019-12-26,0.3378
2019-12-30,4.3771
2019-12-31,3.2258
2020-01-10,-9.375
2020-01-15,0.3448
2020-01-23,3.0928
2020-01-24,-3.0
2020-01-27,-0.3436
2020-01-29,3.4483
2020-02-03,-3.3333
2020-02-04,0.3448
2020-02-11,1.0309
2020-02-12,0.3401
2020-02-13,-1.0169
2020-02-18,0.3425
2020-02-19,1.0239
2020-02-28,0.0
2020-03-04,0.3378
2020-03-09,-5.7239
2020-03-12,-1.4285999999999999
2020-03-13,0.0
2020-03-16,-3.6231999999999998
2020-03-17,-6.015
2020-03-18,0.0
2020-03-19,-3.2
2020-03-23,-17.3554
2020-03-25,0.0
2020-03-26,12.0
2020-04-03,-1.7856999999999998
2020-04-07,-2.7273
2020-04-08,9.8131
2020-04-09,4.2553
2020-05-05,-2.0408
2020-05-08,0.0
2020-05-12,-10.4167
2020-05-13,-6.9767
2020-05-14,0.0
2020-05-18,9.995
2020-05-19,-13.6324
2020-05-20,15.7895
2020-06-02,6.8182
2020-06-03,-4.2553
2020-06-05,0.0
2020-06-08,-5.7778
2020-06-10,-0.9434
2020-06-11,4.7619
2020-06-18,0.0
2020-06-22,-4.5455
2020-06-23,-2.3810000000000002
2020-06-26,0.3171
2020-07-01,2.1152
2020-07-07,-2.3810000000000002
2020-07-08,0.0
2020-07-16,-2.439
2020-07-20,0.0
2020-07-22,0.5
2020-07-23,-0.4975
2020-07-24,5.0
2020-07-27,-4.2857
2020-07-28,-0.99
2020-07-30,0.4975
