ticker,ARMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-03,16.0
2010-06-10,0.0
2010-08-13,-17.2414
2010-08-20,16.6667
2010-12-31,-21.4286
2011-01-24,22.7273
2011-01-28,7.4074
2011-02-07,0.0
2011-04-08,0.0
2011-04-13,0.0
2011-04-19,0.0
2011-06-28,0.0
2011-09-06,-24.1379
2011-11-10,-8.1818
2012-01-18,-2.9703
2012-02-09,-43.8776
2012-07-30,0.0
2012-08-08,0.0
2012-11-28,-54.5455
2014-08-26,-16.0
2014-09-04,0.0
2015-01-27,42.8571
2015-02-26,-30.0
2015-03-05,42.8571
2015-03-06,0.0
2015-04-17,-30.0
2016-03-08,42.8571
2016-03-10,-30.0
2016-08-08,19.0476
2017-01-25,-52.0
2017-05-08,-8.3333
2017-09-29,0.0
2017-11-09,0.0
2018-04-30,0.0
2018-09-20,36.3636
2018-09-27,-26.6667
2019-01-09,36.3636
2019-01-16,-26.6667
2019-05-15,90.9091
2019-05-16,238.0952
2019-05-17,-28.169
2019-05-20,-11.7647
2019-05-21,32.8889
2019-05-22,-14.7157
2019-05-23,15.6863
2019-05-24,-32.2034
2019-05-28,10.0
2019-05-31,18.1818
2019-06-03,-32.6923
2019-06-11,0.0
2019-06-19,-7.4143
2019-06-28,-19.7655
2019-07-10,1.9231
2019-08-15,-1.8868
2019-09-09,0.0
2019-09-18,-23.0385
2019-10-03,-0.05
2019-10-04,50.0
2019-10-28,33.3333
2019-10-29,27.5
2019-10-31,11.7647
2019-11-01,40.3509
2019-11-04,-31.25
2019-11-05,9.0909
2019-11-06,-15.0
2019-11-11,7.0
2019-11-13,0.788
2019-11-25,25.4545
2019-12-11,18.8406
2019-12-12,13.4146
2019-12-19,18.2796
2019-12-27,22.7273
2019-12-30,2.2222
2020-01-02,0.0
2020-01-06,-5.7971
2020-01-08,-34.6154
2020-01-10,52.9412
2020-01-13,3.0769
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,4.4776
2020-01-21,5.7071
2020-01-22,0.0068
2020-01-28,0.0
2020-01-31,-24.3243
2020-02-03,-1.7856999999999998
2020-02-04,4.5455
2020-02-10,-4.3478
2020-02-14,4.5455
2020-02-18,26.087
2020-03-03,0.0
2020-03-10,-22.7586
2020-03-23,-10.7143
2020-03-30,17.0
2020-03-31,-27.3504
2020-04-01,-11.7647
2020-04-03,0.0
2020-04-06,0.6667
2020-04-08,45.6954
2020-04-09,-9.0909
2020-04-21,-58.6
2020-04-22,69.0821
2020-04-24,35.7143
2020-05-01,-1.0526
2020-05-28,-41.4894
2020-05-29,-45.0909
2020-06-01,82.1192
2020-06-03,0.0
2020-06-10,9.0909
2020-06-11,66.6667
2020-06-18,-25.0
2020-06-19,85.3333
2020-06-22,5.7554
2020-06-24,0.6803
2020-06-26,6.0811
2020-06-29,-4.4586
2020-07-07,30.6667
2020-07-08,-23.4694
2020-07-10,-3.6667
2020-07-15,10.7266
2020-07-31,-1.875
