ticker,APLS US Equity
2018-04-05,-2.6482
2018-04-06,0.3886
2018-04-09,-1.8495
2018-04-10,10.6047
2018-04-11,8.0428
2018-04-12,-2.4936
2018-04-13,0.5265
2018-04-16,12.2334
2018-04-17,-16.6
2018-04-18,5.3957
2018-04-19,-8.1911
2018-04-20,1.2805
2018-04-23,-4.4861
2018-04-24,-4.9103
2018-04-25,0.3592
2018-04-26,6.8009
2018-04-27,5.1529
2018-04-30,-3.9442
2018-05-01,-4.8528
2018-05-02,3.4002
2018-05-03,0.0843
2018-05-04,3.8753
2018-05-07,3.0008
2018-05-08,-5.5512
2018-05-09,1.8758
2018-05-10,-0.982
2018-05-11,1.1983
2018-05-14,0.8167
2018-05-15,-3.1592000000000002
2018-05-16,-0.4182
2018-05-17,2.8979
2018-05-18,0.7347
2018-05-21,-13.6143
2018-05-22,-6.848
2018-05-23,-1.007
2018-05-24,2.8993
2018-05-25,0.0494
2018-05-29,-1.9763
2018-05-30,5.3427
2018-05-31,-2.3445
2018-06-01,-3.8217
2018-06-04,3.1584
2018-06-05,4.642
2018-06-06,-1.8405
2018-06-07,-2.0673
2018-06-08,-1.8164
2018-06-11,2.75
2018-06-12,0.7786
2018-06-13,6.2047
2018-06-14,0.341
2018-06-15,1.6312
2018-06-18,2.9871
2018-06-19,4.8052
2018-06-20,-2.0653
2018-06-21,-7.423
2018-06-22,-0.9112
2018-06-25,4.4597999999999995
2018-06-26,3.4331
2018-06-27,-4.8511
2018-06-28,-4.6959
2018-06-29,3.2379
2018-07-02,-4.4091000000000005
2018-07-03,-0.1902
2018-07-05,0.0476
2018-07-06,-0.1905
2018-07-09,-3.2443
2018-07-10,-0.1972
2018-07-11,-4.6443
2018-07-12,-2.5907
2018-07-13,0.7979
2018-07-16,-1.1082
2018-07-17,-2.0277
2018-07-18,-0.0545
2018-07-19,1.3079
2018-07-20,-1.6676
2018-07-23,0.4376
2018-07-24,-4.6296
2018-07-25,0.2856
2018-07-26,-1.4806
2018-07-27,-4.2197
2018-07-30,7.0006
2018-07-31,3.7789
2018-08-01,-7.3913
2018-08-02,2.4061
2018-08-03,-2.808
2018-08-06,0.4127
2018-08-07,2.4662
2018-08-08,3.2665
2018-08-09,1.3319
2018-08-10,1.2048
2018-08-13,-0.1082
2018-08-14,-2.221
2018-08-15,-2.8809
2018-08-16,7.4159
2018-08-17,-7.1163
2018-08-20,-2.1155
2018-08-21,6.4252
2018-08-22,-0.7135
2018-08-23,-0.3317
2018-08-24,0.8874
2018-08-27,1.1545
2018-08-28,0.4348
2018-08-29,2.868
2018-08-30,0.7891
2018-08-31,1.0438
2018-09-04,2.531
2018-09-05,-0.0504
2018-09-06,-10.4335
2018-09-07,-3.3765
2018-09-10,3.0285
2018-09-11,2.8265000000000002
2018-09-12,3.0236
2018-09-13,0.3735
2018-09-14,-1.5949
2018-09-17,0.3782
2018-09-18,-1.9376
2018-09-19,-0.933
2018-09-20,10.6371
2018-09-21,-0.4507
2018-09-24,-4.2757
2018-09-25,-2.7325
2018-09-26,-1.3506
2018-09-27,-5.4765
2018-09-28,3.0127
2018-10-01,-1.7997999999999998
2018-10-02,-0.5155
2018-10-03,0.4606
2018-10-04,-6.5903
2018-10-05,-2.8834
2018-10-08,0.9476
2018-10-09,-1.0013
2018-10-10,-4.4879999999999995
2018-10-11,2.7134
2018-10-12,1.482
2018-10-15,-1.0794
2018-10-16,6.8678
2018-10-17,0.3604
2018-10-18,-17.0557
2018-10-19,-3.0664
2018-10-22,-1.0048
2018-10-23,-0.0752
2018-10-24,-13.6945
2018-10-25,14.0366
2018-10-26,0.1529
2018-10-29,-2.9008000000000003
2018-10-30,6.2107
2018-10-31,3.5529
2018-11-01,7.148
2018-11-02,0.0667
2018-11-05,-0.6667
2018-11-06,1.6107
2018-11-07,5.3501
2018-11-08,-0.6897
2018-11-09,-6.25
2018-11-12,-0.7407
2018-11-13,3.3921
2018-11-14,-10.3018
2018-11-15,5.7791
2018-11-16,4.3568
2018-11-19,-4.5725999999999996
2018-11-20,-0.0694
2018-11-21,8.5476
2018-11-23,3.137
2018-11-26,1.9863
2018-11-27,-8.5819
2018-11-28,5.2597
2018-11-29,-4.3011
2018-11-30,1.388
2018-12-03,17.7314
2018-12-04,0.5537
2018-12-06,-0.9361
2018-12-07,-1.4452
2018-12-10,1.41
2018-12-11,-0.2225
2018-12-12,-0.0557
2018-12-13,4.3503
2018-12-14,-0.1069
2018-12-17,-9.2028
2018-12-18,-3.8891999999999998
2018-12-19,-12.6916
2018-12-20,-3.5112
2018-12-21,3.9301
2018-12-24,-8.4734
2018-12-26,5.1262
2018-12-27,-3.4934
2018-12-28,-0.0754
2018-12-31,-0.4528
2019-01-02,3.26
2019-01-03,-0.8076
2019-01-04,4.4412
2019-01-07,-1.8427
2019-01-08,-0.4332
2019-01-09,1.0152
2019-01-10,0.4307
2019-01-11,7.005
2019-01-14,-3.006
2019-01-15,2.2039
2019-01-16,1.6173
2019-01-17,-2.321
2019-01-18,1.0183
2019-01-22,-9.6774
2019-01-23,-4.6875
2019-01-24,2.7321999999999997
2019-01-25,3.7234
2019-01-28,-3.0769
2019-01-29,-3.099
2019-01-30,5.8502
2019-01-31,3.1688
2019-02-01,-4.2857
2019-02-04,1.4925
2019-02-05,-1.1764999999999999
2019-02-06,1.0417
2019-02-07,-4.1237
2019-02-08,6.3748000000000005
2019-02-11,-0.9386
2019-02-12,4.7376000000000005
2019-02-13,-2.0877
2019-02-14,0.995
2019-02-15,-2.6038
2019-02-19,3.8295
2019-02-20,-3.4795
2019-02-21,-0.4326
2019-02-22,2.9689
2019-02-25,5.2039
2019-02-26,-3.0749
2019-02-27,-1.7931
2019-02-28,6.3904
2019-03-01,20.8581
2019-03-04,0.7646
2019-03-05,0.1626
2019-03-06,-0.974
2019-03-07,3.7157999999999998
2019-03-08,2.2655
2019-03-11,-0.2576
2019-03-12,-4.2355
2019-03-13,2.3731999999999998
2019-03-14,1.8439999999999999
2019-03-15,-2.5867
2019-03-18,4.9389
2019-03-19,0.3036
2019-03-20,-3.7336
2019-03-21,3.2495
2019-03-22,-4.0609
2019-03-25,2.4339
2019-03-26,0.155
2019-03-27,-1.7534999999999998
2019-03-28,0.1575
2019-03-29,2.2013
2019-04-01,-0.1026
2019-04-02,4.9281
2019-04-03,0.2446
2019-04-04,-1.9522
2019-04-05,0.2987
2019-04-08,-1.8859
2019-04-09,-4.6029
2019-04-10,-0.9014
2019-04-11,3.2638
2019-04-12,0.7254
2019-04-15,-2.1605
2019-04-16,0.5783
2019-04-17,-2.5091
2019-04-18,1.2332
2019-04-22,0.7945
2019-04-23,1.5765
2019-04-24,-2.2245
2019-04-25,1.9048
2019-04-26,4.8286999999999995
2019-04-29,-1.2382
2019-04-30,-0.652
2019-05-01,-5.6032
2019-05-02,0.3743
2019-05-03,4.3154
2019-05-06,0.7661
2019-05-07,-3.6493
2019-05-08,-2.7880000000000003
2019-05-09,3.8961
2019-05-10,-0.625
2019-05-13,-3.5639
2019-05-14,1.3043
2019-05-15,1.5558
2019-05-16,-2.113
2019-05-17,-2.8602
2019-05-20,2.3889
2019-05-21,8.6272
2019-05-22,-3.8961
2019-05-23,1.1954
2019-05-24,-1.9003999999999999
2019-05-28,8.4293
2019-05-29,0.9657
2019-05-30,3.4433
2019-05-31,-7.1197
2019-06-03,1.5928
2019-06-04,3.7727
2019-06-05,1.1331
2019-06-06,-0.0934
2019-06-07,0.3271
2019-06-10,-0.9315
2019-06-11,-3.6671
2019-06-12,4.1484
2019-06-13,0.2343
2019-06-14,-1.0285
2019-06-17,3.2593
2019-06-18,4.7118
2019-06-19,4.0629
2019-06-20,0.8816
2019-06-21,0.1665
2019-06-24,-4.1961
2019-06-25,3.2958
2019-06-26,-1.7631999999999999
2019-06-27,4.4872
2019-06-28,3.6401
2019-07-01,0.3552
2019-07-02,0.5112
2019-07-03,2.9343
2019-07-05,-3.3067
2019-07-08,1.8868
2019-07-09,2.2377
2019-07-10,1.434
2019-07-11,-2.8274
2019-07-12,4.709
2019-07-15,-4.0585
2019-07-16,1.6768
2019-07-17,1.4993
2019-07-18,1.1448
2019-07-19,-0.7302
2019-07-22,7.2453
2019-07-23,-3.0178
2019-07-24,2.4752
2019-07-25,-5.2105
2019-07-26,4.696
2019-07-29,0.0
2019-07-30,0.3477
2019-07-31,-3.2225
2019-08-01,0.3938
2019-08-02,-2.1398
2019-08-05,-7.981
2019-08-06,3.2871
2019-08-07,2.2239
2019-08-08,5.2513
2019-08-09,0.9622
2019-08-12,-5.2947
2019-08-13,2.4599
2019-08-14,-0.0364
2019-08-15,-2.0378
2019-08-16,3.0832
2019-08-19,4.1441
2019-08-20,1.5917
2019-08-21,2.0436
2019-08-22,-0.1335
2019-08-23,-5.3142
2019-08-26,1.0589
2019-08-27,-1.2924
2019-08-28,3.4324
2019-08-29,1.5394999999999999
2019-08-30,-1.9542000000000002
2019-09-03,-5.8076
2019-09-04,3.9767
2019-09-05,5.7193000000000005
2019-09-06,6.8038
2019-09-09,-0.4661
2019-09-10,-2.8411
2019-09-11,1.446
2019-09-12,-10.6747
2019-09-13,-4.2553
2019-09-16,-2.9259
2019-09-17,-0.7631
2019-09-18,0.9227
2019-09-19,-2.9333
2019-09-20,0.3532
2019-09-23,-3.4415
2019-09-24,0.2835
2019-09-25,2.1809
2019-09-26,-2.9644
2019-09-27,-0.4888
2019-09-30,-1.3917
2019-10-01,-8.2607
2019-10-02,5.1584
2019-10-03,3.1411
2019-10-04,3.2958
2019-10-07,-2.3425000000000002
2019-10-08,-3.5153
2019-10-09,-1.1144
2019-10-10,7.6723
2019-10-11,2.8986
2019-10-14,3.2081
2019-10-15,0.3791
2019-10-16,6.3444
2019-10-17,-1.2429000000000001
2019-10-18,0.0719
2019-10-21,1.2217
2019-10-22,-0.8165
2019-10-23,-0.9664
2019-10-24,-0.2891
2019-10-25,2.3197
2019-10-28,2.0546
2019-10-29,-1.5272000000000001
2019-10-30,1.8329
2019-10-31,1.7307000000000001
2019-11-01,3.7768
2019-11-04,0.3607
2019-11-05,-0.7841
2019-11-06,0.922
2019-11-07,0.4894
2019-11-08,-3.0844
2019-11-11,-2.7471
2019-11-12,0.5512
2019-11-13,-3.1175
2019-11-14,-3.7129
2019-11-15,0.9548
2019-11-18,1.2004
2019-11-19,3.8462
2019-11-20,-0.6577
2019-11-21,-0.6272
2019-11-22,-5.9607
2019-11-25,4.698
2019-11-26,-0.8547
2019-11-27,-1.0776
2019-11-29,-2.3965
2019-12-02,-0.0744
2019-12-03,11.4296
2019-12-04,0.0
2019-12-05,-13.6318
2019-12-06,-7.1954
2019-12-09,1.2922
2019-12-10,9.2593
2019-12-11,-0.8286
2019-12-12,3.5701
2019-12-13,1.5034999999999998
2019-12-16,3.4321
2019-12-17,3.0038
2019-12-18,-4.8491
2019-12-19,4.5617
2019-12-20,1.9768
2019-12-23,-4.5120000000000005
2019-12-24,1.5401
2019-12-26,-0.2068
2019-12-27,-0.7254
2019-12-30,2.6792
2019-12-31,3.7614
2020-01-02,1.7799
2020-01-03,1.1391
2020-01-06,-4.2195
2020-01-07,28.2875
2020-01-08,1.0586
2020-01-09,-5.2121
2020-01-10,3.5849
2020-01-13,4.9701
2020-01-14,3.7432
2020-01-15,0.5018
2020-01-16,-3.9943
2020-01-17,0.2972
2020-01-21,6.2716
2020-01-22,-1.3243
2020-01-23,-0.4238
2020-01-24,-2.341
2020-01-27,-2.2518000000000002
2020-01-28,3.1707
2020-01-29,-0.072
2020-01-30,-0.2643
2020-01-31,-0.9636
2020-02-03,5.5704
2020-02-04,0.0922
2020-02-05,-0.2532
2020-02-06,0.3923
2020-02-07,-2.5286999999999997
2020-02-10,4.5519
2020-02-11,-2.1656
2020-02-12,-4.427
2020-02-13,2.0265
2020-02-14,-0.733
2020-02-18,-3.3826
2020-02-19,-0.6164
2020-02-20,-3.3987
2020-02-21,-5.3159
2020-02-24,-3.5259
2020-02-25,-2.98
2020-02-26,-0.2028
2020-02-27,-2.439
2020-02-28,3.0357
2020-03-02,5.8925
2020-03-03,-1.3366
2020-03-04,5.5018
2020-03-05,-3.5639
2020-03-06,-6.4402
2020-03-09,-10.1656
2020-03-10,0.0647
2020-03-11,-12.0194
2020-03-12,-9.4748
2020-03-13,4.0568
2020-03-16,-21.4035
2020-03-17,-11.1607
2020-03-18,11.6695
2020-03-19,14.5
2020-03-20,6.5939
2020-03-23,-2.0893
2020-03-24,15.1883
2020-03-25,3.0512
2020-03-26,-4.829
2020-03-27,-2.7407
2020-03-30,9.2155
2020-03-31,-6.59
2020-04-01,-7.4281
2020-04-02,5.3629
2020-04-03,-3.3678
2020-04-06,7.3663
2020-04-07,-5.9019
2020-04-08,8.6633
2020-04-09,1.5512000000000001
2020-04-13,-0.1421
2020-04-14,9.0359
2020-04-15,4.3393
2020-04-16,-1.3759000000000001
2020-04-17,10.0824
2020-04-20,2.9666
2020-04-21,-2.4895
2020-04-22,3.9587
2020-04-23,-2.0695
2020-04-24,3.8884
2020-04-27,4.3938
2020-04-28,-5.1442
2020-04-29,-2.0816
2020-04-30,-4.1399
2020-05-01,-6.5655
2020-05-04,6.5272
2020-05-05,3.4887
2020-05-06,1.5297
2020-05-07,-12.8069
2020-05-08,0.864
2020-05-11,4.3782
2020-05-12,-5.5319
2020-05-13,-4.0219
2020-05-14,1.7097
2020-05-15,2.1753
2020-05-18,5.6452
2020-05-19,-7.084
2020-05-20,3.2534
2020-05-21,9.5481
2020-05-22,1.3655
2020-05-26,-2.7228
2020-05-27,2.0625
2020-05-28,-1.6743999999999999
2020-05-29,-1.0863
2020-06-01,0.9498
2020-06-02,-0.9703
2020-06-03,-1.6924000000000001
2020-06-04,-3.141
2020-06-05,-1.9645000000000001
2020-06-08,2.0992
2020-06-09,0.81
2020-06-10,-2.3486000000000002
2020-06-11,-3.6391999999999998
2020-06-12,1.7406000000000001
2020-06-15,5.1969
2020-06-16,2.1479
2020-06-17,-6.0979
2020-06-18,1.4395
2020-06-19,0.7253
2020-06-22,-3.1622
2020-06-23,5.076
2020-06-24,-4.8923
2020-06-25,1.5852
2020-06-26,-4.1401
2020-06-29,2.2259
2020-06-30,6.1423
2020-07-01,-2.1433
2020-07-02,3.1289
2020-07-06,-6.5231
2020-07-07,0.5193
2020-07-08,2.4863
2020-07-09,0.0
2020-07-10,2.2369
2020-07-13,-2.1263
2020-07-14,0.4723
2020-07-15,4.356
2020-07-16,0.6907
2020-07-17,-2.9526
2020-07-20,3.4266
2020-07-21,-5.2444
2020-07-22,-0.9721
2020-07-23,-7.2198
2020-07-24,-4.6758
2020-07-27,2.005
2020-07-28,-2.5623
2020-07-29,-2.2334
2020-07-30,2.874
2020-07-31,-7.2708
