ticker,GSBX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-13,0.0
2005-01-05,4.0
2005-01-06,3.8462
2005-01-14,0.0
2005-02-08,3.7037
2005-03-11,14.2857
2005-06-15,-3.125
2005-06-28,-9.6774
2005-07-08,0.0
2005-07-18,-5.0
2005-07-27,5.2632
2005-07-29,0.0
2005-08-04,7.1429
2005-08-12,0.0
2005-08-17,3.3333
2005-08-18,-1.6129
2005-08-23,-4.918
2005-08-30,3.4483
2005-10-03,1.0
2005-10-13,5.6106
2005-10-20,12.5
2005-10-27,-5.5556
2005-11-11,0.0
2005-11-17,2.9412000000000003
2005-11-28,-4.2857
2005-11-29,4.4776
2005-11-30,1.4285999999999999
2005-12-09,-5.6338
2005-12-16,0.0
2005-12-20,2.0896
2005-12-23,-2.0468
2005-12-27,4.4776
2005-12-28,1.4285999999999999
2006-01-03,-5.6338
2006-01-06,1.4925
2006-01-11,1.4706000000000001
2006-01-12,-2.8986
2006-01-13,4.4776
2006-01-20,-2.8571
2006-01-23,2.9412000000000003
2006-01-25,-2.8571
2006-01-30,4.4118
2006-02-03,-4.2254
2006-02-10,4.4118
2006-02-15,1.4085
2006-02-28,5.5556
2006-03-01,-7.8947
2006-03-07,1.4285999999999999
2006-03-10,5.6338
2006-03-14,0.0
2006-04-11,-5.3333
2006-04-13,5.6338
2006-04-18,0.0
2006-04-27,0.0
2006-05-01,-1.3333
2006-05-02,1.3514
2006-05-03,1.8667
2006-05-04,-3.1414
2006-05-11,0.0
2006-05-12,1.3514
2006-05-17,-2.6667
2006-05-18,1.3699
2006-05-24,1.3514
2006-05-31,-2.6667
2006-06-01,0.0
2006-06-13,2.7397
2006-07-07,-4.0
2006-07-10,1.3889
2006-07-11,-1.3699
2006-07-21,-5.2778
2006-07-24,0.0
2006-07-27,-0.2933
2006-07-31,-2.6471
2006-08-01,-0.3021
2006-08-03,-1.5152
2006-08-08,0.6154
2006-08-14,-5.1988
2006-08-16,0.0
2006-08-28,9.6774
2006-08-30,0.0
2006-09-07,0.0
2006-09-15,0.0
2006-09-18,0.0
2006-09-21,-1.4706000000000001
2006-09-25,1.4925
2006-09-26,-2.9412000000000003
2006-09-27,0.0
2006-10-16,0.303
2006-10-18,-2.719
2006-10-27,2.795
2006-11-02,-1.8127
2006-11-07,-1.5385
2006-11-14,0.0
2006-11-20,-4.6875
2006-11-21,-1.3115
2006-12-05,2.99
2006-12-11,-2.9032
2006-12-18,0.0
2006-12-19,0.9967
2006-12-21,5.2632
