ticker,IPGP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-13,55.1515
2006-12-14,-1.7578
2006-12-15,-2.1869
2006-12-18,-3.2927
2006-12-19,-2.9004
2006-12-20,8.2251
2006-12-21,-1.6
2006-12-22,-2.3577
2006-12-26,0.791
2006-12-27,-0.537
2006-12-28,-0.3327
2006-12-29,0.0005
2007-01-03,0.375
2007-01-04,0.0
2007-01-05,3.0303
2007-01-08,-0.6446
2007-01-09,4.2174
2007-01-10,5.9922
2007-01-11,-1.6153
2007-01-12,-1.7537
2007-01-16,-4.5955
2007-01-17,3.5827999999999998
2007-01-18,-3.4204
2007-01-19,-0.1592
2007-01-22,2.79
2007-01-23,-1.6284999999999998
2007-01-24,0.9066
2007-01-25,-0.625
2007-01-26,3.8522
2007-01-29,2.3467000000000002
2007-01-30,1.5901999999999998
2007-01-31,-3.8588
2007-02-01,-1.401
2007-02-02,1.4209
2007-02-05,-1.2117
2007-02-06,-0.8049
2007-02-07,1.6229
2007-02-08,0.0
2007-02-09,-0.4183
2007-02-12,-2.2528
2007-02-13,-2.1094
2007-02-14,-0.0798
2007-02-15,-3.4345
2007-02-16,2.3573
2007-02-20,2.5051
2007-02-21,-0.6307
2007-02-22,-0.833
2007-02-23,-1.92
2007-02-26,-2.1207
2007-02-27,-3.9583
2007-02-28,0.6074
2007-03-01,-3.1479
2007-03-02,6.0552
2007-03-05,-2.4769
2007-03-06,-7.6625
2007-03-07,-4.9883
2007-03-08,-0.3925
2007-03-09,-1.9704000000000002
2007-03-12,-0.1508
2007-03-13,-0.3523
2007-03-14,-3.5859
2007-03-15,-5.605
2007-03-16,1.1654
2007-03-19,2.5233
2007-03-20,1.6585999999999999
2007-03-21,0.2632
2007-03-22,1.8898000000000001
2007-03-23,2.7306
2007-03-26,0.4012
2007-03-27,0.0
2007-03-28,-0.999
2007-03-29,-2.22
2007-03-30,-0.9288
2007-04-02,-1.6146
2007-04-03,0.5823
2007-04-04,-0.6316
2007-04-05,-1.2711999999999999
2007-04-09,1.9313
2007-04-10,1.1579
2007-04-11,0.7804
2007-04-12,0.1549
2007-04-13,2.1649
2007-04-16,3.5822000000000003
2007-04-17,2.8738
2007-04-18,-1.8466
2007-04-19,-3.3285
2007-04-20,-1.4471
2007-04-23,-2.5316
2007-04-24,1.974
2007-04-25,-1.0698
2007-04-26,-6.4367
2007-04-27,0.0
2007-04-30,0.1101
2007-05-01,-2.199
2007-05-02,1.1242
2007-05-03,2.557
2007-05-04,6.4499
