ticker,REGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-09,0.0
2013-02-28,0.0
2013-04-12,0.0
2013-04-22,0.0
2013-05-14,0.0
2013-08-19,0.0
2013-10-01,0.0
2013-12-20,0.0
2014-01-03,10.0
2014-01-09,-5.4545
2014-02-10,15.3846
2014-02-24,0.0
2014-03-17,25.0
2014-04-11,4.0
2014-05-07,28.2051
2014-05-14,0.0
2014-05-21,0.0
2014-05-28,0.0
2014-06-11,0.0
2014-06-16,0.0
2014-07-25,-10.0
2014-08-04,8.8889
2014-09-03,43.8776
2014-09-09,2.8369
2014-10-09,-10.3448
2014-11-19,11.538499999999999
2014-11-20,-10.3448
2014-12-30,7.6923
2015-01-22,-7.1429
2015-02-04,0.0
2015-02-05,0.0
2015-02-23,0.0
2015-11-30,-23.0769
2015-12-04,-5.0
2016-03-09,15.7895
2016-07-28,0.9091
2016-08-23,9.009
2016-09-15,-4.9587
2016-12-02,4.3478
2017-01-06,9.1667
2017-01-09,0.0
2017-01-17,0.7634
2017-02-10,3.0303
2017-02-28,6.6176
2017-03-01,0.0
2017-04-06,-3.4483
2017-04-26,1.4285999999999999
2017-04-28,2.1127
2017-05-01,0.0
2017-05-22,0.0
2017-07-05,-6.8966
2017-08-07,0.0
2017-08-11,0.0
2017-09-08,0.0
2017-10-05,0.0
2017-10-23,0.0
2017-11-09,0.0
2018-01-23,0.0
2018-02-02,0.0
2018-03-01,0.0
2018-08-30,-5.1852
2018-10-01,-2.3438
2019-03-26,-20.0
2019-04-02,0.0
2019-06-07,0.0
2019-07-25,3.0
2019-08-22,0.0
2019-08-30,1.9417
2019-09-03,0.0
2019-10-25,-9.5238
2019-10-28,5.2632
2020-03-20,-10.0
2020-05-19,5.5556
