ticker,CLW US Equity
2009-05-01,-4.9934
2009-05-04,42.047
2009-05-05,-6.5239
2009-05-06,4.1667
2009-05-07,4.9
2009-05-08,6.3394
2009-05-11,-0.1793
2009-05-12,0.6736
2009-05-13,-13.5147
2009-05-14,12.6354
2009-05-15,-7.6007
2009-05-18,10.2577
2009-05-19,11.7753
2009-05-20,-4.6643
2009-05-21,-0.6326
2009-05-22,-10.526299999999999
2009-05-26,10.7685
2009-05-27,-4.7966
2009-05-28,5.3531
2009-05-29,1.0675
2009-06-01,5.2387
2009-06-02,-3.3721
2009-06-03,5.2763
2009-06-04,2.5651
2009-06-05,-1.5775000000000001
2009-06-08,-1.3683
2009-06-09,1.308
2009-06-10,2.3865
2009-06-11,2.1016
2009-06-12,1.1228
2009-06-15,-0.5181
2009-06-16,-4.3899
2009-06-17,1.2062
2009-06-18,1.5379
2009-06-19,-1.9311
2009-06-22,-3.2819
2009-06-23,1.9561
2009-06-24,0.2349
2009-06-25,1.5625
2009-06-26,0.0
2009-06-29,-0.6154
2009-06-30,-2.1285
2009-07-01,4.4682
2009-07-02,-1.5897000000000001
2009-07-06,-0.4615
2009-07-07,-2.0866
2009-07-08,2.8414
2009-07-09,-3.2233
2009-07-10,4.7185
2009-07-13,3.9379
2009-07-14,3.388
2009-07-15,1.0923
2009-07-16,5.8208
2009-07-17,0.7576
2009-07-20,0.4904
2009-07-21,3.676
2009-07-22,2.7298
2009-07-23,5.3146
2009-07-24,-2.9872
2009-07-27,6.2481
2009-07-28,2.4761
2009-07-29,-0.5217
2009-07-30,0.9384
2009-07-31,9.5707
2009-08-03,6.2391
2009-08-04,5.0975
2009-08-05,-2.5481
2009-08-06,-4.6101
2009-08-07,6.6122
2009-08-10,5.4127
2009-08-11,-0.5135
2009-08-12,0.9677
2009-08-13,2.7689
2009-08-14,-4.3731
2009-08-17,-3.7711
2009-08-18,-2.5
2009-08-19,5.0127
2009-08-20,2.8377
2009-08-21,0.385
2009-08-24,-0.3622
2009-08-25,2.8657
2009-08-26,-0.7484
2009-08-27,-0.3142
2009-08-28,-2.6686
2009-08-31,-0.367
2009-09-01,-2.4919000000000002
2009-09-02,-2.8889
2009-09-03,3.9588
2009-09-04,1.0786
2009-09-08,-8.6672
2009-09-09,1.979
2009-09-10,1.2859
2009-09-11,-1.916
2009-09-14,-1.9769
2009-09-15,4.5138
2009-09-16,2.4351
2009-09-17,0.5831
2009-09-18,0.2899
2009-09-21,-2.4011
2009-09-22,-2.0501
2009-09-23,1.186
2009-09-24,-3.3096
2009-09-25,0.2377
2009-09-28,3.225
2009-09-29,-2.6419
2009-09-30,-2.4776
2009-10-01,-5.5649999999999995
2009-10-02,3.1002
2009-10-05,9.7416
2009-10-06,3.6911
2009-10-07,-0.0655
2009-10-08,-0.1093
2009-10-09,-1.9471
2009-10-12,-5.7564
2009-10-13,-1.4205
2009-10-14,7.0845
2009-10-15,3.0724
2009-10-16,0.1741
2009-10-19,-1.6073
2009-10-20,-2.34
2009-10-21,12.1609
2009-10-22,0.3225
2009-10-23,-2.7721999999999998
2009-10-26,2.2314
2009-10-27,-0.0808
2009-10-28,-3.4183
2009-10-29,-1.3613
2009-10-30,-3.8853999999999997
2009-11-02,0.4197
2009-11-03,3.6516
2009-11-04,-0.2334
2009-11-05,3.9779
2009-11-06,-0.4092
2009-11-09,-0.0822
2009-11-10,2.6521
2009-11-11,-0.9013
2009-11-12,-4.5473
2009-11-13,2.0114
2009-11-16,3.5492
2009-11-17,-2.5656
2009-11-18,2.0778
2009-11-19,-2.4587
2009-11-20,0.6818
2009-11-23,1.5186
2009-11-24,-0.6469
2009-11-25,-0.6511
2009-11-27,-3.5224
2009-11-30,4.2878
2009-12-01,-1.3841
2009-12-02,-0.1858
2009-12-03,-1.4888
2009-12-04,3.7364
2009-12-07,2.0639
2009-12-08,8.4259
2009-12-09,2.3952999999999998
2009-12-10,-4.8929
2009-12-11,-0.1878
2009-12-14,4.4771
2009-12-15,-2.1786
2009-12-16,1.767
2009-12-17,0.8501
2009-12-18,6.3666
2009-12-21,-3.4396
2009-12-22,1.1524
2009-12-23,1.2429000000000001
2009-12-24,0.9378
2009-12-28,-2.9899
2009-12-29,-1.6194
2009-12-30,-0.354
2009-12-31,-2.3623
2010-01-04,-1.1825
2010-01-05,2.1539
2010-01-06,0.5226
2010-01-07,4.1233
2010-01-08,-2.7720000000000002
2010-01-11,-2.674
2010-01-12,0.3275
2010-01-13,0.2539
2010-01-14,-0.5065
2010-01-15,0.4
2010-01-19,-1.3039
2010-01-20,-3.6696999999999997
2010-01-21,-4.9524
2010-01-22,-3.6071999999999997
2010-01-25,-2.5156
2010-01-26,1.7488000000000001
2010-01-27,2.8925
2010-01-28,-2.4852
2010-01-29,2.2143
2010-02-01,-3.0656
2010-02-02,10.9214
2010-02-03,-2.5661
2010-02-04,-2.1849
2010-02-05,1.2964
2010-02-08,5.4341
2010-02-09,-1.718
2010-02-10,-0.817
2010-02-11,-3.9272
2010-02-12,2.333
2010-02-16,2.4356999999999998
2010-02-17,1.4076
2010-02-18,-17.0325
2010-02-19,9.5863
2010-02-22,-1.8362
2010-02-23,-1.5973000000000002
2010-02-24,1.5592000000000001
2010-02-25,1.6193
2010-02-26,-0.1242
2010-03-01,0.9117
2010-03-02,0.8419
2010-03-03,-1.853
2010-03-04,1.6598000000000002
2010-03-05,0.4082
2010-03-08,-0.2236
2010-03-09,1.4463
2010-03-10,2.249
2010-03-11,1.0801
2010-03-12,-0.7189
2010-03-15,-0.3914
2010-03-16,0.1965
2010-03-17,4.1569
2010-03-18,-0.1318
2010-03-19,-3.8643
2010-03-22,0.5294
2010-03-23,2.7500999999999998
2010-03-24,-2.126
2010-03-25,-3.2777
2010-03-26,-0.1404
2010-03-29,-0.0803
2010-03-30,-1.3867
2010-03-31,0.3668
2010-04-01,-1.4213
2010-04-05,5.4376999999999995
2010-04-06,-0.8205
2010-04-07,-0.3742
2010-04-08,1.1072
2010-04-09,0.8995
2010-04-12,0.8527
2010-04-13,-0.0384
2010-04-14,2.5952
2010-04-15,1.4615
2010-04-16,0.2955
2010-04-19,0.9759
2010-04-20,1.5682
2010-04-21,1.0592
2010-04-22,0.0178
2010-04-23,-0.071
2010-04-26,-0.551
2010-04-27,-2.8061
2010-04-28,1.3424
2010-04-29,13.6636
2010-04-30,1.6602999999999999
2010-05-03,0.2198
2010-05-04,-3.0868
2010-05-05,-0.8569
2010-05-06,-2.5603
2010-05-07,0.4351
2010-05-10,1.1165
2010-05-11,2.472
2010-05-12,4.7282
2010-05-13,0.0
2010-05-14,-0.0614
2010-05-17,-4.7326
2010-05-18,-1.0161
2010-05-19,-3.8944
2010-05-20,-2.255
2010-05-21,-0.3643
2010-05-24,-0.4178
2010-05-25,0.1224
2010-05-26,0.8381
2010-05-27,7.6537
2010-05-28,-1.512
2010-06-01,-3.4624
2010-06-02,1.4042
2010-06-03,1.0177
2010-06-04,-3.3856
2010-06-07,-6.3932
2010-06-08,0.2557
2010-06-09,4.6448
2010-06-10,3.7598000000000003
2010-06-11,1.3253
2010-06-14,1.4901
2010-06-15,2.2838
2010-06-16,-1.563
2010-06-17,1.361
2010-06-18,-0.1279
2010-06-21,-0.8803
2010-06-22,-4.3275
2010-06-23,-0.4388
2010-06-24,-3.2887
2010-06-25,3.5232
2010-06-28,-2.4043
2010-06-29,-5.17
2010-06-30,0.1829
2010-07-01,-3.141
2010-07-02,0.7919
2010-07-06,-3.7785
2010-07-07,1.8857
2010-07-08,0.8968
2010-07-09,0.3404
2010-07-12,-1.8847
2010-07-13,5.1479
2010-07-14,-0.2558
2010-07-15,0.8974
2010-07-16,-1.9967000000000001
2010-07-19,-1.278
2010-07-20,2.6079
2010-07-21,-1.4262000000000001
2010-07-22,2.3186999999999998
2010-07-23,2.9369
2010-07-26,-0.7573
2010-07-27,0.9583
2010-07-28,-2.8476
2010-07-29,10.8377
2010-07-30,0.604
2010-08-02,2.1743
2010-08-03,0.6035
2010-08-04,1.6575
2010-08-05,-0.264
2010-08-06,3.1138
2010-08-09,1.1626
2010-08-10,-0.597
2010-08-11,-4.0541
2010-08-12,1.5023
2010-08-13,-1.0947
2010-08-16,0.3897
2010-08-17,-0.1708
2010-08-18,0.1089
2010-08-19,-0.9323
2010-08-20,-0.1412
2010-08-23,-0.267
2010-08-24,0.2205
2010-08-25,1.807
2010-08-26,2.1608
2010-08-27,1.9338
2010-08-30,-0.9486
2010-08-31,1.6909
2010-09-01,3.7375
2010-09-02,1.6312
2010-09-03,0.1256
2010-09-07,-1.38
2010-09-08,1.4417
2010-09-09,1.0171
2010-09-10,-0.1655
2010-09-13,1.7269999999999999
2010-09-14,-1.0865
2010-09-15,0.0
2010-09-16,-1.3868
2010-09-17,1.9771999999999998
2010-09-20,1.0377
2010-09-21,-1.3108
2010-09-22,0.9174
2010-09-23,-1.3026
2010-09-24,4.468
2010-09-27,-1.5265
2010-09-28,1.6972
2010-09-29,0.3811
2010-09-30,-0.4058
2010-10-01,2.6025
2010-10-04,-1.2426
2010-10-05,3.243
2010-10-06,1.9475
2010-10-07,-2.7359999999999998
2010-10-08,-0.7223
2010-10-11,1.0849
2010-10-12,3.7753
2010-10-13,1.825
2010-10-14,-0.944
2010-10-15,-0.5187
2010-10-18,1.0307
2010-10-19,-1.4282
2010-10-20,-0.0974
2010-10-21,-0.1463
2010-10-22,1.0619
2010-10-25,0.3019
2010-10-26,-1.2282
2010-10-27,0.1463
2010-10-28,-2.3859
2010-10-29,0.6983
2010-11-01,-0.644
2010-11-02,1.7699
2010-11-03,0.4409
2010-11-04,1.7193
2010-11-05,0.971
2010-11-08,-1.7215
2010-11-09,-1.9087
2010-11-10,0.7512
2010-11-11,3.4959
2010-11-12,-3.1534
2010-11-15,-0.0976
2010-11-16,-0.3174
2010-11-17,0.5143
2010-11-18,0.0609
2010-11-19,-0.1826
2010-11-22,0.3293
2010-11-23,-0.7538
2010-11-24,1.2373
2010-11-26,-0.6292
2010-11-29,-1.0838
2010-11-30,-0.8987
2010-12-01,1.0435
2010-12-02,1.4506999999999999
2010-12-03,-0.3999
2010-12-06,-0.8639
2010-12-07,-0.5891
2010-12-08,-1.3827
2010-12-09,-0.4632
2010-12-10,-0.2138
2010-12-13,-1.1974
2010-12-14,-1.0078
2010-12-15,0.0
2010-12-16,2.8737
2010-12-17,0.3883
2010-12-20,-0.1747
2010-12-21,0.9875
2010-12-22,-0.7055
2010-12-23,0.0
2010-12-27,-1.4211
2010-12-28,-0.8725
2010-12-29,0.4082
2010-12-30,1.6643
2010-12-31,-2.1495
2011-01-03,3.7676
2011-01-04,1.1569
2011-01-05,-0.4623
2011-01-06,-0.0856
2011-01-07,-0.6606
2011-01-10,0.8498
2011-01-11,-2.2469
2011-01-12,-0.1874
2011-01-13,-0.2378
2011-01-14,-0.2885
2011-01-18,1.1324
2011-01-19,-1.0948
2011-01-20,-2.2264
2011-01-21,-0.193
2011-01-24,1.4823
2011-01-25,1.0161
2011-01-26,1.7226
2011-01-27,0.3708
2011-01-28,-3.1158
2011-01-31,0.5212
2011-02-01,1.8589
2011-02-02,-1.4401
2011-02-03,-0.8313
2011-02-04,0.5081
2011-02-07,0.4676
2011-02-08,0.8302
2011-02-09,-1.3598
2011-02-10,-0.0379
2011-02-11,1.2146
2011-02-14,-0.1125
2011-02-15,-1.8145
2011-02-16,0.8284
2011-02-17,0.4171
2011-02-18,0.0
2011-02-22,-3.4617
2011-02-23,-2.4514
2011-02-24,2.8071
2011-02-25,4.9538
2011-02-28,-1.7591999999999999
2011-03-01,0.227
2011-03-02,-2.1515
2011-03-03,5.0534
2011-03-04,-1.7136
2011-03-07,-3.5366999999999997
2011-03-08,0.71
2011-03-09,-0.0128
2011-03-10,-1.9744000000000002
2011-03-11,0.1308
2011-03-14,-0.7315
2011-03-15,0.0395
2011-03-16,-2.499
2011-03-17,2.7654
2011-03-18,1.2732999999999999
2011-03-21,1.2054
2011-03-22,-1.6009
2011-03-23,-0.6248
2011-03-24,0.6418
2011-03-25,1.4184999999999999
2011-03-28,-0.077
2011-03-29,2.0162
2011-03-30,0.8434
2011-03-31,1.6103
2011-04-01,-1.0319
2011-04-04,1.7751000000000001
2011-04-05,-1.0977
2011-04-06,-0.7153
2011-04-07,-0.8198
2011-04-08,-0.3381
2011-04-11,-2.4629
2011-04-12,-1.5072999999999999
2011-04-13,-0.4055
2011-04-14,1.0638
2011-04-15,0.6888
2011-04-18,-1.4843
2011-04-19,-0.5895
2011-04-20,2.4249
2011-04-21,-0.6305
2011-04-25,-1.5409000000000002
2011-04-26,1.0258
2011-04-27,1.2497
2011-04-28,-0.5014
2011-04-29,1.4085
2011-05-02,-0.1656
2011-05-03,-0.3063
2011-05-04,-1.4083
2011-05-05,-3.0775
2011-05-06,0.4287
2011-05-09,-0.707
2011-05-10,2.9827
2011-05-11,-2.2048
2011-05-12,-0.587
2011-05-13,0.6575
2011-05-16,-2.3064
2011-05-17,-1.583
2011-05-18,1.6778
2011-05-19,-0.4773
2011-05-20,-0.2329
2011-05-23,-3.2413
2011-05-24,-1.5046
2011-05-25,0.4323
2011-05-26,-0.9471
2011-05-27,-0.1014
2011-05-31,0.1885
2011-06-01,-2.0263
2011-06-02,-0.2364
2011-06-03,-1.9251
2011-06-06,-2.4611
2011-06-07,2.0279
2011-06-08,-1.4717
2011-06-09,0.077
2011-06-10,-2.6927
2011-06-13,-0.3321
2011-06-14,0.9202
2011-06-15,-1.2105
2011-06-16,-0.4297
2011-06-17,-1.0708
2011-06-20,-0.1616
2011-06-21,2.1197
2011-06-22,-0.5546
2011-06-23,0.5895
2011-06-24,-0.396
2011-06-27,0.3022
2011-06-28,0.1586
2011-06-29,4.5591
2011-06-30,3.3762
2011-07-01,3.1927
2011-07-05,-2.7533
2011-07-06,-0.4232
2011-07-07,1.1724999999999999
2011-07-08,-0.6374
2011-07-11,-2.5368
2011-07-12,-0.2842
2011-07-13,0.9751
2011-07-14,-0.7131
2011-07-15,0.5985
2011-07-18,-0.1487
2011-07-19,2.6516
2011-07-20,-1.7993999999999999
2011-07-21,0.9901
2011-07-22,-0.161
2011-07-25,-2.0226
2011-07-26,1.2117
2011-07-27,-0.9016
2011-07-28,13.736
2011-07-29,-0.813
2011-08-01,-0.5288
2011-08-02,-1.7145000000000001
2011-08-03,0.1758
2011-08-04,-5.4536
2011-08-05,-1.2136
2011-08-08,-4.0757
2011-08-09,6.1624
2011-08-10,-3.9596999999999998
2011-08-11,1.6994
2011-08-12,3.2549
2011-08-15,2.4346
2011-08-16,-2.7064
2011-08-17,-1.0449
2011-08-18,-3.7814
2011-08-19,-2.3728
2011-08-22,-2.1875
2011-08-23,1.9567999999999999
2011-08-24,2.1021
2011-08-25,-0.6415
2011-08-26,1.0961
2011-08-29,5.7478
2011-08-30,4.6348
2011-08-31,-1.1544
2011-09-01,-0.2716
2011-09-02,-3.3769
2011-09-06,1.3529
2011-09-07,2.0022
2011-09-08,-1.6085
2011-09-09,-2.189
2011-09-12,-2.238
2011-09-13,4.4625
2011-09-14,0.9431
2011-09-15,1.2366
2011-09-16,2.0087
2011-09-19,-2.5545999999999998
2011-09-20,-2.2392
2011-09-21,-5.0279
2011-09-22,-1.7941
2011-09-23,1.1381000000000001
2011-09-26,4.1457
2011-09-27,1.4785
2011-09-28,-4.6512
2011-09-29,2.439
2011-09-30,-2.5244
2011-10-03,-2.9723
2011-10-04,7.7646
2011-10-05,-1.942
2011-10-06,2.2101
2011-10-07,-4.1
2011-10-10,3.0454
2011-10-11,1.5061
2011-10-12,1.1478
2011-10-13,-0.3598
2011-10-14,1.4444
2011-10-17,-4.874
2011-10-18,2.9073
2011-10-19,-1.3147
2011-10-20,-0.9637
2011-10-21,3.3772
2011-10-24,3.2669
2011-10-25,-3.4584
2011-10-26,1.8051
2011-10-27,-2.4277
2011-10-28,-4.473
2011-10-31,-3.0436
2011-11-01,-0.8452
2011-11-02,0.5784
2011-11-03,4.8729
2011-11-04,-1.0101
2011-11-07,-0.8455
2011-11-08,3.0579
2011-11-09,-3.281
2011-11-10,1.4748999999999999
2011-11-11,1.9767000000000001
2011-11-14,-1.9384000000000001
2011-11-15,0.1453
2011-11-16,-2.8737
2011-11-17,-2.6001
2011-11-18,2.6388
2011-11-21,-1.9432
2011-11-22,-1.2805
2011-11-23,-1.4824
2011-11-25,1.442
2011-11-28,3.4302
2011-11-29,0.2988
2011-11-30,4.8257
2011-12-01,0.1137
2011-12-02,0.2271
2011-12-05,1.7842
2011-12-06,-1.5582
2011-12-07,-1.5263
2011-12-08,-1.2055
2011-12-09,3.6897
2011-12-12,-2.4657
2011-12-13,-3.0738
2011-12-14,-1.8969
2011-12-15,1.0574
2011-12-16,1.704
2011-12-19,-0.0294
2011-12-20,3.2343
2011-12-21,0.2563
2011-12-22,2.2727
2011-12-23,-0.6389
2011-12-27,2.2923999999999998
2011-12-28,-1.5305
2011-12-29,0.0555
2011-12-30,-1.2205
2012-01-03,2.05
2012-01-04,-1.2107999999999999
2012-01-05,-0.6407
2012-01-06,0.4205
2012-01-09,-0.335
2012-01-10,-0.7563
2012-01-11,0.9879
2012-01-12,2.8787000000000003
2012-01-13,-0.3803
2012-01-17,0.8454
2012-01-18,0.0541
2012-01-19,0.3784
2012-01-20,-0.1077
2012-01-23,-0.4043
2012-01-24,2.5709999999999997
2012-01-25,-1.4512
2012-01-26,-1.0442
2012-01-27,-0.974
2012-01-30,-0.3552
2012-01-31,0.1371
2012-02-01,2.1906
2012-02-02,1.9828999999999999
2012-02-03,4.0988
2012-02-06,-0.3281
2012-02-07,-1.0636
2012-02-08,2.0732
2012-02-09,-0.3009
2012-02-10,-3.2445
2012-02-13,-0.4419
2012-02-14,-0.9661
2012-02-15,-2.0301
2012-02-16,2.2874
2012-02-17,-0.9208
2012-02-21,-1.3011
2012-02-22,-0.6995
2012-02-23,-3.3866
2012-02-24,0.2243
2012-02-27,-0.6435
2012-02-28,-0.5914
2012-02-29,-2.8045
2012-03-01,1.7196
2012-03-02,-1.6046
2012-03-05,-0.0582
2012-03-06,-1.4569
2012-03-07,-0.1478
2012-03-08,0.6811
2012-03-09,2.3824
2012-03-12,-0.8618
2012-03-13,3.0136
2012-03-14,-1.2658
2012-03-15,-1.1966
2012-03-16,-1.4994
2012-03-19,0.0293
2012-03-20,-0.6438
2012-03-21,-0.5007
2012-03-22,-3.3452
2012-03-23,3.8285
2012-03-26,-1.1209
2012-03-27,-1.1337
2012-03-28,-0.2414
2012-03-29,0.242
2012-03-30,0.2112
2012-04-02,-0.6022
2012-04-03,-0.7573
2012-04-04,-0.9158
2012-04-05,-0.4929
2012-04-09,-1.4551
2012-04-10,-2.8275
2012-04-11,0.7759
2012-04-12,0.8021
2012-04-13,-1.2412
2012-04-16,-0.709
2012-04-17,-0.0325
2012-04-18,-1.2013
2012-04-19,-1.6431
2012-04-20,3.1073
2012-04-23,-1.3286
2012-04-24,0.3612
2012-04-25,2.127
2012-04-26,4.9984
2012-04-27,1.0986
2012-04-30,-0.4829
2012-05-01,-3.7003
2012-05-02,6.9291
2012-05-03,-2.6804
2012-05-04,-2.8449999999999998
2012-05-07,1.9938
2012-05-08,0.7941
2012-05-09,-1.4848
2012-05-10,0.2768
2012-05-11,-0.3067
2012-05-14,-0.9846
2012-05-15,-0.2486
2012-05-16,-1.433
2012-05-17,-1.8963
2012-05-18,-0.1289
2012-05-21,1.871
2012-05-22,-1.425
2012-05-23,0.9316
2012-05-24,-0.0318
2012-05-25,-1.0825
2012-05-29,2.5105
2012-05-30,-1.4757
2012-05-31,-0.1275
2012-06-01,-0.7339
2012-06-04,-0.7072
2012-06-05,1.1007
2012-06-06,4.4188
2012-06-07,0.8893
2012-06-08,-0.1824
2012-06-11,-3.0755
2012-06-12,0.0
2012-06-13,-1.7593
2012-06-14,0.4477
2012-06-15,0.6049
2012-06-18,-0.5696
2012-06-19,0.7957
2012-06-20,-0.4421
2012-06-21,0.7295
2012-06-22,3.6839
2012-06-25,1.9739
2012-06-26,-0.4169
2012-06-27,2.0036
2012-06-28,-0.5863
2012-06-29,0.6193
2012-07-02,2.9600999999999997
2012-07-03,1.1386
2012-07-05,-0.5629
2012-07-06,-0.8491
2012-07-09,0.942
2012-07-10,-1.414
2012-07-11,0.6024
2012-07-12,0.4562
2012-07-13,1.1354
2012-07-16,-0.7859
2012-07-17,1.2164
2012-07-18,0.559
2012-07-19,-0.6948
2012-07-20,-0.8676
2012-07-23,-3.275
2012-07-24,-1.8973
2012-07-25,-0.119
2012-07-26,5.0045
2012-07-27,-0.539
2012-07-30,1.1124
2012-07-31,-0.5924
2012-08-01,-4.5119
2012-08-02,3.4473
2012-08-03,0.6895
2012-08-06,0.7418
2012-08-07,-0.0283
2012-08-08,0.0567
2012-08-09,-0.6512
2012-08-10,1.1684
2012-08-13,1.3521
2012-08-14,-0.7504
2012-08-15,1.4562
2012-08-16,0.7728
2012-08-17,0.4108
2012-08-20,-0.7365
2012-08-21,-0.7694
2012-08-22,-0.7477
2012-08-23,-1.0045
2012-08-24,0.4791
2012-08-27,1.9635
2012-08-28,2.2558
2012-08-29,1.103
2012-08-30,0.5588
2012-08-31,-0.1852
2012-09-04,0.9014
2012-09-05,-0.578
2012-09-06,1.6120999999999999
2012-09-07,-0.5722
2012-09-10,0.6801
2012-09-11,-0.4936
2012-09-12,3.0026
2012-09-13,2.0279
2012-09-14,3.4783
2012-09-17,-3.7455
2012-09-18,-1.0476
2012-09-19,1.0335
2012-09-20,1.2725
2012-09-21,1.9708999999999999
2012-09-24,0.1933
2012-09-25,-1.278
2012-09-26,-1.0503
2012-09-27,1.4071
2012-09-28,0.5599
2012-10-01,0.7988
2012-10-02,-0.4563
2012-10-03,-0.1206
2012-10-04,-1.256
2012-10-05,-0.5137
2012-10-08,-1.6474
2012-10-09,0.3
2012-10-10,0.5733
2012-10-11,0.57
2012-10-12,1.035
2012-10-15,0.7561
2012-10-16,0.5568
2012-10-17,1.4444
2012-10-18,0.9729
2012-10-19,-3.0552
2012-10-22,-0.1212
2012-10-23,1.3592
2012-10-24,-0.2634
2012-10-25,-6.3625
2012-10-26,2.0256
2012-10-31,-0.6283
2012-11-01,2.2509
2012-11-02,-1.113
2012-11-05,0.3502
2012-11-06,1.8195000000000001
2012-11-07,-1.3464
2012-11-08,-0.3474
2012-11-09,0.1245
2012-11-12,-1.7906
2012-11-13,-1.2155
2012-11-14,-0.7434
2012-11-15,-2.1952
2012-11-16,1.7164000000000001
2012-11-19,3.297
2012-11-20,-2.0106
2012-11-21,-0.2308
2012-11-23,0.7712
2012-11-26,0.1276
2012-11-27,-0.0255
2012-11-28,0.2294
2012-11-29,2.2121
2012-11-30,-1.1194
2012-12-03,-0.2516
2012-12-04,-0.3783
2012-12-05,-0.8101
2012-12-06,0.1276
2012-12-07,0.5353
2012-12-10,-0.5325
2012-12-11,1.1981
2012-12-12,-1.0327
2012-12-13,-1.069
2012-12-14,0.1286
2012-12-17,1.3618000000000001
2012-12-18,0.1014
2012-12-19,-0.2532
2012-12-20,-0.6347
2012-12-21,0.3577
2012-12-24,1.9857
2012-12-26,-0.4493
2012-12-27,-1.9809
2012-12-28,-0.5628
2012-12-31,0.7461
2013-01-02,2.2727
2013-01-03,0.2497
2013-01-04,0.3238
2013-01-07,-0.9682
2013-01-08,1.103
2013-01-09,-0.2232
2013-01-10,-0.2237
2013-01-11,2.5654
2013-01-14,1.2142
2013-01-15,1.2955999999999999
2013-01-16,-0.45
2013-01-17,5.2581
2013-01-18,0.6555
2013-01-22,1.9088
2013-01-23,-0.022
2013-01-24,1.2784
2013-01-25,-0.5876
2013-01-28,-0.5254
2013-01-29,0.7702
2013-01-30,-1.3977
2013-01-31,0.3544
2013-02-01,0.8828
2013-02-04,-1.2907
2013-02-05,1.219
2013-02-06,0.3284
2013-02-07,0.1528
2013-02-08,0.8934
2013-02-11,-0.3888
2013-02-12,-0.1735
2013-02-13,1.629
2013-02-14,-0.0641
2013-02-15,-0.1069
2013-02-19,0.5352
2013-02-20,-2.0443
2013-02-21,6.5217
2013-02-22,-0.5918
2013-02-25,-2.8947000000000003
2013-02-26,-0.8668
2013-02-27,-0.5118
2013-02-28,3.7298999999999998
2013-03-01,0.8679
2013-03-04,-0.6966
2013-03-05,0.6189
2013-03-06,0.7382
2013-03-07,-0.346
2013-03-08,0.6536
2013-03-11,0.8726
2013-03-12,-0.523
2013-03-13,-0.0607
2013-03-14,0.6273
2013-03-15,0.2212
2013-03-18,1.9262000000000001
2013-03-19,0.5512
2013-03-20,1.3117
2013-03-21,0.3285
2013-03-22,-0.9052
2013-03-25,0.4665
2013-03-26,2.2635
2013-03-27,-1.0972
2013-03-28,0.7842
2013-04-01,-1.9548
2013-04-02,-0.542
2013-04-03,-3.3476
2013-04-04,0.9666
2013-04-05,0.1795
2013-04-08,-0.219
2013-04-09,0.6185
2013-04-10,1.3087
2013-04-11,1.0178
2013-04-12,-1.7438
2013-04-15,-5.8963
2013-04-16,3.7720000000000002
2013-04-17,-1.2318
2013-04-18,-1.7583
2013-04-19,1.8939
2013-04-22,0.3472
2013-04-23,1.1398
2013-04-24,0.161
2013-04-25,-8.7201
2013-04-26,0.0
2013-04-29,0.8365
