ticker,WIZP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-08-06,15.3846
2008-08-07,16.6667
2008-08-08,14.2857
2008-08-19,0.0
2008-08-21,-15.0
2008-09-03,41.1765
2008-09-08,-16.6667
2008-09-19,0.0
2009-05-05,-17.5
2011-05-17,-84.8485
2011-11-03,4.0
2011-11-23,438.4615
2011-11-25,20.0
2011-11-28,1.1905000000000001
2011-11-29,-1.7647
2011-11-30,3.5928
2011-12-07,12.1387
2011-12-13,1.0309
2011-12-14,-3.0612
2011-12-15,0.0
2011-12-16,-0.5263
2011-12-19,-13.7566
2011-12-20,-6.135
2011-12-21,6.5359
2011-12-28,-1.8405
2011-12-29,-6.25
2011-12-30,33.3333
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-10,0.0
2012-01-11,-5.0
2012-01-13,0.5263
2012-01-17,0.0
2012-01-19,2.0942
2012-01-20,2.5641
2012-01-23,0.5
2012-01-26,-0.4975
2012-01-30,0.5
2012-01-31,9.9502
2012-02-01,-4.9774
2012-02-02,0.4762
2012-02-03,2.8436
2012-02-06,3.6866
2012-02-07,11.1111
2012-02-08,9.6
2012-02-09,-3.2847
2012-02-10,9.434
2012-02-13,20.6897
2012-02-14,-4.8571
2012-02-15,-6.9069
2012-02-16,7.7419
2012-02-17,-7.1856
2012-02-21,0.0
2012-02-22,0.0
2012-02-23,4.8387
2012-02-24,-1.5385
2012-03-08,4.6875
2012-03-09,-0.2985
2012-03-13,-25.1497
2012-03-16,33.6
2012-03-20,-0.8982
2012-03-23,-0.3021
2012-03-27,-24.2424
2012-03-28,31.6
2012-04-23,-1.2158
2012-04-25,0.0
2012-04-30,-12.9231
2012-05-01,9.5406
2012-05-15,-6.7742
2012-05-16,3.4602
2012-05-24,-0.3344
2012-05-31,0.0
2012-06-21,-0.6711
2012-06-22,0.0
2012-06-25,0.0
2012-06-28,0.0
2012-07-05,-0.3378
2012-07-09,0.0
2012-07-11,0.0
2012-07-23,-0.678
2012-07-31,0.0
2012-08-06,-1.0239
2012-09-12,-17.5862
2012-09-19,-82.8452
2012-09-20,478.0488
2012-10-03,-1.2658
2012-12-13,-48.7179
2012-12-14,25.0
2012-12-21,0.0
2012-12-27,0.0
2013-01-02,-39.3333
2013-01-07,7.6923
2013-01-31,52.0408
2013-02-04,-32.8859
2013-02-05,-2.0
2013-02-06,21.4286
2013-02-07,-17.647100000000002
2013-02-19,21.4286
2013-02-25,0.0
2013-02-26,0.0
2013-03-12,5.042
