ticker,LBRG US Equity
2011-02-25,-10.0
2011-02-28,22.2222
2011-03-01,-9.0909
2011-03-02,-40.0
2011-03-03,-33.3333
2011-03-04,37.5
2011-03-08,45.4545
2011-03-09,0.0
2011-03-10,0.0
2011-03-14,6.25
2011-03-15,-29.4118
2011-03-16,25.0
2011-03-18,0.0
2011-03-21,20.0
2011-03-22,0.0
2011-03-25,-44.4444
2011-03-29,60.0
2011-04-05,-25.0
2011-04-06,50.0
2011-04-12,-33.3333
2011-04-25,-16.6667
2011-04-29,-17.5
2011-05-03,69.697
2011-05-04,-42.8571
2011-05-05,-25.0
2011-05-06,0.0
2011-05-09,33.3333
2011-05-10,-46.875
2011-05-11,-5.8824
2011-05-16,0.0
2011-05-17,134.375
2011-05-18,6.6667
2011-05-19,-3.75
2011-05-20,-16.8831
2011-05-25,0.0
2011-06-01,3.125
2011-06-03,21.2121
2011-06-06,-63.75
2011-06-07,27.5862
2011-06-08,0.0
2011-06-13,-5.4054
2011-06-21,-14.2857
2011-06-27,16.6667
2011-06-29,31.4286
2011-06-30,-8.6957
2011-07-01,0.0
2011-07-05,-4.7619
2011-07-06,0.0
2011-07-07,0.0
2011-07-18,-25.0
2011-08-02,6.6667
2011-08-03,9.375
2011-08-04,-25.7143
2011-08-05,-26.9231
2011-08-17,110.5263
2011-08-18,-27.5
2011-08-22,10.3448
2011-08-23,18.75
2011-08-24,0.0
2011-08-25,10.526299999999999
2011-08-30,-23.8095
2011-08-31,84.375
2011-09-01,-18.6441
2011-09-02,0.0
2011-09-06,-50.0
2011-09-07,54.1667
2011-09-12,0.0
2011-09-15,-35.1351
2011-09-16,0.0
2011-09-20,20.8333
2011-09-30,-17.2414
2011-10-07,20.8333
2011-10-10,-6.8966
2011-10-19,-3.7037
2011-10-28,23.0769
2011-11-04,-25.0
2011-11-17,0.0
2011-12-02,8.3333
2011-12-07,15.3846
2011-12-20,0.0
2011-12-30,-20.0
2012-01-13,-12.5
2012-01-19,0.0
2012-02-13,4.7619
2012-02-29,118.1818
2012-03-19,-50.0
2012-04-13,0.0
2012-04-25,20.8333
2012-06-04,-34.4828
2012-06-05,0.0
2012-06-20,-5.2632
2012-06-22,-44.4444
2012-06-26,80.0
2012-06-27,-44.4444
2012-07-02,-80.0
2012-07-10,1500.0
2012-08-07,50.0
2012-11-21,-95.8333
2012-12-17,1100.0
2013-02-11,-66.6667
2013-03-22,200.0
2013-03-27,-25.0
2013-04-04,-55.5556
2013-04-29,0.0
2013-05-08,-25.0
2013-06-03,0.0
2013-08-13,33.3333
2013-09-05,-37.5
2013-09-10,340.0
2013-09-11,-54.5455
2013-09-12,0.0
2013-09-13,0.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,-20.0
2013-09-20,-25.0
2013-11-04,33.3333
2013-11-06,0.0
2013-11-14,0.0
2013-12-27,0.0
2014-01-10,0.0
2014-01-22,0.0
2014-04-17,175.0
2014-04-21,-36.3636
2014-05-05,28.5714
2014-05-19,33.3333
2014-05-20,-41.6667
2014-06-30,0.0
2014-07-07,0.0
2014-08-01,71.4286
2014-08-11,0.0
2014-08-20,-41.6667
2014-09-09,0.0
2014-09-15,0.0
2014-10-06,-21.4286
2014-12-12,-45.4545
2014-12-30,0.0
2015-01-12,0.0
2015-02-23,0.0
2015-03-02,0.0
2015-04-14,83.3333
2015-04-16,-45.4545
2015-05-04,-16.6667
2015-06-09,0.0
2015-06-29,0.0
2015-08-13,0.0
2015-11-20,280.0
2015-11-23,-5.2632
2015-11-25,77.7778
2015-11-30,18.75
2015-12-10,-50.0
2015-12-18,152.6316
2015-12-21,-39.5833
2015-12-22,0.0
2015-12-29,-10.3448
2016-01-06,3.8462
2016-01-08,18.5185
2016-01-14,-6.25
2016-01-19,-3.3333
2016-02-02,0.0
2016-02-03,-6.8966
2016-02-16,18.5185
2016-02-17,34.375
2016-02-19,-25.5814
2016-03-01,-15.625
2016-03-08,14.8148
2016-03-16,80.6452
2016-03-17,157.1429
2016-03-18,-44.4444
2016-03-21,-20.0
2016-03-22,-25.0
2016-03-31,-10.4167
2016-04-01,11.6279
2016-04-07,-12.5
2016-04-11,-4.7619
2016-04-15,-15.0
2016-04-19,32.3529
2016-04-20,66.6667
2016-04-21,0.0
2016-04-26,-21.3333
2016-05-03,0.0
2016-05-05,35.5932
2016-05-09,20.0
2016-05-10,3.125
2016-05-11,29.2929
2016-05-12,31.25
2016-05-13,33.3333
2016-05-16,-46.4286
2016-05-17,6.6667
2016-05-18,-37.5
2016-05-19,50.0
2016-05-20,-8.3333
2016-05-23,17.2727
2016-05-24,-0.7752
2016-05-25,25.0
2016-05-26,-1.25
2016-05-27,18.3544
2016-05-31,-22.9947
2016-06-01,11.1111
2016-06-02,10.0
2016-06-06,-1.1364
2016-06-09,-44.8276
2016-06-10,-16.6667
2016-06-14,40.0
2016-06-16,-16.0714
2016-06-17,0.0
2016-06-20,36.1702
2016-06-21,18.75
2016-06-22,1.9737
2016-06-23,-17.4194
2016-06-24,10.1562
2016-06-28,11.3475
2016-06-30,3.8217
2016-07-01,-10.4294
2016-07-07,86.3014
2016-07-08,-21.6912
2016-07-11,-17.3709
2016-07-12,9.0909
2016-07-13,0.0
2016-07-14,-16.6667
2016-07-15,30.0
2016-07-18,7.6923
2016-07-19,7.1429
2016-07-21,-33.3333
2016-07-22,0.0
2016-07-25,36.875
2016-07-26,-19.6347
2016-07-27,-9.0909
2016-07-28,11.25
2016-07-29,16.8539
2016-08-01,-23.0769
2016-08-02,0.0
2016-08-04,0.0
2016-08-05,100.0
2016-08-08,-10.0
2016-08-09,-8.3333
2016-08-10,7.9545
2016-08-11,-1.7544
2016-08-12,-6.0714
2016-08-15,33.8403
2016-08-16,-31.8182
2016-08-18,20.0
2016-08-19,0.0
2016-08-22,2.4306
2016-08-23,-13.2203
2016-08-24,6.25
2016-08-25,-5.8824
2016-08-26,49.2188
2016-08-29,-15.7068
2016-08-30,13.6646
2016-08-31,9.2896
2016-09-02,0.0
2016-09-06,60.0
2016-09-07,18.75
2016-09-08,-37.8947
2016-09-09,-16.5254
2016-09-12,21.8274
2016-09-13,0.0
2016-09-14,-8.3333
2016-09-15,25.0
2016-09-16,2.3636
2016-09-19,10.8348
2016-09-20,1.6026
2016-09-21,-36.9085
2016-09-22,16.75
2016-09-23,-3.6403
2016-09-26,-6.8889
2016-09-27,-15.5131
2016-09-28,16.9492
2016-09-29,-18.3575
2016-09-30,-0.5917
2016-10-03,-13.6905
2016-10-11,0.3448
2016-10-12,1.0309
2016-10-13,-7.483
2016-10-14,47.0588
2016-10-17,-4.75
2016-10-18,4.9869
2016-10-19,-20.0
2016-10-20,-3.4375
2016-10-21,-13.9159
2016-10-24,14.2857
2016-10-25,-25.6579
2016-10-26,6.1947
2016-10-27,19.1667
2016-10-28,9.0909
2016-10-31,-9.9359
2016-11-02,-3.2028
2016-11-03,-11.7647
2016-11-04,13.75
2016-11-07,-17.9487
2016-11-08,32.1429
2016-11-09,-2.7027
2016-11-10,22.2222
2016-11-11,-2.5568
2016-11-14,-6.7055
2016-11-15,50.0
2016-11-16,0.0
2016-11-17,-2.7083
2016-11-18,-10.9208
2016-11-21,0.0
2016-11-22,-19.2308
2016-11-25,19.0476
2016-11-28,96.0
2016-11-29,-26.148
2016-11-30,-5.3541
2016-12-01,-0.1825
2016-12-02,-4.936
2016-12-06,-6.9231
2016-12-07,13.0165
2016-12-08,17.0018
2016-12-09,0.0
2016-12-13,5.9375
2016-12-14,0.0
2016-12-16,-19.764
2016-12-19,-8.4559
2016-12-20,2.8112
2016-12-21,-21.875
2016-12-23,-20.0
2016-12-27,-16.875
2016-12-29,20.3008
2016-12-30,-19.6875
2017-01-03,30.7393
2017-01-04,0.0
2017-01-06,19.0476
2017-01-09,0.0
2017-01-10,69.5
2017-01-11,-5.6047
2017-01-12,10.0
2017-01-13,-8.6648
2017-01-17,9.4868
2017-01-18,6.8182
2017-01-23,-6.383
2017-01-24,2.2727
2017-01-26,-6.6667
2017-01-27,-4.7619
2017-01-30,-2.5
2017-01-31,-11.538499999999999
2017-02-01,-28.985500000000002
2017-02-02,2.0408
2017-02-03,8.0
2017-02-06,1.3889
2017-02-10,-11.6438
2017-02-16,13.6951
2017-02-17,0.0
2017-02-22,-24.5455
2017-02-23,31.9277
2017-02-24,-3.1963
2017-03-03,-6.1321
2017-03-06,-6.0302
2017-03-13,-44.385
2017-03-17,92.3077
2017-03-22,7.5
2017-03-27,-25.5814
2017-03-28,-25.0
2017-03-30,158.75
2017-03-31,54.5894
2017-04-03,8.3333
2017-04-04,-7.6923
2017-04-05,-21.875
2017-04-06,26.9333
2017-04-07,17.647100000000002
2017-04-10,-7.3214
2017-04-11,4.817
2017-04-12,-4.5956
2017-04-13,-1.9268
2017-04-18,0.5894
2017-04-20,-6.25
2017-04-24,7.5
2017-04-27,8.5271
2017-04-28,35.5357
2017-05-02,-6.1924
2017-05-04,-4.4944
2017-05-05,-5.2941
2017-05-08,5.5901
2017-05-09,0.0
2017-05-10,-6.25
2017-05-15,-6.0392
2017-05-16,6.8447
2017-05-17,-2.5
2017-05-19,0.0
2017-05-22,-32.4519
2017-05-23,42.1115
2017-05-24,-39.8998
2017-05-25,0.0
2017-05-26,15.5556
2017-05-30,-2.1635
2017-05-31,-11.7936
2017-06-01,0.0
2017-06-02,-10.8635
2017-06-05,-12.1875
2017-06-06,9.6085
2017-06-07,0.0
2017-06-08,-5.4779
2017-06-12,-1.3492
2017-06-13,22.2758
2017-06-14,57.1861
2017-06-15,0.0
2017-06-16,-15.942
2017-06-19,0.0
2017-06-20,20.5172
2017-06-21,-5.422
2017-06-22,-16.8053
2017-06-23,-9.2727
2017-06-27,-0.4008
2017-06-28,-21.3078
2017-06-29,-1.5596999999999999
2017-06-30,-7.7922
2017-07-06,-6.0
2017-07-07,16.0623
2017-07-10,-2.143
2017-07-11,28.496
2017-07-13,-7.5975
2017-07-14,2.4444
2017-07-17,-16.0521
2017-07-18,2.0672
2017-07-19,21.519
2017-07-20,-6.25
2017-07-21,11.1111
2017-07-27,0.0
2017-07-28,20.0
2017-08-02,-16.6667
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,-12.0
2017-08-08,-7.5682
2017-08-09,3.762
2017-08-11,-26.5403
2017-08-14,-22.5806
2017-08-16,29.1667
2017-08-17,-0.3226
2017-08-21,-0.3236
2017-08-23,45.7792
2017-08-24,7.1492
2017-08-25,-10.6215
2017-08-30,-48.8372
2017-08-31,-10.0
2017-09-01,9.1414
2017-09-05,11.0597
2017-09-06,-4.1667
2017-09-11,0.0
2017-09-12,-4.3478
2017-09-15,-9.5455
2017-09-18,-1.5074999999999998
2017-09-19,1.5306
2017-09-21,0.5025
2017-10-02,-7.45
2017-10-03,7.5095
2017-10-05,133.2161
2017-10-11,-14.0271
2017-10-12,-45.1128
2017-10-13,-17.2146
2017-10-16,19.1395
2017-10-18,-3.2407
2017-10-19,5.2632
2017-10-20,-27.2727
2017-10-23,22.3125
2017-10-24,-3.4236
2017-10-25,17.9894
2017-10-27,13.901299999999999
2017-10-31,-1.5748
2017-11-01,7.8
2017-11-02,16.5863
2017-11-03,9.8027
2017-11-07,-8.4058
2017-11-08,1.2658
2017-11-13,25.0
2017-11-14,-21.0
2017-11-15,-9.4937
2017-11-16,-12.5874
2017-11-17,10.0
2017-11-20,0.0364
2017-11-30,1.7812000000000001
2017-12-01,-5.3571
2017-12-04,-14.717
2017-12-06,10.6195
2017-12-07,-10.32
2017-12-11,-11.24
2017-12-12,-11.407
2017-12-13,13.443
2017-12-14,41.3
2017-12-15,-2.6893000000000002
2017-12-18,-3.7455
2017-12-19,-31.6207
2017-12-20,21.547
2017-12-21,0.0
2017-12-26,-3.2636
2017-12-29,1.4942
2018-01-02,22.2222
2018-01-03,-24.3561
2018-01-04,9.4642
2018-01-05,12.9918
2018-01-08,0.4049
2018-01-16,-14.0323
2018-01-17,-0.8912
2018-01-19,-6.2943999999999996
2018-01-22,10.6061
2018-01-25,0.4566
2018-02-02,-10.4545
2018-02-06,1.5228000000000002
2018-02-12,-5.0
2018-03-02,-10.1316
2018-03-12,-4.1874
2018-03-13,-34.5966
2018-03-16,56.0748
2018-03-19,7.7844
2018-03-20,0.0
2018-04-02,-4.4444
2018-04-03,27.6163
2018-04-04,-3.8724
2018-04-06,-26.5403
2018-04-11,5.1613
2018-04-12,0.0
2018-04-18,-32.5153
2018-04-20,48.1818
2018-05-09,-26.3804
2018-05-11,15.8333
2018-05-22,36.6906
2018-05-30,9.473700000000001
2018-06-01,5.7692
2018-06-06,-3.4091
2018-06-11,-5.8824
2018-06-15,0.0
2018-06-22,0.0
2018-06-27,-27.75
2018-07-02,24.5675
2018-07-03,18.9444
2018-07-06,2.6156
2018-07-09,2.4124
2018-07-10,0.0
2018-07-16,-23.1111
2018-07-18,-24.8555
2018-07-20,-19.2308
2018-07-27,23.8095
2018-07-30,-7.6923
2018-08-01,25.0
2018-08-03,-26.6667
2018-08-06,-18.1818
2018-08-08,0.0
2018-08-09,11.1111
2018-08-23,-9.0
2018-09-12,-2.1978
2018-09-19,-75.2809
2018-09-20,263.6364
2018-09-21,25.0
2018-09-25,-49.0
2018-09-28,96.0784
2018-10-01,49.0
2018-10-02,8.7248
2018-10-08,29.6296
2018-10-09,-57.1429
2018-10-10,76.6667
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,0.6289
2018-10-23,-9.375
2018-10-24,-26.8966
2018-10-25,-26.4151
2018-11-14,-10.3846
2018-11-20,-11.3019
2018-11-21,-1.6129
2018-11-27,0.0
2018-11-28,31.1475
2018-12-03,-37.5
2018-12-04,60.0
2018-12-06,25.0
2018-12-11,1.0
2018-12-14,21.8812
2018-12-17,-2.5183
2018-12-20,0.0
2018-12-28,-16.6667
2019-01-09,14.0
2019-01-11,-7.8947
2019-01-14,28.5714
2019-01-15,-3.7037
2019-01-16,-7.6923
2019-01-18,35.0
2019-01-24,0.6173
2019-01-29,-7.9755
2019-01-30,33.3333
2019-02-01,17.5
2019-02-04,0.0
2019-02-05,9.9149
2019-02-12,-22.3384
2019-02-13,32.1037
2019-02-14,-3.0189
2019-02-19,-28.4047
2019-02-27,-13.0435
2019-02-28,0.0
2019-03-19,-25.0
2019-03-29,83.3333
2019-04-15,-31.8182
2019-05-07,-33.3333
2019-06-03,-15.0
2019-06-21,-22.352899999999998
2019-06-26,-28.7879
2019-07-11,70.2128
2019-07-19,21.25
2019-07-22,3.0928
2019-08-02,30.0
2019-08-05,23.0769
2019-08-09,0.0
2019-08-20,-14.8438
2019-08-23,-4.5872
2019-09-23,-30.0
2019-10-07,0.0
2019-10-14,-45.0549
2019-10-25,0.0
2019-11-11,12.0
2019-11-15,41.0714
2019-11-19,-6.3291
2019-11-21,-10.8108
2019-12-30,-45.4545
2019-12-31,83.3333
2020-01-02,7.5758
2020-01-08,5.6338
2020-01-09,33.3333
2020-01-17,-25.0
2020-01-24,6.6667
2020-01-29,0.0
2020-02-13,-30.0
2020-02-20,7.1429
2020-02-27,27.3333
2020-03-05,-34.555
2020-03-13,21.6
2020-03-16,46.3816
2020-03-19,-43.8202
2020-03-27,78.0
2020-04-21,-59.5506
2020-05-05,8.3333
2020-05-19,15.3846
2020-06-05,90.0
2020-06-25,-25.1462
2020-06-26,0.0
2020-07-01,-14.0625
2020-07-06,0.0
2020-07-07,18.1818
