ticker,SRRK US Equity
2018-10-11,-3.4595000000000002
2018-10-12,2.7996
2018-10-15,-1.634
2018-10-16,1.3289
2018-10-17,4.6448
2018-10-18,0.8355
2018-10-19,8.0269
2018-10-22,9.4439
2018-10-23,-1.1827
2018-10-24,-6.4716000000000005
2018-10-25,13.0806
2018-10-26,-0.1257
2018-10-29,1.6366
2018-10-30,-8.7118
2018-10-31,6.2415
2018-11-01,-0.2554
2018-11-02,1.8353000000000002
2018-11-05,-1.1316
2018-11-06,-0.1272
2018-11-07,3.9474
2018-11-08,0.1225
2018-11-09,1.9167999999999998
2018-11-12,-7.2829
2018-11-13,-4.877
2018-11-14,0.3176
2018-11-15,-6.0154
2018-11-16,-3.4649
2018-11-19,2.2931
2018-11-20,7.6511
2018-11-21,-1.9013
2018-11-23,2.7227
2018-11-26,4.6271
2018-11-27,-2.2757
2018-11-28,5.4482
2018-11-29,2.6667
2018-11-30,-1.1364
2018-12-03,1.8473000000000002
2018-12-04,-0.927
2018-12-06,-1.6680000000000001
2018-12-07,-0.331
2018-12-10,6.4757
2018-12-11,4.7173
2018-12-12,7.1109
2018-12-13,-6.187
2018-12-14,-2.7418
2018-12-17,-9.181
2018-12-18,-5.6208
2018-12-19,-10.1778
2018-12-20,-2.8204000000000002
2018-12-21,-2.2403
2018-12-24,-1.5104
2018-12-26,12.4273
2018-12-27,11.6181
2018-12-28,-10.0716
2018-12-31,7.6382
2019-01-02,-5.9643
2019-01-03,-2.8241
2019-01-04,2.1915
2019-01-07,3.8695
2019-01-08,-7.1813
2019-01-09,-2.3694
2019-01-10,-4.7548
2019-01-11,-3.6921
2019-01-14,-10.6911
2019-01-15,-1.0278
2019-01-16,-2.6878
2019-01-17,-0.4394
2019-01-18,-0.6936
2019-01-22,-6.6032
2019-01-23,7.138
2019-01-24,-9.6447
2019-01-25,16.5028
2019-01-28,-3.6769
2019-01-29,-4.1302
2019-01-30,1.1749
2019-01-31,-2.5161
2019-02-01,10.1919
2019-02-04,3.1832
2019-02-05,2.2119
2019-02-06,-4.5558
2019-02-07,-4.4153
2019-02-08,3.0587
2019-02-11,-1.9988000000000001
2019-02-12,-0.8653
2019-02-13,2.1197
2019-02-14,0.6716
2019-02-15,11.0976
2019-02-19,-5.0218
2019-02-20,3.5057
2019-02-21,-5.8301
2019-02-22,9.4929
2019-02-25,-0.3231
2019-02-26,-1.1345
2019-02-27,-1.6393
2019-02-28,3.4444
2019-03-01,-4.6187000000000005
2019-03-04,2.0833
2019-03-05,-1.4892
2019-03-06,-7.6708
2019-03-07,-3.6386
2019-03-08,-1.1957
2019-03-11,1.3376000000000001
2019-03-12,1.3828
2019-03-13,8.4315
2019-03-14,0.4574
2019-03-15,2.9596
2019-03-18,5.3897
2019-03-19,4.2224
2019-03-20,-4.3785
2019-03-21,1.4737
2019-03-22,-3.9938000000000002
2019-03-25,1.0265
2019-03-26,2.2995
2019-03-27,-1.2023
2019-03-28,-0.4233
2019-03-29,-0.1594
2019-04-01,-2.7142
2019-04-02,-1.5316999999999998
2019-04-03,5.9444
2019-04-04,-1.7829000000000002
2019-04-05,-0.2136
2019-04-08,-4.9224
2019-04-09,-4.6145
2019-04-10,-1.2389000000000001
2019-04-11,-0.1195
2019-04-12,-3.3493
2019-04-15,-2.2277
2019-04-16,0.0
2019-04-17,6.0127
2019-04-18,4.0597
2019-04-22,-1.8933
2019-04-23,2.8655
2019-04-24,2.3877
2019-04-25,2.4986
2019-04-26,9.0466
2019-04-29,9.2896
2019-04-30,-3.2727
2019-05-01,-1.3628
2019-05-02,-0.0953
2019-05-03,5.1979
2019-05-06,1.7679
2019-05-07,-2.4944
2019-05-08,-0.7309
2019-05-09,-2.5770999999999997
2019-05-10,-0.4724
2019-05-13,-6.4547
2019-05-14,-0.5581
2019-05-15,6.7857
2019-05-16,5.2556
2019-05-17,-2.8597
2019-05-20,-4.0187
2019-05-21,3.2619
2019-05-22,-3.0646
2019-05-23,-6.7607
2019-05-24,1.3563
2019-05-28,2.6763
2019-05-29,-4.812
2019-05-30,-1.1585
2019-05-31,-2.2909
2019-06-03,-0.5998
2019-06-04,-4.0592
2019-06-05,-3.259
2019-06-06,1.6548
2019-06-07,2.907
2019-06-10,-0.791
2019-06-11,-1.3667
2019-06-12,0.9815
2019-06-13,7.1469
2019-06-14,-8.8047
2019-06-17,10.1229
2019-06-18,7.5452
2019-06-19,-15.3656
2019-06-20,-14.711
2019-06-21,0.0684
2019-06-24,2.052
2019-06-25,0.2011
2019-06-26,0.3344
2019-06-27,0.0667
2019-06-28,5.6629000000000005
2019-07-01,-2.2699
2019-07-02,-4.4516
2019-07-03,3.106
2019-07-05,1.2443
2019-07-08,-0.1294
2019-07-09,1.8135
2019-07-10,-0.5089
2019-07-11,-3.0691
2019-07-12,-2.5066
2019-07-15,-2.9093
2019-07-16,-4.5296
2019-07-17,0.5109
2019-07-18,-0.5084
2019-07-19,-4.0146
2019-07-22,-3.1939
2019-07-23,0.0786
2019-07-24,1.2559
2019-07-25,-5.2713
2019-07-26,1.6367
2019-07-29,-0.3221
2019-07-30,0.1616
2019-07-31,-0.8871
2019-08-01,-1.4646
2019-08-02,-10.5698
2019-08-05,-3.9705
2019-08-06,7.5
2019-08-07,0.6261
2019-08-08,-2.4
2019-08-09,-3.3698
2019-08-12,-3.77
2019-08-13,1.0774
2019-08-14,3.7791
2019-08-15,-2.8945
2019-08-16,2.8846
2019-08-19,7.9439
2019-08-20,-2.684
2019-08-21,12.0107
2019-08-22,-5.004
2019-08-23,-10.0334
2019-08-26,1.0223
2019-08-27,-1.2879
2019-08-28,-3.8211
2019-08-29,5.4264
2019-08-30,-2.6654
2019-09-03,-8.3097
2019-09-04,1.1329
2019-09-05,8.4521
2019-09-06,-1.4085
2019-09-09,-0.381
2019-09-10,9.9426
2019-09-11,5.2174
2019-09-12,8.0165
2019-09-13,-5.7383
2019-09-16,-4.789
2019-09-17,0.9378
2019-09-18,-5.9966
2019-09-19,-2.1563
2019-09-20,2.0202
2019-09-23,1.1701
2019-09-24,-7.8292
2019-09-25,1.0618
2019-09-26,-7.6409
2019-09-27,-1.0341
2019-09-30,-6.4786
2019-10-01,3.1285
2019-10-02,1.0834
2019-10-03,0.7503
2019-10-04,-0.4255
2019-10-07,0.0
2019-10-08,-3.953
2019-10-09,1.6684999999999999
2019-10-10,0.9847
2019-10-11,1.8418
2019-10-14,-3.5106
2019-10-15,3.0871
2019-10-16,0.0
2019-10-17,1.0695000000000001
2019-10-18,-3.9153000000000002
2019-10-21,1.2115
2019-10-22,2.2851
2019-10-23,-2.0213
2019-10-24,-1.5201
2019-10-25,-1.4333
2019-10-28,-3.5794
2019-10-29,-2.5522
2019-10-30,5.119
2019-10-31,4.7565
2019-11-01,5.4054
2019-11-04,-1.5385
2019-11-05,-0.7292
2019-11-06,-1.0493
2019-11-07,-2.0148
2019-11-08,-2.4892
2019-11-11,-0.6659
2019-11-12,-2.4581
2019-11-13,-5.2692
2019-11-14,-0.8464
2019-11-15,-6.7073
2019-11-18,-5.8824
2019-11-19,14.5833
2019-11-20,6.4242
2019-11-21,7.5171
2019-11-22,12.0763
2019-11-25,-11.3422
2019-11-26,3.9446
2019-11-27,-7.5897
2019-11-29,-5.5494
2019-12-02,0.3525
2019-12-03,-2.8103
2019-12-04,0.6024
2019-12-05,-4.3114
2019-12-06,6.1327
2019-12-09,3.4198
2019-12-10,6.2714
2019-12-11,7.5107
2019-12-12,4.491
2019-12-13,-1.8147
2019-12-16,-0.2918
2019-12-17,12.0
2019-12-18,0.784
2019-12-19,-3.1979
2019-12-20,1.875
2019-12-23,8.0631
2019-12-24,5.515
2019-12-26,1.4604
2019-12-27,-1.4394
2019-12-30,0.6149
2019-12-31,0.6875
2020-01-02,-7.4355
2020-01-03,0.7377
2020-01-06,-0.3255
2020-01-07,2.2857
2020-01-08,0.399
2020-01-09,2.3847
2020-01-10,-2.9503
2020-01-13,-6.08
2020-01-14,-2.385
2020-01-15,-2.8796
2020-01-16,-3.5939
2020-01-17,1.4910999999999999
2020-01-21,-1.3774
2020-01-22,-5.2142
2020-01-23,-0.8841
2020-01-24,-4.559
2020-01-27,0.2077
2020-01-28,15.2332
2020-01-29,7.0144
2020-01-30,8.4034
2020-01-31,-4.7287
2020-02-03,0.6509
2020-02-04,5.6589
2020-02-05,3.2135
2020-02-06,0.2224
2020-02-07,-0.4438
2020-02-10,9.7325
2020-02-11,-7.2444
2020-02-12,-0.073
2020-02-13,-3.0679
2020-02-14,-0.3768
2020-02-18,3.177
2020-02-19,4.6921
2020-02-20,1.4706000000000001
2020-02-21,-1.2422
2020-02-24,14.116
2020-02-25,4.9602
2020-02-26,-11.0268
2020-02-27,-8.2623
2020-02-28,0.8578
2020-03-02,4.8193
2020-03-03,-1.0142
2020-03-04,8.8798
2020-03-05,-3.074
2020-03-06,-0.2589
2020-03-09,-7.7223
2020-03-10,10.4782
2020-03-11,-5.4106
2020-03-12,0.7402
2020-03-13,3.5404
2020-03-16,-7.6129
2020-03-17,13.4777
2020-03-18,-4.6769
2020-03-19,-2.1304
2020-03-20,-1.0554
2020-03-23,-1.6667
2020-03-24,-7.0508
2020-03-25,-4.5952
2020-03-26,15.1376
2020-03-27,-10.8898
2020-03-30,3.5768
2020-03-31,-12.8777
2020-04-01,-14.3683
2020-04-02,23.3365
2020-04-03,12.744299999999999
2020-04-06,0.4161
2020-04-07,3.1077
2020-04-08,1.4735
2020-04-09,-3.0362999999999998
2020-04-13,4.1525
2020-04-14,0.719
2020-04-15,-1.3628
2020-04-16,-0.3947
2020-04-17,2.7081
2020-04-20,11.3826
2020-04-21,9.1801
2020-04-22,0.2115
2020-04-23,-6.2797
2020-04-24,-0.732
2020-04-27,0.0567
2020-04-28,-6.576
2020-04-29,8.4345
2020-04-30,-8.0582
2020-05-01,-8.4601
2020-05-04,2.6596
2020-05-05,3.1736
2020-05-06,4.3942
2020-05-07,-6.3139
2020-05-08,1.6046
2020-05-11,6.633
2020-05-12,5.2725
2020-05-13,3.6016
2020-05-14,-12.6018
2020-05-15,5.4071
2020-05-18,1.8868
2020-05-19,4.5718
2020-05-20,8.9098
2020-05-21,-3.4045
2020-05-22,-2.3146
2020-05-26,8.5083
2020-05-27,-4.268
2020-05-28,-5.858
2020-05-29,1.3216
2020-06-01,-5.6522
2020-06-02,-0.9217
2020-06-03,-5.407
2020-06-04,-2.8888
2020-06-05,7.5316
2020-06-08,0.8829
2020-06-09,-0.5251
2020-06-10,-0.9384
2020-06-11,-6.2759
2020-06-12,9.0967
2020-06-15,1.795
2020-06-16,0.3982
2020-06-17,-0.7365
2020-06-18,-0.3995
2020-06-19,8.0802
2020-06-22,1.1665
2020-06-23,2.2013
2020-06-24,1.7436
2020-06-25,4.0323
2020-06-26,-4.6512
2020-06-29,-7.8252
2020-06-30,0.3859
2020-07-01,-4.1735
2020-07-02,0.8596
2020-07-06,-3.125
2020-07-07,-0.0587
2020-07-08,-1.4085
2020-07-09,-2.3214
2020-07-10,-3.5954
2020-07-13,-2.7180999999999997
2020-07-14,-4.8733
2020-07-15,-3.8251
2020-07-16,-1.7755999999999998
2020-07-17,0.1446
2020-07-20,-2.7437
2020-07-21,-5.1967
2020-07-22,-3.1323
2020-07-23,-6.1439
2020-07-24,-4.3928
2020-07-27,2.5225
2020-07-28,0.7909
2020-07-29,-8.1081
2020-07-30,7.8748000000000005
2020-07-31,-0.7036
