ticker,AL US Equity
2011-09-08,-1.0101
2011-09-09,-2.0872
2011-09-12,-3.7897
2011-09-13,3.3973
2011-09-14,-1.1429
2011-09-15,-1.9268
2011-09-16,-0.5894
2011-09-19,-1.087
2011-09-20,-1.2987
2011-09-21,-0.5567
2011-09-22,0.4071
2011-09-23,0.7603
2011-09-26,2.4648
2011-09-27,3.7801
2011-09-28,-1.7029
2011-09-29,0.5775
2011-09-30,-8.134
2011-10-03,-6.4583
2011-10-04,-0.7238
2011-10-05,4.3186
2011-10-06,1.9891999999999999
2011-10-07,-2.583
2011-10-10,3.7879
2011-10-11,-1.5641
2011-10-12,-0.2119
2011-10-13,1.0085
2011-10-14,1.9968
2011-10-17,-0.2576
2011-10-18,4.3905
2011-10-19,2.3256
2011-10-20,1.0155
2011-10-21,6.4624
2011-10-24,-0.3597
2011-10-25,-1.2184
2011-10-26,1.2791000000000001
2011-10-27,3.0672
2011-10-28,-1.1379
2011-10-31,-1.151
2011-11-01,0.9852
2011-11-02,0.9313
2011-11-03,0.0
2011-11-04,0.2636
2011-11-07,-0.1315
2011-11-08,2.1501
2011-11-09,-3.0498
2011-11-10,0.4431
2011-11-11,2.1614
2011-11-14,-0.3454
2011-11-15,-2.9896000000000003
2011-11-16,-0.8933
2011-11-17,-1.3069
2011-11-18,3.5616
2011-11-21,-4.321
2011-11-22,1.4747
2011-11-23,-0.3179
2011-11-25,1.2756
2011-11-28,-1.9343
2011-11-29,0.6422
2011-11-30,2.1878
2011-12-01,2.1409
2011-12-02,1.0917
2011-12-05,0.432
2011-12-06,1.0753
2011-12-07,-0.2128
2011-12-08,-1.3646
2011-12-09,-0.562
2011-12-12,1.4783
2011-12-13,-2.2279
2011-12-14,-4.6012
2011-12-15,4.961
2011-12-16,-1.5316999999999998
2011-12-19,0.9778
2011-12-20,4.1373
2011-12-21,0.3804
2011-12-22,0.3789
2011-12-23,-1.2164
2011-12-27,0.8888
2011-12-28,-0.2076
2011-12-29,-1.0544
2011-12-30,1.0656
2012-01-03,-0.8013
2012-01-04,0.3401
2012-01-05,-0.7627
2012-01-06,-0.5978
2012-01-09,1.9759
2012-01-10,3.1171
2012-01-11,1.7974
2012-01-12,0.2809
2012-01-13,0.0
2012-01-17,-0.2801
2012-01-18,0.1605
2012-01-19,-1.883
2012-01-20,1.6742
2012-01-23,-1.245
2012-01-24,1.22
2012-01-25,2.7721999999999998
2012-01-26,-0.821
2012-01-27,-0.0394
2012-01-30,-0.6309
2012-01-31,0.2381
2012-02-01,-0.5146
2012-02-02,0.3581
2012-02-03,0.6344
2012-02-06,0.394
2012-02-07,-0.8242
2012-02-08,2.1765
2012-02-09,-1.7041
2012-02-10,-0.4334
2012-02-13,-0.1583
2012-02-14,0.6738
2012-02-15,0.1181
2012-02-16,3.8144
2012-02-17,-2.0455
2012-02-21,-1.5081
2012-02-22,0.746
2012-02-23,-1.403
2012-02-24,-1.2253
2012-02-27,-0.8003
2012-02-28,0.0
2012-02-29,-0.8068
2012-03-01,0.366
2012-03-02,-0.1216
2012-03-05,-0.9331
2012-03-06,-2.0066
2012-03-07,-0.794
2012-03-08,0.4634
2012-03-09,2.3061
2012-03-12,-0.4508
2012-03-13,0.247
2012-03-14,-1.0267
2012-03-15,-0.4149
2012-03-16,1.2917
2012-03-19,0.1645
2012-03-20,2.9158
2012-03-21,0.1596
2012-03-22,-2.7888
2012-03-23,-0.123
2012-03-26,0.8207
2012-03-27,1.4245
2012-03-28,-2.7287
2012-03-29,-1.2376
2012-03-30,0.543
2012-04-02,0.0831
2012-04-03,-0.4151
2012-04-04,-1.1255
2012-04-05,-0.8432
2012-04-09,-1.7431999999999999
2012-04-10,-1.7309
2012-04-11,2.1576
2012-04-12,1.2069
2012-04-13,-0.8092
2012-04-16,3.5208
2012-04-17,2.0324
2012-04-18,-1.4634
2012-04-19,1.4851
2012-04-20,1.2195
2012-04-23,-0.9639
2012-04-24,0.5272
2012-04-25,-0.121
2012-04-26,-1.6155
2012-04-27,-2.422
2012-04-30,-1.0517
2012-05-01,-0.5102
2012-05-02,-1.453
2012-05-03,-1.431
2012-05-04,2.0678
2012-05-07,1.5086
2012-05-08,0.552
2012-05-09,0.8024
2012-05-10,-0.7541
2012-05-11,0.8864
2012-05-14,-1.2134
2012-05-15,-5.0826
2012-05-16,0.0892
2012-05-17,-4.2354
2012-05-18,-4.0503
2012-05-21,1.116
2012-05-22,0.3839
2012-05-23,0.1912
2012-05-24,-0.5725
2012-05-25,-0.2879
2012-05-29,2.5505
2012-05-30,-0.8916
2012-05-31,-0.8996
2012-06-01,-2.4845
2012-06-04,-1.0779
2012-06-05,1.5849
2012-06-06,1.0726
2012-06-07,-1.5436999999999999
2012-06-08,-0.049
2012-06-11,-0.9804
2012-06-12,0.2475
2012-06-13,0.0
2012-06-14,-0.4938
2012-06-15,-1.2407
2012-06-18,0.201
2012-06-19,2.3069
2012-06-20,-2.7941000000000003
2012-06-21,-0.9581
2012-06-22,-1.3237999999999999
2012-06-25,-1.8576000000000001
2012-06-26,0.4206
2012-06-27,1.5707
2012-06-28,-0.6186
2012-06-29,0.5705
2012-07-02,0.1031
2012-07-03,1.1334
2012-07-05,-0.6623
2012-07-06,-1.4359
2012-07-09,-0.3642
2012-07-10,-0.6789
2012-07-11,0.368
2012-07-12,-0.4191
2012-07-13,0.3156
2012-07-16,-0.4195
2012-07-17,-1.2112
2012-07-18,-0.7463
2012-07-19,1.2889
2012-07-20,2.8102
2012-07-23,-2.1145
2012-07-24,0.2634
2012-07-25,1.051
2012-07-26,-0.156
2012-07-27,1.5104
2012-07-30,-0.5131
2012-07-31,1.4956
2012-08-01,-0.9654
2012-08-02,-0.0513
2012-08-03,5.2361
2012-08-06,0.7805
2012-08-07,2.6621
2012-08-08,-0.3772
2012-08-09,-0.6152
2012-08-10,0.0476
2012-08-13,-1.999
2012-08-14,0.2914
2012-08-15,-0.0484
2012-08-16,0.0484
2012-08-17,3.0993
2012-08-20,1.3152
2012-08-21,-1.6226
2012-08-22,0.3299
2012-08-23,-2.3016
2012-08-24,1.1058
2012-08-27,-0.9035
2012-08-28,-0.5278
2012-08-29,0.4824
2012-08-30,-0.5761
2012-08-31,-0.4346
2012-09-04,4.7527
2012-09-05,-0.2778
2012-09-06,3.9926
2012-09-07,0.2679
2012-09-10,1.024
2012-09-11,-1.9832999999999998
2012-09-12,0.6745
2012-09-13,0.0447
2012-09-14,-0.4911
2012-09-17,-1.9291
2012-09-18,-2.7904999999999998
2012-09-19,-0.4706
2012-09-20,-1.2766
2012-09-21,1.5326
2012-09-24,-0.8019
2012-09-25,-2.9482
2012-09-26,-1.0779
2012-09-27,1.4364
2012-09-28,-0.3906
2012-10-01,0.9314
2012-10-02,-0.1457
2012-10-03,-1.1187
2012-10-04,-0.2951
2012-10-05,2.22
2012-10-08,-0.1448
2012-10-09,-0.6767
2012-10-10,1.0219
2012-10-11,-0.289
2012-10-12,-0.628
2012-10-15,-0.1945
2012-10-16,0.1948
2012-10-17,-0.2431
2012-10-18,0.3411
2012-10-19,-0.5828
2012-10-22,-0.2443
2012-10-23,-0.0979
2012-10-24,-0.6863
2012-10-25,0.8391
2012-10-26,2.0558
2012-10-31,-0.1439
2012-11-01,1.1527
2012-11-02,0.0475
2012-11-05,2.2781000000000002
2012-11-06,2.7842000000000002
2012-11-07,-2.9797000000000002
2012-11-08,-0.6049
2012-11-09,3.4176
2012-11-12,1.0865
2012-11-13,1.8809
2012-11-14,-1.4066
2012-11-15,0.4012
2012-11-16,0.0444
2012-11-19,-0.6214
2012-11-20,-1.2059
2012-11-21,0.4973
2012-11-23,0.8547
2012-11-26,0.9367
2012-11-27,0.1326
2012-11-28,-0.7502
2012-11-29,0.6225
2012-11-30,-1.6792
2012-12-03,1.1685
2012-12-04,0.2221
2012-12-05,0.0443
2012-12-06,-0.0443
2012-12-07,0.6649
2012-12-10,-0.1761
2012-12-11,0.3088
2012-12-12,-1.0994
2012-12-13,-1.3338999999999999
2012-12-14,-2.2082
2012-12-17,1.2442
2012-12-18,1.0469
2012-12-19,0.0
2012-12-20,-0.9459
2012-12-21,-1.2278
2012-12-24,-0.5985
2012-12-26,-1.2506
2012-12-27,-0.3283
2012-12-28,0.0941
2012-12-31,1.0813
2013-01-02,2.1395
2013-01-03,0.9563
2013-01-04,-0.1353
2013-01-07,1.4453
2013-01-08,-2.4043
2013-01-09,-0.1369
2013-01-10,0.5939
2013-01-11,1.8618999999999999
2013-01-14,1.1592
2013-01-15,-1.1459
2013-01-16,0.2229
2013-01-17,1.2011
2013-01-18,3.033
2013-01-22,-2.5597
2013-01-23,0.7005
2013-01-24,0.1304
2013-01-25,2.5619
2013-01-28,0.4234
2013-01-29,-0.1686
2013-01-30,0.1689
2013-01-31,0.6324
2013-02-01,2.2622999999999998
2013-02-04,0.2868
2013-02-05,1.5523
2013-02-06,0.885
2013-02-07,1.9139
2013-02-08,1.4085
2013-02-11,0.463
2013-02-12,-0.7296
2013-02-13,0.1934
2013-02-14,1.3127
2013-02-15,0.7241
2013-02-19,-0.3027
2013-02-20,0.9488
2013-02-21,-0.4887
2013-02-22,0.8311
2013-02-25,-0.1873
2013-02-26,-1.5390000000000001
2013-02-27,2.6306000000000003
2013-02-28,0.9287
2013-03-01,4.9319
2013-03-04,-0.1052
2013-03-05,0.948
2013-03-06,-0.3826
2013-03-07,-0.5237
2013-03-08,1.1232
2013-03-11,-1.3537
2013-03-12,-0.3519
2013-03-13,0.9887
2013-03-14,1.1888
2013-03-15,1.4513
2013-03-18,-1.2262
2013-03-19,-0.7414
2013-03-20,0.8345
2013-03-21,-0.1034
2013-03-22,-0.1381
2013-03-25,0.242
2013-03-26,0.0345
2013-03-27,0.1379
2013-03-28,0.9294
2013-04-01,-1.4666000000000001
2013-04-02,-1.2115
2013-04-03,-4.6952
2013-04-04,0.9926
2013-04-05,-1.3833
2013-04-08,3.7652
2013-04-09,0.0711
2013-04-10,1.422
2013-04-11,1.6824
2013-04-12,-0.3447
2013-04-15,-2.5251
2013-04-16,2.0227
2013-04-17,-3.6870000000000003
2013-04-18,-3.792
2013-04-19,0.2252
2013-04-22,-0.7491
2013-04-23,0.3774
2013-04-24,-0.7143
2013-04-25,-0.0379
2013-04-26,0.2652
2013-04-29,2.5312
2013-04-30,1.3633
2013-05-01,-0.7997
2013-05-02,1.5024
2013-05-03,1.9495
2013-05-06,0.1771
2013-05-07,3.9236
2013-05-08,0.068
2013-05-09,3.9429
2013-05-10,-1.8967
2013-05-13,-1.5333
2013-05-14,-3.9607
2013-05-15,6.4152000000000005
2013-05-16,-2.2193
2013-05-17,1.2195
2013-05-20,0.502
2013-05-21,0.0333
2013-05-22,-1.9973
2013-05-23,-2.1739
2013-05-24,0.3125
2013-05-28,-0.0346
2013-05-29,-2.4931
2013-05-30,-2.4858000000000002
2013-05-31,1.9665
2013-06-03,2.1071
2013-06-04,-2.5533
2013-06-05,-2.5484999999999998
2013-06-06,1.6575
2013-06-07,-1.9565000000000001
2013-06-10,1.9956
2013-06-11,-0.8696
2013-06-12,-0.4386
2013-06-13,2.9185
2013-06-14,-0.9639
2013-06-17,0.3965
2013-06-18,1.9748999999999999
2013-06-19,-1.4437
2013-06-20,-3.5727
2013-06-21,-2.0007
2013-06-24,-1.0208
2013-06-25,2.0244
2013-06-26,0.0374
2013-06-27,2.3578
2013-06-28,0.8775
2013-07-01,-1.0149
2013-07-02,0.0
2013-07-03,0.3662
2013-07-05,0.1459
2013-07-08,1.1293
2013-07-09,0.8646
2013-07-10,-0.5
2013-07-11,0.7897
2013-07-12,1.2821
2013-07-15,-0.0352
2013-07-16,0.2462
2013-07-17,0.0351
2013-07-18,-0.0351
2013-07-19,0.0351
2013-07-22,0.3858
2013-07-23,0.1747
2013-07-24,-2.5113
2013-07-25,-1.0376
2013-07-26,1.0484
2013-07-29,-0.4651
2013-07-30,0.9346
2013-07-31,-0.7123
2013-08-01,0.2869
2013-08-02,-0.3577
2013-08-05,-0.1795
2013-08-06,-1.5822
2013-08-07,-0.0365
2013-08-08,-0.2193
2013-08-09,-1.2454
2013-08-12,0.0371
2013-08-13,0.1483
2013-08-14,0.6294
2013-08-15,-1.5453000000000001
2013-08-16,-1.1958
2013-08-19,-1.702
2013-08-20,0.7695
2013-08-21,-0.9927
2013-08-22,2.2368
2013-08-23,0.3772
2013-08-26,0.1127
2013-08-27,-1.2012
2013-08-28,-0.9878
2013-08-29,0.4221
2013-08-30,-1.4138
2013-09-03,0.814
2013-09-04,0.692
2013-09-05,2.9782
2013-09-06,-1.5573000000000001
2013-09-09,1.0546
2013-09-10,0.6709
2013-09-11,0.8515
2013-09-12,-0.3671
2013-09-13,-0.0553
2013-09-16,0.369
2013-09-17,1.9118
2013-09-18,2.4531
2013-09-19,-1.1972
2013-09-20,0.1782
2013-09-23,-1.3163
2013-09-24,-0.3244
2013-09-25,0.434
2013-09-26,0.2521
2013-09-27,-0.7543
2013-09-30,0.1086
2013-10-01,2.4584
2013-10-02,0.5999
2013-10-03,-1.9642
2013-10-04,0.7871
2013-10-07,-0.071
2013-10-08,-1.3144
2013-10-09,-0.18
2013-10-10,2.7407
2013-10-11,0.5265
2013-10-14,0.0349
2013-10-15,-0.3141
2013-10-16,0.1401
2013-10-17,0.2448
2013-10-18,0.4534
2013-10-21,0.3472
2013-10-22,0.2076
2013-10-23,1.8300999999999998
2013-10-24,1.2886
2013-10-25,1.2052
2013-10-28,0.7939
2013-10-29,-0.6236
2013-10-30,-1.9155
2013-10-31,-1.0101
2013-11-01,1.9048
2013-11-04,2.0694
2013-11-05,-1.1772
2013-11-06,1.8531
2013-11-07,-2.0468
2013-11-08,5.5721
2013-11-11,-0.2828
2013-11-12,0.6301
2013-11-13,0.6888
2013-11-14,2.5808
2013-11-15,0.9094
2013-11-18,-0.8711
2013-11-19,-0.2121
2013-11-20,-0.5162
2013-11-21,-3.9377
2013-11-22,-0.4766
2013-11-25,0.7344
2013-11-26,-0.2853
2013-11-27,0.9854
2013-11-29,-0.3148
2013-12-02,0.9788
2013-12-03,-2.6892
2013-12-04,-0.482
2013-12-05,-0.4843
2013-12-06,1.2654
2013-12-09,1.3457
2013-12-10,-0.4426
2013-12-11,-1.3973
2013-12-12,0.9662
2013-12-13,-1.3078
2013-12-16,1.3588
2013-12-17,-1.4363000000000001
2013-12-18,-0.842
2013-12-19,0.098
2013-12-20,1.7945
2013-12-23,1.0577
2013-12-24,-0.1269
2013-12-26,-0.5716
2013-12-27,-1.022
2013-12-30,0.4195
2013-12-31,-0.1285
2014-01-02,-1.7696
2014-01-03,0.4913
2014-01-06,-0.5215
2014-01-07,-0.8191
2014-01-08,0.5286
2014-01-09,3.8449
2014-01-10,1.1709
2014-01-13,-0.2502
2014-01-14,-3.1671
2014-01-15,2.3964
2014-01-16,-0.6009
2014-01-17,1.1772
2014-01-21,2.2013
2014-01-22,1.2308
2014-01-23,-1.003
2014-01-24,-2.6405
2014-01-27,-0.6307
2014-01-28,1.5868
2014-01-29,-1.0622
2014-01-30,0.3789
2014-01-31,-0.9751
2014-02-03,-2.7637
2014-02-04,2.1562
2014-02-05,-2.8462
2014-02-06,3.3904
2014-02-07,0.2547
2014-02-10,-1.8101
2014-02-11,4.0427
2014-02-12,1.1191
2014-02-13,0.2459
2014-02-14,2.0852
2014-02-18,3.6347
2014-02-19,-0.8116
2014-02-20,-0.0877
2014-02-21,3.4513
2014-02-24,-0.1979
2014-02-25,-0.4533
2014-02-26,0.0
2014-02-27,1.0814
2014-02-28,4.0259
2014-03-03,-1.0555
2014-03-04,0.3282
2014-03-05,-1.0905
2014-03-06,0.9647
2014-03-07,0.3549
2014-03-10,0.8977
2014-03-11,-0.4583
2014-03-12,0.4875
2014-03-13,-2.2102
2014-03-14,0.6615
2014-03-17,2.3823
2014-03-18,0.3744
2014-03-19,-0.56
2014-03-20,1.0727
2014-03-21,-1.0613
2014-03-24,-0.7777
2014-03-25,-0.1622
2014-03-26,-2.0845
2014-03-27,-0.3041
2014-03-28,1.3866
2014-03-31,1.9967000000000001
2014-04-01,0.7777
2014-04-02,0.0266
2014-04-03,0.0532
2014-04-04,-0.6115
2014-04-07,-1.9797
2014-04-08,-0.4094
2014-04-09,2.0828
2014-04-10,-0.9396
2014-04-11,-2.439
2014-04-14,0.0278
2014-04-15,-0.0278
2014-04-16,1.1944
2014-04-17,-0.3019
2014-04-21,-0.5231
2014-04-22,1.4668999999999999
2014-04-23,-0.491
2014-04-24,0.6579
2014-04-25,-1.988
2014-04-28,-3.6399
2014-04-29,2.278
2014-04-30,1.1277
2014-05-01,-0.1673
2014-05-02,2.234
2014-05-05,1.9667
2014-05-06,0.8304
2014-05-07,-0.6111
2014-05-08,-0.5079
2014-05-09,4.0838
2014-05-12,3.3299
2014-05-13,-0.9243
2014-05-14,-1.3111
2014-05-15,-1.7374
2014-05-16,-0.234
2014-05-19,0.9382
2014-05-20,-0.8779
2014-05-21,-0.3126
2014-05-22,1.0713
2014-05-23,0.0776
2014-05-27,1.7567
2014-05-28,1.5994000000000002
2014-05-29,2.9234999999999998
2014-05-30,0.1699
2014-06-02,1.3088
2014-06-03,-0.6699
2014-06-04,-0.7707
2014-06-05,2.8641
2014-06-06,0.1416
2014-06-09,-0.2828
2014-06-10,-1.0161
2014-06-11,-2.1485
2014-06-12,-8.1727
2014-06-13,0.904
2014-06-16,-0.7378
2014-06-17,1.3804
2014-06-18,1.5187
2014-06-19,1.2639
2014-06-20,-0.1528
2014-06-23,0.1786
2014-06-24,-2.6738
2014-06-25,1.7268
2014-06-26,-0.7716
2014-06-27,-1.0368
2014-06-30,1.0477
2014-07-01,0.0259
2014-07-02,-0.3628
2014-07-03,0.078
2014-07-07,-2.3129
2014-07-08,-2.2878
2014-07-09,0.6262
2014-07-10,-1.4881
2014-07-11,0.8239
2014-07-14,1.7706
2014-07-15,0.2409
2014-07-16,0.2136
2014-07-17,-1.5987
2014-07-18,1.5705
2014-07-21,-0.9597
2014-07-22,0.0
2014-07-23,-0.4038
2014-07-24,-1.5946
2014-07-25,-0.1373
2014-07-28,-1.0451
2014-07-29,-1.6398000000000001
2014-07-30,0.1978
2014-07-31,-2.8483
2014-08-01,0.2322
2014-08-04,2.9539999999999997
2014-08-05,-1.2096
2014-08-06,0.8257
2014-08-07,-0.3106
2014-08-08,5.2691
2014-08-11,-0.6189
2014-08-12,-2.437
2014-08-13,0.1665
2014-08-14,0.2494
2014-08-15,-0.304
2014-08-18,2.7724
2014-08-19,2.0772
2014-08-20,-0.7135
2014-08-21,0.7453
2014-08-22,-0.4756
2014-08-25,1.2211
2014-08-26,0.8655
2014-08-27,-0.806
2014-08-28,-0.6553
2014-08-29,0.0
2014-09-02,2.5858
2014-09-03,-2.3405
2014-09-04,-0.7111
2014-09-05,0.0265
2014-09-08,-0.6364
2014-09-09,0.2669
2014-09-10,-0.5323
2014-09-11,-0.3746
2014-09-12,-0.914
2014-09-15,-2.8215
2014-09-16,-0.5863
2014-09-17,-0.0842
2014-09-18,-0.5621
2014-09-19,-1.385
2014-09-22,-1.4617
2014-09-23,-1.2507
2014-09-24,-0.5007
2014-09-25,-1.7466
2014-09-26,0.2712
2014-09-29,-0.601
2014-09-30,-1.7532999999999999
2014-10-01,-1.6923
2014-10-02,1.6588
2014-10-03,2.3707
2014-10-06,1.2631999999999999
2014-10-07,-1.8414000000000001
2014-10-08,1.5129000000000001
2014-10-09,-2.6826
2014-10-10,-2.4809
2014-10-13,-2.4497
2014-10-14,1.2556
2014-10-15,-0.0318
2014-10-16,1.3677000000000001
2014-10-17,1.9454
2014-10-20,0.0308
2014-10-21,6.8923
2014-10-22,-1.6408
2014-10-23,1.2291
2014-10-24,1.5322
2014-10-27,0.3702
2014-10-28,2.8936
2014-10-29,-1.158
2014-10-30,0.6137
2014-10-31,1.4416
2014-11-03,0.2186
2014-11-04,0.0
2014-11-05,1.4453
2014-11-06,0.8333
2014-11-07,0.2399
2014-11-10,0.3723
2014-11-11,-0.4505
2014-11-12,-0.7719
2014-11-13,-0.912
2014-11-14,0.0812
2014-11-17,-0.7844
2014-11-18,1.0087
2014-11-19,1.0796000000000001
2014-11-20,0.1335
2014-11-21,-0.1067
2014-11-24,1.7351999999999999
2014-11-25,1.6531
2014-11-26,-1.3681
2014-11-28,-0.4711
2014-12-01,-2.2088
2014-12-02,-0.7529
2014-12-03,0.3251
2014-12-04,0.9182
2014-12-05,0.1606
2014-12-08,-2.0037
2014-12-09,-2.0174
2014-12-10,-3.0607
2014-12-11,-0.2874
2014-12-12,-6.0807
2014-12-15,-1.7797
2014-12-16,-1.0622
2014-12-17,4.6416
2014-12-18,3.0477
2014-12-19,0.6735
2014-12-22,0.0873
2014-12-23,-0.959
2014-12-24,0.3521
2014-12-26,1.4912
2014-12-29,0.5474
2014-12-30,-1.4327
2014-12-31,-0.2616
2015-01-02,0.2623
2015-01-05,-2.7035
2015-01-06,0.0598
2015-01-07,-0.1493
2015-01-08,2.183
2015-01-09,-2.7802
2015-01-12,0.6321
2015-01-13,-0.0598
2015-01-14,-0.7483
2015-01-15,-0.4524
2015-01-16,0.515
2015-01-20,0.2712
2015-01-21,2.1942
2015-01-22,1.4118
2015-01-23,0.203
2015-01-26,0.8394
2015-01-27,0.4305
2015-01-28,0.1429
2015-01-29,1.3699
2015-01-30,-1.6329
2015-02-02,3.2055
2015-02-03,2.4681
2015-02-04,0.8931
2015-02-05,0.4024
2015-02-06,0.5343
2015-02-09,0.2126
2015-02-10,0.4508
2015-02-11,0.0528
2015-02-12,1.2665
2015-02-13,0.7035
2015-02-17,-1.1125
2015-02-18,0.8634
2015-02-19,0.9079
2015-02-20,1.0026
2015-02-23,0.9163
2015-02-24,-0.4288
2015-02-25,-1.8237
2015-02-26,0.7998
2015-02-27,-2.1244
2015-03-02,-0.8107
2015-03-03,0.29
2015-03-04,0.3417
2015-03-05,1.2837
2015-03-06,-1.7330999999999999
2015-03-09,-0.5265
2015-03-10,-2.408
2015-03-11,0.8677
2015-03-12,0.457
2015-03-13,-0.8028
2015-03-16,0.9981
2015-03-17,0.7746
2015-03-18,1.4047
2015-03-19,0.5495
2015-03-20,1.171
2015-03-23,-0.0772
2015-03-24,-1.1326
2015-03-25,-1.2236
2015-03-26,-0.5535
2015-03-27,0.5036
2015-03-30,1.3449
2015-03-31,-1.7955
2015-04-01,0.6624
2015-04-02,0.0
2015-04-06,0.1843
2015-04-07,-0.0263
2015-04-08,1.2089
2015-04-09,0.9089
2015-04-10,0.8492
2015-04-13,-1.2248
2015-04-14,0.465
2015-04-15,0.1543
2015-04-16,-0.077
2015-04-17,-0.0257
2015-04-20,0.7967
2015-04-21,-0.6884
2015-04-22,-0.9499
2015-04-23,1.2701
2015-04-24,-0.819
2015-04-27,-0.4903
2015-04-28,0.2075
2015-04-29,0.0518
2015-04-30,-0.0776
2015-05-01,3.3653
2015-05-04,-0.7012
2015-05-05,-1.3871
2015-05-06,-0.2558
2015-05-07,-0.3333
2015-05-08,0.3859
2015-05-11,1.307
2015-05-12,-0.1518
2015-05-13,0.0253
2015-05-14,1.849
2015-05-15,-0.373
2015-05-18,-2.0469
2015-05-19,-1.2997
2015-05-20,-1.3684
2015-05-21,0.2356
2015-05-22,0.0783
2015-05-26,-1.6962000000000002
2015-05-27,1.3804
2015-05-28,-0.6284
2015-05-29,-0.8432
2015-06-01,1.0896
2015-06-02,0.368
2015-06-03,0.7072
2015-06-04,-3.277
2015-06-05,-1.1562000000000001
2015-06-08,-1.9042
2015-06-09,-0.2219
2015-06-10,0.2779
2015-06-11,-0.6929
2015-06-12,-0.475
2015-06-15,0.9545
2015-06-16,-1.3626
2015-06-17,0.1128
2015-06-18,0.9856
2015-06-19,-0.3346
2015-06-22,0.4197
2015-06-23,1.4489
2015-06-24,-1.5106000000000002
2015-06-25,-0.502
2015-06-26,-1.4854
2015-06-29,-2.4467
2015-06-30,-1.1374
2015-07-01,0.0
2015-07-02,0.0
2015-07-06,-0.6195
2015-07-07,0.5046
2015-07-08,-2.6875
2015-07-09,0.1214
2015-07-10,2.6372
2015-07-13,1.1223
2015-07-14,0.146
2015-07-15,-0.175
2015-07-16,0.6427
2015-07-17,0.6386
2015-07-20,-0.3461
2015-07-21,-0.2894
2015-07-22,1.045
2015-07-23,-1.3789
2015-07-24,-1.5147
2015-07-27,-2.2479
2015-07-28,1.2708
2015-07-29,0.986
2015-07-30,-1.2426
2015-07-31,5.9017
2015-08-03,-1.5558999999999998
2015-08-04,0.9483
2015-08-05,0.0569
2015-08-06,-0.3414
2015-08-07,3.7682
2015-08-10,2.1458
2015-08-11,-1.2389000000000001
2015-08-12,-1.9362
2015-08-13,-1.6129
2015-08-14,-0.2544
2015-08-17,1.2185
2015-08-18,-2.6036
2015-08-19,-1.2647
2015-08-20,-4.4541
2015-08-21,-2.6204
2015-08-24,-6.6646
2015-08-25,1.0057
2015-08-26,3.3853
2015-08-27,3.2103
2015-08-28,-0.6221
2015-08-31,0.6886
2015-09-01,-3.7613
2015-09-02,1.2597
2015-09-03,0.0
2015-09-04,-1.244
2015-09-08,2.3579
2015-09-09,-0.8215
2015-09-10,0.669
2015-09-11,0.3797
2015-09-14,-0.8512
2015-09-15,1.4308
