ticker,CULL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-12,0.9901
2009-10-13,-1.4706000000000001
2009-10-14,0.6965
2009-10-16,-0.6917
2009-10-19,3.4826
2009-10-20,-3.6538
2009-10-21,0.0
2009-10-22,0.7984
2009-10-23,2.9703
2009-10-27,-2.8846
2009-10-28,0.198
2009-10-29,-1.1858
2009-11-02,1.0
2009-11-03,-0.495
2009-11-05,-0.2985
2009-11-09,0.2994
2009-11-10,0.995
2009-11-11,0.9852
2009-11-12,1.4634
2009-11-13,0.0
2009-11-18,0.0962
2009-11-19,0.0
2009-11-20,0.8646
2009-11-23,-1.4285999999999999
2009-11-30,0.4831
2009-12-08,-0.4808
2009-12-23,-0.1932
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.1936
2010-01-06,0.0
2010-01-22,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-02-02,-0.4831
2010-02-16,-0.9709
2010-02-22,-0.4902
2010-03-05,0.4926
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,-0.4902
2010-03-12,-0.4926
2010-03-19,0.9901
2010-03-22,-0.9804
2010-03-23,0.0
2010-03-25,-0.396
2010-03-31,0.1988
2010-04-01,0.0
2010-04-05,1.5873
2010-04-06,0.0977
2010-04-12,-1.561
2010-04-26,0.0991
2010-05-05,0.396
2010-05-18,-0.3945
2010-05-20,0.0
2010-05-24,-0.198
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.6944
2010-06-07,2.4631
2010-06-15,-0.9615
2010-06-24,-2.4272
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.2985
2010-07-02,-0.2976
2010-07-06,-4.9751
2010-07-07,2.0942
2010-07-15,-2.0513
2010-07-27,2.0942
2010-07-28,-1.5385
2010-08-09,5.2083
2010-08-10,2.8712999999999997
2010-08-12,0.8662
2010-08-13,-4.5802
2010-08-16,1.0
2010-08-20,-2.4752
2010-08-23,-2.5381
2010-09-13,-1.0417
2010-09-16,0.0
2010-10-26,2.6316
2010-11-10,3.5897
2010-11-15,0.0
2010-11-22,0.0
2010-11-24,0.0
2010-11-29,4.9505
2010-11-30,-4.717
2010-12-07,0.0
2010-12-08,1.9802
2010-12-09,1.4563
2010-12-10,0.4785
2010-12-13,0.9524
2010-12-22,-2.8302
2010-12-23,-2.8155
2010-12-28,5.8941
2011-01-07,1.4151
2011-01-10,-4.186
2011-01-21,4.8544
2011-01-26,0.0
2011-02-02,0.0
2011-02-07,0.0
2011-02-10,0.0
