ticker,CULL US Equity
2011-03-11,1.8519
2011-03-15,0.0
2011-04-04,7.6007
2011-04-12,-6.383
2011-04-21,11.0909
2011-04-25,2.2913
2011-04-26,2.0
2011-04-28,0.0
2011-05-12,-1.9607999999999999
2011-05-13,10.0
2011-05-17,-6.9091000000000005
2011-05-18,-6.25
2011-05-24,8.25
2011-05-26,3.1563
2011-05-27,0.0
2011-06-01,-1.4925
2011-06-02,1.8939
2011-06-23,-3.3457
2011-07-12,3.8462
2011-08-18,-14.307
2011-08-26,17.3913
2011-10-12,-14.8148
2011-10-14,15.2174
2011-10-27,0.1509
2011-11-07,0.4549
2011-11-10,-1.8868
2011-11-21,0.0
2011-11-25,-10.7692
2011-11-30,12.069
2011-12-13,0.0
2011-12-21,0.0
2011-12-30,1.9231
2012-01-19,0.0
2012-01-20,0.0
2012-01-30,0.6074
2012-03-20,0.0
2012-03-28,-5.6604
2012-03-30,6.0
2012-04-17,-5.6604
2012-04-20,0.0
2012-04-26,-1.3599999999999999
2012-04-27,2.0408
2012-05-03,0.0
2012-05-08,0.0
2012-05-11,0.0
2012-05-14,3.2800000000000002
2012-05-18,-3.1758
2012-05-21,0.0
2012-05-22,2.0
2012-05-31,-2.7451
2012-06-01,0.0
2012-06-05,0.8065
2012-06-06,3.84
2012-06-07,0.1541
2012-06-13,1.9231
2012-06-21,0.0
2012-07-06,-3.7736
2012-07-25,-1.9607999999999999
2012-07-27,4.64
2012-08-03,-4.2308
2012-08-07,2.4096
2012-08-31,-3.6863
2012-09-06,0.1629
2012-09-07,1.626
2012-09-24,-1.6
2012-09-25,-0.3252
2012-10-08,1.9576
2012-10-11,2.0
2012-10-16,1.9607999999999999
2012-11-16,-2.8638
2012-12-03,3.5857
2012-12-04,3.8462
2012-12-14,-9.1852
2012-12-31,1.5497999999999998
2013-01-16,1.2048
2013-01-18,1.5079
2013-01-30,-0.8655
2013-01-31,0.0
2013-02-01,0.0
2013-02-13,3.1746
2013-02-14,0.0
2013-02-15,1.1538
2013-02-19,0.0
2013-02-20,0.4563
2013-02-21,0.3028
2013-02-25,1.8868
2013-02-26,5.5556
2013-03-04,3.5088
2013-03-28,1.6949
2013-04-11,0.0
2013-04-15,-1.6667
2013-04-17,1.0169
2013-04-19,0.0
2013-04-24,-5.9732
2013-05-10,3.4975
2013-05-13,2.7586
2013-05-20,0.5398
2013-05-29,0.0
2013-06-04,7.3154
2013-06-11,0.0625
2013-06-20,-6.25
2013-07-15,6.6
2013-09-19,-8.862400000000001
2013-09-23,0.0
2013-09-27,2.6207000000000003
2013-10-09,7.5269
2013-10-10,3.0625
2013-10-14,-9.0358
2013-10-30,4.5576
2013-11-15,2.5641
2013-11-18,0.625
2013-11-19,-0.6211
2013-11-20,0.0
2013-11-21,-2.5
2013-11-26,2.5641
2013-12-04,3.125
2014-01-15,0.303
2014-01-16,2.719
2014-01-21,0.0
2014-02-18,-3.3688000000000002
2014-03-03,0.4281
2014-03-04,3.4714
2014-04-23,-1.3537
2014-04-24,1.432
2014-05-02,-2.9412000000000003
2014-05-08,3.0303
2014-05-21,-1.4706000000000001
2014-06-09,1.4925
2014-09-29,0.0
2014-11-03,0.0
2014-11-19,0.0
2014-12-10,2.9412000000000003
2014-12-19,7.1429
2014-12-22,1.3333
2014-12-24,5.2632
2015-01-02,-10.0
2015-01-13,11.1111
2015-01-15,5.5
2015-01-16,11.3744
2015-01-23,-6.383
2015-01-27,-13.6364
2015-02-02,-5.2632
2015-02-03,0.0
2015-02-20,1.4085
2015-02-23,0.0
2015-03-06,11.1111
2015-03-11,10.0
2015-03-17,0.0
2015-04-08,-9.0909
2015-04-15,10.0
2015-04-30,2.7273
2015-05-12,1.7699
2015-05-22,-2.1739
2015-05-26,2.2222
2015-05-29,0.0
2015-06-01,2.1739
2015-07-06,8.5106
2015-07-24,-13.7255
2015-07-28,-2.2727
2015-07-29,-1.1628
2015-07-30,1.6471
2015-08-14,0.6944
2015-08-17,4.3678
2015-08-24,18.9427
2015-08-25,-16.6667
2015-08-26,-6.6667
2015-08-27,-2.3810000000000002
2015-09-24,17.0732
2015-12-09,4.1667
2015-12-10,4.0
2015-12-11,0.0
2015-12-29,3.8462
2016-01-21,-12.963
2016-01-29,0.0
2016-02-04,11.828
2016-02-19,-3.8462
2016-02-22,-6.0
2016-03-24,-2.1277
2016-04-04,-3.2609
2016-04-05,1.1236
2016-04-08,8.8889
2016-04-22,-3.0612
2016-06-13,-9.473700000000001
2016-06-23,3.4884
2016-07-11,-0.0006
2016-10-10,1.1242
2016-10-12,0.0
2016-10-13,0.0
2016-12-14,2.2222
2016-12-15,0.0
2017-02-21,0.1778
2017-03-03,2.0408
2017-03-06,2.1739
2017-03-08,6.383
2017-03-23,18.0
2017-04-04,-7.4237
2017-04-18,-1.1351
2017-04-21,-0.037
2017-06-07,-3.6310000000000002
2017-06-23,7.6509
2017-06-27,-10.7143
2017-06-28,-8.0
2017-07-19,4.3478
2017-09-05,-2.7
2017-10-12,2.6893000000000002
2017-10-18,4.1701
2017-10-30,-5.8847000000000005
2017-11-20,1.0208
2017-12-04,-1.0105
2017-12-21,2.0842
2018-01-16,0.0
2018-01-17,0.0
2018-01-24,0.0
2018-01-31,1.6667
2018-02-01,0.4098
2018-03-22,0.2041
2018-05-08,0.0
2018-05-30,0.4073
2018-06-19,0.0
2018-07-11,1.3793
2018-07-31,4.0416
2018-09-19,5.7692
2018-12-06,-3.6
2018-12-13,0.0
2018-12-19,-0.0377
2019-04-12,-0.956
2019-04-30,0.9653
2019-05-07,-2.4092000000000002
2019-05-15,0.9796
2019-06-03,-0.8537
2019-06-27,0.3914
2019-07-24,16.9591
2019-10-21,-8.3333
2020-01-06,9.0909
2020-03-11,-8.9376
2020-03-12,-7.4074
2020-03-17,-8.0
2020-03-18,-21.3043
2020-03-26,10.4972
2020-03-27,35.0
2020-03-31,3.7037
