ticker,PSBQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-25,0.0
2000-01-31,-0.6897
2000-02-01,0.6944
2000-02-23,-3.4483
2000-02-25,0.0
2000-02-29,0.0
2000-03-09,0.0
2000-03-15,0.0
2000-05-15,-2.8571
2000-05-22,0.3676
2000-05-30,0.0
2000-06-12,-5.8608
2000-06-26,5.8366
2000-07-10,-0.7353
2000-07-18,-5.1852
2000-08-01,6.0547
2000-08-02,-5.709
2000-08-11,-6.25
2000-09-08,-3.3333
2000-09-12,3.4483
2000-10-27,-1.6667
2000-11-14,1.6949
2000-11-27,-3.3333
2000-12-07,3.4483
2000-12-19,0.4167
2000-12-29,-7.0539
2001-01-08,0.0
2001-01-10,0.0
2001-01-25,0.8929
2001-01-29,2.6549
2001-02-16,0.0
2001-02-20,1.7241
2001-02-22,-1.6949
2001-03-01,1.7241
2001-03-19,0.0
2001-03-20,0.0
2001-04-02,-1.2711999999999999
2001-04-03,-0.4292
2001-04-06,1.7241
2001-04-12,0.0
2001-04-16,-1.6949
2001-04-19,0.0
2001-04-27,0.8621
2001-05-21,0.0
2001-05-24,-0.8547
2001-06-12,37.931
2001-06-21,-26.25
2001-06-22,0.0
2001-06-25,2.9661
2001-06-26,-1.2346
2001-07-10,-3.3333
2001-07-18,1.7241
2001-07-24,0.0
2001-07-26,-0.8475
2001-08-07,3.4188
2001-08-10,0.3306
2001-08-13,-2.3064
2001-09-25,0.3373
2001-09-28,6.7227
2001-10-01,-2.3622
2001-10-02,1.6129
2001-10-03,-1.5873
2001-10-04,1.6129
2001-10-05,0.7937
2001-10-10,1.5748
2001-10-11,3.1008
2001-10-31,-3.0075
2001-12-05,2.3256
2001-12-07,0.0
2001-12-10,0.7576
2001-12-21,-0.7519
2001-12-28,0.303
2001-12-31,0.9063
2002-01-09,2.5449
2002-01-16,2.1898
2002-01-25,2.8571
2002-02-19,-4.1667
2002-02-20,1.4493
2002-02-28,1.4285999999999999
2002-03-06,0.0
2002-04-04,-1.4085
2002-04-11,0.0
2002-04-17,0.8571
2002-04-26,1.983
2002-05-03,-0.8333
2002-05-09,2.2409
2002-05-16,0.0
2002-05-23,5.4795
2002-05-24,0.0
2002-05-28,0.0
2002-05-29,0.0
2002-05-30,0.0
2002-05-31,1.2987
2002-06-03,0.641
2002-06-10,-3.1847
2002-06-11,1.3158
2002-07-01,-0.3896
2002-07-02,1.043
2002-07-08,-0.6452
2002-07-10,5.1948
2002-07-11,0.0
2002-07-12,-2.4691
