ticker,LMB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-08,-5.5
2014-08-11,0.0
2014-08-12,-0.1058
2014-08-13,0.4237
2014-08-14,-0.4219
2014-08-15,0.3178
2014-08-18,-0.2112
2014-08-19,0.0
2014-08-20,0.3175
2014-08-21,-0.211
2014-08-22,-0.2114
2014-08-25,0.6356
2014-08-26,0.1053
2014-08-27,-0.5271
2014-08-28,0.107
2014-08-29,0.1056
2014-09-02,0.0
2014-09-03,-0.1055
2014-09-05,0.0
2014-09-08,0.0
2014-09-09,0.0
2014-09-10,0.3168
2014-09-11,-0.3158
2014-09-12,0.0
2014-09-15,0.3168
2014-09-16,-0.1053
2014-09-17,0.2107
2014-09-18,-0.3155
2014-09-19,0.3165
2014-09-22,-0.3155
2014-09-23,0.3165
2014-09-24,0.6309
2014-09-25,-1.0972
2014-09-26,1.1094
2014-09-29,-0.1045
2014-09-30,0.0
2014-10-01,0.6276
2014-10-02,-0.6237
2014-10-03,-0.4184
2014-10-06,0.2101
2014-10-23,-0.5241
2014-10-31,0.7376
2014-12-10,0.0
2014-12-11,0.0
2014-12-26,0.272
2015-01-09,-1.9403000000000001
2015-01-13,1.0638
2015-01-20,0.4211
2015-01-21,0.8386
2015-01-22,-1.2474
2015-01-23,0.3158
2015-02-03,0.8395
2015-02-04,-1.3528
2015-02-05,-0.5274
2015-02-06,-0.2121
2015-02-09,0.2125
2015-03-02,2.1209
2015-03-06,-0.4154
2015-03-09,0.4171
2015-03-20,-0.3115
2015-03-26,0.0
2015-03-30,0.0
2015-04-07,0.3125
2015-04-08,-0.1038
2015-04-09,0.3119
2015-04-13,-0.0032
2015-04-14,0.0019
2015-04-15,-0.4132
2015-04-22,0.9365
2015-04-23,0.0
2015-04-24,-0.3286
2015-04-28,0.3297
2015-04-29,0.4124
2015-04-30,0.1027
2015-05-01,0.4103
2015-05-04,0.1021
2015-05-05,-0.102
2015-05-07,0.6129
2015-05-08,-0.3046
2015-05-14,0.1018
2015-05-18,0.2035
2015-06-03,-2.0305
2015-06-16,0.9313
2015-06-25,0.3093
2015-06-26,-0.2047
2015-06-30,0.0
2015-07-07,-1.5385
2015-07-27,0.0
2015-07-28,0.3125
2015-07-30,1.2461
2015-07-31,0.2051
2015-08-05,-0.7165
2015-08-06,0.0
2015-08-13,0.6186
2015-08-19,-0.3074
2015-08-20,0.0
2015-08-26,0.0
2015-08-31,0.1041
2015-09-01,0.4094
2015-09-03,0.0
2015-09-04,0.193
2015-09-08,0.0115
