ticker,XTRM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-18,25.0
2009-12-11,0.0
2009-12-18,0.0
2009-12-23,20.0
2009-12-31,25.0
2010-01-07,33.3333
2010-01-29,50.0
2010-02-03,-50.0
2010-05-10,110.0
2010-05-11,111.1111
2010-05-12,0.0
2010-05-13,-36.8421
2010-05-14,83.3333
2010-05-17,35.4545
2010-05-18,14.094
2010-05-20,105.8824
2010-06-01,-28.5714
2010-06-23,-55.2
2010-06-24,141.0714
2010-06-30,-3.7037
2010-07-23,-23.0769
2010-07-26,0.0
2010-07-28,-50.0
2010-08-09,10.0
2010-08-11,0.0
2010-08-24,27.2727
2010-09-07,-28.5714
2010-09-27,-50.0
2010-09-29,100.0
2010-10-04,0.0
2010-10-07,20.0
2010-10-11,-57.5
2010-10-13,115.6863
2010-10-18,218.1818
2010-10-29,-28.5714
2010-11-05,-56.0
2010-11-11,54.5455
2010-11-17,-41.1765
2010-12-13,20.0
2011-01-12,-8.3333
2011-01-21,0.0
2011-01-24,54.5455
2011-01-25,0.0
2011-01-26,5.8824
2011-01-27,2.2222
2011-01-28,-7.6087
2011-02-01,8.2353
2011-02-02,-7.6087
2011-02-03,-5.8824
2011-02-04,-31.25
2011-02-07,9.0909
2011-02-08,8.3333
2011-02-09,-15.3846
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,-9.0909
2011-02-15,0.0
2011-02-16,10.0
2011-02-17,0.0
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,9.0909
2011-02-24,0.0
2011-02-25,8.3333
2011-02-28,7.6923
2011-03-02,7.1429
2011-03-03,0.0
2011-03-04,-26.6667
2011-03-07,27.2727
2011-03-08,3.5714
2011-03-09,2.069
2011-03-10,-5.4054
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,0.0
2011-03-16,-28.5714
2011-03-17,40.0
2011-03-18,-28.5714
2011-03-21,20.0
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,8.3333
2011-03-28,0.0
2011-03-29,-7.6923
2011-03-30,8.3333
2011-03-31,-0.0962
2011-04-01,0.0962
2011-04-04,-23.0769
2011-04-05,0.0
2011-04-06,30.0
2011-04-07,7.5962
2011-04-08,-7.0599
2011-04-11,0.0
2011-04-12,-23.0769
2011-04-13,0.0
2011-04-14,0.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,-10.0
