ticker,FORD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.7692
2000-01-04,0.0
2000-01-05,-6.1224
2000-01-06,-4.3478
2000-01-07,4.5455
2000-01-10,0.0
2000-01-11,-4.3478
2000-01-12,-4.5455
2000-01-13,4.7619
2000-01-14,2.2727
2000-01-18,-11.1111
2000-01-19,5.0
2000-01-20,19.0476
2000-01-21,-4.0
2000-01-24,12.5
2000-01-25,4.6296
2000-01-26,9.7345
2000-01-27,3.2258
2000-01-28,-6.25
2000-01-31,-1.6667
2000-02-01,0.0
2000-02-02,1.6949
2000-02-03,-3.3333
2000-02-04,-1.7241
2000-02-07,1.7544
2000-02-08,-3.4483
2000-02-09,-7.1429
2000-02-10,-7.6923
2000-02-11,2.0833
2000-02-14,12.2449
2000-02-15,3.6364
2000-02-16,1.7544
2000-02-17,3.4483
2000-02-18,-6.6667
2000-02-22,-3.5714
2000-02-23,-4.6296
2000-02-24,8.7379
2000-02-25,0.0
2000-02-28,7.1429
2000-02-29,-3.3333
2000-03-01,6.8966
2000-03-02,-3.2258
2000-03-03,-3.3333
2000-03-06,1.7241
2000-03-07,-1.6949
2000-03-08,-3.4483
2000-03-09,-3.5714
2000-03-10,7.4074
2000-03-13,-3.4483
2000-03-14,-3.5714
2000-03-15,0.0
2000-03-16,3.7037
2000-03-17,0.0
2000-03-20,-1.7856999999999998
2000-03-21,0.9091
2000-03-22,-4.5045
2000-03-23,-5.6604
2000-03-24,6.0
2000-03-27,-5.6604
2000-03-28,4.0
2000-03-29,-7.6923
2000-03-30,0.0
2000-03-31,4.1667
2000-04-03,-8.0
2000-04-04,-4.3478
2000-04-05,-4.5455
2000-04-06,-4.7619
2000-04-07,-1.25
2000-04-10,1.2658
2000-04-11,5.0
2000-04-12,-14.2857
2000-04-13,-15.2778
2000-04-14,-21.3115
2000-04-17,33.3333
2000-04-18,6.25
2000-04-19,-2.9412000000000003
2000-04-20,-3.0303
2000-04-24,9.375
2000-04-25,-8.5714
2000-04-26,0.0
2000-04-27,6.25
2000-04-28,-5.8824
2000-05-01,0.0
2000-05-02,12.5
2000-05-03,11.1111
2000-05-04,0.0
2000-05-05,-5.0
2000-05-08,-5.2632
2000-05-09,0.0
2000-05-10,-8.3333
2000-05-11,0.0
2000-05-12,-3.0303
2000-05-15,-6.25
2000-05-16,6.6667
2000-05-17,3.125
2000-05-18,6.0606
2000-05-19,-2.8571
2000-05-22,-5.8824
2000-05-23,0.0
2000-05-24,-6.25
2000-05-25,3.3333
