ticker,SPOT US Equity
2018-08-22,0.3414
2018-08-23,-0.5392
2018-08-24,1.2526
2018-08-27,1.2006999999999999
2018-08-28,-1.4022000000000001
2018-08-29,-0.3647
2018-08-30,-0.7372
2018-08-31,-0.1738
2018-09-04,-1.05
2018-09-05,-5.4231
2018-09-06,-1.0149
2018-09-07,1.2759
2018-09-10,2.6378
2018-09-11,0.0986
2018-09-12,0.6131
2018-09-13,0.5985
2018-09-14,-2.3041
2018-09-17,-3.0615
2018-09-18,0.2399
2018-09-19,-2.4954
2018-09-20,0.8765
2018-09-21,1.3786
2018-09-24,1.1142
2018-09-25,1.6613
2018-09-26,1.1895
2018-09-27,1.2963
2018-09-28,-1.9413
2018-10-01,-0.2378
2018-10-02,-0.8426
2018-10-03,-1.0789
2018-10-04,-4.7301
2018-10-05,-2.4914
2018-10-08,-0.5536
2018-10-09,-1.1868
2018-10-10,-7.4599
2018-10-11,1.8665
2018-10-12,4.0848
2018-10-15,0.4795
2018-10-16,3.4537
2018-10-17,-3.3202
2018-10-18,-4.2629
2018-10-19,-2.3346
2018-10-22,-0.2619
2018-10-23,3.1709
2018-10-24,-4.522
2018-10-25,2.2963
2018-10-26,-2.2982
2018-10-29,-4.8755
2018-10-30,1.8475000000000001
2018-10-31,5.6536
2018-11-01,-5.6984
2018-11-02,-1.5373
2018-11-05,3.3168
2018-11-06,-0.6894
2018-11-07,2.2157999999999998
2018-11-08,-6.0163
2018-11-09,0.7737
2018-11-12,-4.8892
2018-11-13,0.2437
2018-11-14,1.8081
2018-11-15,2.2013
2018-11-16,-2.0079
2018-11-19,-5.5957
2018-11-20,2.3678
2018-11-21,1.7579
2018-11-23,-1.9473
2018-11-26,6.6378
2018-11-27,0.5435
2018-11-28,-0.3676
2018-11-29,0.5208
2018-11-30,-1.8566
2018-12-03,3.153
2018-12-04,-4.3929
2018-12-06,1.7323
2018-12-07,-1.1109
2018-12-10,-3.3405
2018-12-11,-1.8502999999999998
2018-12-12,0.0779
2018-12-13,-2.2729
2018-12-14,0.1035
2018-12-17,-4.1454
2018-12-18,0.0332
2018-12-19,-1.5268000000000002
2018-12-20,-3.4887
2018-12-21,-6.7144
2018-12-24,0.8517
2018-12-26,5.8376
2018-12-27,-0.1929
2018-12-28,-1.4584
2018-12-31,1.1947
2019-01-02,0.2115
2019-01-03,-4.1498
2019-01-04,8.7048
2019-01-07,0.7172
2019-01-08,-1.5751
2019-01-09,4.4348
2019-01-10,1.0107
2019-01-11,-2.7516
2019-01-14,5.1361
2019-01-15,3.583
2019-01-16,2.2857
2019-01-17,-0.7449
2019-01-18,0.3077
2019-01-22,0.1047
2019-01-23,-2.1525
2019-01-24,1.3596
2019-01-25,1.4846
2019-01-28,-1.0544
2019-01-29,-0.5929
2019-01-30,3.0273
2019-01-31,-0.7474
2019-02-01,1.2993999999999999
2019-02-04,1.013
2019-02-05,0.5772
2019-02-06,-2.8336
2019-02-07,-3.1451000000000002
2019-02-08,2.6831
2019-02-11,2.3087
2019-02-12,1.9155
2019-02-13,2.1928
2019-02-14,2.3199
2019-02-15,1.1234
2019-02-19,-1.5082
2019-02-20,1.0596
2019-02-21,0.4668
2019-02-22,1.7976999999999999
2019-02-25,-1.2302
2019-02-26,-2.8527
2019-02-27,-0.0483
2019-02-28,-3.3517
2019-03-01,-1.5270000000000001
2019-03-04,0.8913
2019-03-05,3.1387
2019-03-06,1.0585
2019-03-07,-3.4041
2019-03-08,0.0
2019-03-11,4.4086
2019-03-12,-0.7037
2019-03-13,-1.2661
2019-03-14,-2.265
2019-03-15,1.1908
2019-03-18,-1.9238
2019-03-19,1.7027999999999999
2019-03-20,1.6602000000000001
2019-03-21,0.0625
2019-03-22,-3.4655
2019-03-25,2.2302
2019-03-26,-3.2723
2019-03-27,-2.9829
2019-03-28,3.2171
2019-03-29,0.8428
2019-04-01,0.9078
2019-04-02,1.7778
2019-04-03,0.8909
2019-04-04,-2.4684
2019-04-05,0.6131
2019-04-08,0.8149
2019-04-09,-0.6607
2019-04-10,1.5777999999999999
2019-04-11,-1.2328000000000001
2019-04-12,2.2214
2019-04-15,-4.4153
2019-04-16,0.6207
2019-04-17,-1.2338
2019-04-18,1.4235
2019-04-22,-2.6710000000000003
2019-04-23,2.1115
2019-04-24,-2.284
2019-04-25,-2.0646
2019-04-26,4.0882
2019-04-29,-0.0796
2019-04-30,-1.7157
2019-05-01,0.5377
2019-05-02,-2.7839
2019-05-03,2.6149
2019-05-06,0.6095
2019-05-07,-0.6861
2019-05-08,1.2127
2019-05-09,-2.0914
2019-05-10,2.2399
2019-05-13,-3.9608
2019-05-14,0.8989
2019-05-15,2.1336
2019-05-16,-0.733
2019-05-17,-1.9715
2019-05-20,-0.934
2019-05-21,0.5474
2019-05-22,-3.8944
2019-05-23,-4.3355
2019-05-24,2.5251
2019-05-28,-0.2327
2019-05-29,1.0534
2019-05-30,1.5436999999999999
2019-05-31,-1.5908
2019-06-03,-2.2058
2019-06-04,3.9085
2019-06-05,2.6565
2019-06-06,3.3664
2019-06-07,3.4488
2019-06-10,-0.6068
2019-06-11,-0.4525
2019-06-12,2.8139
2019-06-13,1.6491
2019-06-14,-0.1795
2019-06-17,3.3958
2019-06-18,-1.6656
2019-06-19,1.5577
2019-06-20,0.3148
2019-06-21,-0.9748
2019-06-24,1.1665
2019-06-25,-3.919
2019-06-26,-1.429
2019-06-27,0.8093
2019-06-28,2.0733
2019-07-01,-0.636
2019-07-02,0.7846
2019-07-03,-0.3893
2019-07-05,0.3085
2019-07-08,-1.3806
2019-07-09,2.0445
2019-07-10,2.7982
2019-07-11,0.0661
2019-07-12,0.5546
2019-07-15,1.2934999999999999
2019-07-16,-1.8279999999999998
2019-07-17,-2.2186
2019-07-18,-1.9515
2019-07-19,-0.7507
2019-07-22,1.8389
2019-07-23,1.3491
2019-07-24,2.4203
2019-07-25,0.4135
2019-07-26,1.5755
2019-07-29,-0.9589
2019-07-30,0.8513
2019-07-31,-0.1675
2019-08-01,0.4324
2019-08-02,-1.3752
2019-08-05,-2.261
2019-08-06,0.96
2019-08-07,0.2245
2019-08-08,3.874
2019-08-09,-1.6808
2019-08-12,-2.5418
2019-08-13,1.1584
2019-08-14,-3.7102
2019-08-15,-1.2097
2019-08-16,1.6303
2019-08-19,1.5974
2019-08-20,-1.3258
2019-08-21,-1.5867
2019-08-22,-3.2999
2019-08-23,-2.0788
2019-08-26,-0.1449
2019-08-27,-2.8588
2019-08-28,-0.9038
2019-08-29,2.7738
2019-08-30,-1.0268
2019-09-03,-1.1412
2019-09-04,0.03
2019-09-05,1.671
2019-09-06,0.2801
2019-09-09,-1.4405000000000001
2019-09-10,-3.0574
2019-09-11,1.5385
2019-09-12,-2.6136
2019-09-13,1.6179999999999999
2019-09-16,-1.8832
2019-09-17,0.71
2019-09-18,-0.8522
2019-09-19,-2.8051
2019-09-20,-2.9665
2019-09-23,0.7539
2019-09-24,-3.9553000000000003
2019-09-25,1.2158
2019-09-26,-1.7086999999999999
2019-09-27,-3.4079
2019-09-30,1.5681
2019-10-01,-1.2982
2019-10-02,1.2264
2019-10-03,0.8077
2019-10-04,1.3935
2019-10-07,-0.481
2019-10-08,-0.6732
2019-10-09,-0.7299
2019-10-10,-1.5056
2019-10-11,2.6395
2019-10-14,-0.2771
2019-10-15,2.9695
2019-10-16,-1.7118
2019-10-17,1.0896
2019-10-18,-2.1217
2019-10-21,3.1822
2019-10-22,-0.8319
2019-10-23,0.1864
2019-10-24,0.5075
2019-10-25,1.5653000000000001
2019-10-28,16.165399999999998
2019-10-29,-3.0029
2019-10-30,3.2797
2019-10-31,2.7412
2019-11-01,1.8157
2019-11-04,4.921
2019-11-05,-2.4522
2019-11-06,-1.2569
2019-11-07,-0.2088
2019-11-08,-0.216
2019-11-11,-0.8252
2019-11-12,-0.1637
2019-11-13,0.2664
2019-11-14,1.349
2019-11-15,-0.8403
2019-11-18,-4.9149
2019-11-19,-2.3456
2019-11-20,0.7739
2019-11-21,0.7462
2019-11-22,1.316
2019-11-25,0.6956
2019-11-26,1.3815
2019-11-27,-0.6257
2019-11-29,-0.2659
2019-12-02,-0.014
2019-12-03,1.0173
2019-12-04,0.6737
2019-12-05,1.1245
2019-12-06,1.0302
2019-12-09,-1.202
2019-12-10,-0.2324
2019-12-11,0.7947
2019-12-12,0.068
2019-12-13,-0.0204
2019-12-16,2.4321
2019-12-17,0.4974
2019-12-18,-0.4356
2019-12-19,-0.7888
2019-12-20,0.4209
2019-12-23,0.0732
2019-12-24,0.9307
2019-12-26,0.4611
2019-12-27,0.4262
2019-12-30,-2.1936
2019-12-31,-0.1736
2020-01-02,1.3841999999999999
2020-01-03,0.5804
2020-01-06,2.7672
2020-01-07,-0.4467
2020-01-08,1.7690000000000001
2020-01-09,-0.655
2020-01-10,-1.0777
2020-01-13,-3.3133
2020-01-14,-0.9743
2020-01-15,2.0415
2020-01-16,-0.4001
2020-01-17,-2.3051
2020-01-21,0.4112
2020-01-22,-0.5572
2020-01-23,0.5739
2020-01-24,-1.5708
2020-01-27,-1.5617999999999999
2020-01-28,-0.0277
2020-01-29,-1.8919000000000001
2020-01-30,0.8053
2020-01-31,-0.988
2020-02-03,3.6801
2020-02-04,5.3311
2020-02-05,-4.7372
2020-02-06,5.0136
2020-02-07,0.1166
2020-02-10,-4.0246
2020-02-11,-1.7259
2020-02-12,0.8987
2020-02-13,-3.7939
2020-02-14,-0.3534
2020-02-18,2.5745
2020-02-19,-0.8781
2020-02-20,3.1390000000000002
2020-02-21,-0.6154
2020-02-24,-1.1024
2020-02-25,-2.429
2020-02-26,-0.9238
2020-02-27,-4.2565
2020-02-28,1.9404
2020-03-02,1.619
2020-03-03,-1.5645
2020-03-04,5.1691
2020-03-05,2.6551
2020-03-06,-1.9854
2020-03-09,-3.693
2020-03-10,1.5167000000000002
2020-03-11,-4.8203
2020-03-12,-5.9751
2020-03-13,3.5987
2020-03-16,-10.5807
2020-03-17,1.0456
2020-03-18,1.9938
2020-03-19,6.5078
2020-03-20,-3.694
2020-03-23,-4.9694
2020-03-24,9.7394
2020-03-25,-4.21
2020-03-26,2.0768
2020-03-27,-3.3672
2020-03-30,-0.9058
2020-03-31,0.0082
2020-04-01,0.14
2020-04-02,0.2467
2020-04-03,0.1723
2020-04-06,0.3275
2020-04-07,4.1544
2020-04-08,-1.2303
2020-04-09,4.6176
2020-04-13,-1.5394999999999999
2020-04-14,4.6985
2020-04-15,2.0967
2020-04-16,0.5116
2020-04-17,1.6989999999999998
2020-04-20,1.8892
2020-04-21,-3.7359999999999998
2020-04-22,0.4312
2020-04-23,-0.7371
2020-04-24,-0.6272
2020-04-27,1.7484
2020-04-28,-0.3351
2020-04-29,11.4466
2020-04-30,-2.7025
2020-05-01,-4.4402
2020-05-04,0.3245
2020-05-05,-0.1996
2020-05-06,2.3859
2020-05-07,-0.2963
2020-05-08,2.7763
2020-05-11,2.5435
2020-05-12,-1.3332
2020-05-13,-3.222
2020-05-14,2.0741
2020-05-15,4.4453
2020-05-18,1.637
2020-05-19,8.4247
2020-05-20,8.4386
2020-05-21,1.549
2020-05-22,-1.3334
2020-05-26,0.4365
2020-05-27,-2.644
2020-05-28,-4.6948
2020-05-29,2.0934
2020-06-01,0.9838
2020-06-02,3.6395999999999997
2020-06-03,-2.4979
2020-06-04,-1.5110999999999999
2020-06-05,1.3418
2020-06-08,1.6388
2020-06-09,2.141
2020-06-10,-0.9984
2020-06-11,-5.66
2020-06-12,0.7779
2020-06-15,4.3372
2020-06-16,-1.2774
2020-06-17,7.7367
2020-06-18,12.7358
2020-06-19,2.6677999999999997
2020-06-22,2.0623
2020-06-23,2.4146
2020-06-24,0.455
2020-06-25,10.1334
2020-06-26,-0.9422
2020-06-29,0.0717
2020-06-30,-2.6212999999999997
2020-07-01,0.275
2020-07-02,4.8629
2020-07-06,-4.1364
2020-07-07,0.6647
2020-07-08,2.7749
2020-07-09,2.0538
2020-07-10,1.2555
2020-07-13,-6.1278
2020-07-14,0.6164
2020-07-15,-1.6362
2020-07-16,3.9381
2020-07-17,-2.0284
2020-07-20,10.6219
2020-07-21,-5.086
2020-07-22,4.7905
2020-07-23,-7.6238
2020-07-24,0.4485
2020-07-27,1.3991
2020-07-28,-1.9743
2020-07-29,-1.8380999999999998
2020-07-30,-0.1602
2020-07-31,-1.5165
