ticker,CLAD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-27,73.3333
2012-03-02,19.2308
2012-04-18,45.1613
2012-04-19,33.3333
2012-04-20,31.6667
2012-04-23,-30.3797
2012-04-25,-4.5455
2012-05-11,-4.7619
2012-05-15,-30.0
2012-05-22,-14.2857
2012-06-05,-30.0
2012-06-06,-23.8095
2012-06-07,31.25
2012-06-08,-23.8095
2012-06-13,-25.0
2012-06-14,-33.3333
2012-06-18,-12.5
2012-06-19,0.0
2012-07-10,0.0
2012-07-11,-7.1429
2012-07-12,-7.6923
2012-07-13,1.6667
2012-08-21,6.5574
2012-08-30,0.0
2012-09-21,-6.1538
2012-10-03,0.0
2012-10-09,-1.6393
2012-10-25,0.0
2012-10-31,16.6667
2012-11-01,-11.4286
2012-11-02,-1.6129
2012-11-07,0.0
2012-12-04,-42.623
2012-12-07,0.0
2012-12-14,17.1429
2012-12-18,0.0
2012-12-21,0.0
2012-12-26,0.0
2012-12-31,-14.6341
2013-01-08,100.0
2013-04-10,-4.2857
2013-05-13,-32.8358
2013-05-21,-11.1111
2013-06-13,100.0
2013-06-19,-25.0
2013-07-10,0.0
2013-08-12,-25.0
2013-08-23,33.3333
2013-09-11,-8.3333
2013-09-27,27.2727
2013-09-30,21.4286
2013-10-01,52.9412
2013-10-02,0.0
2013-10-09,7.6923
2013-10-10,14.2857
2013-10-14,0.0
2013-10-29,31.25
2013-10-30,114.2857
2013-10-31,-11.1111
2013-11-01,-15.0
2013-11-06,-2.9412000000000003
2013-11-07,-3.0303
2013-11-08,9.375
2013-11-11,-28.5714
2013-11-12,-40.0
2013-11-13,100.0
2013-11-14,23.3333
2013-11-15,-45.9459
2013-11-18,85.0
2013-11-19,0.0
2013-11-20,5.4054
2013-11-21,-74.359
2013-11-26,20.0
2013-11-27,0.0
2013-11-29,16.6667
2013-12-02,-21.4286
2013-12-04,45.4545
2013-12-06,25.0
2013-12-12,11.0
2013-12-13,-11.2613
2013-12-16,47.2081
2013-12-17,-24.1379
2013-12-18,40.9091
2013-12-19,-20.9677
2013-12-20,-10.2041
2013-12-24,11.3636
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-02,0.0
2014-01-03,4.0816
2014-01-06,0.0
2014-01-07,-29.4118
2014-01-08,22.2222
2014-01-09,0.0
2014-01-10,11.3636
2014-01-13,-26.5306
2014-01-14,36.1111
2014-01-15,2.0408
2014-01-16,16.0
2014-01-17,-31.0345
2014-01-21,60.0
2014-01-22,0.0
2014-01-23,1.5625
2014-01-24,-1.5385
2014-01-27,-12.5
2014-01-30,-3.5714
2014-02-03,-22.2222
2014-02-04,-28.5714
2014-02-07,0.0
2014-02-14,-4.6667
2014-03-03,5.5944
2014-03-04,35.7616
2014-03-05,3.9024
2014-03-07,18.3099
2014-03-10,11.5079
2014-03-11,-17.7936
2014-03-12,0.0
2014-03-17,0.0541
2014-03-18,-30.7734
2014-03-19,-12.5
2014-03-27,164.2857
2014-03-28,0.2703
2014-03-31,-16.442
2014-04-01,-16.129
2014-04-03,-38.4615
2014-04-04,0.0
2014-04-08,106.25
2014-04-09,6.0606
2014-04-10,-11.392900000000001
2014-04-11,-35.4696
2014-04-15,132.2923
2014-04-16,-16.1065
2014-04-17,-10.2564
2014-04-21,-14.25
2014-04-23,18.284
2014-04-24,-6.1092
2014-04-25,23.0077
2014-04-28,-26.5549
2014-04-29,4.4002
2014-04-30,14.5527
2014-05-02,-2.8115
2014-05-05,42.8571
2014-05-06,8.0
2014-05-07,-44.3866
2014-05-08,49.8439
2014-05-09,37.7778
2014-05-12,-25.8065
2014-05-13,61.9565
2014-05-14,-0.6711
2014-05-15,-13.826
2014-05-16,16.0443
2014-05-20,-12.1622
2014-05-23,-7.6731
2014-05-27,-31.6809
2014-06-02,26.8293
2014-06-03,-21.1538
2014-06-09,29.2683
2014-06-10,-16.9811
2014-06-11,-4.5455
2014-06-12,19.0476
2014-06-13,-14.0
2014-06-16,20.9302
2014-06-17,-21.1538
2014-06-18,-70.7317
2014-06-19,251.6667
2014-06-20,-17.0616
2014-06-23,-14.2321
2014-06-25,93.2126
2014-06-27,-12.069
2014-06-30,15.6863
2014-07-01,-13.2203
2014-07-02,23.0469
2014-07-03,11.1111
2014-07-07,0.0
2014-07-09,-67.1161
2014-07-16,160.6571
2014-07-21,15.0
2014-07-22,5.7971
2014-07-23,-4.1096
2014-07-24,4.2857
2014-07-28,-0.6849
2014-07-29,2.069
2014-07-30,2.7027
2014-07-31,-57.8783
2014-08-12,66.1851
2014-08-15,-9.7744
2014-08-18,0.0
2014-09-03,6.25
2014-09-04,11.7647
2014-09-10,-8.7719
2014-09-23,14.8077
2014-10-10,-29.6482
2014-10-21,-40.4762
2014-10-22,-8.0
2014-10-23,-25.6522
2014-11-19,-29.2398
2014-12-02,85.9504
2014-12-18,2.2222
2014-12-19,14.1304
2015-01-06,0.0
2015-01-15,14.2857
2015-03-05,0.8333
2015-04-01,-4.9587
2015-04-16,-56.8696
2015-04-17,25.8065
2015-04-20,-24.6795
2015-04-21,-5.1064
2015-04-22,-3.5874
2015-04-23,-6.9767
2015-04-30,2.0
2015-05-01,-2.451
2015-05-07,-2.0101
2015-05-08,-79.4872
2015-08-24,-16.6667
2015-09-22,70.0
2015-12-11,-84.9412
2016-01-07,-0.7813
2016-03-28,-99.9114
2017-09-15,88788.8889
2018-03-19,-99.82
2019-04-10,94344.4444
2020-03-03,194.1176
