ticker,PMHG US Equity
2017-06-02,-0.3405
2017-06-05,-1.082
2017-06-15,2.1877
2017-06-16,-1.9718
2017-06-22,-0.1724
2017-06-23,0.7484
2017-06-30,-0.7429
2017-07-17,0.4606
2017-07-18,-0.2923
2017-07-19,-0.454
2017-07-20,-0.1155
2017-07-21,0.289
2017-07-24,0.634
2017-07-25,-0.3436
2017-07-26,-0.2874
2017-07-27,-0.4611
2017-07-31,0.0579
2017-08-01,-0.3762
2017-08-07,0.4938
2017-08-14,0.289
2017-08-15,0.5764
2017-08-17,3.7249
2017-08-21,0.5525
2017-08-22,0.8242
2017-08-30,-0.109
2017-09-05,0.9274
2017-09-06,0.0
2017-09-07,2.5946
2017-09-08,-1.2118
2017-09-13,0.2667
2017-09-20,1.7287
2017-09-21,-0.1307
2017-10-02,1.0471
2017-10-05,-4.456
2017-10-10,0.0
2017-10-18,1.9523000000000001
2017-10-20,1.0638
2017-10-23,0.5263
2017-10-26,4.712
2017-10-27,3.75
2017-11-01,-0.241
2017-11-03,1.4493
2017-11-06,2.3810000000000002
2017-11-10,0.0
2017-11-28,-6.9767
2017-11-30,7.5
2017-12-15,1.1628
2017-12-18,1.1494
2017-12-20,2.0455
2017-12-26,6.2361
2018-01-09,-7.7568
2018-01-11,0.0
2018-01-16,3.1818
2018-01-17,-0.2203
2018-01-18,2.4283
2018-01-24,0.0
2018-02-01,-0.8621
2018-02-05,-0.5435
2018-02-06,-0.5464
2018-02-08,-1.0989
2018-02-09,0.0
2018-02-12,-2.2222
2018-02-22,2.7397
2018-03-08,-8.8889
2018-03-09,2.439
2018-03-12,-1.6667
2018-03-13,-3.1477
2018-03-14,2.75
2018-03-15,0.0
2018-03-20,-2.7251
2018-03-22,0.05
2018-04-02,-1.25
2018-04-09,-0.557
2018-04-10,0.8147
2018-04-13,-0.7576
2018-04-17,0.0
2018-04-18,-0.7634
2018-04-19,0.7692
2018-04-25,0.0
2018-04-26,-0.7634
2018-05-04,0.7692
2018-05-11,0.0
2018-05-16,0.0
2018-05-18,-0.1018
2018-05-22,-0.4075
2018-05-24,-0.2558
2018-05-25,1.7949000000000002
2018-05-31,-1.5112999999999999
2018-06-06,0.2558
2018-06-07,0.0
2018-06-08,1.5306
2018-06-11,-0.5025
2018-06-12,0.5051
2018-06-14,0.0
2018-06-15,0.7538
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,0.4988
2018-06-22,-0.4963
2018-06-25,-0.2494
2018-06-27,0.0
2018-06-28,1.25
2018-06-29,0.2469
2018-07-02,2.4631
2018-07-03,0.0
2018-07-06,0.9615
2018-07-10,0.0
2018-07-12,2.3810000000000002
2018-07-18,1.3953
2018-07-20,-0.2294
2018-07-23,0.0
2018-07-27,0.0
2018-07-30,0.2299
2018-08-03,0.9174
2018-08-06,2.2727
2018-08-07,0.8889
2018-08-08,0.8811
2018-08-17,-0.655
2018-08-20,0.0
2018-08-22,0.2198
2018-08-28,0.8772
2018-09-10,-1.3043
2018-09-12,0.0
2018-09-26,0.2203
2018-10-08,-0.2198
2018-10-09,-0.6608
2018-10-12,-1.1086
2018-10-19,-3.5874
2018-10-24,-7.5814
2018-10-26,0.6543
2018-10-29,-4.4
2018-10-30,0.6799
2018-10-31,3.3714
2018-11-15,-2.0051
2018-11-19,0.0
2018-11-23,0.0
2018-11-26,-6.4103
2018-11-27,4.1096
2018-11-28,0.0
2018-12-06,-2.6316
2018-12-10,-2.7027
2018-12-11,0.0
2018-12-17,0.5556
2018-12-24,0.4972
2018-12-28,1.0445
2019-01-02,-0.1632
2019-01-30,0.0
2019-02-13,2.9428
2019-02-14,1.2254
2019-02-20,2.3684
2019-02-21,0.0
2019-02-26,0.7661
2019-02-27,1.5358
2019-03-01,1.005
2019-03-05,-0.4975
2019-03-06,1.25
2019-03-11,0.0
2019-03-18,1.2346
2019-03-19,-2.3902
2019-03-20,2.4488
2019-03-21,0.0
2019-03-25,0.0
2019-03-26,-0.0488
2019-03-27,0.5368
2019-03-28,-0.7282
2019-03-29,0.0
2019-04-02,0.1956
2019-04-03,-0.4392
2019-04-23,2.8922
2019-04-24,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-06,-0.0476
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,-2.7645
2019-05-10,0.0
2019-05-28,-0.6373
2019-05-29,0.148
2019-05-31,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.4926
2019-06-10,0.0
2019-06-21,-1.2255
2019-06-24,0.2481
2019-06-25,0.495
2019-06-27,0.0
2019-06-28,0.936
2019-07-03,-0.4392
2019-07-08,0.0
2019-07-09,-0.8824
2019-07-12,-0.0989
2019-07-19,0.0
2019-07-22,1.2376
2019-07-23,-0.9775
2019-07-24,-0.0005
2019-07-25,0.0
2019-07-26,0.0
2019-07-30,-1.1852
2019-07-31,0.0
2019-08-01,-0.1
2019-08-05,-1.2006000000000001
2019-08-09,-1.2658
2019-08-12,-3.5897
2019-08-13,0.5319
2019-08-14,1.0582
2019-08-15,-1.8325
2019-08-19,1.0667
2019-08-21,-1.847
2019-08-22,0.0
2019-08-23,-0.2688
2019-08-26,0.5391
2019-08-27,0.0
2019-08-28,0.5362
2019-08-29,0.2667
2019-09-05,0.2128
2019-09-10,2.9724
2019-09-12,0.5155
2019-09-13,2.5641
2019-09-17,3.75
2019-09-18,1.2048
2019-09-19,0.0
2019-09-20,0.0
2019-09-24,-0.2381
2019-09-25,-2.148
2019-09-26,-1.8537
2019-10-02,-0.0497
2019-10-15,-0.4968
2019-10-17,-0.0005
2019-10-23,0.1999
2019-10-24,0.0499
2019-10-25,2.1934
2019-10-28,-1.2195
2019-10-31,1.2346
2019-11-04,0.0
2019-11-06,-0.9756
2019-11-07,0.0
2019-11-11,0.9852
2019-11-13,-0.9756
2019-11-15,4.6305
2019-11-19,-4.4021
2019-11-20,0.9604
2019-11-21,0.0
2019-11-27,-1.0976
2019-12-03,1.1097
2019-12-04,0.0
2019-12-05,1.2195
2019-12-09,-0.0482
2019-12-10,0.0482
2019-12-13,-1.2048
2019-12-16,-0.2439
2019-12-19,0.3667
2019-12-20,1.0475
2019-12-24,0.0482
2019-12-26,1.2048
2019-12-30,-2.2381
2019-12-31,-0.1461
2020-01-02,0.0
2020-01-07,-1.1702
2020-01-08,1.1841
2020-01-10,-1.2195
2020-01-14,0.7407
2020-01-15,-0.4902
2020-01-24,0.0
2020-01-29,-0.2458
2020-01-30,-0.0005
2020-01-31,-0.7407
2020-02-04,0.0
2020-02-10,0.0
2020-02-11,-0.2488
2020-02-12,0.3491
2020-02-13,-0.25
2020-02-14,-0.1504
2020-02-18,0.4016
2020-02-19,-0.5
2020-02-20,0.0
2020-02-27,-0.5025
2020-02-28,-1.5152
2020-03-02,-2.1026
2020-03-03,-3.6145
2020-03-04,1.3587
2020-03-05,-3.1635
2020-03-06,-2.99
2020-03-09,-5.8219
2020-03-10,-0.0606
2020-03-11,-4.4876
2020-03-12,-4.7619
2020-03-13,0.0
2020-03-16,-8.0
2020-03-17,0.0
2020-03-18,-3.6231999999999998
2020-03-19,-0.3759
2020-03-20,1.5093999999999999
2020-03-23,-7.0632
2020-03-24,11.92
2020-03-26,3.6455
2020-03-27,1.0345
2020-03-30,-3.7542999999999997
2020-03-31,-0.3546
2020-04-02,0.0
2020-04-03,-0.2135
2020-04-06,-0.1427
2020-04-08,3.2143
2020-04-09,0.2768
2020-04-13,0.069
2020-04-14,-0.3448
2020-04-15,-0.346
2020-04-20,0.3472
2020-04-22,-0.4152
2020-04-27,0.0
2020-05-04,-0.278
2020-05-05,0.6969
2020-05-11,-1.3841
2020-05-13,-1.4035
2020-05-18,0.0
2020-05-19,0.7117
2020-05-20,6.0071
2020-05-21,6.6
2020-05-22,-1.2508
2020-05-26,-5.0032
2020-05-27,5.0
2020-05-28,-10.9206
2020-05-29,12.1169
2020-06-02,-3.0515
2020-06-05,1.6393
2020-06-08,-1.9355
2020-06-09,0.3289
2020-06-10,-4.5239
2020-06-11,1.3042
2020-06-19,-0.678
2020-06-22,-0.342
2020-06-23,-1.3692
2020-06-24,1.0417
2020-06-26,-7.9038
2020-06-30,2.2388
2020-07-02,2.1898
2020-07-07,-1.4285999999999999
2020-07-08,0.0007
2020-07-09,-0.0007
2020-07-10,5.7971
2020-07-15,-0.6856
2020-07-20,-4.1373
2020-07-21,0.0
2020-07-29,-0.3597
2020-07-31,-0.0722
