ticker,CIH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-13,-7.5
2019-06-14,11.4865
2019-06-17,3.3333
2019-06-18,2.346
2019-06-19,-2.5788
2019-06-20,-2.3529
2019-06-21,2.4096
2019-06-24,3.5294
2019-06-25,-1.1364
2019-06-26,0.2874
2019-06-27,-1.1461000000000001
2019-06-28,2.8986
2019-07-01,1.4085
2019-07-02,-1.6667
2019-07-03,-9.0395
2019-07-05,-15.528
2019-07-08,10.2941
2019-07-09,-1.0
2019-07-10,-6.5892
2019-07-11,3.81
2019-07-12,4.1667
2019-07-15,2.3333
2019-07-16,-0.9772
2019-07-17,-0.8224
2019-07-18,0.6633
2019-07-19,0.4942
2019-07-22,-1.9672
2019-07-23,0.3344
2019-07-24,-1.3333
2019-07-25,-0.6757
2019-07-26,0.6803
2019-07-29,1.3514
2019-07-30,-1.0
2019-07-31,-3.0303
2019-08-01,-1.0417
2019-08-02,-2.4561
2019-08-05,-3.9568
2019-08-06,-6.7416
2019-08-07,-7.6305
2019-08-08,5.6522
2019-08-09,-5.3498
2019-08-12,-1.3043
2019-08-13,-9.6916
2019-08-14,0.9756
2019-08-15,13.5266
2019-08-16,-10.6383
2019-08-19,4.7667
2019-08-20,5.9043
2019-08-21,-2.1459
2019-08-22,10.9649
2019-08-23,20.9486
2019-08-26,-5.2288
2019-08-27,1.7241
2019-08-28,-1.3559
2019-08-29,6.5292
2019-08-30,2.2580999999999998
2019-09-03,-5.3628
2019-09-04,-2.3333
2019-09-05,16.041
2019-09-06,5.2941
2019-09-09,-2.2346
2019-09-10,1.1429
2019-09-11,9.887
2019-09-12,5.3985
2019-09-13,5.8537
2019-09-16,16.129
2019-09-17,0.5952
2019-09-18,-2.7613
2019-09-19,1.6227
2019-09-20,-2.5948
2019-09-23,-0.6148
2019-09-24,-1.734
2019-09-25,-5.5792
2019-09-26,-3.3333
2019-09-27,-7.8138
2019-09-30,-2.7456
2019-10-01,-3.4615
2019-10-02,0.3984
2019-10-03,5.291
2019-10-04,-0.2513
2019-10-07,3.2746
2019-10-08,2.6829
2019-10-09,-0.9501
2019-10-10,-3.3573
2019-10-11,-0.9926
2019-10-14,13.5338
2019-10-15,-7.947
2019-10-16,1.9184999999999999
2019-10-17,-4.7059
2019-10-18,-4.9383
2019-10-21,-3.1169000000000002
2019-10-22,-1.3405
2019-10-23,-1.3587
2019-10-24,-4.4077
2019-10-25,2.3055
2019-10-28,7.0423
2019-10-29,-7.6316
2019-10-30,-2.849
