ticker,CZWI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-03-31,1.0509
2004-04-01,2.0
2004-04-02,-0.7059
2004-04-05,4.6603
2004-04-06,-3.7736
2004-04-07,2.7451
2004-04-08,-1.5267
2004-04-12,-1.0853
2004-04-13,-2.0376
2004-04-14,-4.0
2004-04-16,-5.4167
2004-04-19,2.2026
2004-04-20,-3.0172
2004-04-21,6.6667
2004-04-22,6.25
2004-04-26,-11.7647
2004-04-28,3.1111
2004-04-29,1.2931
2004-04-30,0.4255
2004-05-03,0.0
2004-05-04,1.6949
2004-05-06,0.4167
2004-05-07,0.4149
2004-05-10,-0.8264
2004-05-11,0.8333
2004-05-12,-0.4132
2004-05-13,0.0
2004-05-14,1.6598000000000002
2004-05-17,-2.0408
2004-05-18,-1.25
2004-05-24,0.0
2004-05-25,-0.6751
2004-06-01,0.8496
2004-06-02,-0.1685
2004-06-03,0.8439
2004-06-04,-0.4184
2004-06-07,0.0
2004-06-10,-0.8403
2004-06-15,0.8475
2004-06-16,0.8403
2004-06-18,-1.25
2004-06-21,0.0
2004-06-30,1.2658
2004-07-08,2.9167
2004-07-09,-3.2389
2004-07-15,1.2551999999999999
2004-07-20,-1.2397
2004-07-21,0.0
2004-07-26,-0.3347
2004-07-29,-0.084
2004-07-30,0.4202
2004-08-05,0.8403
2004-08-06,-1.25
2004-08-11,-0.4219
2004-08-20,0.0
2004-08-25,0.0
2004-09-07,0.0
2004-09-09,0.0
2004-09-13,1.2711999999999999
2004-09-14,2.5105
2004-09-15,0.0
2004-09-16,0.0
2004-09-17,4.0816
2004-09-20,-1.9607999999999999
2004-09-21,-0.4
2004-09-22,0.4016
2004-09-23,1.6
2004-09-24,0.0
2004-09-28,-0.7874
2004-09-29,0.3968
2004-10-05,0.3953
2004-10-06,-1.5748
2004-10-08,2.0
2004-10-13,0.0
2004-10-14,0.0
2004-10-18,-0.3922
2004-10-20,0.3937
2004-10-21,0.3922
2004-10-26,1.1719
2004-10-27,0.3861
2004-10-28,1.9231
2004-10-29,0.0
2004-11-01,2.6414999999999997
2004-11-02,0.3676
2004-11-03,1.8382
2004-11-04,0.361
2004-11-05,-0.3597
2004-11-09,3.6101
2004-11-10,1.0453
2004-11-11,1.0345
2004-11-12,-1.0239
2004-11-15,0.0
2004-11-22,3.4483
2004-11-23,-1.3333
2004-11-24,1.3514
2004-12-01,0.0
2004-12-03,1.3333
2004-12-07,-0.9868
2004-12-09,0.3322
2004-12-10,0.0
2004-12-15,-0.6623
