ticker,IBXS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-16,70.0
2010-03-17,47.0588
2010-03-25,-32.0
2010-05-26,-29.4118
2010-06-02,-16.6667
2010-07-15,-15.0
2010-08-17,64.7059
2010-09-28,-14.2857
2010-12-14,150.0
2010-12-15,0.0
2010-12-21,-46.6667
2010-12-27,118.75
2010-12-30,-42.5714
2011-01-03,74.1294
2011-01-05,-20.0
2011-01-07,60.7143
2011-01-20,-26.6667
2011-01-27,18.1818
2011-01-28,-12.5641
2011-02-07,26.0997
2011-02-08,-41.8605
2011-02-10,60.0
2011-02-14,0.0
2011-02-22,25.0
2011-03-03,-50.0
2011-03-07,40.0
2011-03-11,-28.5714
2011-03-17,0.0
2011-03-23,20.0
2011-03-29,-16.6667
2011-03-30,0.0
2011-04-15,-28.0
2011-04-19,150.0
2011-05-13,-73.3333
2011-05-17,25.0
2011-05-18,60.0
2011-05-23,41.6667
2011-05-24,-2.9412000000000003
2011-05-25,0.0
2011-05-27,-54.5455
2011-06-14,6.6667
2011-07-21,-68.75
2011-07-26,100.0
2011-08-24,0.0
2011-09-01,100.0
2011-09-22,0.0
2011-09-23,-55.0
2011-10-14,111.1111
2011-10-26,0.0
2011-11-07,-47.3684
2012-01-03,0.0
2012-02-15,0.0
2012-02-27,0.0
2012-05-17,0.0
2012-06-26,0.0
2012-08-31,-20.0
2012-09-04,0.0
2013-01-23,-25.0
2013-05-13,0.0
2013-07-11,-66.6667
2013-07-17,150.0
2013-07-18,0.0
2013-07-26,0.0
2013-11-26,0.0
2013-12-04,20.0
2013-12-05,74.375
2013-12-12,-51.2545
2014-01-21,37.2549
2014-01-23,14.2857
2014-01-27,0.0
2014-01-28,0.0
2014-01-31,150.0
2014-02-03,-5.0
2014-02-05,-5.2632
2014-02-07,-44.4444
2014-02-24,90.0
2014-02-26,15.7895
2014-02-28,-54.5455
2014-03-06,100.0
2014-08-26,-70.0
2014-08-29,83.125
2014-10-03,36.5188
2015-01-02,-33.3333
2015-01-16,0.0
2015-02-11,0.0
2015-04-14,5.0
2015-05-20,-42.8571
2016-01-06,0.0
2016-03-07,-16.6667
2016-03-29,-20.0
2016-05-05,0.0
2016-05-11,-37.5
2017-04-05,-20.0
2017-09-07,900.0
2017-11-15,-60.0
2017-12-01,1025.0
2017-12-04,-72.2222
2017-12-05,0.0
2017-12-06,0.0
2017-12-08,160.0
2017-12-12,-16.5349
2017-12-13,-7.0965
2017-12-15,-10.7184
2017-12-20,-22.2
2017-12-28,-28.5918
2017-12-29,-20.0
2018-01-02,0.5
2018-01-03,-0.4975
2018-01-05,125.0
2018-01-08,-6.6667
2018-01-10,-16.6667
2018-01-11,-15.4286
2018-01-19,-62.8378
2018-03-28,-80.2273
2018-03-29,1.1494
2018-04-02,0.0
2018-04-03,2.2727
2018-04-04,26.6667
2018-04-05,-6.6667
2018-04-06,14.6617
2018-04-09,1.4754
2018-04-10,1.454
2018-04-11,1.9108
2018-04-12,1.4062999999999999
2018-04-13,4.3143
2018-04-16,1.4771
2018-04-17,2.6201
2018-04-18,-24.1135
2018-04-19,-1.1215
2018-04-20,-16.4461
2018-08-13,-88.6878
2018-11-26,-99.998
2018-11-27,900.0
2018-12-26,0.0
2019-01-29,-99.0
2019-02-22,0.0
2019-05-16,0.0
2019-09-17,0.0
2019-09-24,0.0
2019-12-26,99900.0003
2019-12-30,-99.9
2019-12-31,9900.0
2020-02-11,0.0
2020-04-24,-99.0
2020-06-24,900.0
